chrom	start	end	peak_number	foldchange	-log10pvalue	-log10qvalue	relative_summit_pos
chr13	24905292	24905582	12958	6.89571	12.743	9.88819	134
chr13	24911177	24911383	12959	4.61598	9.62081	6.90347	109
chr13	25348041	25348199	12969	5.26635	8.53456	5.8745699999999985	79
chr13	25738474	25738638	12972	4.99557	7.77614	5.16345	53
chr13	25778761	25778924	12975	4.00835	6.13231	3.62539	68
chr13	25806781	25806944	12977	4.80865	8.71831	6.05081	85
chr13	25840978	25841308	12978	5.96476	10.39135	7.63478	125
chr13	25848382	25848551	12980	4.66219	7.52545	4.92346	65
chr13	25872860	25873500	12981	6.926660000000001	17.227610000000002	14.21019	286
chr13	26221827	26222462	12985	4.52579	7.8878	5.26716	248
chr13	26253729	26254288	12986	5.0556	11.23139	8.433489999999999	142
chr13	26557408	26557975	12988	9.63653	20.79141	17.660079999999994	402
chr13	26983074	26983276	12997	4.70023	9.15436	6.45866	118
chr13	27026533	27026707	12998	5.45417	10.60005	7.83793	88
chr13	27043135	27043294	12999	5.02652	7.82647	5.21163	61
chr13	27079654	27079823	13000	3.51694	5.95948	3.4614199999999995	133
chr13	27172592	27172750	13002	4.59714	6.8399100000000015	4.28615	75
chr13	27270677	27270907	13005	4.10987	6.30571	3.77982	131
chr13	27362082	27362257	13007	4.70023	9.15436	6.45866	98
chr13	27401319	27401526	13008	4.98024	7.7511899999999985	5.14066	120
chr13	27425256	27425540	13011	4.20547	7.57828	4.97293	147
chr13	27449981	27450267	13013	5.08137	15.90286	12.93165	144
chr13	27774754	27775050	13022	6.85072	18.43323	15.37413	153
chr13	27960354	27960576	13026	4.69787	9.14969	6.4551	69
chr13	28037574	28037945	13030	6.52424	16.81158	13.8044	241
chr13	28047813	28048166	13033	4.83579	10.4166	7.6594	113
chr13	28052845	28053254	13034	4.31381	9.86467	7.141960000000001	261
chr13	28058819	28059133	13036	4.83361	9.08921	6.39622	153
chr13	28107015	28107282	13040	4.74639	10.88256	8.11104	121
chr13	28356686	28357029	13050	3.908630000000001	7.2571	4.66984	264
chr13	28401681	28401927	13052	5.62435	13.19581	10.31874	95
chr13	28476183	28476343	13056	3.98706	7.690410000000001	5.08115	53
chr13	28485603	28485806	13057	5.04027	10.85069	8.07975	100
chr13	28488629	28488875	13058	5.67566	12.53268	9.68205	119
chr13	28537359	28537596	13063	6.157019999999998	14.321179999999998	11.39976	143
chr13	28623898	28624065	13069	4.04953	7.5472899999999985	4.94379	100
chr13	28631557	28631804	13070	3.59484	7.07705	4.507630000000002	162
chr13	28649147	28649419	13072	4.83579	10.4166	7.6594	134
chr13	28651757	28651931	13073	4.49355	10.60692	7.84472	94
chr13	29050781	29051010	13080	5.10215	9.9363	7.2127	134
chr13	29160075	29160277	13084	4.61598	9.62081	6.90347	88
chr13	29359238	29359498	13088	4.83579	10.4166	7.6594	110
chr13	29496924	29497109	13091	3.82456	6.82402	4.27152	50
chr13	29819238	29819405	13095	3.6772	5.55754	3.09058	51
chr13	30047564	30047949	13099	6.29097	18.86199	15.78561	218
chr13	30107249	30107414	13101	3.9561	6.82218	4.26996	104
chr13	30174322	30174480	13104	3.5011	5.02445	2.59822	132
chr13	30314111	30314339	13106	6.8650699999999985	13.97344	11.07059	135
chr13	30395202	30395360	13112	3.95809	6.825989999999999	4.27229	21
chr13	30445692	30445864	13115	3.37461	5.45136	2.99396	102
chr13	30465913	30466153	13119	5.934830000000002	14.66569	11.73556	128
chr13	30466989	30467167	13120	6.22296	13.21275	10.33327	65
chr13	30608040	30608200	13123	3.55979	6.51858	3.98349	27
chr13	30618557	30618715	13126	4.1165699999999985	6.85376	4.29577	47
chr13	30690367	30690728	13132	5.2693699999999986	11.68848	8.87833	133
chr13	30722075	30722247	13138	4.58481	8.30223	5.65635	127
chr13	30845821	30845996	13145	5.1923900000000005	10.81281	8.04347	73
chr13	30870430	30870749	13147	5.82727	12.05719	9.23776	239
chr13	31008757	31008991	13148	6.0376400000000015	12.85717	9.99801	132
chr13	31009140	31009334	13149	4.08462	6.5267300000000015	3.99163	123
chr13	31045839	31046108	13153	4.1165699999999985	6.85376	4.29577	70
chr13	31120492	31120773	13154	3.4151	6.42951	3.89848	74
chr13	31151973	31152142	13155	6.93473	14.09789	11.1899	88
chr13	31504953	31505287	13161	7.576410000000001	18.06945	15.02359	185
chr13	31710461	31710712	13164	6.4539800000000005	14.07316	11.16941	116
chr13	31791114	31791275	13166	3.71071	6.09937	3.5934	73
chr13	31898351	31898640	13170	4.45285	8.35482	5.70067	173
chr13	31909118	31909373	13171	3.6772	5.55754	3.09058	114
chr13	31923492	31923818	13172	4.80865	8.71831	6.05081	83
chr13	31968573	31968801	13174	4.54863	10.10707	7.362489999999998	141
chr13	32089937	32090175	13178	4.17636	8.08968	5.4494	104
chr13	32164718	32164983	13180	4.592980000000002	8.01008	5.3804300000000005	145
chr13	32362443	32362772	13186	5.89277	12.18207	9.34633	140
chr13	32427885	32428411	13187	5.167105	10.60005	7.83793	115
chr13	32430071	32430310	13189	6.4978099999999985	14.15729	11.24871	109
chr13	32443946	32444181	13190	6.16669	12.29409	9.45375	118
chr13	32895343	32895552	13203	4.48112	7.50903	4.90738	128
chr13	33017570	33017852	13206	4.74216	7.96726	5.33863	208
chr13	33072240	33072674	13207	5.87287	11.36761	8.56455	92
chr13	33081596	33082021	13208	5.04908	8.49606	5.83832	315
chr13	33086382	33086540	13209	4.17435	6.15254	3.64558	96
chr13	33105369	33105756	13210	8.89834	22.16886	19.00031	127
chr13	33340706	33340936	13213	6.43701	12.78209	9.92574	87
chr13	33352658	33352840	13214	4.8618	10.47231	7.711989999999999	64
chr13	33743518	33743733	13222	3.60439	5.66144	3.1913400000000003	149
chr13	34034502	34034723	13225	5.6612300000000015	10.24188	7.49069	135
chr13	34114710	34114868	13226	4.29293	6.6154199999999985	4.07253	63
chr13	34256294	34256466	13227	3.4151	6.42951	3.89848	107
chr13	35566440	35566611	13234	3.39434	4.84054	2.44286	76
chr13	35716242	35716499	13235	5.43964	11.67469	8.865730000000003	122
chr13	35860520	35860678	13237	3.89231	5.68593	3.21484	90
chr13	35862236	35862647	13238	8.32478	20.53048	17.40705	190
chr13	36345588	36345943	13243	4.94761	9.97579	7.2488199999999985	287
chr13	36437004	36437180	13249	4.64081	9.67355	6.95551	98
chr13	36445338	36445559	13250	6.1546400000000006	15.56482	12.59933	135
chr13	36480764	36481180	13252	7.40256	15.843379999999998	12.87294	280
chr13	36736272	36736444	13253	4.9212	8.598419999999999	5.93606	83
chr13	36769173	36769487	13254	4.90896	10.91227	8.1403	204
chr13	36874079	36874337	13257	4.61598	9.62081	6.90347	107
chr13	36925642	36925893	13258	10.51515	31.18736	27.78691	116
chr13	37059174	37059417	13262	3.96007	6.3057300000000005	3.77982	123
chr13	37905857	37906032	13269	5.28874	9.93679	7.21311	102
chr13	38394982	38395276	13271	9.82128	26.78532	23.490170000000006	178
chr13	38399265	38399480	13273	5.24169	9.50308	6.79355	96
chr13	40433665	40433823	13282	5.43393	7.892760000000001	5.26716	82
chr13	40664716	40664926	13285	4.93994	6.85819	4.29577	130
chr13	40771146	40771342	13286	5.43393	7.892760000000001	5.26716	139
chr13	41061353	41061612	13295	7.4099	12.37622	9.52971	85
chr13	42049105	42049281	13308	7.9039	13.57163	10.67731	34
chr13	43127997	43128212	13322	3.9664	5.33485	2.88225	80
chr13	43924913	43925128	13327	7.4099	12.37622	9.52971	91
chr13	44386137	44386295	13334	4.93994	6.85819	4.29577	44
chr13	44435089	44435300	13335	5.43393	7.892760000000001	5.26716	118
chr13	45418390	45418548	13354	4.44594	5.8642699999999985	3.3680800000000004	116
chr13	48037553	48037794	13378	7.4099	12.37622	9.52971	172
chr13	48095076	48095287	13380	6.91591	11.2086	8.4114	77
chr13	48265372	48265548	13382	6.74288	12.0765	9.24931	79
chr13	48505673	48505893	13384	4.93994	6.85819	4.29577	98
chr13	48579219	48579394	13387	5.43393	7.892760000000001	5.26716	99
chr13	48829681	48829871	13390	5.9279199999999985	8.96455	6.281619999999998	101
chr13	48980014	48980190	13394	6.34624	11.0259	8.243260000000001	43
chr13	49443643	49443801	13398	5.43393	7.892760000000001	5.26716	67
chr13	49936428	49936611	13403	6.42192	10.07066	7.327210000000001	128
chr13	49997310	49997481	13407	4.62315	7.45915	4.8600400000000015	82
chr13	50124306	50124822	13410	5.43393	7.892760000000001	5.26716	225
chr13	50125494	50125711	13411	8.89188	16.03937	13.06095	99
chr13	50635584	50635777	13421	4.36304	6.19962	3.68121	155
chr13	50893734	50893927	13426	6.91591	11.2086	8.4114	67
chr13	51562264	51562457	13441	7.5361600000000015	14.2501	11.32968	135
chr13	51793972	51794152	13445	5.43393	7.892760000000001	5.26716	99
chr13	52012142	52012398	13447	9.38588	17.30892	14.28144	114
chr13	52194355	52194608	13450	5.43393	7.892760000000001	5.26716	105
chr13	60396387	60396609	13466	5.69714	8.9077	6.23177	65
chr13	66800096	66800259	13481	5.43393	7.892760000000001	5.26716	75
chr13	72781654	72781830	13501	4.08769	5.30851	2.86801	39
chr13	75538105	75538263	13513	5.43393	7.892760000000001	5.26716	86
chr13	75549358	75549878	13514	4.29293	6.6154199999999985	4.07253	47
chr13	76886488	76886655	13523	4.44594	5.8642699999999985	3.3680800000000004	106
chr13	77026561	77026899	13524	4.93994	6.85819	4.29577	191
chr13	77329896	77330092	13529	4.44594	5.8642699999999985	3.3680800000000004	121
chr13	79289700	79289858	13539	5.43393	7.892760000000001	5.26716	91
chr13	80386070	80386305	13554	5.43393	7.892760000000001	5.26716	96
chr13	80399466	80399674	13555	6.42192	10.07066	7.327210000000001	118
chr13	87390496	87390688	13567	6.91591	11.2086	8.4114	122
chr13	87536659	87536869	13568	6.91591	11.2086	8.4114	76
chr13	88920037	88920201	13573	7.13952	13.15166	10.27532	49
chr13	92372530	92372740	13584	4.44594	5.8642699999999985	3.3680800000000004	144
chr13	97210658	97210884	13598	7.4099	12.37622	9.52971	98
chr13	97433866	97434080	13602	5.43393	7.892760000000001	5.26716	104
chr13	98549032	98549281	13610	5.9496	10.00133	7.264769999999999	145
chr13	98741889	98742073	13614	3.9627	5.80311	3.3199300000000003	73
chr13	99296625	99296787	13624	5.9279199999999985	8.96455	6.281619999999998	88
chr13	99420300	99420525	13629	6.42192	10.07066	7.327210000000001	136
chr13	99900514	99900780	13636	10.86786	21.24631	18.10311	148
chr13	99980599	99980775	13638	5.9279199999999985	8.96455	6.281619999999998	37
chr13	100128882	100129072	13643	5.43393	7.892760000000001	5.26716	96
chr13	101027138	101027403	13653	6.91591	11.2086	8.4114	149
chr13	102596805	102597014	13659	6.91591	11.2086	8.4114	93
chr13	102845916	102846074	13664	6.36787	9.98364	7.25542	62
chr13	106374264	106374541	13680	4.36304	6.19962	3.68121	128
chr13	108269540	108269943	13689	5.9496	10.00133	7.264769999999999	137
chr13	109700241	109700518	13697	6.91591	11.2086	8.4114	82
chr13	109786747	109787148	13698	8.39789	14.793170000000002	11.85653	155
chr13	110138607	110138805	13704	4.44594	5.8642699999999985	3.3680800000000004	148
chr13	110658319	110658625	13721	5.43393	7.892760000000001	5.26716	155
chr13	110713440	110713730	13725	7.9328	15.370629999999998	12.40859	151
chr13	111153551	111153737	13733	5.9279199999999985	8.96455	6.281619999999998	90
chr13	112768117	112768509	13746	5.9279199999999985	8.96455	6.281619999999998	62
chr13	113209410	113209588	13754	5.9279199999999985	8.96455	6.281619999999998	91
chr13	113809636	113809794	13768	4.44594	5.8642699999999985	3.3680800000000004	111
chr13	113912732	113912937	13772	5.9279199999999985	8.96455	6.281619999999998	110
chr13	114314155	114314498	13790	8.39789	14.793170000000002	11.85653	144
chr14	20413381	20413563	13801	4.36129	6.19684	3.68121	97
chr14	20427753	20427982	13803	5.2836	9.23283	6.53139	133
chr14	20683952	20684237	13816	5.80964	8.77539	6.10559	80
chr14	20714962	20715194	13817	5.9942400000000005	11.1983	8.406930000000001	86
chr14	20782321	20782515	13818	6.42192	10.07066	7.327210000000001	132
chr14	20904748	20904922	13827	4.36304	6.19962	3.68121	136
chr14	21014780	21014938	13835	4.00295	5.3921	2.93821	138
chr14	21025008	21025192	13837	5.76412	9.69567	6.97618	104
chr14	21320007	21320247	13851	6.27428	12.08451	9.25263	127
chr14	22427805	22427980	13866	5.27676	8.88238	6.20973	89
chr14	22555618	22555914	13872	4.62315	7.45915	4.8600400000000015	198
chr14	22557051	22557209	13874	4.36304	6.19962	3.68121	76
chr14	22598169	22598354	13876	5.69714	8.9077	6.23177	70
chr14	22749555	22749749	13882	5.2589	7.8982800000000015	5.27054	86
chr14	22810981	22811170	13886	5.9496	10.00133	7.264769999999999	62
chr14	22871666	22872080	13894	8.26853	15.468329999999998	12.50541	155
chr14	22956990	22957249	13901	3.96007	6.3057300000000005	3.77982	154
chr14	23154401	23154637	13916	6.6045	13.08071	10.2128	84
chr14	23173067	23173234	13917	4.49284	6.15727	3.64991	83
chr14	23827483	23827799	13929	6.71035	12.43011	9.58235	172
chr14	23985412	23985583	13933	5.65724	11.3511	8.54958	98
chr14	24141088	24141246	13943	4.19112	5.68631	3.21508	28
chr14	24161036	24161358	13946	8.57434	17.91519	14.87198	136
chr14	24232314	24232581	13951	7.73925	15.975129999999998	13.00157	143
chr14	24299755	24299939	13956	3.9627	5.80311	3.3199300000000003	59
chr14	24442276	24442446	13967	5.9852300000000005	10.05985	7.32257	51
chr14	24662862	24663199	13975	5.69714	8.9077	6.23177	105
chr14	24673063	24673380	13977	6.75172	10.94306	8.17047	146
chr14	31283605	31283843	14011	6.8128199999999985	11.40756	8.6017	127
chr14	32986047	32986212	14024	5.43393	7.892760000000001	5.26716	42
chr14	34368712	34368941	14032	6.27428	12.08451	9.25263	140
chr14	34629995	34630294	14037	6.39296	10.02402	7.28702	154
chr14	34873627	34873877	14042	4.45285	8.35482	5.70067	114
chr14	34884122	34884299	14044	3.9627	5.80311	3.3199300000000003	122
chr14	34982844	34983316	14048	5.9272800000000005	9.61252	6.89565	362
chr14	35121720	35122082	14051	7.45011	13.24261	10.36125	61
chr14	35292276	35292607	14059	3.3620300000000003	5.86516	3.36879	66
chr14	37595927	37596308	14081	8.72608	17.673820000000006	14.63489	149
chr14	39038639	39038819	14090	5.43393	7.892760000000001	5.26716	100
chr14	43438122	43438319	14123	3.11148	4.15704	1.82234	131
chr14	43591907	43592096	14124	6.34624	11.0259	8.243260000000001	128
chr14	44316990	44317175	14126	5.15632	8.03704	5.398	76
chr14	49688087	49688489	14161	7.54143	12.98071	10.11826	128
chr14	49852669	49852877	14165	4.22702	5.98334	3.48213	85
chr14	49893318	49893722	14172	11.8992	27.59709	24.28391	248
chr14	49971504	49971757	14173	4.95338	8.33222	5.67935	111
chr14	50039499	50039657	14180	4.1634400000000005	5.42554	2.96874	94
chr14	50426068	50426226	14196	4.65715	6.66505	4.1177	14
chr14	50944563	50944870	14213	4.75968	7.1013	4.51853	151
chr14	50978295	50978690	14214	5.90445	9.23997	6.536569999999998	270
chr14	51651597	51652043	14222	9.12272	18.85464	15.77833	302
chr14	51860437	51860677	14228	3.3620300000000003	5.86516	3.36879	41
chr14	51996126	51996394	14231	6.42192	10.07066	7.327210000000001	197
chr14	52458016	52458216	14237	2.97203	3.5804400000000003	1.32756	54
chr14	52707032	52707205	14243	6.74288	12.0765	9.24931	99
chr14	52958862	52959025	14247	3.39434	4.84054	2.44286	67
chr14	53829804	53830034	14254	5.08052	7.6142	5.0063900000000015	78
chr14	54450638	54450829	14259	3.4151	6.42951	3.89848	79
chr14	54509743	54510091	14261	4.95338	8.33222	5.67935	140
chr14	54858048	54858303	14265	4.35086	9.34973	6.64325	109
chr14	54902739	54903038	14268	5.08052	7.6142	5.0063900000000015	82
chr14	54908268	54908541	14269	6.27428	12.08451	9.25263	179
chr14	55104081	55104414	14277	6.27428	12.08451	9.25263	100
chr14	55191526	55191842	14281	6.33756	11.39846	8.594389999999999	131
chr14	55265330	55265526	14282	4.71339	6.50218	3.96743	91
chr14	55411805	55411988	14287	3.96007	6.3057300000000005	3.77982	141
chr14	55580048	55580265	14288	6.5736300000000005	11.01959	8.243260000000001	129
chr14	55819666	55819952	14294	6.05877	9.4873	6.77808	141
chr14	56244161	56244346	14298	7.13952	13.15166	10.27532	55
chr14	56849304	56849522	14303	9.42678	17.85259	14.81059	96
chr14	57492873	57493160	14312	4.93994	6.85819	4.29577	30
chr14	59151125	59151308	14332	7.07009	11.82453	9.0081	68
chr14	59188371	59188694	14334	6.78868	15.15085	12.20057	178
chr14	59484232	59484574	14347	5.2836	9.23283	6.53139	247
chr14	61603945	61604137	14389	4.97796	7.1711800000000006	4.58696	104
chr14	61695177	61695454	14393	6.78868	15.15085	12.20057	148
chr14	61696125	61696295	14394	4.94212	7.11464	4.53152	101
chr14	61752681	61752908	14396	6.1353800000000005	9.94884	7.22307	117
chr14	63727962	63728257	14408	4.91385	7.34817	4.75654	227
chr14	64914317	64914508	14437	5.59196	9.41023	6.70223	70
chr14	64914582	64914740	14438	3.9627	5.80311	3.3199300000000003	50
chr14	64992481	64992675	14441	3.4633300000000005	5.39995	2.9447400000000004	59
chr14	65209701	65209859	14451	3.620330000000001	4.40766	2.05157	105
chr14	65926932	65927097	14467	4.36304	6.19962	3.68121	87
chr14	66539172	66539375	14474	4.89836	6.792669999999998	4.24077	109
chr14	67513063	67513227	14489	3.39434	4.84054	2.44286	92
chr14	67661543	67661701	14496	4.29293	6.6154199999999985	4.07253	53
chr14	67667302	67667460	14497	3.67361	4.48875	2.12698	110
chr14	68682523	68682711	14519	4.29293	6.6154199999999985	4.07253	99
chr14	68682989	68683213	14520	4.292	5.84379	3.35786	86
chr14	68816577	68816790	14531	4.35186	5.9372099999999985	3.43976	72
chr14	68835542	68835742	14532	6.12741	9.59737	6.88225	132
chr14	68951277	68951435	14535	3.96007	6.3057300000000005	3.77982	49
chr14	69151802	69151960	14542	3.9627	5.80311	3.3199300000000003	43
chr14	69481915	69482079	14553	5.15632	8.03704	5.398	59
chr14	69615698	69615856	14557	4.66219	7.52545	4.92346	64
chr14	69620265	69620432	14558	4.36304	6.19962	3.68121	93
chr14	69710474	69710701	14563	5.2836	9.23283	6.53139	102
chr14	70359678	70359896	14572	7.68549	14.95275	12.01187	84
chr14	70600629	70600937	14578	6.36787	9.98364	7.25542	180
chr14	70692325	70692539	14579	8.89188	16.03937	13.06095	115
chr14	70697922	70698175	14580	4.69566	6.4744	3.94223	70
chr14	70999228	70999402	14596	5.15632	8.03704	5.398	49
chr14	71143200	71143507	14600	4.59201	6.31222	3.78587	94
chr14	71399003	71399248	14605	5.9272800000000005	9.61252	6.89565	89
chr14	72926235	72926468	14626	7.4099	12.37622	9.52971	153
chr14	73242790	73242948	14637	4.82066	6.92306	4.35578	71
chr14	73465133	73465291	14647	5.20409	7.8110300000000015	5.1976	87
chr14	73477662	73477882	14648	5.73283	9.29726	6.59191	146
chr14	73724008	73724166	14655	3.21595	4.72949	2.33968	140
chr14	73950202	73950426	14671	5.76412	9.69567	6.97618	78
chr14	75063984	75064142	14701	4.65715	6.66505	4.1177	85
chr14	75126801	75126959	14704	3.68539	4.68858	2.30147	68
chr14	75170900	75171139	14709	5.73283	9.29726	6.59191	108
chr14	75182895	75183205	14711	3.6772	5.55754	3.09058	86
chr14	75213168	75213406	14713	5.76412	9.69567	6.97618	148
chr14	75279539	75279697	14722	4.36129	6.19684	3.68121	76
chr14	75287732	75287930	14724	9.64132	19.21024	16.12649	81
chr14	75298908	75299337	14727	9.02359	16.712320000000002	13.70825	310
chr14	75417853	75418035	14731	5.4297900000000014	9.13958	6.445130000000002	82
chr14	75445377	75445540	14735	5.73283	9.29726	6.59191	52
chr14	75542653	75542980	14743	7.9328	15.370629999999998	12.40859	142
chr14	75597269	75597539	14747	4.80865	8.71831	6.05081	63
chr14	75877362	75877599	14755	4.71339	6.50218	3.96743	88
chr14	76126176	76126337	14757	4.73126	6.5301800000000005	3.99477	30
chr14	76191389	76191652	14759	4.29293	6.6154199999999985	4.07253	153
chr14	76743119	76743331	14766	6.91591	11.2086	8.4114	88
chr14	76772838	76772996	14771	4.95338	8.33222	5.67935	25
chr14	76812490	76812657	14775	3.5683300000000004	4.5081	2.13461	62
chr14	77121192	77121409	14794	5.9696099999999985	9.34439	6.63808	64
chr14	77565667	77565854	14809	4.24205	5.5472199999999985	3.08343	145
chr14	77603953	77604146	14812	5.92601	9.27452	6.57073	90
chr14	77708044	77708202	14815	4.38242	5.9849	3.48213	24
chr14	77760955	77761350	14816	5.62855	9.8243	7.10239	324
chr14	78154895	78155190	14826	6.74288	12.0765	9.24931	150
chr14	80954830	80955136	14837	5.92453	8.95913	6.281619999999998	72
chr14	80959554	80959745	14838	5.15425	8.03369	5.398	88
chr14	80985599	80985777	14839	5.73283	9.29726	6.59191	73
chr14	80989218	80989382	14840	4.75777	7.09823	4.51853	62
chr14	81299038	81299266	14846	6.34624	11.0259	8.243260000000001	105
chr14	81687064	81687230	14860	4.24205	5.5472199999999985	3.08343	80
chr14	83125035	83125352	14866	9.87987	18.600620000000006	15.53413	123
chr14	83254771	83254961	14868	4.95338	8.33222	5.67935	99
chr14	83255018	83255296	14869	10.16105	21.13997	18.00214	133
chr14	83988449	83988677	14875	4.29293	6.6154199999999985	4.07253	120
chr14	85440788	85440990	14885	4.29293	6.6154199999999985	4.07253	58
chr14	87733969	87734131	14904	4.99607	7.19976	4.61296	59
chr14	87818765	87818923	14906	4.36304	6.19962	3.68121	69
chr14	87990774	87990965	14907	7.07009	11.82453	9.0081	109
chr14	87993205	87993399	14909	7.07009	11.82453	9.0081	121
chr14	88321913	88322156	14918	7.89354	13.96811	11.0653	146
chr14	88323588	88323894	14919	5.2589	7.8982800000000015	5.27054	143
chr14	89201771	89201943	14932	5.5507300000000015	9.00078	6.31281	109
chr14	89240643	89240805	14933	5.39141	8.109110000000001	5.46853	43
chr14	89365047	89365310	14937	5.43393	7.892760000000001	5.26716	123
chr14	89416097	89416475	14939	6.19762	9.71003	6.99032	135
chr14	90400205	90400461	14982	3.75756	7.1948	4.61034	146
chr14	90758103	90758643	14997	20.3221	55.23327	51.36858	413
chr14	90788069	90788243	14998	6.17877	10.01887	7.28207	58
chr14	91009065	91009223	15003	4.22702	5.98334	3.48213	103
chr14	91194396	91194554	15010	3.56976	4.51031	2.13461	77
chr14	91356390	91356616	15028	4.9249800000000015	7.9680399999999985	5.3388300000000015	145
chr14	91365512	91365684	15031	3.30225	4.28263	1.9329	38
chr14	91419146	91419443	15041	11.72358	24.88993	21.64909	151
chr14	92106272	92106430	15045	4.52579	7.8878	5.26716	58
chr14	92106497	92106930	15046	8.20299	20.29255	17.17371	156
chr14	92215516	92215753	15048	6.69995	10.85945	8.08827	137
chr14	92400644	92400998	15055	5.01432	7.22855	4.641369999999998	113
chr14	92472931	92473123	15058	6.3182800000000015	9.90387	7.18064	118
chr14	92551519	92551737	15064	5.94405	11.11034	8.32121	128
chr14	93103725	93103883	15093	5.15632	8.03704	5.398	64
chr14	93163632	93163921	15098	12.34984	25.3572	22.09686	134
chr14	93534077	93534259	15108	4.47357	6.64025	4.0959	155
chr14	94026164	94026534	15124	6.50582	14.17265	11.26054	241
chr14	94384897	94385180	15132	4.75968	7.1013	4.51853	214
chr14	95023958	95024165	15135	5.5507300000000015	9.00078	6.31281	81
chr14	95146466	95146657	15136	3.84274	5.1408	2.70767	70
chr14	95157939	95158149	15138	4.91385	7.34817	4.75654	146
chr14	95255619	95255816	15142	4.6089699999999985	6.33873	3.81189	84
chr14	95495651	95495885	15147	5.9496	10.00133	7.264769999999999	119
chr14	95516517	95516822	15150	4.75968	7.1013	4.51853	194
chr14	95845200	95845378	15154	6.42192	10.07066	7.327210000000001	115
chr14	97524701	97524901	15183	5.61383	10.15934	7.409560000000001	91
chr14	97525041	97525258	15184	4.38242	5.9849	3.48213	68
chr14	97572076	97572255	15187	4.91385	7.34817	4.75654	126
chr14	97707037	97707195	15189	5.18473	7.49771	4.89618	48
chr14	98754711	98754980	15192	6.40525	10.3841	7.62852	146
chr14	98949226	98949488	15196	7.13952	13.15166	10.27532	127
chr14	98953548	98953759	15198	5.0327	7.257560000000002	4.66999	118
chr14	99036865	99037128	15201	5.94721	9.9974	7.264769999999999	135
chr14	99481552	99481840	15213	5.43393	7.892760000000001	5.26716	133
chr14	99605304	99605498	15215	5.9496	10.00133	7.264769999999999	46
chr14	99931790	99931999	15221	6.7740300000000016	11.72939	8.916	76
chr14	99947743	99947909	15223	5.45026	8.20275	5.55897	112
chr14	100163079	100163237	15235	4.26269	5.79804	3.3199300000000003	74
chr14	100222429	100222638	15240	5.2836	9.23283	6.53139	121
chr14	100297408	100297566	15250	5.55296	9.004430000000003	6.31281	103
chr14	100622333	100622501	15267	5.73283	9.29726	6.59191	126
chr14	100810762	100811265	15272	10.76703	22.71213	19.52343	356
chr14	101535882	101536043	15276	5.2836	9.23283	6.53139	64
chr14	101876647	101876824	15286	3.96007	6.3057300000000005	3.77982	56
chr14	101877860	101878073	15287	5.86757	9.51584	6.806189999999999	151
chr14	101947787	101947945	15290	3.5683300000000004	4.5081	2.13461	107
chr14	101980886	101981105	15295	5.37437	10.45117	7.691139999999999	75
chr14	101992807	101992991	15296	5.27676	8.88238	6.20973	95
chr14	102314376	102314789	15303	5.3882	7.820089999999999	5.2053699999999985	225
chr14	102795184	102795342	15321	5.63776	8.81245	6.14191	70
chr14	103324974	103325234	15345	3.9664	5.33485	2.88225	115
chr14	103329969	103330161	15346	5.96476	10.39135	7.63478	94
chr14	103330670	103330828	15347	3.4633300000000005	5.39995	2.9447400000000004	26
chr14	103333818	103334544	15349	11.31714	25.38279	22.12239	176
chr14	103345036	103345260	15350	4.24293	7.083080000000002	4.51043	125
chr14	103380872	103381061	15351	5.15632	8.03704	5.398	118
chr14	103385640	103385885	15353	5.74281	8.66871	6.00426	70
chr14	103420667	103420856	15355	4.7674	6.58685	4.05026	92
chr14	103656405	103656636	15368	5.45026	8.20275	5.55897	77
chr14	103715297	103715808	15369	11.50256	26.3014	23.02031	291
chr14	104496193	104496385	15380	6.91195	11.2022	8.410639999999999	70
chr14	104724044	104724278	15388	7.620789999999999	13.95069	11.04828	120
chr14	104800421	104800952	15393	4.75968	7.1013	4.51853	493
chr14	104872589	104872797	15397	5.15425	8.03369	5.398	136
chr14	104985538	104985898	15402	23.33731	65.52122	61.49401	152
chr14	105021682	105021907	15405	5.9496	10.00133	7.264769999999999	147
chr14	105093177	105093368	15416	6.53267	11.72599	8.91414	74
chr14	105314288	105314609	15431	5.9496	10.00133	7.264769999999999	93
chr14	105315177	105315459	15432	6.12741	9.59737	6.88225	144
chr14	105323022	105323180	15435	2.97203	3.5804400000000003	1.32756	44
chr14	105331903	105332061	15437	4.959969999999998	7.142810000000001	4.5589900000000005	110
chr14	105422045	105422215	15443	6.07143	9.84558	7.12323	139
chr14	105474202	105474446	15444	5.2405	7.869	5.2534	106
chr14	106873078	106873329	15464	3.9561	6.82218	4.26996	98
chr15	22786483	22786718	15469	5.9279199999999985	8.96455	6.281619999999998	153
chr15	25738202	25738412	15498	5.01432	7.22855	4.641369999999998	104
chr15	25739922	25740082	15499	4.95338	8.33222	5.67935	87
chr15	25939138	25939357	15511	4.75968	7.1013	4.51853	64
chr15	26474732	26474927	15515	3.9664	5.33485	2.88225	79
chr15	26591481	26591845	15516	6.35066	10.6571	7.892519999999998	231
chr15	27820350	27820508	15521	3.95195	4.9151099999999985	2.49904	63
chr15	28903574	28903833	15537	5.15632	8.03704	5.398	119
chr15	29039886	29040044	15542	4.29293	6.6154199999999985	4.07253	122
chr15	29142124	29142377	15545	6.93907	11.61217	8.8038	108
chr15	31263352	31263633	15568	4.95338	8.33222	5.67935	73
