chr	start	end	interval_id	num_peaks	num_samples	DFAM71927V3_1_745_R1.bool	MV411_4_321_R1.bool	DFAM71927V3_1_745_R1.fc	MV411_4_321_R1.fc	DFAM71927V3_1_745_R1.qval	MV411_4_321_R1.qval	DFAM71927V3_1_745_R1.pval	MV411_4_321_R1.pval	DFAM71927V3_1_745_R1.start	MV411_4_321_R1.start	DFAM71927V3_1_745_R1.end	MV411_4_321_R1.end	DFAM71927V3_1_745_R1.summit	MV411_4_321_R1.summit
chr1	178608513	178608791	Interval_504	1	1	FALSE	TRUE	NA	6.07147	NA	6.22893	NA	9.84565	NA	178608513	NA	178608791	NA	178
chr1	179143432	179143662	Interval_505	1	1	FALSE	TRUE	NA	11.85815	NA	20.92944	NA	25.11524	NA	179143432	NA	179143662	NA	111
chr1	179191173	179191339	Interval_506	1	1	FALSE	TRUE	NA	6.93883	NA	8.27081	NA	11.99883	NA	179191173	NA	179191339	NA	97
chr1	180131344	180131763	Interval_507	1	1	FALSE	TRUE	NA	8.95572	NA	19.23036	NA	23.36771	NA	180131344	NA	180131763	NA	212
chr1	180279064	180279249	Interval_508	1	1	FALSE	TRUE	NA	5.11972	NA	5.07883	NA	8.61641	NA	180279064	NA	180279249	NA	114
chr1	180429177	180429384	Interval_509	1	1	FALSE	TRUE	NA	6.01825	NA	6.4834	NA	10.11403	NA	180429177	NA	180429384	NA	122
chr1	180571578	180571740	Interval_510	1	1	FALSE	TRUE	NA	5.03759	NA	5.87853	NA	9.47283	NA	180571578	NA	180571740	NA	97
chr1	180581836	180582098	Interval_511	1	1	FALSE	TRUE	NA	5.39762	NA	4.90602	NA	8.42656	NA	180581836	NA	180582098	NA	151
chr1	181015372	181015598	Interval_512	1	1	FALSE	TRUE	NA	5.01691	NA	3.79368	NA	7.23264	NA	181015372	NA	181015598	NA	100
chr1	181669681	181669838	Interval_513	1	1	FALSE	TRUE	NA	6.32743	NA	6.62463	NA	10.25863	NA	181669681	NA	181669838	NA	69
chr1	182602540	182602741	Interval_514	1	1	FALSE	TRUE	NA	6.82069	NA	8.46228	NA	12.20568	NA	182602540	NA	182602741	NA	134
chr1	182616307	182616463	Interval_515	1	1	FALSE	TRUE	NA	4.43709	NA	3.45992	NA	6.85689	NA	182616307	NA	182616463	NA	72
chr1	183022239	183022450	Interval_516	1	1	FALSE	TRUE	NA	5.11972	NA	5.07883	NA	8.61641	NA	183022239	NA	183022450	NA	93
chr1	183139699	183139880	Interval_517	1	1	FALSE	TRUE	NA	4.43709	NA	3.45992	NA	6.85689	NA	183139699	NA	183139880	NA	67
chr1	183775246	183775508	Interval_518	1	1	FALSE	TRUE	NA	10.0681	NA	17.44276	NA	21.53011	NA	183775246	NA	183775508	NA	120
chr1	183842535	183842761	Interval_519	1	1	FALSE	TRUE	NA	6.72271	NA	7.56823	NA	11.26146	NA	183842535	NA	183842761	NA	94
chr1	183896477	183896825	Interval_520	1	1	FALSE	TRUE	NA	14.77922	NA	43.49234	NA	48.1203	NA	183896477	NA	183896825	NA	136
chr1	183993148	183993426	Interval_521	1	1	FALSE	TRUE	NA	6.14366	NA	7.74583	NA	11.45879	NA	183993148	NA	183993426	NA	135
chr1	184164074	184164219	Interval_522	1	1	FALSE	TRUE	NA	5.48255	NA	5.03453	NA	8.56319	NA	184164074	NA	184164219	NA	49
chr1	184419424	184419646	Interval_523	1	1	FALSE	TRUE	NA	5.05006	NA	4.67079	NA	8.17662	NA	184419424	NA	184419646	NA	97
chr1	184456013	184456273	Interval_524	1	1	FALSE	TRUE	NA	7.08207	NA	8.4889	NA	12.23256	NA	184456013	NA	184456273	NA	135
chr1	184798440	184798585	Interval_525	1	1	FALSE	TRUE	NA	4.77044	NA	3.45667	NA	6.84385	NA	184798440	NA	184798585	NA	125
chr1	184946162	184946307	Interval_526	1	1	FALSE	TRUE	NA	4.56083	NA	2.91198	NA	6.26348	NA	184946162	NA	184946307	NA	62
chr1	184967776	184967921	Interval_527	1	1	FALSE	TRUE	NA	5.42351	NA	4.65598	NA	8.16019	NA	184967776	NA	184967921	NA	45
chr1	185317877	185318036	Interval_528	1	1	FALSE	TRUE	NA	5.41078	NA	5.53889	NA	9.10772	NA	185317877	NA	185318036	NA	89
chr1	185339271	185339639	Interval_529	1	1	FALSE	TRUE	NA	11.90371	NA	25.19346	NA	29.48386	NA	185339271	NA	185339639	NA	126
chr1	185561739	185561903	Interval_530	1	1	FALSE	TRUE	NA	6.38516	NA	6.70582	NA	10.35171	NA	185561739	NA	185561903	NA	85
chr1	185973774	185973933	Interval_531	1	1	FALSE	TRUE	NA	5.80234	NA	6.82714	NA	10.48636	NA	185973774	NA	185973933	NA	39
chr1	186356557	186356832	Interval_532	1	1	FALSE	TRUE	NA	5.11972	NA	5.07883	NA	8.61641	NA	186356557	NA	186356832	NA	120
chr1	186375626	186375802	Interval_533	1	1	FALSE	TRUE	NA	4.56083	NA	2.91198	NA	6.26348	NA	186375626	NA	186375802	NA	42
chr1	186482829	186483028	Interval_534	1	1	FALSE	TRUE	NA	6.84124	NA	7.74583	NA	11.45361	NA	186482829	NA	186483028	NA	91
chr1	186776222	186776395	Interval_535	1	1	FALSE	TRUE	NA	5.46103	NA	5.93495	NA	9.53842	NA	186776222	NA	186776395	NA	96
chr1	186849474	186849651	Interval_536	1	1	FALSE	TRUE	NA	5.47299	NA	4.72354	NA	8.23892	NA	186849474	NA	186849651	NA	120
chr1	186849955	186850328	Interval_537	1	1	FALSE	TRUE	NA	10.94598	NA	18.33695	NA	22.45371	NA	186849955	NA	186850328	NA	140
chr1	189056294	189057009	Interval_538	1	1	FALSE	TRUE	NA	11.80809	NA	21.4221	NA	25.62066	NA	189056294	NA	189057009	NA	494
chr1	192805868	192806165	Interval_539	1	1	FALSE	TRUE	NA	8.87417	NA	15.94601	NA	19.98801	NA	192805868	NA	192806165	NA	140
chr1	192954875	192955204	Interval_540	1	1	FALSE	TRUE	NA	19.8862	NA	46.58079	NA	51.25596	NA	192954875	NA	192955204	NA	185
chr1	193735515	193736018	Interval_541	1	1	FALSE	TRUE	NA	11.85815	NA	20.92944	NA	25.11524	NA	193735515	NA	193736018	NA	277
chr1	196651535	196651766	Interval_542	1	1	FALSE	TRUE	NA	8.33632	NA	12.14155	NA	16.04669	NA	196651535	NA	196651766	NA	129
chr1	197200581	197200883	Interval_543	1	1	FALSE	TRUE	NA	5.83542	NA	5.87354	NA	9.46374	NA	197200581	NA	197200883	NA	120
chr1	197354807	197354855	Interval_544	1	1	TRUE	FALSE	6.14817	NA	4.9463	NA	9.76377	NA	197354807	NA	197354855	NA	22	NA
chr1	197697487	197697648	Interval_545	1	1	FALSE	TRUE	NA	5.01691	NA	3.79368	NA	7.23264	NA	197697487	NA	197697648	NA	75
chr1	198176036	198176084	Interval_546	1	1	TRUE	FALSE	4.99242	NA	2.55313	NA	7.10251	NA	198176036	NA	198176084	NA	11	NA
chr1	198212966	198213123	Interval_547	1	1	FALSE	TRUE	NA	5.6378	NA	5.2582	NA	8.8125	NA	198212966	NA	198213123	NA	66
chr1	198648429	198648609	Interval_548	1	1	FALSE	TRUE	NA	6.56005	NA	7.31723	NA	10.99755	NA	198648429	NA	198648609	NA	82
chr1	198685882	198686158	Interval_549	1	1	FALSE	TRUE	NA	4.7784	NA	4.25206	NA	7.72196	NA	198685882	NA	198686158	NA	216
chr1	198763758	198763919	Interval_550	1	1	FALSE	TRUE	NA	4.7784	NA	4.25206	NA	7.72196	NA	198763758	NA	198763919	NA	101
chr1	198776655	198776864	Interval_551	1	1	FALSE	TRUE	NA	7.7534	NA	9.92683	NA	13.73902	NA	198776655	NA	198776864	NA	95
chr1	198787244	198787390	Interval_552	1	1	FALSE	TRUE	NA	5.47299	NA	4.72354	NA	8.23892	NA	198787244	NA	198787390	NA	97
chr1	198881205	198881571	Interval_553	1	1	FALSE	TRUE	NA	14.27318	NA	41.74995	NA	46.35254	NA	198881205	NA	198881571	NA	174
chr1	199279257	199279468	Interval_554	1	1	FALSE	TRUE	NA	4.90946	NA	3.6442	NA	7.06312	NA	199279257	NA	199279468	NA	86
chr1	200207782	200208132	Interval_555	1	1	FALSE	TRUE	NA	11.80809	NA	21.4221	NA	25.62066	NA	200207782	NA	200208132	NA	127
chr1	200646589	200646808	Interval_556	1	1	FALSE	TRUE	NA	8.19115	NA	14.25835	NA	18.24143	NA	200646589	NA	200646808	NA	95
chr1	200738971	200739454	Interval_557	2	2	TRUE	TRUE	5.43205	18.58863	2.97714	53.11831	7.58932	57.87949	200739182	200738971	200739245	200739454	32	244
chr1	200740077	200740342	Interval_558	1	1	FALSE	TRUE	NA	6.99739	NA	8.35852	NA	12.09443	NA	200740077	NA	200740342	NA	188
chr1	201113600	201113875	Interval_559	1	1	FALSE	TRUE	NA	6.22802	NA	6.8055	NA	10.45719	NA	201113600	NA	201113875	NA	140
chr1	201541830	201542077	Interval_560	1	1	FALSE	TRUE	NA	12.00053	NA	21.73506	NA	25.94438	NA	201541830	NA	201542077	NA	118
chr1	201551903	201552110	Interval_561	1	1	FALSE	TRUE	NA	7.83626	NA	15.05507	NA	19.06847	NA	201551903	NA	201552110	NA	90
chr1	201816500	201816727	Interval_562	1	1	FALSE	TRUE	NA	7.55589	NA	9.62144	NA	13.41589	NA	201816500	NA	201816727	NA	89
chr1	201877912	201878088	Interval_563	1	1	FALSE	TRUE	NA	4.8146	NA	3.76138	NA	7.18935	NA	201877912	NA	201878088	NA	34
chr1	202283304	202283647	Interval_564	1	1	FALSE	TRUE	NA	12.96994	NA	30.28545	NA	34.68473	NA	202283304	NA	202283647	NA	184
chr1	202484315	202484611	Interval_565	1	1	FALSE	TRUE	NA	6.35422	NA	6.66712	NA	10.30182	NA	202484315	NA	202484611	NA	169
chr1	202571756	202572011	Interval_566	1	1	FALSE	TRUE	NA	8.39599	NA	17.10783	NA	21.18976	NA	202571756	NA	202572011	NA	121
chr1	202616115	202616287	Interval_567	1	1	FALSE	TRUE	NA	6.66905	NA	7.84077	NA	11.55736	NA	202616115	NA	202616287	NA	75
chr1	203102332	203102477	Interval_568	1	1	FALSE	TRUE	NA	4.75773	NA	5.08211	NA	8.62432	NA	203102332	NA	203102477	NA	62
chr1	203133957	203134309	Interval_569	1	1	FALSE	TRUE	NA	14.8211	NA	40.66275	NA	45.24672	NA	203133957	NA	203134309	NA	189
chr1	203289702	203290000	Interval_570	1	1	FALSE	TRUE	NA	8.11612	NA	16.0754	NA	20.1218	NA	203289702	NA	203290000	NA	126
chr1	203702143	203702301	Interval_571	1	1	FALSE	TRUE	NA	4.5062	NA	5.21923	NA	8.76648	NA	203702143	NA	203702301	NA	55
chr1	204513134	204513394	Interval_572	1	1	FALSE	TRUE	NA	5.41078	NA	5.53889	NA	9.10772	NA	204513134	NA	204513394	NA	57
chr1	204513691	204513929	Interval_573	1	1	FALSE	TRUE	NA	6.82629	NA	9.67075	NA	13.47211	NA	204513691	NA	204513929	NA	189
chr1	204647493	204647838	Interval_574	1	1	FALSE	TRUE	NA	10.49447	NA	33.45837	NA	37.91921	NA	204647493	NA	204647838	NA	201
chr1	205288351	205288605	Interval_575	1	1	FALSE	TRUE	NA	10.0785	NA	18.54305	NA	22.6632	NA	205288351	NA	205288605	NA	116
chr1	205319462	205319634	Interval_576	1	1	FALSE	TRUE	NA	4.74336	NA	5.95854	NA	9.56397	NA	205319462	NA	205319634	NA	110
chr1	205493372	205493673	Interval_577	1	1	FALSE	TRUE	NA	14.3352	NA	35.47285	NA	39.97389	NA	205493372	NA	205493673	NA	160
chr1	205605108	205605601	Interval_578	1	1	FALSE	TRUE	NA	25.22987	NA	66.50582	NA	71.43915	NA	205605108	NA	205605601	NA	253
chr1	205980575	205980720	Interval_579	1	1	FALSE	TRUE	NA	4.8146	NA	3.76138	NA	7.18935	NA	205980575	NA	205980720	NA	86
chr1	206053372	206053520	Interval_580	1	1	FALSE	TRUE	NA	4.6917	NA	3.58134	NA	6.99212	NA	206053372	NA	206053520	NA	6
chr1	206066539	206067057	Interval_581	2	2	TRUE	TRUE	6.20806	19.40718	4.2489	50.54228	9.03383	55.2712	206066608	206066539	206066766	206067057	20	179
chr1	206685727	206686054	Interval_582	1	1	FALSE	TRUE	NA	6.48497	NA	8.69873	NA	12.45443	NA	206685727	NA	206686054	NA	242
chr1	206967553	206967886	Interval_583	1	1	FALSE	TRUE	NA	12.74356	NA	26.00933	NA	30.31896	NA	206967553	NA	206967886	NA	133
chr1	207173082	207173363	Interval_584	1	1	FALSE	TRUE	NA	9.5568	NA	18.1859	NA	22.29777	NA	207173082	NA	207173363	NA	137
chr1	207205113	207205323	Interval_585	1	1	FALSE	TRUE	NA	6.56005	NA	7.31723	NA	10.99755	NA	207205113	NA	207205323	NA	102
chr1	207239843	207240093	Interval_586	1	1	FALSE	TRUE	NA	6.72132	NA	7.92559	NA	11.64305	NA	207239843	NA	207240093	NA	78
chr1	207248882	207249167	Interval_587	1	1	FALSE	TRUE	NA	6.87788	NA	13.62081	NA	17.58056	NA	207248882	NA	207249167	NA	117
chr1	207565611	207565833	Interval_588	1	1	FALSE	TRUE	NA	9.21549	NA	17.06047	NA	21.13503	NA	207565611	NA	207565833	NA	118
chr1	207698892	207699109	Interval_589	1	1	FALSE	TRUE	NA	5.69204	NA	9.17856	NA	12.95319	NA	207698892	NA	207699109	NA	158
chr1	207813113	207813396	Interval_590	1	1	FALSE	TRUE	NA	9.96106	NA	26.87179	NA	31.20121	NA	207813113	NA	207813396	NA	143
chr1	207845002	207845168	Interval_591	1	1	FALSE	TRUE	NA	5.90771	NA	6.30892	NA	9.93245	NA	207845002	NA	207845168	NA	52
chr1	207943589	207943747	Interval_592	1	1	FALSE	TRUE	NA	5.92907	NA	5.69697	NA	9.27943	NA	207943589	NA	207943747	NA	102
chr1	208245323	208245638	Interval_593	1	1	FALSE	TRUE	NA	16.25582	NA	36.69368	NA	41.21317	NA	208245323	NA	208245638	NA	162
chr1	208272668	208272719	Interval_594	1	1	TRUE	FALSE	8.96466	NA	10.78456	NA	15.97985	NA	208272668	NA	208272719	NA	27	NA
chr1	209039414	209039565	Interval_595	1	1	FALSE	TRUE	NA	4.56083	NA	2.91198	NA	6.26348	NA	209039414	NA	209039565	NA	66
chr1	209673220	209673426	Interval_596	1	1	FALSE	TRUE	NA	5.72415	NA	5.70038	NA	9.28316	NA	209673220	NA	209673426	NA	83
chr1	209784803	209784948	Interval_597	1	1	FALSE	TRUE	NA	4.33677	NA	2.62097	NA	5.91365	NA	209784803	NA	209784948	NA	84
chr1	209845581	209845754	Interval_598	1	1	FALSE	TRUE	NA	6.64322	NA	7.80092	NA	11.51499	NA	209845581	NA	209845754	NA	55
chr1	210374143	210374314	Interval_599	1	1	FALSE	TRUE	NA	5.46103	NA	5.93495	NA	9.53842	NA	210374143	NA	210374314	NA	55
chr1	211577655	211577807	Interval_600	1	1	FALSE	TRUE	NA	4.43709	NA	3.45992	NA	6.85689	NA	211577655	NA	211577807	NA	120
chr1	211680828	211681066	Interval_601	1	1	FALSE	TRUE	NA	9.40395	NA	15.31035	NA	19.33113	NA	211680828	NA	211681066	NA	122
chr1	211815619	211815764	Interval_602	1	1	FALSE	TRUE	NA	4.75122	NA	3.43077	NA	6.81353	NA	211815619	NA	211815764	NA	90
chr1	212007827	212008179	Interval_603	1	1	FALSE	TRUE	NA	21.68883	NA	53.64178	NA	58.4148	NA	212007827	NA	212008179	NA	209
chr1	212179745	212179890	Interval_604	1	1	FALSE	TRUE	NA	5.42351	NA	4.65598	NA	8.16019	NA	212179745	NA	212179890	NA	77
chr1	212486035	212486343	Interval_605	1	1	FALSE	TRUE	NA	11.46761	NA	25.65222	NA	29.95323	NA	212486035	NA	212486343	NA	167
chr1	212752901	212753231	Interval_606	1	1	FALSE	TRUE	NA	7.55639	NA	14.05042	NA	18.03028	NA	212752901	NA	212753231	NA	141
chr1	212857698	212857944	Interval_607	1	1	FALSE	TRUE	NA	4.75773	NA	5.08211	NA	8.62432	NA	212857698	NA	212857944	NA	123
chr1	212953390	212953565	Interval_608	1	1	FALSE	TRUE	NA	5.41441	NA	5.22747	NA	8.77784	NA	212953390	NA	212953565	NA	59
chr1	213622780	213622983	Interval_609	1	1	FALSE	TRUE	NA	8.74674	NA	12.79458	NA	16.72885	NA	213622780	NA	213622983	NA	102
chr1	213997152	213997320	Interval_610	1	1	FALSE	TRUE	NA	6.25224	NA	6.83477	NA	10.4967	NA	213997152	NA	213997320	NA	99
chr1	213997627	213997802	Interval_611	1	1	FALSE	TRUE	NA	4.5367	NA	3.60482	NA	7.02261	NA	213997627	NA	213997802	NA	134
chr1	214439444	214439596	Interval_612	1	1	FALSE	TRUE	NA	5.22589	NA	4.94249	NA	8.46784	NA	214439444	NA	214439596	NA	33
chr1	214446003	214446180	Interval_613	1	1	FALSE	TRUE	NA	5.83542	NA	5.87354	NA	9.46374	NA	214446003	NA	214446180	NA	56
chr1	214455029	214455286	Interval_614	1	1	FALSE	TRUE	NA	8.53286	NA	14.85275	NA	18.85729	NA	214455029	NA	214455286	NA	117
chr1	214500444	214500655	Interval_615	1	1	FALSE	TRUE	NA	6.719	NA	8.69577	NA	12.44476	NA	214500444	NA	214500655	NA	104
chr1	214558040	214558303	Interval_616	1	1	FALSE	TRUE	NA	7.50892	NA	11.67949	NA	15.56946	NA	214558040	NA	214558303	NA	133
chr1	215543300	215543593	Interval_617	1	1	FALSE	TRUE	NA	11.66209	NA	21.18407	NA	25.37459	NA	215543300	NA	215543593	NA	141
chr1	215986522	215986686	Interval_618	1	1	FALSE	TRUE	NA	4.56083	NA	2.91198	NA	6.26348	NA	215986522	NA	215986686	NA	121
chr1	216781896	216782053	Interval_619	1	1	FALSE	TRUE	NA	5.83542	NA	5.87354	NA	9.46374	NA	216781896	NA	216782053	NA	95
chr1	218377289	218377554	Interval_620	1	1	FALSE	TRUE	NA	3.70393	NA	3.44395	NA	6.82734	NA	218377289	NA	218377554	NA	239
chr1	218463048	218463203	Interval_621	1	1	FALSE	TRUE	NA	5.72415	NA	5.70038	NA	9.28316	NA	218463048	NA	218463203	NA	101
chr1	218706320	218706590	Interval_622	1	1	FALSE	TRUE	NA	6.82834	NA	8.09546	NA	11.81826	NA	218706320	NA	218706590	NA	180
chr1	219324912	219325332	Interval_623	1	1	FALSE	TRUE	NA	15.74413	NA	33.70808	NA	38.17436	NA	219324912	NA	219325332	NA	233
chr1	220701759	220702307	Interval_624	1	1	FALSE	TRUE	NA	14.20204	NA	30.43241	NA	34.83376	NA	220701759	NA	220702307	NA	418
chr1	220778101	220778257	Interval_625	1	1	FALSE	TRUE	NA	5.7904	NA	5.80647	NA	9.39072	NA	220778101	NA	220778257	NA	118
chr1	220836457	220836665	Interval_626	1	1	FALSE	TRUE	NA	4.86892	NA	3.58538	NA	6.99918	NA	220836457	NA	220836665	NA	92
chr1	220881263	220881480	Interval_627	1	1	FALSE	TRUE	NA	4.47786	NA	4.32343	NA	7.80018	NA	220881263	NA	220881480	NA	152
chr1	220914897	220915070	Interval_628	1	1	FALSE	TRUE	NA	6.01825	NA	6.4834	NA	10.11403	NA	220914897	NA	220915070	NA	91
chr1	221071860	221072112	Interval_629	1	1	FALSE	TRUE	NA	6.6954	NA	8.27081	NA	11.99753	NA	221071860	NA	221072112	NA	118
chr1	221098737	221099400	Interval_630	1	1	FALSE	TRUE	NA	32.18463	NA	136.72601	NA	142.37073	NA	221098737	NA	221099400	NA	369
chr1	221167048	221167238	Interval_631	1	1	FALSE	TRUE	NA	4.7784	NA	4.25206	NA	7.72196	NA	221167048	NA	221167238	NA	142
chr1	221704381	221704652	Interval_632	1	1	FALSE	TRUE	NA	8.40164	NA	12.24414	NA	16.15559	NA	221704381	NA	221704652	NA	164
chr1	221717370	221717625	Interval_633	1	1	FALSE	TRUE	NA	5.03759	NA	5.87853	NA	9.47283	NA	221717370	NA	221717625	NA	119
chr1	221777819	221778136	Interval_634	1	1	FALSE	TRUE	NA	6.41947	NA	7.46033	NA	11.14684	NA	221777819	NA	221778136	NA	152
chr1	221962406	221962551	Interval_635	1	1	FALSE	TRUE	NA	5.68538	NA	5.32762	NA	8.88883	NA	221962406	NA	221962551	NA	68
chr1	222644533	222644719	Interval_636	1	1	FALSE	TRUE	NA	6.18789	NA	7.09405	NA	10.76349	NA	222644533	NA	222644719	NA	106
chr1	222732576	222732729	Interval_637	1	1	FALSE	TRUE	NA	7.43473	NA	9.42774	NA	13.21739	NA	222732576	NA	222732729	NA	76
chr1	223621439	223621704	Interval_638	1	1	FALSE	TRUE	NA	6.59844	NA	8.11296	NA	11.83591	NA	223621439	NA	223621704	NA	144
chr1	224333412	224333760	Interval_639	1	1	FALSE	TRUE	NA	5.83542	NA	5.87354	NA	9.46374	NA	224333412	NA	224333760	NA	268
chr1	224338626	224338877	Interval_640	1	1	FALSE	TRUE	NA	7.1676	NA	10.66514	NA	14.51077	NA	224338626	NA	224338877	NA	124
chr1	224498116	224498530	Interval_641	1	1	FALSE	TRUE	NA	15.08299	NA	34.68878	NA	39.17214	NA	224498116	NA	224498530	NA	219
chr1	224503635	224503819	Interval_642	1	1	FALSE	TRUE	NA	5.74558	NA	6.73928	NA	10.38824	NA	224503635	NA	224503819	NA	88
chr1	224542854	224543078	Interval_643	1	1	FALSE	TRUE	NA	5.03759	NA	5.87853	NA	9.47283	NA	224542854	NA	224543078	NA	112
chr1	225660723	225661052	Interval_644	1	1	FALSE	TRUE	NA	11.27559	NA	19.97904	NA	24.1379	NA	225660723	NA	225661052	NA	118
chr1	226631106	226631342	Interval_645	1	1	FALSE	TRUE	NA	7.27653	NA	13.06517	NA	17.00777	NA	226631106	NA	226631342	NA	136
chr1	226666637	226666932	Interval_646	1	1	FALSE	TRUE	NA	8.06372	NA	18.4558	NA	22.57463	NA	226666637	NA	226666932	NA	158
chr1	226821142	226821498	Interval_647	1	1	FALSE	TRUE	NA	8.87417	NA	15.94601	NA	19.98801	NA	226821142	NA	226821498	NA	202
chr1	228084305	228084596	Interval_648	1	1	FALSE	TRUE	NA	9.93438	NA	16.17421	NA	20.2225	NA	228084305	NA	228084596	NA	147
chr1	228164456	228164939	Interval_649	1	1	FALSE	TRUE	NA	23.6718	NA	65.59735	NA	70.51971	NA	228164456	NA	228164939	NA	244
chr1	228456327	228456478	Interval_650	1	1	FALSE	TRUE	NA	5.90034	NA	5.65922	NA	9.23339	NA	228456327	NA	228456478	NA	108
chr1	228457458	228457595	Interval_651	1	1	TRUE	FALSE	10.06347	NA	12.09572	NA	17.34612	NA	228457458	NA	228457595	NA	86	NA
chr1	228457700	228457748	Interval_652	1	1	TRUE	FALSE	5.3788	NA	3.79181	NA	8.52499	NA	228457700	NA	228457748	NA	34	NA
chr1	228458534	228458843	Interval_653	1	1	FALSE	TRUE	NA	6.48497	NA	8.69873	NA	12.45443	NA	228458534	NA	228458843	NA	141
chr1	228800103	228800279	Interval_654	1	1	FALSE	TRUE	NA	5.80234	NA	6.82714	NA	10.48636	NA	228800103	NA	228800279	NA	51
chr1	228861795	228862016	Interval_655	1	1	FALSE	TRUE	NA	5.80234	NA	6.82714	NA	10.48636	NA	228861795	NA	228862016	NA	120
chr1	228921620	228922017	Interval_656	1	1	FALSE	TRUE	NA	17.74835	NA	49.16927	NA	53.88144	NA	228921620	NA	228922017	NA	143
chr1	228928401	228928720	Interval_657	1	1	FALSE	TRUE	NA	8.9622	NA	13.61533	NA	17.57361	NA	228928401	NA	228928720	NA	124
chr1	228986356	228986573	Interval_658	1	1	FALSE	TRUE	NA	6.18789	NA	7.09405	NA	10.76349	NA	228986356	NA	228986573	NA	87
chr1	229005838	229005994	Interval_659	1	1	FALSE	TRUE	NA	6.04701	NA	6.19192	NA	9.80613	NA	229005838	NA	229005994	NA	33
chr1	229109458	229109665	Interval_660	1	1	FALSE	TRUE	NA	6.43693	NA	10.21429	NA	14.04035	NA	229109458	NA	229109665	NA	86
chr1	229127303	229127544	Interval_661	1	1	FALSE	TRUE	NA	8.60144	NA	13.50504	NA	17.4622	NA	229127303	NA	229127544	NA	128
chr1	229537961	229538210	Interval_662	1	1	FALSE	TRUE	NA	4.98053	NA	6.73452	NA	10.38229	NA	229537961	NA	229538210	NA	130
chr1	229664314	229664419	Interval_663	1	1	TRUE	FALSE	9.31209	NA	10.12467	NA	15.27155	NA	229664314	NA	229664419	NA	62	NA
chr1	229935106	229935436	Interval_664	1	1	FALSE	TRUE	NA	11.37076	NA	20.13585	NA	24.29796	NA	229935106	NA	229935436	NA	149
chr1	230016322	230016467	Interval_665	1	1	FALSE	TRUE	NA	5.68378	NA	5.32762	NA	8.88627	NA	230016322	NA	230016467	NA	57
chr1	230304038	230304207	Interval_666	1	1	FALSE	TRUE	NA	5.59917	NA	5.83642	NA	9.42222	NA	230304038	NA	230304207	NA	84
chr1	230429174	230429506	Interval_667	1	1	FALSE	TRUE	NA	11.63529	NA	22.308	NA	26.52974	NA	230429174	NA	230429506	NA	148
chr1	230542172	230542358	Interval_668	1	1	FALSE	TRUE	NA	4.88567	NA	4.41023	NA	7.90224	NA	230542172	NA	230542358	NA	137
chr1	230749065	230749306	Interval_669	1	1	FALSE	TRUE	NA	8.52122	NA	12.8989	NA	16.83545	NA	230749065	NA	230749306	NA	132
chr1	230749413	230749620	Interval_670	1	1	FALSE	TRUE	NA	7.55639	NA	14.05042	NA	18.03028	NA	230749413	NA	230749620	NA	107
chr1	230861162	230861307	Interval_671	1	1	FALSE	TRUE	NA	4.47786	NA	4.32343	NA	7.80018	NA	230861162	NA	230861307	NA	60
chr1	230872043	230872095	Interval_672	1	1	TRUE	FALSE	9.6466	NA	12.05169	NA	17.2874	NA	230872043	NA	230872095	NA	28	NA
chr1	230972875	230973281	Interval_673	1	1	FALSE	TRUE	NA	30.22557	NA	125.37164	NA	130.89928	NA	230972875	NA	230973281	NA	213
chr1	231460719	231460890	Interval_674	1	1	FALSE	TRUE	NA	9.10721	NA	13.84581	NA	17.81511	NA	231460719	NA	231460890	NA	98
chr1	231515767	231516002	Interval_675	1	1	FALSE	TRUE	NA	5.87719	NA	8.41162	NA	12.15244	NA	231515767	NA	231516002	NA	141
chr1	231627477	231627649	Interval_676	1	1	FALSE	TRUE	NA	4.11548	NA	4.72799	NA	8.24406	NA	231627477	NA	231627649	NA	55
chr1	231970743	231971073	Interval_677	1	1	FALSE	TRUE	NA	17.34707	NA	39.26647	NA	43.82879	NA	231970743	NA	231971073	NA	186
chr1	232249270	232249682	Interval_678	1	1	FALSE	TRUE	NA	11.60469	NA	25.28055	NA	29.57589	NA	232249270	NA	232249682	NA	205
chr1	232477733	232477992	Interval_679	1	1	FALSE	TRUE	NA	7.29732	NA	8.81955	NA	12.58327	NA	232477733	NA	232477992	NA	184
chr1	232628728	232629127	Interval_680	1	1	FALSE	TRUE	NA	6.82069	NA	8.46228	NA	12.20568	NA	232628728	NA	232629127	NA	85
chr1	232923989	232924037	Interval_681	1	1	TRUE	FALSE	5.86279	NA	4.01778	NA	8.76188	NA	232923989	NA	232924037	NA	22	NA
chr1	232924111	232924340	Interval_682	1	1	TRUE	FALSE	8.2478	NA	8.31709	NA	13.37112	NA	232924111	NA	232924340	NA	31	NA
chr1	233485404	233485692	Interval_683	1	1	FALSE	TRUE	NA	11.60469	NA	25.28055	NA	29.57589	NA	233485404	NA	233485692	NA	128
chr1	234014231	234014288	Interval_684	1	1	TRUE	FALSE	7.76007	NA	7.08413	NA	12.06992	NA	234014231	NA	234014288	NA	19	NA
chr1	234613177	234613763	Interval_685	1	1	FALSE	TRUE	NA	8.05448	NA	11.6851	NA	15.57518	NA	234613177	NA	234613763	NA	447
chr1	234646141	234646286	Interval_686	1	1	FALSE	TRUE	NA	5.63814	NA	5.57238	NA	9.14327	NA	234646141	NA	234646286	NA	123
