chr	TargetGene	TargetGeneTSS	geneIsExpressed	geneFailed	nEnhancersConsidered	nDistalEnhancersPredicted
chr12	SLC39A5	56623819	False	False	140	5.0
chr12	SLC41A2	105322472	False	False	113	9.0
chr12	SLC48A1	48166966	True	False	113	9.0
chr12	SLC4A8	51818593	False	False	183	8.0
chr12	SLC5A8	101604016	False	False	76	16.0
chr12	SLC6A12	323371	False	False	55	14.0
chr12	SLC6A13	372039	False	False	55	14.0
chr12	SLC6A15	85306608	False	False	26	14.0
chr12	SLC8B1	113772973	True	False	119	8.0
chr12	SLC9A7P1	98850923	True	False	75	9.0
chr12	SLCO1A2	21487832	False	False	44	10.0
chr12	SLCO1B1	21284127	False	False	40	14.0
chr12	SLCO1B3	20963637	False	False	38	14.0
chr12	SLCO1B7	21168629	False	False	39	13.0
chr12	SLCO1C1	20848398	False	False	40	16.0
chr12	SMAGP	51664202	False	False	178	7.0
chr12	SMARCC2	56583358	True	False	140	10.0
chr12	SMARCD1	50478982	True	False	147	10.0
chr12	SMCO2	27619742	False	False	72	15.0
chr12	SMCO3	14967116	False	False	67	9.0
chr12	SMIM10L1	11323779	True	False	130	9.0
chr12	SMUG1	54582778	True	False	170	9.0
chr12	SNRNP35	123942650	True	False	164	6.0
chr12	SNRPF	96252708	True	False	80	18.0
chr12	SOAT2	53497273	False	False	194	4.0
chr12	SOCS2	93965456	True	False	81	15.0
chr12	SOCS2-AS1	93965174	True	False	81	15.0
chr12	SOX5	24102637	False	False	60	16.0
chr12	SP1	53773978	True	False	191	5.0
chr12	SP7	53729537	False	False	192	5.0
chr12	SPATS2	49760687	True	False	150	7.0
chr12	SPIC	101869198	False	False	77	13.0
chr12	SPPL3	121342155	True	False	176	7.0
chr12	SPRYD3	53473204	True	False	194	6.0
chr12	SPRYD4	56862300	True	False	139	8.0
chr12	SPSB2	6982521	True	False	125	10.0
chr12	SPX	21679190	False	False	44	11.0
chr12	SRGAP1	64238532	False	False	49	14.0
chr12	SRRM4	119419299	False	False	163	10.0
chr12	SRSF9	120907558	True	False	181	4.0
chr12	SSH1	109251359	True	False	135	12.0
chr12	SSPN	26348505	False	False	64	16.0
chr12	ST8SIA1	22487648	False	False	50	16.0
chr12	STAB2	103981068	False	False	97	7.0
chr12	STAC3	57644976	True	False	131	11.0
chr12	STAT2	56754037	True	False	140	7.0
chr12	STAT6	57505196	True	False	130	6.0
chr12	STK38L	27397077	True	False	73	15.0
chr12	STRAP	16035287	True	False	59	15.0
chr12	STX2	131323819	True	False	52	17.0
chr12	STYK1	10826891	False	False	131	9.0
chr12	SUDS3	118814357	True	False	155	11.0
chr12	SUOX	56391042	True	False	140	14.0
chr12	SVOP	109459045	False	False	132	8.0
chr12	SYCP3	102133250	False	False	80	11.0
chr12	SYT1	79258448	False	False	38	15.0
chr12	SYT10	33592754	False	False	38	8.0
chr12	TAC3	57410344	False	False	129	8.0
chr12	TAOK3	118810750	True	False	155	11.0
chr12	TAPBPL	6561176	True	False	126	8.0
chr12	TARBP2	53894704	True	False	187	5.0
chr12	TAS2R10	10978868	False	False	135	10.0
chr12	TAS2R13	11062161	False	False	135	10.0
chr12	TAS2R14	11091806	True	False	135	10.0
chr12	TAS2R19	11175219	False	False	133	4.0
chr12	TAS2R20	11150903	False	False	134	8.0
chr12	TAS2R30	11286843	False	False	130	9.0
chr12	TAS2R31	11184006	False	False	132	8.0
chr12	TAS2R42	11339543	False	False	129	8.0
chr12	TAS2R43	11244912	False	False	131	8.0
chr12	TAS2R46	11214893	False	False	132	7.0
chr12	TAS2R50	11139511	False	False	134	10.0
chr12	TAS2R7	10955226	False	False	135	9.0
chr12	TAS2R8	10959579	False	False	135	9.0
chr12	TAS2R9	10962767	False	False	135	11.0
chr12	TBC1D15	72233486	True	False	66	16.0
chr12	TBC1D30	65218351	True	False	56	17.0
chr12	TBK1	64845839	True	False	55	15.0
chr12	TBX3	115121969	True	False	104	8.0
chr12	TBX5	114846247	False	False	109	9.0
chr12	TBX5-AS1	114845999	False	False	109	9.0
chr12	TCHP	110338322	True	False	122	10.0
chr12	TCP11L2	106696568	False	False	128	9.0
chr12	TCTN1	111051831	True	False	120	10.0
chr12	TCTN2	124155659	True	False	164	7.0
chr12	TDG	104359592	True	False	98	9.0
chr12	TEAD4	3068477	True	False	114	10.0
chr12	TESC	117537251	True	False	136	7.0
chr12	TESC-AS1	117537271	False	False	136	7.0
chr12	TESPA1	55367516	True	False	156	9.0
chr12	TFCP2	51566926	True	False	175	5.0
chr12	THAP2	72057676	True	False	64	16.0
chr12	THCAT155	3601985	False	False	122	8.0
chr12	THRIL	125511969	False	False	143	5.0
chr12	TIGAR	4430358	True	False	128	6.0
chr12	TIMELESS	56843249	True	False	139	8.0
chr12	TM7SF3	27167339	True	False	74	14.0
chr12	TMBIM4	66563852	True	False	61	16.0
chr12	TMBIM6	50135292	True	False	150	6.0
chr12	TMCC3	95044338	False	False	71	14.0
chr12	TMED2	124069075	True	False	164	6.0
chr12	TMEM106C	48357329	True	False	123	11.0
chr12	TMEM116	112451023	True	False	125	10.0
chr12	TMEM117	44229663	False	False	64	10.0
chr12	TMEM119	108991894	False	False	138	9.0
chr12	TMEM120B	122150657	True	False	162	7.0
chr12	TMEM132B	125811161	False	False	135	5.0
chr12	TMEM132C	128751947	False	False	87	8.0
chr12	TMEM132D	130388212	False	False	52	20.0
chr12	TMEM19	72079877	True	False	66	16.0
chr12	TMEM198B	56223391	True	False	146	8.0
chr12	TMEM233	120031263	True	False	179	8.0
chr12	TMEM263	107349499	True	False	129	12.0
chr12	TMEM5	64173582	True	False	50	15.0
chr12	TMEM5-AS1	64215936	False	False	49	12.0
chr12	TMEM52B	10331556	False	False	126	10.0
chr12	TMPO	98909350	True	False	74	11.0
chr12	TMPO-AS1	98910004	False	False	74	12.0
chr12	TMPRSS12	51236700	False	False	169	5.0
chr12	TMTC1	29937692	False	False	71	13.0
chr12	TMTC2	83080933	False	False	13	8.0
chr12	TMTC3	88536072	False	False	39	10.0
chr12	TNFRSF1A	6451283	True	False	127	3.0
chr12	TNS2	53442732	False	False	194	3.0
chr12	TPCN1	113659242	True	False	122	7.0
chr12	TPH2	72332625	False	False	65	16.0
chr12	TPI1	6976692	True	False	125	9.0
chr12	TRAFD1	112563348	True	False	125	12.0
chr12	TRHDE	72666528	False	False	63	16.0
chr12	TRHDE-AS1	72667289	False	False	63	16.0
chr12	TRIAP1	120884215	True	False	181	6.0
chr12	TROAP	49716970	True	False	150	7.0
chr12	TRPV4	110252632	False	False	122	7.0
chr12	TSFM	58176527	True	False	125	8.0
chr12	TSPAN11	31079837	False	False	63	6.0
chr12	TSPAN19	85430055	False	False	26	12.0
chr12	TSPAN31	58138771	True	False	125	8.0
chr12	TSPAN8	71551779	False	False	61	14.0
chr12	TSPAN9	3186520	False	False	116	11.0
chr12	TTC41P	104323989	False	False	98	9.0
chr12	TUBA1A	49583107	True	False	149	9.0
chr12	TUBA1B	49525304	True	False	147	10.0
chr12	TUBA1C	49621708	True	False	150	8.0
chr12	TULP3	3000032	True	False	112	10.0
chr12	TWF1	44200178	True	False	63	11.0
chr12	TXNRD1	104680459	True	False	103	10.0
chr12	UBC	125399587	True	False	147	6.0
chr12	UBE2N	93836026	True	False	81	13.0
chr12	UBE3B	109915427	True	False	126	10.0
chr12	UHRF1BP1L	100536642	True	False	80	14.0
chr12	ULK1	132379278	True	False	47	20.0
chr12	UNC119B	121148237	True	False	179	8.0
chr12	UNG	109535922	True	False	131	9.0
chr12	USP15	62654120	True	False	47	10.0
chr12	USP30	109490374	True	False	131	12.0
chr12	USP30-AS1	109491770	False	False	131	12.0
chr12	USP44	95942620	False	False	77	7.0
chr12	USP5	6961290	True	False	125	7.0
chr12	UTP20	101673904	True	False	76	15.0
chr12	VAMP1	6580065	True	False	126	9.0
chr12	VDR	48298814	True	False	120	16.0
chr12	VEZT	95611521	True	False	76	14.0
chr12	VPS29	110939945	True	False	120	10.0
chr12	VPS33A	122751068	True	False	166	7.0
chr12	VPS37B	123380712	True	False	160	4.0
chr12	VSIG10	118541810	True	False	150	8.0
chr12	VWF	6233841	False	False	128	7.0
chr12	WASHC3	102455902	True	False	85	13.0
chr12	WASHC4	105501491	True	False	116	8.0
chr12	WBP11	14956401	True	False	67	9.0
chr12	WDR66	122356462	True	False	164	8.0
chr12	WIF1	65515346	False	False	60	21.0
chr12	WNK1	862088	True	False	55	11.0
chr12	WNT1	49372235	False	False	143	6.0
chr12	WNT10B	49365641	True	False	142	6.0
chr12	WNT5B	1726221	False	False	83	12.0
chr12	WSB2	118499016	True	False	149	8.0
chr12	WSCD2	108523247	False	False	144	8.0
chr12	XLOC_009911	121342497	True	False	176	7.0
chr12	XPOT	64798152	True	False	55	16.0
chr12	YAF2	42632170	True	False	31	14.0
chr12	YARS2	32908887	True	False	40	15.0
chr12	YBX3	10875953	True	False	132	8.0
chr12	YEATS4	69753489	True	False	50	17.0
chr12	ZBTB39	57400297	True	False	129	10.0
chr12	ZC3H10	56512003	True	False	140	13.0
chr12	ZCCHC8	122985620	True	False	168	4.0
chr12	ZCRB1	42719932	True	False	33	15.0
chr12	ZDHHC17	77157853	True	False	37	17.0
chr12	ZFC3H1	72057749	True	False	64	16.0
chr12	ZNF384	6798738	True	False	127	14.0
chr12	ZNF385A	54778514	True	False	165	6.0
chr12	ZNF641	48744674	True	False	135	6.0
chr12	ZNF664	124457761	True	False	163	6.0
chr12	ZNF705A	8325149	False	False	129	3.0
chr12	ZNF740	53574534	True	False	194	7.0
chr13	ABCC4	95953700	True	False	65	17.0
chr13	ABHD13	108870762	True	False	63	13.0
chr13	ACOD1	77526623	False	False	36	16.0
chr13	ADPRHL1	114107839	False	False	66	10.0
chr13	AKAP11	42846288	True	False	83	11.0
chr13	ALG11	52586522	True	False	64	13.0
chr13	ALG5	37573504	True	False	58	12.0
chr13	ALOX5AP	31309644	True	False	73	15.0
chr13	AMER2	25746421	False	False	79	12.0
chr13	ANKRD10	111567454	True	False	70	11.0
chr13	ANKRD20A19P	24523454	True	False	81	8.0
chr13	ANKRD20A9P	19446107	True	False	43	14.0
chr13	ANKRD26P3	19919113	True	False	45	10.0
chr13	ARGLU1	107220514	True	False	52	13.0
chr13	ARHGEF7	111766965	True	False	69	9.0
chr13	ARHGEF7-AS1	111800912	False	False	69	9.0
chr13	ARHGEF7-AS2	111768025	False	False	69	9.0
chr13	ARL11	50202434	True	False	85	11.0
chr13	ATP11A	113344642	True	False	66	13.0
chr13	ATP11A-AS1	113409045	True	False	66	9.0
chr13	ATP11AUN	113301357	False	False	66	9.0
chr13	ATP12A	25254548	False	False	75	13.0
chr13	ATP4B	114312513	False	False	64	5.0
chr13	ATP5EP2	28519342	True	False	82	14.0
chr13	ATP7B	52585630	False	False	64	13.0
chr13	ATP8A2	25946148	False	False	79	17.0
chr13	ATXN8OS	70681344	False	False	21	16.0
chr13	B3GLCT	31774111	True	False	73	15.0
chr13	BASP1P1	23472320	False	False	79	11.0
chr13	BIVM	103451398	True	False	58	11.0
chr13	BIVM-ERCC5	103459495	False	False	58	13.0
chr13	BORA	73301886	True	False	29	17.0
chr13	BRCA2	32889616	True	False	65	14.0
chr13	BTF3P11	77502584	True	False	36	14.0
chr13	C1QTNF9	24883715	False	False	78	13.0
chr13	C1QTNF9B	24471145	False	False	80	11.0
chr13	CAB39L	49975674	True	False	87	10.0
chr13	CARS2	111358527	True	False	73	10.0
chr13	CCDC122	44453826	False	False	100	11.0
chr13	CCDC168	103411422	False	False	58	11.0
chr13	CCDC169	36871992	True	False	58	10.0
chr13	CCDC169-SOHLH2	36871992	False	False	58	10.0
chr13	CCDC70	52436083	False	False	64	10.0
chr13	CCNA1	37006408	True	False	59	4.0
chr13	CDADC1	49822046	True	False	89	11.0
chr13	CDK8	26828240	True	False	75	14.0
chr13	CDX2	28543505	False	False	83	15.0
chr13	CENPJ	25497027	True	False	76	15.0
chr13	CKAP2	53029494	True	False	62	16.0
chr13	CLDN10	96085852	False	False	65	17.0
chr13	CLDN10-AS1	96186164	False	False	64	14.0
chr13	CLN5	77566058	True	False	36	16.0
chr13	CLYBL	100258917	True	False	66	17.0
chr13	CLYBL-AS1	100381255	False	False	61	17.0
chr13	CLYBL-AS2	100343225	False	False	62	18.0
chr13	CNMD	53313947	False	False	56	17.0
chr13	COG3	46039029	True	False	104	12.0
chr13	COG6	40229763	True	False	72	16.0
chr13	COL4A1	110959504	False	False	74	6.0
chr13	COL4A2	110959613	False	False	74	6.0
chr13	COL4A2-AS1	111160526	True	False	74	6.0
chr13	COL4A2-AS2	111115634	False	False	74	8.0
chr13	COMMD6	76112008	True	False	37	18.0
chr13	CPB2	46679211	False	False	101	18.0
chr13	CPB2-AS1	46626982	False	False	100	15.0
chr13	CRYL1	21100012	True	False	50	14.0
chr13	CSNK1A1L	37679801	False	False	58	13.0
chr13	CTAGE10P	50464544	False	False	81	12.0
chr13	CTAGE11P	75814517	False	False	37	16.0
chr13	CUL4A	113863085	True	False	66	7.0
chr13	CYSLTR2	49227846	False	False	95	13.0
chr13	DACH1	72441330	False	False	28	11.0
chr13	DAOA	106118564	False	False	46	14.0
chr13	DAOA-AS1	106158030	False	False	47	15.0
chr13	DCLK1	36429998	False	False	59	6.0
chr13	DCT	95201667	False	False	65	14.0
chr13	DCUN1D2	114145023	True	False	65	12.0
chr13	DGKH	42712177	True	False	83	9.0
chr13	DHRS12	52378298	True	False	64	14.0
chr13	DIAPH3	60738119	True	False	12	6.0
chr13	DIAPH3-AS1	60587436	True	False	12	5.0
chr13	DIAPH3-AS2	60718831	False	False	12	6.0
chr13	DIS3	73356266	True	False	29	17.0
chr13	DLEU1	50656304	False	False	79	13.0
chr13	DLEU1-AS1	51101585	False	False	77	13.0
chr13	DLEU2	50699677	False	False	79	13.0
chr13	DLEU7	51418075	False	False	69	10.0
chr13	DLEU7-AS1	51381990	True	False	70	12.0
chr13	DNAJC15	43597361	True	False	95	12.0
chr13	DNAJC3	96329392	True	False	64	15.0
chr13	DNAJC3-AS1	96329179	False	False	64	15.0
chr13	DOCK9	99738660	False	False	66	14.0
chr13	DOCK9-AS1	99484337	True	False	69	11.0
chr13	DOCK9-AS2	99738976	False	False	66	14.0
chr13	DZIP1	96296960	False	False	64	13.0
chr13	EBPL	50265623	True	False	85	13.0
chr13	EDNRB	78492966	False	False	33	16.0
chr13	EDNRB-AS1	78393071	True	False	33	15.0
chr13	EEF1AKMT1	21348097	True	False	53	14.0
chr13	EEF1DP3	32420919	True	False	71	7.0
chr13	EFNB2	107187388	False	False	52	17.0
chr13	ELF1	41593508	True	False	84	16.0
chr13	ENOX1	44361116	False	False	100	10.0
chr13	ENOX1-AS2	44022987	False	False	99	12.0
chr13	EPSTI1	43566448	False	False	94	12.0
chr13	ERCC5	103498190	True	False	57	12.0
chr13	ERICH6B	46189874	False	False	101	7.0
chr13	ESD	47371367	True	False	103	16.0
chr13	EXOSC8	37574677	True	False	58	12.0
chr13	F10	113777112	False	False	66	12.0
chr13	F10-AS1	113784360	True	False	66	12.0
chr13	F7	113760101	False	True	66	0.0
chr13	FAM124A	51796469	False	False	67	8.0
chr13	FAM155A	108519460	False	False	58	14.0
chr13	FAM155A-IT1	108487806	False	False	57	13.0
chr13	FAM216B	43355685	False	False	89	12.0
chr13	FARP1	98795351	False	False	69	14.0
chr13	FBXL3	77601331	True	False	36	16.0
chr13	FGF14	103054778	False	False	57	11.0
chr13	FGF14-AS1	103019879	False	False	57	9.0
chr13	FGF14-AS2	103046927	False	False	57	11.0
chr13	FGF14-IT1	103046869	False	False	57	11.0
chr13	FGF9	22245214	False	False	60	18.0
chr13	FKSG29	100003673	False	False	67	10.0
chr13	FLT1	29069265	False	False	81	17.0
chr13	FLT3	28674729	True	False	83	12.0
chr13	FNDC3A	49550744	True	False	90	13.0
chr13	FOXO1	41240734	False	False	83	13.0
chr13	FREM2	39261172	False	False	65	16.0
chr13	FRY	32605436	True	False	67	10.0
chr13	FRY-AS1	32605776	False	False	67	10.0
chr13	GGACT	101186056	True	False	58	15.0
chr13	GJA3	20735183	False	False	49	16.0
chr13	GJB2	20767114	False	False	50	11.0
chr13	GJB6	20806534	False	False	50	13.0
chr13	GPALPP1	45563664	True	False	110	11.0
chr13	GPC5	92050872	False	False	36	14.0
chr13	GPC5-AS1	93373867	False	False	38	11.0
chr13	GPC5-AS2	93004460	False	False	37	16.0
chr13	GPC6	93879060	False	False	46	12.0
chr13	GPC6-AS1	94840245	False	False	62	14.0
chr13	GPC6-AS2	94510726	False	False	62	12.0
chr13	GPR12	27334922	False	False	77	16.0
chr13	GPR18	99910682	False	False	66	14.0
chr13	GPR180	95254103	True	False	65	11.0
chr13	GPR183	99959749	True	False	66	12.0
chr13	GRK1	114321596	False	False	64	8.0
chr13	GRK6P1	21893174	True	False	56	16.0
chr13	GRTP1	114018463	False	False	66	14.0
chr13	GRTP1-AS1	114005987	False	False	66	14.0
chr13	GSX1	28366779	False	False	84	11.0
chr13	GTF2F2	45694630	True	False	108	11.0
chr13	GTF3A	27998680	True	False	81	10.0
chr13	GUCY1B2	51640293	True	False	68	7.0
chr13	HMGB1	31040102	True	False	76	15.0
chr13	HNRNPA1L2	53191604	True	False	59	17.0
chr13	HS6ST3	96743092	False	False	62	11.0
chr13	HSPH1	31736158	True	False	73	14.0
chr13	HTR2A	47471211	False	False	104	13.0
chr13	HTR2A-AS1	47426274	False	False	102	11.0
chr13	IFT88	21140954	True	False	50	11.0
chr13	IL17D	21277481	True	False	53	14.0
chr13	ING1	111365609	True	False	73	11.0
chr13	INTS6	52027275	True	False	64	13.0
chr13	INTS6-AS1	52027480	False	False	64	13.0
chr13	IPO5	98605928	True	False	69	13.0
chr13	IRS2	110438914	True	False	75	12.0
chr13	ITGBL1	102104943	False	False	63	14.0
chr13	ITM2B	48807273	True	False	101	15.0
chr13	KATNAL1	30881624	True	False	76	16.0
chr13	KBTBD6	41706936	True	False	84	18.0
chr13	KBTBD7	41768711	True	False	85	14.0
chr13	KCNRG	50589389	False	False	79	13.0
chr13	KCTD12	77460540	True	False	36	11.0
chr13	KCTD4	45775175	False	False	108	12.0
chr13	KDELC1	103451404	False	False	58	11.0
chr13	KL	33590570	False	False	57	11.0
chr13	KLF12	74708066	False	False	31	17.0
chr13	KLF5	73632929	False	False	28	18.0
chr13	KLHL1	70682625	False	False	21	16.0
chr13	KPNA3	50367057	True	False	83	13.0
chr13	LACC1	44453968	True	False	100	11.0
chr13	LAMP1	113951468	True	False	66	14.0
chr13	LATS2	21635722	True	False	55	14.0
chr13	LCP1	46756459	True	False	102	13.0
chr13	LHFP	40177356	False	False	72	18.0
chr13	LIG4	108867882	True	False	63	13.0
chr13	LINC00282	52419286	True	False	64	14.0
chr13	LINC00284	44596470	False	False	101	11.0
chr13	LINC00297	30462542	True	False	75	3.0
chr13	LINC00327	24043650	True	False	79	14.0
chr13	LINC00330	45383766	False	False	110	8.0
chr13	LINC00331	79414185	False	False	32	5.0
chr13	LINC00332	40755945	False	False	76	14.0
chr13	LINC00333	84714736	False	False	16	14.0
chr13	LINC00343	106359178	False	False	49	13.0
chr13	LINC00346	111522655	True	False	71	11.0
chr13	LINC00347	75126979	False	False	32	18.0
chr13	LINC00348	71589272	False	False	20	12.0
chr13	LINC00350	20161257	True	False	46	15.0
chr13	LINC00351	85937737	False	False	12	11.0
chr13	LINC00353	90216667	False	False	23	12.0
chr13	LINC00354	112547691	False	False	68	9.0
chr13	LINC00355	64650144	False	False	17	14.0
chr13	LINC00358	62603681	False	False	15	12.0
chr13	LINC00359	97636426	False	False	62	12.0
chr13	LINC00363	93697593	False	False	44	11.0
chr13	LINC00364	67946518	False	False	14	12.0
chr13	LINC00365	30683012	True	False	76	11.0
chr13	LINC00366	39141860	False	False	62	12.0
chr13	LINC00367	21523567	True	False	53	15.0
chr13	LINC00368	111748184	False	False	69	10.0
chr13	LINC00371	51746524	False	False	68	15.0
chr13	LINC00374	58807251	False	False	12	6.0
chr13	LINC00375	85722192	False	False	12	11.0
chr13	LINC00376	63902227	False	False	17	14.0
chr13	LINC00377	81592525	False	False	25	17.0
chr13	LINC00378	61247088	False	False	13	10.0
chr13	LINC00379	91863952	False	False	36	16.0
chr13	LINC00380	91743693	False	False	36	14.0
chr13	LINC00381	74993309	False	False	32	17.0
chr13	LINC00382	80446720	False	False	32	8.0
chr13	LINC00383	69796477	False	False	15	13.0
chr13	LINC00384	30727211	True	False	77	11.0
chr13	LINC00390	44721871	False	False	101	10.0
chr13	LINC00392	74138380	True	False	27	5.0
chr13	LINC00395	64312151	False	False	16	14.0
chr13	LINC00396	110705631	True	False	75	1.0
chr13	LINC00397	88462775	False	False	20	14.0
chr13	LINC00398	31377342	True	False	74	16.0
chr13	LINC00399	110053042	False	False	77	9.0
chr13	LINC00400	43687300	True	False	97	11.0
chr13	LINC00402	74805580	False	False	31	17.0
chr13	LINC00403	112626623	False	False	68	9.0
chr13	LINC00408	19479578	False	False	43	16.0
chr13	LINC00410	91578851	False	False	36	13.0
chr13	LINC00411	101596618	False	False	62	14.0
chr13	LINC00412	27811394	True	False	80	15.0
chr13	LINC00417	19314239	True	False	43	12.0
chr13	LINC00421	19919188	True	False	45	10.0
chr13	LINC00423	33485790	True	False	57	11.0
chr13	LINC00424	22452299	False	False	65	18.0
chr13	LINC00426	30948051	False	False	76	17.0
chr13	LINC00428	43446880	False	False	89	12.0
chr13	LINC00430	87564174	False	False	21	13.0
chr13	LINC00431	111618373	False	False	69	10.0
chr13	LINC00433	89193083	False	False	20	13.0
chr13	LINC00434	60842238	False	False	12	5.0
chr13	LINC00437	39260812	False	False	65	16.0
chr13	LINC00440	89887544	False	False	23	14.0
chr13	LINC00441	48877797	False	False	100	13.0
chr13	LINC00442	19582398	True	False	45	9.0
chr13	LINC00443	107306227	False	False	52	15.0
chr13	LINC00445	36271863	True	False	59	11.0
chr13	LINC00446	78587017	False	False	33	17.0
chr13	LINC00448	63370825	False	False	15	12.0
chr13	LINC00449	100153317	False	False	68	18.0
chr13	LINC00456	97831876	True	False	65	16.0
chr13	LINC00457	35214822	False	False	55	16.0
chr13	LINC00458	54707006	False	False	41	16.0
chr13	LINC00460	107028910	False	False	50	16.0
chr13	LINC00462	49155037	False	False	96	13.0
chr13	LINC00463	25754139	True	False	79	12.0
chr13	LINC00539	21918925	True	False	57	15.0
chr13	LINC00540	22784423	False	False	69	18.0
chr13	LINC00543	28527662	True	False	82	14.0
chr13	LINC00544	30510667	True	False	75	11.0
chr13	LINC00545	31456698	True	False	76	14.0
chr13	LINC00547	38109076	True	False	58	12.0
chr13	LINC00548	40794639	True	False	76	11.0
chr13	LINC00550	69459457	False	False	15	13.0
chr13	LINC00551	107270157	False	False	52	16.0
chr13	LINC00554	100650163	False	False	59	12.0
chr13	LINC00557	95612294	True	False	65	14.0
chr13	LINC00558	54389553	False	False	45	17.0
chr13	LINC00559	90771971	False	False	36	13.0
chr13	LINC00560	89279106	False	False	20	11.0
chr13	LINC00562	48506757	True	False	102	10.0
chr13	LINC00563	46871979	False	False	105	13.0
chr13	LINC00564	81801118	False	False	24	16.0
chr13	LINC00566	24905587	True	False	78	9.0
chr13	LINC00567	111465431	False	False	72	9.0
chr13	LINC00571	38717369	True	False	56	10.0
chr13	LINC00572	30500788	True	False	75	10.0
chr13	LINC00598	41055143	True	False	78	6.0
chr13	LINC00621	23490508	True	False	79	14.0
chr13	LINC00676	110380620	False	False	75	10.0
chr13	LINC01038	80378520	True	False	32	12.0
chr13	LINC01039	100229365	False	False	67	17.0
chr13	LINC01040	90152763	False	False	23	12.0
chr13	LINC01043	112967780	False	False	68	10.0
chr13	LINC01044	112985539	True	False	68	11.0
chr13	LINC01046	21808706	True	False	56	17.0
chr13	LINC01047	89889144	False	False	23	14.0
chr13	LINC01048	38058921	False	False	58	12.0
chr13	LINC01049	91145541	True	False	36	9.0
chr13	LINC01050	43386698	False	False	89	12.0
chr13	LINC01052	66440178	False	False	15	12.0
chr13	LINC01053	25755469	True	False	79	12.0
chr13	LINC01055	46275319	False	False	99	16.0
chr13	LINC01058	30996381	True	False	76	14.0
chr13	LINC01065	53726035	False	False	48	17.0
chr13	LINC01068	80140861	False	False	32	15.0
chr13	LINC01069	78568908	False	False	33	17.0
chr13	LINC01070	112851646	False	False	68	11.0
chr13	LINC01072	20676839	True	False	49	17.0
chr13	LINC01075	62786414	False	False	15	13.0
chr13	LINC01078	75814723	False	False	37	16.0
chr13	LINC01080	80585211	False	False	26	15.0
chr13	LINC01198	47040911	False	False	103	14.0
chr13	LINC01232	100151560	False	False	68	18.0
chr13	LINC01309	104077549	False	False	47	14.0
chr13	LMO7	76194569	True	False	37	18.0
chr13	LMO7-AS1	76210130	False	False	37	19.0
chr13	LMO7DN	76445173	False	False	36	16.0
chr13	LMO7DN-IT1	76451021	False	False	36	15.0
chr13	LNX2	28194720	True	False	82	8.0
chr13	LOC100129307	78236938	True	False	33	15.0
chr13	LOC100288208	74993252	False	False	32	17.0
chr13	LOC100506016	112815024	False	False	68	11.0
chr13	LOC101060553	111805924	False	False	69	9.0
chr13	LOC101926897	58739960	False	False	12	8.0
chr13	LOC101926951	62002079	False	False	13	11.0
chr13	LOC101927248	95360740	True	False	65	15.0
chr13	LOC101927284	95413194	False	False	65	15.0
chr13	LOC101927437	100609419	True	False	59	16.0
chr13	LOC101928697	19756172	True	False	45	12.0
chr13	LOC101928730	112927314	False	False	68	11.0
chr13	LOC101928841	114068708	True	False	66	5.0
chr13	LOC101929140	41707063	True	False	84	18.0
chr13	LOC101929259	45680413	False	False	107	14.0
chr13	LOC101929657	52703030	False	False	64	13.0
chr13	LOC102723345	30221829	False	False	78	15.0
chr13	LOC102723968	64418258	False	False	17	15.0
chr13	LOC103191607	52908429	False	False	63	17.0
chr13	LOC105370177	42999027	True	False	83	11.0
chr13	LOC105370203	49821976	True	False	89	11.0
chr13	LOC105370306	88795121	True	False	20	12.0
chr13	LOC105370333	100741197	True	False	56	18.0
chr13	LOC105370369	112248355	True	False	68	11.0
chr13	LPAR6	49018840	False	False	97	13.0
chr13	LRCH1	47127295	True	False	102	14.0
chr13	LRRC63	46786077	False	False	103	10.0
chr13	MAB21L1	36050832	False	False	56	11.0
chr13	MBNL2	97874549	False	False	66	14.0
chr13	MCF2L	113656027	False	False	66	13.0
chr13	MCF2L-AS1	113622952	False	False	66	12.0
chr13	MED4	48669277	True	False	102	14.0
chr13	MED4-AS1	48651272	True	False	102	10.0
chr13	MEDAG	31480311	False	False	76	13.0
chr13	METTL21C	103346871	False	False	58	10.0
chr13	METTL21EP	103532448	False	False	55	13.0
chr13	MICU2	22178355	True	False	59	16.0
chr13	MINOS1P1	33072629	True	False	62	14.0
chr13	MIPEP	24463587	True	False	80	14.0
chr13	MIPEPP3	21872263	True	False	56	16.0
chr13	MIR17HG	92000073	False	False	36	15.0
chr13	MIR4500HG	88323218	False	False	20	14.0
chr13	MLNR	49794473	False	False	89	9.0
chr13	MPHOSPH8	20207787	True	False	46	16.0
chr13	MRPL57	21750371	True	False	56	17.0
chr13	MRPS31	41345347	True	False	84	14.0
chr13	MRPS31P5	52768602	False	False	64	16.0
chr13	MTIF3	28024739	True	False	82	9.0
chr13	MTMR6	25861704	True	False	80	14.0
chr13	MTRF1	41837713	True	False	85	17.0
chr13	MTUS2	30002776	False	False	78	15.0
chr13	MTUS2-AS1	30061887	True	False	78	15.0
chr13	MYCBP2	77901177	True	False	35	14.0
chr13	MYCBP2-AS1	77649648	False	False	36	17.0
chr13	MYO16	109248499	False	False	76	12.0
chr13	MYO16-AS1	109819651	False	False	78	12.0
chr13	MZT1	73301938	True	False	29	17.0
chr13	N4BP2L1	33002315	True	False	64	13.0
chr13	N4BP2L2	33112932	True	False	60	14.0
