chr	start	end	interval_id	num_peaks	num_samples	MV411_1_433_R1.bool	MV411_9_716_R1.bool	MV411_1_433_R1.fc	MV411_9_716_R1.fc	MV411_1_433_R1.qval	MV411_9_716_R1.qval	MV411_1_433_R1.pval	MV411_9_716_R1.pval	MV411_1_433_R1.start	MV411_9_716_R1.start	MV411_1_433_R1.end	MV411_9_716_R1.end	MV411_1_433_R1.summit	MV411_9_716_R1.summit	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
chr10	41880973	41881050	Interval_133	1	1	FALSE	TRUE	NA	7.198	NA	6.34284	NA	11.33595	NA	41880973	NA	41881050	NA	16	NA	Intergenic	NA	-361511	LOC101929373								
chr10	41889514	41889595	Interval_134	1	1	FALSE	TRUE	NA	4.881	NA	5.88138	NA	10.85086	NA	41889514	NA	41889595	NA	26	NA	Intergenic	NA	-352968	LOC101929373								
chr10	41910834	41910969	Interval_135	1	1	FALSE	TRUE	NA	6.74261	NA	5.63269	NA	10.58932	NA	41910834	NA	41910969	NA	58	NA	Intergenic	NA	-331621	LOC101929373								
chr10	42078339	42078448	Interval_136	1	1	FALSE	TRUE	NA	11.47822	NA	15.77713	NA	21.27984	NA	42078339	NA	42078448	NA	50	NA	Intergenic	NA	-164129	LOC101929373								
chr10	42079647	42079796	Interval_137	1	1	FALSE	TRUE	NA	5.54383	NA	2.95904	NA	7.60454	NA	42079647	NA	42079796	NA	22	NA	Intergenic	NA	-162801	LOC101929373								
chr10	42091274	42091355	Interval_138	1	1	FALSE	TRUE	NA	7.46084	NA	6.75926	NA	11.77462	NA	42091274	NA	42091355	NA	40	NA	Intergenic	NA	-151208	LOC101929373								
chr10	42101597	42101674	Interval_139	1	1	FALSE	TRUE	NA	6.97817	NA	5.46488	NA	10.36516	NA	42101597	NA	42101674	NA	31	NA	Intergenic	NA	-140887	LOC101929373								
chr10	50458541	50458769	Interval_140	2	2	TRUE	TRUE	6.00398	6.67414	3.16624	5.39886	8.4714	10.29731	50458641	50458541	50458769	50458759	126	67	NA	intron (SGMS1, intron 5 of 10)	NA	165322	SGMS1								
chr10	53113466	53113547	Interval_141	1	1	FALSE	TRUE	NA	8.43449	NA	8.78537	NA	13.94704	NA	53113466	NA	53113547	NA	31	NA	Intergenic	NA	-342857	MBL2								
chr10	62606523	62606601	Interval_142	1	1	FALSE	TRUE	NA	7.60953	NA	7.1976	NA	12.27488	NA	62606523	NA	62606601	NA	37	NA	intron (ZNF365, intron 1 of 6)	NA	-198194	ADO								
chr10	71888980	71889076	Interval_143	1	1	FALSE	TRUE	NA	7.07801	NA	5.79352	NA	10.76121	NA	71888980	NA	71889076	NA	34	NA	Intergenic	NA	-37703	PSAP								
chr10	88385884	88386046	Interval_144	1	1	FALSE	TRUE	NA	5.38409	NA	2.83348	NA	7.4751	NA	88385884	NA	88386046	NA	73	NA	intron (RNLS, intron 4 of 5)	NA	119705	LOC101929727								
chr10	88792827	88792895	Interval_145	1	1	TRUE	FALSE	7.14947	NA	5.14204	NA	10.71041	NA	88792827	NA	88792895	NA	45	NA	NA	Intergenic	NA	-10087	LIPM								
chr10	89333415	89333520	Interval_146	1	1	FALSE	TRUE	NA	5.69722	NA	3.5716	NA	8.27474	NA	89333415	NA	89333520	NA	35	NA	intron (LOC101926887, intron 3 of 3)	NA	5623	IFIT3								
chr10	89333617	89333779	Interval_147	1	1	FALSE	TRUE	NA	7.325	NA	6.41926	NA	11.41619	NA	89333617	NA	89333779	NA	133	NA	intron (LOC101926887, intron 3 of 3)	NA	5853	IFIT3								
chr10	93720910	93721023	Interval_148	1	1	FALSE	TRUE	NA	6.74654	NA	5.60407	NA	10.52493	NA	93720910	NA	93721023	NA	52	NA	Intergenic	NA	-18395	FRA10AC1								
chr10	94826628	94826705	Interval_149	1	1	FALSE	TRUE	NA	5.91852	NA	4.12276	NA	8.93914	NA	94826628	NA	94826705	NA	9	NA	intron (CYP2C19, intron 6 of 8)	NA	63961	CYP2C19								
chr10	102912718	102912962	Interval_150	1	1	FALSE	TRUE	NA	6.56352	NA	4.72111	NA	9.57798	NA	102912718	NA	102912962	NA	136	NA	Intergenic	NA	-5478	CNNM2								
chr10	113321114	113321255	Interval_151	1	1	FALSE	TRUE	NA	6.43625	NA	4.7541	NA	9.6149	NA	113321114	NA	113321255	NA	61	NA	Intergenic	NA	191879	TCF7L2								
chr10	118511754	118511915	Interval_152	1	1	FALSE	TRUE	NA	5.69722	NA	3.5716	NA	8.27474	NA	118511754	NA	118511915	NA	136	NA	Intergenic	NA	83813	PRLHR								
chr10	118511931	118511978	Interval_153	1	1	TRUE	FALSE	6.77534	NA	4.54979	NA	10.04092	NA	118511931	NA	118511978	NA	33	NA	NA	Intergenic	NA	83693	PRLHR								
chr10	123997441	123997692	Interval_154	1	1	TRUE	FALSE	11.27234	NA	12.94913	NA	19.45972	NA	123997441	NA	123997692	NA	53	NA	NA	Intergenic	NA	96040	CHST15								
chr10	129372380	129372506	Interval_155	1	1	FALSE	TRUE	NA	5.10496	NA	2.38353	NA	6.85575	NA	129372380	NA	129372506	NA	9	NA	Intergenic	NA	-274373	MGMT								
chr11	2223316	2223395	Interval_156	1	1	FALSE	TRUE	NA	6.66619	NA	5.37514	NA	10.27296	NA	2223316	NA	2223395	NA	45	NA	Intergenic	NA	47596	ASCL2								
chr11	34952861	34952939	Interval_157	1	1	FALSE	TRUE	NA	7.60953	NA	7.1976	NA	12.27488	NA	34952861	NA	34952939	NA	37	NA	intron (PDHX, intron 3 of 5)	NA	11012	MIR1343								
chr11	36574762	36575169	Interval_158	1	1	FALSE	TRUE	NA	14.65001	NA	21.68376	NA	27.43468	NA	36574762	NA	36575169	NA	343	NA	exon (RAG1, exon 2 of 2)	NA	6953	RAG1								
chr11	45383285	45383391	Interval_159	1	1	FALSE	TRUE	NA	5.76427	NA	3.74852	NA	8.46553	NA	45383285	NA	45383391	NA	57	NA	intron (FLJ41423, intron 3 of 4)	NA	11935	FLJ41423								
chr11	45826666	45826821	Interval_160	1	1	FALSE	TRUE	NA	6.42334	NA	4.48643	NA	9.32196	NA	45826666	NA	45826821	NA	64	NA	Intergenic	NA	-20374	CRY2								
chr11	46303107	46303194	Interval_161	1	1	FALSE	TRUE	NA	4.82719	NA	2.2005	NA	6.63436	NA	46303107	NA	46303194	NA	36	NA	intron (CREB3L1, intron 2 of 11)	NA	25513	CREB3L1								
chr11	46305482	46305576	Interval_162	1	1	FALSE	TRUE	NA	5.88195	NA	4.07759	NA	8.822	NA	46305482	NA	46305576	NA	65	NA	intron (CREB3L1, intron 2 of 11)	NA	27891	CREB3L1								
chr11	51236440	51236542	Interval_163	1	1	FALSE	TRUE	NA	16.91006	NA	27.29372	NA	33.22558	NA	51236440	NA	51236542	NA	51	NA	Intergenic	NA	827344	LOC646813								
chr11	51586217	51586294	Interval_164	1	1	FALSE	TRUE	NA	6.76402	NA	5.6262	NA	10.58155	NA	51586217	NA	51586294	NA	37	NA	Intergenic	NA	1177109	LOC646813								
chr11	52688331	52688411	Interval_165	1	1	FALSE	TRUE	NA	8.45503	NA	8.82439	NA	14.0138	NA	52688331	NA	52688411	NA	35	NA	Intergenic	NA	1915627	OR4C46								
chr11	52707045	52707122	Interval_166	1	1	FALSE	TRUE	NA	5.83424	NA	3.49566	NA	8.19152	NA	52707045	NA	52707122	NA	18	NA	Intergenic	NA	1896914	OR4C46								
chr11	55397186	55397263	Interval_167	1	1	FALSE	TRUE	NA	6.76402	NA	5.6262	NA	10.58155	NA	55397186	NA	55397263	NA	37	NA	Intergenic	NA	29341	OR4A15								
chr11	59217071	59217148	Interval_168	1	1	FALSE	TRUE	NA	5.13867	NA	2.38353	NA	6.85406	NA	59217071	NA	59217148	NA	34	NA	Intergenic	NA	-4089	MPEG1								
chr11	60952715	60952762	Interval_169	1	1	TRUE	FALSE	5.61599	NA	2.55115	NA	7.74594	NA	60952715	NA	60952762	NA	8	NA	NA	promoter-TSS (SLC15A3)	NA	-954	SLC15A3								
chr11	61391209	61391287	Interval_170	1	1	FALSE	TRUE	NA	8.99268	NA	9.50435	NA	14.72581	NA	61391209	NA	61391287	NA	56	NA	Intergenic	NA	-1540	TMEM216								
chr11	61963506	61963583	Interval_171	1	1	FALSE	TRUE	NA	4.86072	NA	2.28681	NA	6.72482	NA	61963506	NA	61963583	NA	64	NA	TTS (BEST1)	NA	4115	FTH1								
chr11	62004549	62004690	Interval_172	1	1	FALSE	TRUE	NA	4.98185	NA	2.5745	NA	7.07074	NA	62004549	NA	62004690	NA	73	NA	Intergenic	NA	15484	LOC102723745								
chr11	62109006	62109264	Interval_173	2	2	TRUE	TRUE	12.79787	10.83257	15.90272	13.55084	22.90804	18.95914	62109006	62109076	62109251	62109264	134	85	NA	Intergenic	NA	-14838	INCENP								
chr11	66068953	66069148	Interval_174	2	2	TRUE	TRUE	7.03829	8.75136	5.01235	8.8224	10.57026	13.99349	66068987	66068953	66069125	66069148	98	47	NA	TTS (SF3B2)	NA	-1302	PACS1								
chr11	79441631	79441765	Interval_175	1	1	FALSE	TRUE	NA	6.67414	NA	5.39886	NA	10.29731	NA	79441631	NA	79441765	NA	22	NA	Intergenic	NA	-1047	TENM4								
chr11	88138917	88138994	Interval_176	1	1	FALSE	TRUE	NA	4.21725	NA	1.4513	NA	5.80323	NA	88138917	NA	88138994	NA	54	NA	intron (RAB38, intron 2 of 2)	NA	35168	RAB38								
chr11	107927992	107928077	Interval_177	1	1	FALSE	TRUE	NA	6.9224	NA	5.47864	NA	10.38116	NA	107927992	NA	107928077	NA	39	NA	promoter-TSS (RAB39A)	NA	-516	RAB39A								
chr11	107928261	107928338	Interval_178	1	1	FALSE	TRUE	NA	5.10496	NA	2.38353	NA	6.85575	NA	107928261	NA	107928338	NA	47	NA	promoter-TSS (RAB39A)	NA	-251	RAB39A								
chr11	110989919	110989996	Interval_179	1	1	FALSE	TRUE	NA	6.22163	NA	4.2458	NA	9.06676	NA	110989919	NA	110989996	NA	52	NA	Intergenic	NA	-107378	LOC102723966								
chr11	111530186	111530373	Interval_180	1	1	FALSE	TRUE	NA	5.13867	NA	2.38353	NA	6.85406	NA	111530186	NA	111530373	NA	60	NA	intron (C11orf88, intron 4 of 6)	NA	-3525	LOC101928666								
chr11	117850212	117850289	Interval_181	1	1	FALSE	TRUE	NA	5.50512	NA	3.11394	NA	7.76854	NA	117850212	NA	117850289	NA	17	NA	intron (FXYD6, intron 1 of 8)	NA	-25507	FXYD2								
chr11	119879116	119879206	Interval_182	1	1	FALSE	TRUE	NA	5.90322	NA	4.12276	NA	8.88973	NA	119879116	NA	119879206	NA	19	NA	Intergenic	NA	127147	LOC101929156								
chr11	120344498	120344630	Interval_183	1	1	TRUE	FALSE	6.67109	NA	4.31379	NA	9.77534	NA	120344498	NA	120344630	NA	19	NA	NA	intron (ARHGEF12, intron 1 of 40)	NA	7655	ARHGEF12								
chr11	123459195	123459272	Interval_184	1	1	FALSE	TRUE	NA	4.37568	NA	1.4513	NA	5.5773	NA	123459195	NA	123459272	NA	57	NA	intron (GRAMD1B, intron 1 of 18)	NA	28926	GRAMD1B								
chr12	10251	10334	Interval_185	1	1	FALSE	TRUE	NA	10.12139	NA	12.17935	NA	17.53156	NA	10251	NA	10334	NA	26	NA	Intergenic	NA	7463	LOC100288778								
chr12	685474	685684	Interval_186	1	1	FALSE	TRUE	NA	11.66848	NA	14.88628	NA	20.35825	NA	685474	NA	685684	NA	127	NA	Intergenic	NA	-4249	LOC101929432								
chr12	4320851	4321009	Interval_187	2	2	TRUE	TRUE	4.40525	4.49634	1.3292	1.4513	6.26659	5.69317	4320889	4320851	4320971	4321009	38	61	NA	promoter-TSS (C12orf5)	NA	-263	C12orf5								
chr12	6570580	6570691	Interval_188	1	1	FALSE	TRUE	NA	13.85632	NA	19.74452	NA	25.4153	NA	6570580	NA	6570691	NA	50	NA	exon (CHD4, exon 40 of 40)	NA	1202	LOC100127974								
chr12	6570880	6571043	Interval_189	1	1	FALSE	TRUE	NA	7.60792	NA	6.69976	NA	11.70866	NA	6570880	NA	6571043	NA	37	NA	exon (CHD4, exon 39 of 40)	NA	1528	LOC100127974								
chr12	8127067	8127168	Interval_190	1	1	FALSE	TRUE	NA	6.75468	NA	5.62396	NA	10.55121	NA	8127067	NA	8127168	NA	51	NA	intron (CLEC4A, intron 2 of 4)	NA	3486	CLEC4A								
chr12	8127355	8127432	Interval_191	1	1	FALSE	TRUE	NA	6.74654	NA	5.60407	NA	10.52493	NA	8127355	NA	8127432	NA	43	NA	intron (CLEC4A, intron 2 of 4)	NA	3762	CLEC4A								
chr12	10374059	10374216	Interval_192	1	1	FALSE	TRUE	NA	5.83424	NA	3.49566	NA	8.19152	NA	10374059	NA	10374216	NA	118	NA	intron (RP11-277P12.20, intron 2 of 3)	NA	10369	RP11-277P12.20								
chr12	10750304	10750409	Interval_193	1	1	FALSE	TRUE	NA	5.91852	NA	4.12276	NA	8.93914	NA	10750304	NA	10750409	NA	51	NA	promoter-TSS (LOC101928162)	NA	153	LOC101928162								
chr12	14577500	14577659	Interval_194	2	2	TRUE	TRUE	6.67109	5.10496	4.31379	2.38353	9.77534	6.85575	14577500	14577503	14577635	14577659	102	125	NA	intron (RP11-695J4.2, intron 1 of 5)	NA	9403	RP11-695J4.2								
chr12	23146343	23146420	Interval_195	1	1	FALSE	TRUE	NA	5.91852	NA	4.12276	NA	8.93914	NA	23146343	NA	23146420	NA	17	NA	Intergenic	NA	-29266	RP11-153K16.1								
chr12	26954106	26954248	Interval_196	1	1	FALSE	TRUE	NA	4.21725	NA	1.4513	NA	5.80323	NA	26954106	NA	26954248	NA	65	NA	exon (FGFR1OP2, exon 2 of 5)	NA	15805	FGFR1OP2								
chr12	37260987	37261064	Interval_197	1	1	FALSE	TRUE	NA	6.76402	NA	5.6262	NA	10.58155	NA	37260987	NA	37261064	NA	53	NA	Intergenic	NA	-1055729	ALG10B								
chr12	39810012	39810096	Interval_198	1	1	FALSE	TRUE	NA	11.83704	NA	15.83553	NA	21.34917	NA	39810012	NA	39810096	NA	39	NA	intron (SLC2A13, intron 7 of 8)	NA	165093	C12orf40								
chr12	40208833	40208910	Interval_199	1	1	FALSE	TRUE	NA	5.91852	NA	4.12276	NA	8.93914	NA	40208833	NA	40208910	NA	30	NA	Intergenic	NA	-16139	LRRK2								
chr12	49222663	49222802	Interval_200	1	1	FALSE	TRUE	NA	13.9497	NA	20.17924	NA	25.86451	NA	49222663	NA	49222802	NA	66	NA	intron (LOC102723916, intron 1 of 2)	NA	13810	LOC102723916								
chr12	53366039	53366116	Interval_201	1	1	FALSE	TRUE	NA	4.88334	NA	2.33963	NA	6.78704	NA	53366039	NA	53366116	NA	27	NA	Intergenic	NA	-14117	SP1								
chr12	57112148	57112276	Interval_202	1	1	TRUE	FALSE	10.58225	NA	11.62895	NA	17.97698	NA	57112148	NA	57112276	NA	86	NA	NA	promoter-TSS (STAT6)	NA	-1906	STAT6								
chr12	78636518	78636604	Interval_203	1	1	FALSE	TRUE	NA	5.0607	NA	2.71786	NA	7.31474	NA	78636518	NA	78636604	NA	38	NA	Intergenic	NA	-409092	SYT1								
chr12	81332159	81332316	Interval_204	1	1	FALSE	TRUE	NA	8.33274	NA	8.48368	NA	13.62656	NA	81332159	NA	81332316	NA	83	NA	intron (PPFIA2, intron 18 of 30)	NA	49712	LOC102724663								
chr12	89733787	89733864	Interval_205	1	1	TRUE	FALSE	9.03379	NA	8.64216	NA	14.61587	NA	89733787	NA	89733864	NA	41	NA	NA	Intergenic	NA	24871	LINC00936								
chr12	89734110	89734170	Interval_206	1	1	TRUE	FALSE	8.67241	NA	7.99753	NA	13.9199	NA	89734110	NA	89734170	NA	39	NA	NA	Intergenic	NA	25185	LINC00936								
chr12	89857613	89857742	Interval_207	1	1	FALSE	TRUE	NA	5.78101	NA	3.39304	NA	8.06539	NA	89857613	NA	89857742	NA	17	NA	Intergenic	NA	148723	LINC00936								
chr12	92233820	92233885	Interval_208	1	1	TRUE	FALSE	8.46243	NA	7.61008	NA	13.47427	NA	92233820	NA	92233885	NA	44	NA	NA	Intergenic	NA	87169	LOC101928617								
chr12	95650709	95650786	Interval_209	1	1	FALSE	TRUE	NA	7.6082	NA	7.1976	NA	12.27054	NA	95650709	NA	95650786	NA	57	NA	intron (PGAM1P5, intron 1 of 4)	NA	1493	PGAM1P5								
chr12	96037516	96037593	Interval_210	1	1	FALSE	TRUE	NA	6.43625	NA	4.7541	NA	9.6149	NA	96037516	NA	96037593	NA	26	NA	intron (LTA4H, intron 1 of 17)	NA	1534	TRNAD12								
chr12	98440148	98440226	Interval_211	1	1	FALSE	TRUE	NA	4.49634	NA	1.4513	NA	5.69317	NA	98440148	NA	98440226	NA	14	NA	Intergenic	NA	16958	SLC9A7P1								
chr12	100995233	100995352	Interval_212	1	1	FALSE	TRUE	NA	6.74654	NA	5.60407	NA	10.52493	NA	100995233	NA	100995352	NA	61	NA	intron (ANO4, intron 7 of 26)	NA	93647	ANO4								
chr12	107799207	107799284	Interval_213	1	1	FALSE	TRUE	NA	5.76427	NA	3.74852	NA	8.46553	NA	107799207	NA	107799284	NA	18	NA	Intergenic	NA	24861	ASCL4								
chr12	109755361	109755485	Interval_214	1	1	FALSE	TRUE	NA	12.39776	NA	16.48686	NA	22.01961	NA	109755361	NA	109755485	NA	73	NA	intron (FAM222A, intron 2 of 2)	NA	13238	FAM222A								
chr12	111006699	111006911	Interval_215	2	2	TRUE	TRUE	8.12321	11.515	6.91265	14.88453	12.70099	20.35096	111006712	111006699	111006891	111006911	40	68	NA	Intergenic	NA	-27219	CUX2								
chr12	112140842	112140889	Interval_216	1	1	TRUE	FALSE	6.00398	NA	3.16624	NA	8.4714	NA	112140842	NA	112140889	NA	38	NA	NA	exon (TRAFD1, exon 5 of 12)	NA	15321	TRAFD1								
chr12	113214589	113214666	Interval_217	1	1	FALSE	TRUE	NA	5.0607	NA	2.71786	NA	7.31474	NA	113214589	NA	113214666	NA	9	NA	intron (IQCD, intron 1 of 4)	NA	6645	IQCD								
chr12	113215049	113215175	Interval_218	1	1	FALSE	TRUE	NA	4.37568	NA	1.4513	NA	5.5773	NA	113215049	NA	113215175	NA	42	NA	intron (IQCD, intron 1 of 4)	NA	6161	IQCD								
chr12	122517928	122518099	Interval_219	2	2	TRUE	TRUE	9.23174	5.90415	9.03765	4.12276	15.07737	8.8927	122517965	122517928	122518099	122518090	97	69	NA	intron (RSRC2, intron 5 of 10)	NA	8999	RSRC2								
chr12	123532212	123532395	Interval_220	1	1	FALSE	TRUE	NA	8.04531	NA	7.69782	NA	12.80025	NA	123532212	NA	123532395	NA	126	NA	intron (RILPL1, intron 1 of 7)	NA	1414	RILPL1								
chr12	124246864	124246941	Interval_221	1	1	FALSE	TRUE	NA	5.89612	NA	4.11959	NA	8.86698	NA	124246864	NA	124246941	NA	52	NA	intron (ZNF664-FAM101A, intron 3 of 4)	NA	-42261	FAM101A								
chr12	128807308	128807387	Interval_222	1	1	FALSE	TRUE	NA	5.0607	NA	2.71786	NA	7.31474	NA	128807308	NA	128807387	NA	35	NA	intron (SLC15A4, intron 5 of 7)	NA	16595	SLC15A4								
chr13	16633697	16633798	Interval_223	1	1	FALSE	TRUE	NA	12.39776	NA	16.48686	NA	22.01961	NA	16633697	NA	16633798	NA	33	NA	Intergenic	NA	-1561549	FAM230C								
chr13	16726440	16726523	Interval_224	1	1	FALSE	TRUE	NA	7.60953	NA	7.1976	NA	12.27488	NA	16726440	NA	16726523	NA	34	NA	Intergenic	NA	-1468815	FAM230C								
chr13	16742933	16743010	Interval_225	1	1	FALSE	TRUE	NA	6.76402	NA	5.6262	NA	10.58155	NA	16742933	NA	16743010	NA	36	NA	Intergenic	NA	-1452325	FAM230C								
chr13	16823985	16824066	Interval_226	1	1	FALSE	TRUE	NA	7.2928	NA	6.02589	NA	11.00986	NA	16823985	NA	16824066	NA	49	NA	Intergenic	NA	-1371271	FAM230C								
chr13	17507766	17507849	Interval_227	1	1	FALSE	TRUE	NA	8.45503	NA	8.82439	NA	14.0138	NA	17507766	NA	17507849	NA	32	NA	Intergenic	NA	-687489	FAM230C								
chr13	17752016	17752103	Interval_228	1	1	FALSE	TRUE	NA	12.49911	NA	17.12544	NA	22.67972	NA	17752016	NA	17752103	NA	44	NA	Intergenic	NA	-443237	FAM230C								
chr13	17854354	17854435	Interval_229	1	1	FALSE	TRUE	NA	7.60953	NA	7.1976	NA	12.27488	NA	17854354	NA	17854435	NA	39	NA	Intergenic	NA	-340902	FAM230C								
chr13	17968254	17968331	Interval_230	1	1	FALSE	TRUE	NA	6.7476	NA	5.60407	NA	10.52833	NA	17968254	NA	17968331	NA	44	NA	Intergenic	NA	-227004	FAM230C								
chr13	18034832	18034909	Interval_231	1	1	FALSE	TRUE	NA	6.76402	NA	5.6262	NA	10.58155	NA	18034832	NA	18034909	NA	39	NA	Intergenic	NA	-160426	FAM230C								
chr13	18212066	18212184	Interval_232	1	1	FALSE	TRUE	NA	17.61404	NA	71.84193	NA	78.90973	NA	18212066	NA	18212184	NA	57	NA	intron (FAM230C, intron 1 of 7)	NA	16828	FAM230C								
chr13	18213566	18213652	Interval_233	1	1	FALSE	TRUE	NA	15.18209	NA	23.24525	NA	29.04797	NA	18213566	NA	18213652	NA	67	NA	intron (FAM230C, intron 1 of 7)	NA	18312	FAM230C								
chr13	22161970	22162229	Interval_234	1	1	FALSE	TRUE	NA	9.65437	NA	10.85352	NA	16.15125	NA	22161970	NA	22162229	NA	151	NA	Intergenic	NA	-48185	LINC00540								
chr13	22992551	22992709	Interval_235	3	2	TRUE	TRUE	8.57535;5.50547	6.31302	7.84692;2.78017	4.48643	13.73795;8.00665	9.31878	22992551;22992651	22992566	22992600;22992709	22992696	27;16	71	NA	Intergenic	NA	-94449	BASP1P1								
chr13	24931243	24931320	Interval_236	1	1	FALSE	TRUE	NA	5.49277	NA	3.08593	NA	7.73779	NA	24931243	NA	24931320	NA	37	NA	exon (TPTE2P1, exon 5 of 5)	NA	-5388	LOC101928898								
chr13	28347830	28348058	Interval_237	2	2	TRUE	TRUE	11.38373	14.48032	16.57859	22.66017	23.74535	28.4384	28347830	28347839	28348058	28348058	158	76	NA	intron (FLT1, intron 15 of 29)	NA	115443	RNU6-82P								
chr13	28468175	28468317	Interval_238	1	1	FALSE	TRUE	NA	6.47452	NA	4.57618	NA	9.41418	NA	28468175	NA	28468317	NA	50	NA	intron (FLT1, intron 1 of 14)	NA	26882	FLT1								
chr13	30651760	30651953	Interval_239	1	1	FALSE	TRUE	NA	11.53313	NA	14.60913	NA	20.06994	NA	30651760	NA	30651953	NA	86	NA	intron (USPL1, intron 7 of 8)	NA	22180	TRNAN7								
chr13	30848031	30848318	Interval_240	2	2	TRUE	TRUE	8.73276	5.73911	8.60291	3.46514	14.56943	8.14548	30848156	30848031	30848318	30848187	60	26	NA	Intergenic	NA	-34387	LINC00545								
chr13	46983219	46983345	Interval_241	1	1	FALSE	TRUE	NA	6.7476	NA	5.60407	NA	10.52833	NA	46983219	NA	46983345	NA	53	NA	Intergenic	NA	-86206	HTR2A								
chr13	48116059	48116136	Interval_242	1	1	FALSE	TRUE	NA	5.07302	NA	2.71786	NA	7.35441	NA	48116059	NA	48116136	NA	36	NA	Intergenic	NA	-20957	MED4								
chr13	52921344	52921552	Interval_243	2	2	TRUE	TRUE	11.34085	8.43449	13.30147	8.78537	19.88779	13.94704	52921372	52921344	52921552	52921541	70	127	NA	Intergenic	NA	-72808	PCDH8								
chr13	76882499	76882757	Interval_244	2	2	TRUE	TRUE	10.77037	10.14603	11.9691	12.24866	18.38496	17.61189	76882554	76882499	76882700	76882757	42	159	NA	exon (KCTD12, exon 1 of 1)	NA	3777	KCTD12								
chr13	101641753	101641865	Interval_245	1	1	FALSE	TRUE	NA	16.06455	NA	25.31055	NA	31.18617	NA	101641753	NA	101641865	NA	54	NA	intron (ITGBL1, intron 6 of 9)	NA	189216	ITGBL1								
chr14	24027357	24027492	Interval_246	2	2	TRUE	TRUE	9.23174	9.30053	9.03765	10.5071	15.07737	15.794	24027387	24027357	24027439	24027492	30	58	NA	intron (LOC101927011, intron 1 of 1)	NA	1834	LOC101927011								
chr14	27459742	27459826	Interval_247	1	1	FALSE	TRUE	NA	8.45503	NA	8.82439	NA	14.0138	NA	27459742	NA	27459826	NA	43	NA	intron (LOC728755, intron 2 of 2)	NA	-152804	LINC00645								
chr14	40729628	40729709	Interval_248	1	1	FALSE	TRUE	NA	8.45503	NA	8.82439	NA	14.0138	NA	40729628	NA	40729709	NA	40	NA	Intergenic	NA	-225042	LOC644919								
chr14	50038931	50039052	Interval_249	1	1	FALSE	TRUE	NA	5.69722	NA	3.5716	NA	8.27474	NA	50038931	NA	50039052	NA	50	NA	intron (RP11-58E21.3, intron 3 of 5)	NA	892	RP11-58E21.3								
chr14	50061848	50061932	Interval_250	1	1	FALSE	TRUE	NA	6.7014	NA	5.00123	NA	9.87594	NA	50061848	NA	50061932	NA	62	NA	Intergenic	NA	-22006	RP11-58E21.3								
chr14	54782689	54782823	Interval_251	2	2	TRUE	TRUE	6.67109	8.07316	4.31379	7.77071	9.77534	12.87588	54782763	54782689	54782823	54782821	37	62	NA	intron (SAMD4A, intron 9 of 10)	NA	-94831	LOC729451								
chr14	59310844	59310951	Interval_252	1	1	FALSE	TRUE	NA	4.37568	NA	1.4513	NA	5.5773	NA	59310844	NA	59310951	NA	30	NA	intron (DAAM1, intron 3 of 24)	NA	122241	DAAM1								
chr14	60623063	60623195	Interval_253	1	1	FALSE	TRUE	NA	5.5677	NA	3.2644	NA	7.9275	NA	60623063	NA	60623195	NA	29	NA	Intergenic	NA	26308	SIX1								
chr14	63900082	63900242	Interval_254	1	1	FALSE	TRUE	NA	5.83424	NA	3.49566	NA	8.19152	NA	63900082	NA	63900242	NA	52	NA	intron (SYNE2, intron 1 of 115)	NA	47197	SYNE2								
chr14	68268406	68268530	Interval_255	1	1	FALSE	TRUE	NA	6.66619	NA	5.37514	NA	10.27296	NA	68268406	NA	68268530	NA	21	NA	intron (RAD51B, intron 7 of 10)	NA	131911	LOC101927971								
chr14	68741912	68742115	Interval_256	2	2	TRUE	TRUE	6.00716	8.81726	4.60179	10.23217	10.09584	15.48257	68741912	68741920	68742062	68742115	75	97	NA	Intergenic	NA	54229	ZFP36L1								
chr14	68742138	68742189	Interval_257	1	1	TRUE	FALSE	7.14947	NA	5.14204	NA	10.71041	NA	68742138	NA	68742189	NA	28	NA	NA	Intergenic	NA	54079	ZFP36L1								
chr14	74572041	74572164	Interval_258	1	1	TRUE	FALSE	7.3382	NA	5.50463	NA	11.12032	NA	74572041	NA	74572164	NA	42	NA	NA	intron (LTBP2, intron 3 of 35)	NA	-39840	LOC101928352								
chr14	77813771	77813921	Interval_259	1	1	FALSE	TRUE	NA	6.7476	NA	5.60407	NA	10.52833	NA	77813771	NA	77813921	NA	118	NA	intron (ADCK1, intron 1 of 9)	NA	13763	ADCK1								
chr14	79777931	79778008	Interval_260	1	1	FALSE	TRUE	NA	5.07302	NA	2.71786	NA	7.35441	NA	79777931	NA	79778008	NA	44	NA	intron (NRXN3, intron 20 of 21)	NA	-433449	DIO2-AS1								
chr14	81401010	81401180	Interval_261	1	1	FALSE	TRUE	NA	6.56352	NA	4.72111	NA	9.57798	NA	81401010	NA	81401180	NA	123	NA	intron (STON2, intron 2 of 7)	NA	-2515	STON2								
chr14	81437855	81437932	Interval_262	1	1	FALSE	TRUE	NA	6.496	NA	4.9113	NA	9.77797	NA	81437855	NA	81437932	NA	49	NA	Intergenic	NA	12263	RP11-299L17.3								
