REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	mp136-MV411-H3K27ac-r1.mLb.clN.sorted.bam	INPUT_R1.mLb.clN.sorted.bam
1_MV411_3_136_R1_peak_639_lociStitched	chr1	52636541	52638224	1	1684	1047.4992	210.375
2_MV411_3_136_R1_peak_13483_lociStitched	chr4	100980961	100982637	2	1410	1045.9916	235.8132
2_MV411_3_136_R1_peak_17297_lociStitched	chr8	107702858	107704533	2	1333	1179.535	221.77
2_MV411_3_136_R1_peak_11146_lociStitched	chr20	44978675	44980346	2	1430	1127.925	91.2366
2_MV411_3_136_R1_peak_12453_lociStitched	chr3	52669913	52671581	2	1405	974.946	223.512
1_MV411_3_136_R1_peak_7551_lociStitched	chr17	76267292	76268957	1	1666	948.384	218.448
1_MV411_3_136_R1_peak_686_lociStitched	chr1	65066889	65068543	1	1655	1170.5358	134.801
1_MV411_3_136_R1_peak_1566_lociStitched	chr1	226001577	226003230	1	1654	1230.3279	196.8723
1_MV411_3_136_R1_peak_7933_lociStitched	chr18	57084199	57085852	1	1654	1076.103	206.7903
2_MV411_3_136_R1_peak_18268_lociStitched	chr9	131620955	131622608	2	1238	1015.2726	262.1658
2_MV411_3_136_R1_peak_11192_lociStitched	chr20	48023816	48025468	2	510	419.1124	183.372
2_MV411_3_136_R1_peak_2994_lociStitched	chr11	62024768	62026420	2	1288	863.6656	189.4844
1_MV411_3_136_R1_peak_11337_lociStitched	chr20	63802630	63804279	1	1650	910.0831	224.264
2_MV411_3_136_R1_peak_2506_lociStitched	chr10	124289872	124291520	2	1128	794.1712	206.824
2_MV411_3_136_R1_peak_12874_lociStitched	chr3	157174206	157175854	2	1280	1229.0784	248.848
2_MV411_3_136_R1_peak_797_lociStitched	chr1	93758304	93759952	2	1439	954.3568	241.432
2_MV411_3_136_R1_peak_8137_lociStitched	chr18	71488273	71489920	2	473	385.5627	165.5235
3_MV411_3_136_R1_peak_16577_lociStitched	chr8	6335075	6336722	3	1067	807.3594	79.056
2_MV411_3_136_R1_peak_5792_lociStitched	chr15	90033609	90035255	2	990	683.5838	209.042
2_MV411_3_136_R1_peak_12501_lociStitched	chr3	60855224	60856870	2	1298	731.8116	178.591
1_MV411_3_136_R1_peak_8180_lociStitched	chr18	74138998	74140642	1	1645	937.902	212.4048
1_MV411_3_136_R1_peak_9402_lociStitched	chr19	55216140	55217784	1	1645	2121.9108	260.7384
2_MV411_3_136_R1_peak_4118_lociStitched	chr12	89755893	89757535	2	1104	734.795	177.5002
2_MV411_3_136_R1_peak_13402_lociStitched	chr4	80057895	80059532	2	1437	972.7054	177.4508
2_MV411_3_136_R1_peak_307_lociStitched	chr1	26500034	26501671	2	1394	1330.3899	110.6612
2_MV411_3_136_R1_peak_15049_lociStitched	chr6	33444768	33446402	2	1121	697.2278	210.1324
2_MV411_3_136_R1_peak_1875_lociStitched	chr10	17215644	17217276	2	1047	809.7984	152.9184
2_MV411_3_136_R1_peak_14397_lociStitched	chr5	142757790	142759419	2	1098	526.3299	182.448
2_MV411_3_136_R1_peak_17281_lociStitched	chr8	104360462	104362091	2	1430	963.8793	193.5252
1_MV411_3_136_R1_peak_5408_lociStitched	chr15	45636968	45638596	1	1629	805.3716	180.0568
2_MV411_3_136_R1_peak_12687_lociStitched	chr3	125632461	125634082	2	1385	767.5435	136.164
2_MV411_3_136_R1_peak_3373_lociStitched	chr11	99632325	99633946	2	1134	509.9666	107.4723
2_MV411_3_136_R1_peak_7040_lociStitched	chr17	34990768	34992387	2	608	511.4421	147.329
1_MV411_3_136_R1_peak_8918_lociStitched	chr19	33292778	33294395	1	1618	1487.8017	300.4386
2_MV411_3_136_R1_peak_1920_lociStitched	chr10	28333601	28335218	2	1230	762.2538	143.5896
3_MV411_3_136_R1_peak_17740_lociStitched	chr9	22169566	22171182	3	931	451.8336	83.7088
1_MV411_3_136_R1_peak_11584_lociStitched	chr21	46296729	46298342	1	1614	928.2815	196.786
1_MV411_3_136_R1_peak_6715_lociStitched	chr17	4002613	4004225	1	1613	1023.4588	130.2496
2_MV411_3_136_R1_peak_10916_lociStitched	chr20	12052913	12054524	2	1299	826.443	210.0744
2_MV411_3_136_R1_peak_4183_lociStitched	chr12	104671092	104672700	2	974	606.3768	213.7032
3_MV411_3_136_R1_peak_15937_lociStitched	chr7	43116752	43118360	3	1008	613.452	168.6792
2_MV411_3_136_R1_peak_7636_lociStitched	chr17	80855828	80857435	2	864	675.2614	201.8392
2_MV411_3_136_R1_peak_16776_lociStitched	chr8	37880871	37882478	2	1325	1165.7178	183.3587
2_MV411_3_136_R1_peak_16214_lociStitched	chr7	99379475	99381079	2	1252	1118.79	187.9888
1_MV411_3_136_R1_peak_18097_lociStitched	chr9	120490412	120492013	1	1602	822.5938	97.9812
1_MV411_3_136_R1_peak_4347_lociStitched	chr12	121536845	121538444	1	1600	1549.2711	175.4103
2_MV411_3_136_R1_peak_5001_lociStitched	chr14	75258318	75259916	2	1256	1093.9908	241.298
1_MV411_3_136_R1_peak_4972_lociStitched	chr14	73461978	73463573	1	1596	1069.607	234.3055
2_MV411_3_136_R1_peak_6347_lociStitched	chr16	55538577	55540168	2	680	487.8006	189.9654
2_MV411_3_136_R1_peak_10347_lociStitched	chr2	161076864	161078453	2	1336	742.2219	180.3515
2_MV411_3_136_R1_peak_13425_lociStitched	chr4	83369575	83371158	2	1304	690.188	146.2692
2_MV411_3_136_R1_peak_15461_lociStitched	chr6	135279992	135281575	2	1325	783.7433	202.7823
2_MV411_3_136_R1_peak_6102_lociStitched	chr16	20821959	20823542	2	1362	826.6426	145.1611
1_MV411_3_136_R1_peak_10017_lociStitched	chr2	85998635	86000218	1	1584	912.5995	183.1531
2_MV411_3_136_R1_peak_11804_lociStitched	chr22	37633018	37634600	2	893	648.9364	187.6252
3_MV411_3_136_R1_peak_12796_lociStitched	chr3	141796320	141797901	3	1090	841.8825	221.0238
2_MV411_3_136_R1_peak_16201_lociStitched	chr7	95607783	95609363	2	848	459.464	124.978
2_MV411_3_136_R1_peak_8896_lociStitched	chr19	29951825	29953403	2	693	547.7238	252.9534
2_MV411_3_136_R1_peak_16239_lociStitched	chr7	100368282	100369857	2	1078	629.8425	220.185
2_MV411_3_136_R1_peak_11475_lociStitched	chr21	35564208	35565782	2	1293	656.0432	135.5214
2_MV411_3_136_R1_peak_12109_lociStitched	chr3	13413636	13415207	2	1374	683.5421	174.2239
2_MV411_3_136_R1_peak_10147_lociStitched	chr2	111375038	111376609	2	1195	495.1792	27.4925
2_MV411_3_136_R1_peak_15998_lociStitched	chr7	50356035	50357601	2	1186	852.687	247.1148
1_MV411_3_136_R1_peak_16705_lociStitched	chr8	26571572	26573137	1	1566	1566.252	248.835
1_MV411_3_136_R1_peak_1888_lociStitched	chr10	20004119	20005679	1	1561	911.82	114.036
1_MV411_3_136_R1_peak_1480_lociStitched	chr1	212255644	212257204	1	1561	884.988	166.608
1_MV411_3_136_R1_peak_9846_lociStitched	chr2	61763716	61765275	1	1560	1384.392	124.5641
3_MV411_3_136_R1_peak_6825_lociStitched	chr17	8922087	8923644	3	1086	923.9238	241.9578
2_MV411_3_136_R1_peak_9244_lociStitched	chr19	48398188	48399742	2	1154	1430.9232	237.6066
2_MV411_3_136_R1_peak_5845_lociStitched	chr15	100110762	100112316	2	1326	686.5572	146.2314
1_MV411_3_136_R1_peak_9718_lociStitched	chr2	42216019	42217573	1	1555	807.4584	44.1336
2_MV411_3_136_R1_peak_14352_lociStitched	chr5	140272966	140274519	2	1131	617.0069	171.9171
2_MV411_3_136_R1_peak_3086_lociStitched	chr11	65291250	65292800	2	877	621.24	108.5
1_MV411_3_136_R1_peak_11137_lociStitched	chr20	44068810	44070355	1	1546	1642.7985	225.879
1_MV411_3_136_R1_peak_17161_lociStitched	chr8	89781278	89782822	1	1545	933.6568	179.2584
1_MV411_3_136_R1_peak_9722_lociStitched	chr2	42809630	42811174	1	1545	1244.7728	177.56
2_MV411_3_136_R1_peak_2442_lociStitched	chr10	112460360	112461902	2	1180	762.519	177.1758
1_MV411_3_136_R1_peak_18020_lociStitched	chr9	107547764	107549304	1	1541	1142.526	196.196
2_MV411_3_136_R1_peak_6822_lociStitched	chr17	8806482	8808022	2	1029	570.57	161.546
1_MV411_3_136_R1_peak_8878_lociStitched	chr19	27779800	27781340	1	1541	1141.14	172.326
2_MV411_3_136_R1_peak_4504_lociStitched	chr13	28031825	28033365	2	523	1179.794	518.364
2_MV411_3_136_R1_peak_12893_lociStitched	chr3	160801076	160802615	2	1294	804.4353	159.4404
2_MV411_3_136_R1_peak_8546_lociStitched	chr19	8568608	8570146	2	1188	1021.6934	305.4468
2_MV411_3_136_R1_peak_1557_lociStitched	chr1	225444634	225446171	2	1242	915.4372	215.3337
2_MV411_3_136_R1_peak_5022_lociStitched	chr14	76863468	76865005	2	1209	800.777	198.7341
2_MV411_3_136_R1_peak_233_lociStitched	chr1	21261068	21262605	2	1274	696.5684	260.5215
2_MV411_3_136_R1_peak_10719_lociStitched	chr2	234291033	234292569	2	1207	732.3648	172.032
1_MV411_3_136_R1_peak_15700_lociStitched	chr7	2019035	2020569	1	1535	1394.0992	159.9962
2_MV411_3_136_R1_peak_5132_lociStitched	chr14	94394210	94395743	2	593	682.3383	242.0607
2_MV411_3_136_R1_peak_14701_lociStitched	chr6	5670910	5672441	2	1242	736.5641	178.3615
1_MV411_3_136_R1_peak_8496_lociStitched	chr19	7271816	7273347	1	1532	1287.571	265.3223
2_MV411_3_136_R1_peak_4885_lociStitched	chr14	61119911	61121437	2	1276	996.7832	165.2658
2_MV411_3_136_R1_peak_16186_lociStitched	chr7	92731264	92732788	2	1178	592.6836	161.3916
2_MV411_3_136_R1_peak_5767_lociStitched	chr15	84724295	84725818	2	1278	792.2646	108.5899
2_MV411_3_136_R1_peak_11686_lociStitched	chr22	24434055	24435577	2	1308	1014.413	202.8826
1_MV411_3_136_R1_peak_13240_lociStitched	chr4	26217929	26219450	1	1522	1184.859	192.5586
2_MV411_3_136_R1_peak_17734_lociStitched	chr9	21832688	21834207	2	492	465.2697	113.6212
2_MV411_3_136_R1_peak_11555_lociStitched	chr21	44374904	44376422	2	1259	1032.0882	262.9176
2_MV411_3_136_R1_peak_5359_lociStitched	chr15	41476756	41478274	2	1304	953.1522	125.8422
3_MV411_3_136_R1_peak_3174_lociStitched	chr11	67463729	67465247	3	1076	1044.5358	245.916
1_MV411_3_136_R1_peak_17659_lociStitched	chr8	144521795	144523312	1	1518	1798.2518	262.441
2_MV411_3_136_R1_peak_18509_lociStitched	chrX	38868605	38870120	2	1081	512.07	63.63
2_MV411_3_136_R1_peak_9621_lociStitched	chr2	27756019	27757533	2	1257	900.83	209.8404
2_MV411_3_136_R1_peak_11227_lociStitched	chr20	50220738	50222248	2	1237	836.389	155.681
1_MV411_3_136_R1_peak_11722_lociStitched	chr22	29202156	29203666	1	1511	797.884	118.837
2_MV411_3_136_R1_peak_3934_lociStitched	chr12	55847369	55848874	2	1149	822.332	197.9075
2_MV411_3_136_R1_peak_14046_lociStitched	chr5	72281598	72283100	2	825	440.6868	107.393
2_MV411_3_136_R1_peak_15854_lociStitched	chr7	28082963	28084464	2	660	460.6569	139.4429
2_MV411_3_136_R1_peak_10712_lociStitched	chr2	233331188	233332688	2	1037	678.0	131.1
2_MV411_3_136_R1_peak_4915_lociStitched	chr14	65054064	65055564	2	1130	591.75	139.5
1_MV411_3_136_R1_peak_14077_lociStitched	chr5	78003326	78004825	1	1500	954.2634	159.6435
2_MV411_3_136_R1_peak_6021_lociStitched	chr16	9078371	9079869	2	1054	524.8992	114.4472
2_MV411_3_136_R1_peak_10535_lociStitched	chr2	203673249	203674745	2	1262	688.4592	141.5216
2_MV411_3_136_R1_peak_8619_lociStitched	chr19	11380795	11382291	2	1291	1333.2352	239.9584
2_MV411_3_136_R1_peak_3579_lociStitched	chr12	6335859	6337355	2	1228	967.912	168.1504
2_MV411_3_136_R1_peak_7215_lociStitched	chr17	45409869	45411363	2	1170	806.6106	181.2222
1_MV411_3_136_R1_peak_16059_lociStitched	chr7	72924302	72925796	1	1495	1077.6222	140.8842
2_MV411_3_136_R1_peak_4244_lociStitched	chr12	110660992	110662484	2	1221	829.1044	189.3348
2_MV411_3_136_R1_peak_2959_lociStitched	chr11	60251006	60252498	2	1147	520.4096	114.4364
2_MV411_3_136_R1_peak_3971_lociStitched	chr12	57064322	57065812	2	755	518.073	186.101
1_MV411_3_136_R1_peak_7029_lociStitched	chr17	32183475	32184963	1	1489	997.2576	179.304
2_MV411_3_136_R1_peak_2057_lociStitched	chr10	63628871	63630358	2	954	675.8415	207.8826
2_MV411_3_136_R1_peak_12945_lociStitched	chr3	172591695	172593181	2	1209	530.9478	149.1944
1_MV411_3_136_R1_peak_15354_lociStitched	chr6	105600832	105602318	1	1487	1217.4798	125.8642
2_MV411_3_136_R1_peak_13683_lociStitched	chr4	162169959	162171444	2	929	562.0725	126.0765
MV411_3_136_R1_peak_10275	chr2	144504035	144505520	1	1486	601.8705	116.424
2_MV411_3_136_R1_peak_16958_lociStitched	chr8	65981283	65982766	2	1216	1004.5842	236.2419
1_MV411_3_136_R1_peak_5557_lociStitched	chr15	64893137	64894620	1	1484	985.1569	165.6511
2_MV411_3_136_R1_peak_16890_lociStitched	chr8	54268414	54269894	2	1166	828.948	260.776
2_MV411_3_136_R1_peak_13468_lociStitched	chr4	95596375	95597853	2	992	464.3876	125.9256
2_MV411_3_136_R1_peak_1959_lociStitched	chr10	33365002	33366479	2	1222	1023.8564	168.0826
2_MV411_3_136_R1_peak_6299_lociStitched	chr16	47492260	47493737	2	1155	652.2432	149.0293
1_MV411_3_136_R1_peak_11068_lociStitched	chr20	35490374	35491850	1	1477	978.2928	152.766
2_MV411_3_136_R1_peak_7416_lociStitched	chr17	64174139	64175615	2	875	537.5592	156.456
2_MV411_3_136_R1_peak_4939_lociStitched	chr14	68682266	68683741	2	1273	892.375	185.26
2_MV411_3_136_R1_peak_8122_lociStitched	chr18	70978138	70979612	2	583	412.72	103.917
1_MV411_3_136_R1_peak_10546_lociStitched	chr2	207142695	207144166	1	1472	713.2879	108.1185
2_MV411_3_136_R1_peak_10591_lociStitched	chr2	218228696	218230165	2	1104	630.201	160.4148
1_MV411_3_136_R1_peak_10819_lociStitched	chr20	1802682	1804150	1	1469	1275.9856	161.7736
1_MV411_3_136_R1_peak_18217_lociStitched	chr9	129174317	129175785	1	1469	947.4472	168.086
1_MV411_3_136_R1_peak_7734_lociStitched	chr18	2905692	2907158	1	1467	1404.7212	157.595
2_MV411_3_136_R1_peak_12014_lociStitched	chr3	2478788	2480252	2	1051	630.6912	103.7976
1_MV411_3_136_R1_peak_8353_lociStitched	chr19	2394053	2395516	1	1464	1061.4065	242.4191
1_MV411_3_136_R1_peak_16524_lociStitched	chr7	157301567	157303030	1	1464	985.9157	189.0196
2_MV411_3_136_R1_peak_838_lociStitched	chr1	108646141	108647602	2	982	691.4913	149.3142
2_MV411_3_136_R1_peak_10943_lociStitched	chr20	19915029	19916489	2	1036	595.096	137.24
1_MV411_3_136_R1_peak_16739_lociStitched	chr8	30090307	30091767	1	1461	1428.464	275.064
1_MV411_3_136_R1_peak_8928_lociStitched	chr19	33819403	33820862	1	1460	1737.2313	240.0055
2_MV411_3_136_R1_peak_1402_lociStitched	chr1	202615707	202617165	2	984	552.7278	147.258
1_MV411_3_136_R1_peak_12743_lociStitched	chr3	129592313	129593770	1	1458	1090.5645	103.3013
1_MV411_3_136_R1_peak_9852_lociStitched	chr2	62129074	62130530	1	1457	758.4304	65.2288
2_MV411_3_136_R1_peak_11416_lociStitched	chr21	29162622	29164078	2	1245	643.8432	160.5968
1_MV411_3_136_R1_peak_13057_lociStitched	chr3	195002721	195004176	1	1456	812.763	110.58
1_MV411_3_136_R1_peak_15804_lociStitched	chr7	17058139	17059593	1	1455	834.8868	135.949
2_MV411_3_136_R1_peak_2393_lociStitched	chr10	103196566	103198019	2	936	654.1406	165.2061
2_MV411_3_136_R1_peak_7531_lociStitched	chr17	75737410	75738863	2	1152	934.279	179.1549
2_MV411_3_136_R1_peak_3257_lociStitched	chr11	73461233	73462683	2	908	468.785	119.045
1_MV411_3_136_R1_peak_9873_lociStitched	chr2	64945823	64947270	1	1448	1248.761	208.368
1_MV411_3_136_R1_peak_2118_lociStitched	chr10	71713113	71714560	1	1448	844.3245	207.0657
2_MV411_3_136_R1_peak_10340_lociStitched	chr2	159659475	159660920	2	547	412.981	111.554
2_MV411_3_136_R1_peak_6157_lociStitched	chr16	27383460	27384905	2	1052	633.3435	168.487
2_MV411_3_136_R1_peak_1490_lociStitched	chr1	212682697	212684141	2	1216	1013.688	190.8968
2_MV411_3_136_R1_peak_15255_lociStitched	chr6	71250148	71251588	2	544	412.416	145.152
2_MV411_3_136_R1_peak_13025_lociStitched	chr3	187042995	187044434	2	483	451.5582	177.5726
1_MV411_3_136_R1_peak_9957_lociStitched	chr2	73283889	73285328	1	1440	1017.9486	156.7071
2_MV411_3_136_R1_peak_15351_lociStitched	chr6	104417373	104418810	2	1075	612.3057	176.0325
1_MV411_3_136_R1_peak_586_lociStitched	chr1	44631316	44632752	1	1437	1045.8388	174.0432
2_MV411_3_136_R1_peak_13303_lociStitched	chr4	48211596	48213032	2	729	345.5016	133.4044
1_MV411_3_136_R1_peak_12107_lociStitched	chr3	13069185	13070621	1	1437	1169.7656	204.4864
2_MV411_3_136_R1_peak_5177_lociStitched	chr14	101824455	101825891	2	869	746.002	193.86
2_MV411_3_136_R1_peak_13782_lociStitched	chr4	189786899	189788334	2	1125	683.634	120.6835
2_MV411_3_136_R1_peak_3521_lociStitched	chr11	129824967	129826400	2	1172	659.0367	112.6338
2_MV411_3_136_R1_peak_8001_lociStitched	chr18	63212920	63214352	2	1034	828.412	191.888
1_MV411_3_136_R1_peak_7222_lociStitched	chr17	46290565	46291997	1	1433	930.3704	136.1832
2_MV411_3_136_R1_peak_11204_lociStitched	chr20	48909874	48911304	2	879	508.079	153.153
1_MV411_3_136_R1_peak_2910_lociStitched	chr11	47987155	47988583	1	1429	742.8456	158.0796
2_MV411_3_136_R1_peak_10983_lociStitched	chr20	25237457	25238883	2	1126	826.7948	158.4286
2_MV411_3_136_R1_peak_12941_lociStitched	chr3	172074071	172075497	2	745	475.8562	165.9864
2_MV411_3_136_R1_peak_15286_lociStitched	chr6	83549865	83551289	2	496	354.1488	67.9248
2_MV411_3_136_R1_peak_4653_lociStitched	chr13	109131330	109132752	2	689	419.49	63.4212
2_MV411_3_136_R1_peak_14158_lociStitched	chr5	99315691	99317112	2	1215	666.449	141.6737
2_MV411_3_136_R1_peak_12054_lociStitched	chr3	8356511	8357931	2	1149	672.512	98.122
2_MV411_3_136_R1_peak_163_lociStitched	chr1	12595211	12596631	2	1039	841.208	209.166
2_MV411_3_136_R1_peak_12392_lociStitched	chr3	50242129	50243548	2	1068	567.1743	153.6777
2_MV411_3_136_R1_peak_4726_lociStitched	chr14	23006365	23007783	2	1177	862.9948	127.3364
2_MV411_3_136_R1_peak_9822_lociStitched	chr2	57489930	57491348	2	533	485.5232	207.3116
2_MV411_3_136_R1_peak_16257_lociStitched	chr7	100884192	100885609	2	1124	627.5893	154.1696
2_MV411_3_136_R1_peak_7312_lociStitched	chr17	56918310	56919726	2	699	453.2616	162.2736
2_MV411_3_136_R1_peak_3643_lociStitched	chr12	9650214	9651630	2	867	674.4408	217.9224
2_MV411_3_136_R1_peak_2367_lociStitched	chr10	102024432	102025846	2	1219	587.6584	99.9698
2_MV411_3_136_R1_peak_3035_lociStitched	chr11	63688637	63690050	2	1145	601.7967	95.5188
2_MV411_3_136_R1_peak_18034_lociStitched	chr9	110801879	110803292	2	900	619.0353	224.3844
1_MV411_3_136_R1_peak_16392_lociStitched	chr7	130959928	130961340	1	1413	1288.8736	90.5092
1_MV411_3_136_R1_peak_12254_lociStitched	chr3	42013069	42014481	1	1413	1525.3836	141.6236
2_MV411_3_136_R1_peak_212_lociStitched	chr1	19318359	19319770	2	1147	835.7353	166.498
2_MV411_3_136_R1_peak_9850_lociStitched	chr2	62038984	62040395	2	928	564.5411	119.7939
2_MV411_3_136_R1_peak_12494_lociStitched	chr3	57982361	57983769	2	1113	981.0944	217.1136
2_MV411_3_136_R1_peak_2416_lociStitched	chr10	106836451	106837859	2	1084	671.7568	137.7024
2_MV411_3_136_R1_peak_4400_lociStitched	chr12	123742108	123743515	2	466	417.1755	148.5792
2_MV411_3_136_R1_peak_665_lociStitched	chr1	54965397	54966804	2	742	536.9112	193.3218
2_MV411_3_136_R1_peak_9324_lociStitched	chr19	50657656	50659061	2	985	1242.7225	223.2545
2_MV411_3_136_R1_peak_12642_lociStitched	chr3	119664320	119665724	2	977	660.1608	198.9468
1_MV411_3_136_R1_peak_9076_lociStitched	chr19	41545434	41546837	1	1404	1543.3	208.9067
2_MV411_3_136_R1_peak_5591_lociStitched	chr15	67506061	67507463	2	844	529.8158	149.7336
1_MV411_3_136_R1_peak_8711_lociStitched	chr19	15331319	15332721	1	1403	2661.2764	209.3186
2_MV411_3_136_R1_peak_17823_lociStitched	chr9	36487102	36488503	2	924	645.7209	153.2694
2_MV411_3_136_R1_peak_8505_lociStitched	chr19	7491677	7493077	2	1007	681.8	254.66
2_MV411_3_136_R1_peak_11938_lociStitched	chr22	45996185	45997584	2	787	488.1111	186.7665
2_MV411_3_136_R1_peak_11395_lociStitched	chr21	25486379	25487778	2	1096	587.1603	153.7501
2_MV411_3_136_R1_peak_7320_lociStitched	chr17	57557480	57558877	2	1147	798.1061	151.2951
2_MV411_3_136_R1_peak_17035_lociStitched	chr8	77347168	77348565	2	672	331.6478	104.775
2_MV411_3_136_R1_peak_5123_lociStitched	chr14	93394711	93396106	2	1115	458.676	148.2885
1_MV411_3_136_R1_peak_17809_lociStitched	chr9	35645903	35647298	1	1396	717.4485	180.6525
1_MV411_3_136_R1_peak_7396_lociStitched	chr17	62651810	62653204	1	1395	1055.5368	144.279
2_MV411_3_136_R1_peak_17383_lociStitched	chr8	115055681	115057073	2	859	652.4304	288.4224
2_MV411_3_136_R1_peak_11568_lociStitched	chr21	44913603	44914994	2	796	580.047	237.1655
1_MV411_3_136_R1_peak_5770_lociStitched	chr15	84840187	84841574	1	1388	788.9256	149.3799
2_MV411_3_136_R1_peak_2166_lociStitched	chr10	73625434	73626821	2	1116	906.9593	128.0201
2_MV411_3_136_R1_peak_16071_lociStitched	chr7	73600210	73601594	2	897	571.0384	140.7528
2_MV411_3_136_R1_peak_1319_lociStitched	chr1	183279024	183280408	2	879	550.5552	174.9376
2_MV411_3_136_R1_peak_15639_lociStitched	chr6	167855320	167856704	2	972	514.2944	91.344
2_MV411_3_136_R1_peak_43_lociStitched	chr1	2150502	2151885	2	494	434.4003	168.4494
2_MV411_3_136_R1_peak_12040_lociStitched	chr3	4867711	4869092	2	1130	553.3667	111.4467
2_MV411_3_136_R1_peak_11478_lociStitched	chr21	35737438	35738819	2	598	510.6938	198.4497
2_MV411_3_136_R1_peak_2991_lociStitched	chr11	61971282	61972660	2	627	450.3304	197.3296
1_MV411_3_136_R1_peak_5444_lociStitched	chr15	51076437	51077813	1	1377	1264.9568	191.264
2_MV411_3_136_R1_peak_17536_lociStitched	chr8	134976280	134977655	2	1002	682.6875	237.05
1_MV411_3_136_R1_peak_13780_lociStitched	chr4	187616786	187618161	1	1376	1167.65	143.0
2_MV411_3_136_R1_peak_18283_lociStitched	chr9	132769396	132770771	2	1156	778.9375	191.2625
2_MV411_3_136_R1_peak_15497_lociStitched	chr6	139838948	139840322	2	861	519.6468	154.7124
2_MV411_3_136_R1_peak_7386_lociStitched	chr17	61251691	61253063	2	1137	789.8604	120.3244
2_MV411_3_136_R1_peak_12310_lociStitched	chr3	46395653	46397025	2	786	563.4804	113.0528
2_MV411_3_136_R1_peak_16125_lociStitched	chr7	76379213	76380584	2	1053	649.7169	134.4951
2_MV411_3_136_R1_peak_14566_lociStitched	chr5	174899708	174901077	2	516	450.6748	147.4413
1_MV411_3_136_R1_peak_8703_lociStitched	chr19	14784266	14785634	1	1369	758.6928	187.9632
2_MV411_3_136_R1_peak_13246_lociStitched	chr4	31201761	31203129	2	829	451.44	118.4688
1_MV411_3_136_R1_peak_3978_lociStitched	chr12	57430024	57431390	1	1367	1644.1176	159.822
2_MV411_3_136_R1_peak_4706_lociStitched	chr14	21455615	21456981	2	922	644.8886	128.404
2_MV411_3_136_R1_peak_5057_lociStitched	chr14	85516213	85517576	2	944	489.4533	60.7898
1_MV411_3_136_R1_peak_3905_lociStitched	chr12	53370837	53372197	1	1361	932.28	153.408
1_MV411_3_136_R1_peak_4440_lociStitched	chr12	132444722	132446082	1	1361	1561.416	160.48
2_MV411_3_136_R1_peak_12026_lociStitched	chr3	4474504	4475863	2	1093	785.3661	172.4571
2_MV411_3_136_R1_peak_9820_lociStitched	chr2	57429207	57430566	2	1094	701.5158	96.7608
2_MV411_3_136_R1_peak_6995_lociStitched	chr17	30550786	30552143	2	1131	629.3766	153.341
2_MV411_3_136_R1_peak_11048_lociStitched	chr20	34490844	34492200	2	1107	579.8256	78.1056
1_MV411_3_136_R1_peak_8949_lociStitched	chr19	35904132	35905487	1	1356	972.619	195.12
2_MV411_3_136_R1_peak_8082_lociStitched	chr18	68213435	68214790	2	434	350.8095	120.7305
2_MV411_3_136_R1_peak_15469_lociStitched	chr6	136783416	136784770	2	1049	654.5236	115.2254
2_MV411_3_136_R1_peak_9467_lociStitched	chr19	58304820	58306172	2	1035	1149.0648	222.5392
2_MV411_3_136_R1_peak_1165_lociStitched	chr1	159910084	159911435	2	1079	923.1383	130.3715
2_MV411_3_136_R1_peak_9357_lociStitched	chr19	52922926	52924277	2	1119	914.3568	190.6261
2_MV411_3_136_R1_peak_17534_lociStitched	chr8	134831598	134832949	2	965	1339.5165	178.7373
2_MV411_3_136_R1_peak_2306_lociStitched	chr10	96740124	96741475	2	635	493.6554	161.0392
2_MV411_3_136_R1_peak_5151_lociStitched	chr14	96752073	96753423	2	1079	569.295	119.88
1_MV411_3_136_R1_peak_15577_lociStitched	chr6	158086575	158087924	1	1350	1799.8358	205.9923
2_MV411_3_136_R1_peak_6062_lociStitched	chr16	15589585	15590932	2	1094	642.2496	93.8859
1_MV411_3_136_R1_peak_14704_lociStitched	chr6	5723551	5724890	1	1340	1217.9544	135.9085
2_MV411_3_136_R1_peak_1176_lociStitched	chr1	161013083	161014422	2	1122	854.0142	166.3038
2_MV411_3_136_R1_peak_11660_lociStitched	chr22	21937282	21938621	2	1059	697.2173	200.1805
2_MV411_3_136_R1_peak_13987_lociStitched	chr5	55911391	55912729	2	769	513.9258	156.0108
2_MV411_3_136_R1_peak_17599_lociStitched	chr8	143453170	143454508	2	559	506.2992	161.3628
1_MV411_3_136_R1_peak_7164_lociStitched	chr17	43019332	43020670	1	1339	839.595	150.1236
1_MV411_3_136_R1_peak_6913_lociStitched	chr17	20281178	20282516	1	1339	948.9096	166.1796
2_MV411_3_136_R1_peak_12964_lociStitched	chr3	180247108	180248443	2	687	463.779	156.8625
2_MV411_3_136_R1_peak_4274_lociStitched	chr12	113860409	113861744	2	1011	609.561	106.3995
1_MV411_3_136_R1_peak_3189_lociStitched	chr11	68036045	68037380	1	1336	872.4225	225.7485
2_MV411_3_136_R1_peak_8672_lociStitched	chr19	13986132	13987467	2	995	779.5065	262.995
2_MV411_3_136_R1_peak_4222_lociStitched	chr12	109460433	109461768	2	907	650.946	152.0565
2_MV411_3_136_R1_peak_5295_lociStitched	chr15	32574635	32575969	2	838	401.8008	68.9678
2_MV411_3_136_R1_peak_6805_lociStitched	chr17	8155940	8157272	2	727	624.3084	184.482
