PeakID (cmd=annotatePeaks.pl DFAM71927V3_1_739_R1_peaks.narrowPeak genome.fa -gid -gtf genes.gtf -cpu 6)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
DFAM71927V3_1_739_R1_peak_649	chr1	160837380	160837994	+	149	NA	intron (CD244, intron 4 of 7)	NA	25215	CD244								
DFAM71927V3_1_739_R1_peak_3061	chr15	64010730	64011140	+	149	NA	intron (DAPK2, intron 2 of 11)	NA	60454	DAPK2								
DFAM71927V3_1_739_R1_peak_4054	chr17	57599995	57600513	+	149	NA	TTS (RP11-118E18.4)	NA	8171	RP11-118E18.4								
DFAM71927V3_1_739_R1_peak_5262	chr2	82875889	82876372	+	149	NA	Intergenic	NA	19327	LOC1720								
DFAM71927V3_1_739_R1_peak_439	chr1	94854414	94854864	+	149	NA	intron (SLC44A3, intron 8 of 13)	NA	34297	SLC44A3								
DFAM71927V3_1_739_R1_peak_9473	chr9	123929955	123930475	+	149	NA	promoter-TSS (DENND1A)	NA	-228	DENND1A								
DFAM71927V3_1_739_R1_peak_8879	chr8	11284248	11284752	+	149	NA	promoter-TSS (MTMR9)	NA	9	MTMR9								
DFAM71927V3_1_739_R1_peak_8092	chr6	42915689	42916245	+	149	NA	promoter-TSS (PTCRA)	NA	-22	PTCRA								
DFAM71927V3_1_739_R1_peak_9064	chr8	100218642	100219063	+	149	NA	intron (SPAG1, intron 12 of 18)	NA	60517	SPAG1								
DFAM71927V3_1_739_R1_peak_9217	chr9	5844669	5845236	+	149	NA	Intergenic	NA	-11871	ERMP1								
DFAM71927V3_1_739_R1_peak_2132	chr12	51323884	51324425	+	149	NA	promoter-TSS (BIN2)	NA	44	BIN2								
DFAM71927V3_1_739_R1_peak_8860	chr8	2089773	2090157	+	149	NA	intron (MYOM2, intron 14 of 34)	NA	13345	MIR7160								
DFAM71927V3_1_739_R1_peak_6163	chr21	44083864	44084233	+	149	NA	intron (TRAPPC10, intron 14 of 16)	NA	-23279	PWP2								
DFAM71927V3_1_739_R1_peak_6121	chr21	38861873	38862568	+	149	NA	Intergenic	NA	4681	LOC101928398								
DFAM71927V3_1_739_R1_peak_6750	chr3	123757183	123757695	+	148	NA	intron (MYLK, intron 4 of 32)	NA	64581	LOC101927028								
DFAM71927V3_1_739_R1_peak_6983	chr4	2914768	2915232	+	148	NA	exon (ADD1, exon 14 of 16)	NA	19853	MFSD10								
DFAM71927V3_1_739_R1_peak_7739	chr5	177431459	177432138	+	148	NA	promoter-TSS (GRK6)	NA	-267	GRK6								
DFAM71927V3_1_739_R1_peak_7454	chr5	57173465	57174180	+	148	NA	promoter-TSS (GPBP1)	NA	-171	GPBP1								
DFAM71927V3_1_739_R1_peak_8931	chr8	28442655	28443088	+	148	NA	intron (FBXO16, intron 6 of 7)	NA	47447	FBXO16								
DFAM71927V3_1_739_R1_peak_3307	chr16	4585389	4585874	+	148	NA	intron (C16orf96, intron 8 of 16)	NA	29295	UBALD1								
DFAM71927V3_1_739_R1_peak_1878	chr11	118436218	118436902	+	148	NA	promoter-TSS (KMT2A)	NA	-190	KMT2A								
DFAM71927V3_1_739_R1_peak_5357	chr2	109501777	109502258	+	148	NA	exon (SH3RF3, exon 10 of 10)	NA	112189	SEPT10								
DFAM71927V3_1_739_R1_peak_4806	chr19	38213801	38214821	+	148	NA	intron (DPF1, intron 9 of 11)	NA	15355	DPF1								
DFAM71927V3_1_739_R1_peak_9470	chr9	123268125	123268774	+	148	NA	exon (STRBP, exon 1 of 19)	NA	-84126	STRBP								
DFAM71927V3_1_739_R1_peak_9080	chr8	102806190	102807505	+	148	NA	Intergenic	NA	57322	AZIN1								
DFAM71927V3_1_739_R1_peak_8202	chr6	106520744	106521365	+	147	NA	exon (AIM1, exon 4 of 22)	NA	-18866	LOC101927405								
DFAM71927V3_1_739_R1_peak_6660	chr3	57692511	57692878	+	147	NA	promoter-TSS (LOC101929159)	NA	395	DENND6A								
DFAM71927V3_1_739_R1_peak_3331	chr16	11094189	11094639	+	147	NA	intron (CLEC16A, intron 18 of 22)	NA	149926	CLEC16A								
DFAM71927V3_1_739_R1_peak_410	chr1	89956914	89957361	+	147	NA	Intergenic	NA	27281	LRRC8D								
DFAM71927V3_1_739_R1_peak_9541	chr9	131256242	131256722	+	147	NA	Intergenic	NA	20037	FAM78A								
DFAM71927V3_1_739_R1_peak_7579	chr5	129094385	129094899	+	147	NA	promoter-TSS (ISOC1)	NA	-107	ISOC1								
DFAM71927V3_1_739_R1_peak_8058	chr6	40587480	40588091	+	147	NA	promoter-TSS (LRFN2)	NA	-398	LRFN2								
DFAM71927V3_1_739_R1_peak_2614	chr13	98476462	98476901	+	147	NA	intron (STK24, intron 2 of 9)	NA	66349	STK24								
DFAM71927V3_1_739_R1_peak_1252	chr10	73921873	73922364	+	147	NA	intron (C10orf55, intron 1 of 4)	NA	659	C10orf55								
DFAM71927V3_1_739_R1_peak_1186	chr10	51699657	51700238	+	146	NA	promoter-TSS (CSTF2T)	NA	-352	CSTF2T								
DFAM71927V3_1_739_R1_peak_5472	chr2	161077488	161078047	+	146	NA	Intergenic	NA	-82561	TANK								
DFAM71927V3_1_739_R1_peak_9401	chr9	99004603	99005042	+	146	NA	intron (COL15A1, intron 8 of 41)	NA	61109	COL15A1								
DFAM71927V3_1_739_R1_peak_8189	chr6	90110963	90111378	+	146	NA	intron (BACH2, intron 4 of 8)	NA	185738	BACH2								
DFAM71927V3_1_739_R1_peak_5422	chr2	134918368	134918900	+	146	NA	promoter-TSS (CCNT2)	NA	-28	CCNT2-AS1								
DFAM71927V3_1_739_R1_peak_2944	chr15	34583389	34583835	+	146	NA	promoter-TSS (GOLGA8B)	NA	39	GOLGA8B								
DFAM71927V3_1_739_R1_peak_3832	chr17	19306304	19306715	+	146	NA	promoter-TSS (EPN2-AS1)	NA	-248	EPN2-AS1								
DFAM71927V3_1_739_R1_peak_4356	chr18	24019496	24020004	+	146	NA	intron (TTC39C, intron 1 of 6)	NA	-2816	TTC39C								
DFAM71927V3_1_739_R1_peak_2823	chr14	72594365	72594915	+	146	NA	Intergenic	NA	77809	MIR7843								
DFAM71927V3_1_739_R1_peak_1896	chr11	121292314	121292797	+	146	NA	promoter-TSS (SC5D)	NA	-313	SC5D								
DFAM71927V3_1_739_R1_peak_4855	chr19	42325177	42325685	+	146	NA	promoter-TSS (MEGF8)	NA	-178	MEGF8								
DFAM71927V3_1_739_R1_peak_4865	chr19	44890342	44891225	+	146	NA	promoter-TSS (TOMM40)	NA	-437	TOMM40								
DFAM71927V3_1_739_R1_peak_7477	chr5	72232275	72232764	+	146	NA	exon (MRPS27, exon 7 of 11)	NA	52891	MAP1B								
DFAM71927V3_1_739_R1_peak_7433	chr5	49660824	49661342	+	146	NA	Intergenic	NA	780317	EMB								
DFAM71927V3_1_739_R1_peak_854	chr1	212035404	212035938	+	146	NA	promoter-TSS (INTS7)	NA	-11	INTS7								
DFAM71927V3_1_739_R1_peak_1621	chr11	47920312	47920745	+	146	NA	Intergenic	NA	-80495	NUP160								
DFAM71927V3_1_739_R1_peak_4094	chr17	64020510	64021040	+	146	NA	promoter-TSS (ICAM2)	NA	-141	ICAM2								
DFAM71927V3_1_739_R1_peak_1839	chr11	108498222	108498759	+	146	NA	promoter-TSS (KDELC2)	NA	-58	KDELC2								
DFAM71927V3_1_739_R1_peak_994	chr1	248826038	248826435	+	146	NA	promoter-TSS (MIR3124)	NA	-141	MIR3124								
DFAM71927V3_1_739_R1_peak_1228	chr10	70785116	70785478	+	146	NA	promoter-TSS (TBATA)	NA	104	TBATA								
DFAM71927V3_1_739_R1_peak_5337	chr2	101981406	101981893	+	146	NA	Intergenic	NA	-1816	LINC01127								
DFAM71927V3_1_739_R1_peak_2177	chr12	56581804	56582311	+	146	NA	intron (RBMS2, intron 8 of 12)	NA	39150	BAZ2A								
DFAM71927V3_1_739_R1_peak_8313	chr6	142146926	142147475	+	146	NA	promoter-TSS (VTA1)	NA	38	VTA1								
DFAM71927V3_1_739_R1_peak_4355	chr18	24011509	24012033	+	146	NA	intron (TTC39C, intron 1 of 13)	NA	-5278	LOC102724246								
DFAM71927V3_1_739_R1_peak_5971	chr20	56440565	56440980	+	146	NA	intron (CASS4, intron 3 of 6)	NA	-27813	RTFDC1								
DFAM71927V3_1_739_R1_peak_4358	chr18	24660064	24660574	+	146	NA	intron (RP11-449D8.1, intron 2 of 2)	NA	32137	RP11-449D8.1								
DFAM71927V3_1_739_R1_peak_7992	chr6	33391517	33391976	+	146	NA	promoter-TSS (KIFC1)	NA	-84	KIFC1								
DFAM71927V3_1_739_R1_peak_1019	chr10	2908734	2909413	+	146	NA	Intergenic	NA	158308	LOC101927824								
DFAM71927V3_1_739_R1_peak_4426	chr18	57579867	57580272	+	146	NA	exon (FECH, exon 2 of 11)	NA	6668	FECH								
DFAM71927V3_1_739_R1_peak_4276	chr17	82458273	82458884	+	146	NA	promoter-TSS (NARF)	NA	394	NARF								
DFAM71927V3_1_739_R1_peak_7066	chr4	40311709	40312340	+	146	NA	TTS (LOC101930098)	NA	-4461	LOC101060498								
DFAM71927V3_1_739_R1_peak_3423	chr16	28846255	28846687	+	146	NA	promoter-TSS (SH2B1)	NA	-63	TUFM								
DFAM71927V3_1_739_R1_peak_2125	chr12	50111694	50112200	+	145	NA	promoter-TSS (COX14)	NA	-34	COX14								
DFAM71927V3_1_739_R1_peak_3259	chr16	720925	722103	+	145	NA	intron (FAM173A, intron 1 of 3)	NA	372	FAM173A								
DFAM71927V3_1_739_R1_peak_5549	chr2	191020084	191020695	+	145	NA	Intergenic	NA	-6192	STAT1								
DFAM71927V3_1_739_R1_peak_8168	chr6	83193061	83193511	+	145	NA	promoter-TSS (RWDD2A)	NA	-70	RWDD2A								
DFAM71927V3_1_739_R1_peak_4194	chr17	76997928	76998481	+	145	NA	Intergenic	NA	-90439	LINC00338								
DFAM71927V3_1_739_R1_peak_4717	chr19	17523207	17523657	+	145	NA	exon (FAM129C, exon 1 of 16)	NA	-3831	FAM129C								
DFAM71927V3_1_739_R1_peak_6775	chr3	129120312	129120794	+	145	NA	intron (ISY1-RAB43, intron 11 of 12)	NA	1251	RAB43								
DFAM71927V3_1_739_R1_peak_7275	chr4	152779538	152780055	+	145	NA	promoter-TSS (TIGD4)	NA	-141	ARFIP1								
DFAM71927V3_1_739_R1_peak_188	chr1	25642698	25643058	+	145	NA	intron (MAN1C1, intron 1 of 11)	NA	25410	MAN1C1								
DFAM71927V3_1_739_R1_peak_2947	chr15	38638809	38639371	+	145	NA	Intergenic	NA	-57508	C15orf53								
DFAM71927V3_1_739_R1_peak_8274	chr6	131628161	131628491	+	145	NA	promoter-TSS (MED23)	NA	-87	MED23								
DFAM71927V3_1_739_R1_peak_8236	chr6	113971123	113971702	+	145	NA	promoter-TSS (HDAC2)	NA	-84	RP3-399L15.3								
DFAM71927V3_1_739_R1_peak_5972	chr20	56468466	56468856	+	145	NA	promoter-TSS (RTFDC1)	NA	76	RTFDC1								
DFAM71927V3_1_739_R1_peak_2931	chr15	31207241	31207739	+	145	NA	Intergenic	NA	23340	RP11-16E12.2								
DFAM71927V3_1_739_R1_peak_7636	chr5	139293440	139293824	+	145	NA	promoter-TSS (MATR3)	NA	14852	SNORA74A								
DFAM71927V3_1_739_R1_peak_2990	chr15	44427318	44427830	+	145	NA	promoter-TSS (CTDSPL2)	NA	193	CTDSPL2								
DFAM71927V3_1_739_R1_peak_206	chr1	26545544	26546030	+	145	NA	promoter-TSS (RPS6KA1)	NA	-65	RPS6KA1								
DFAM71927V3_1_739_R1_peak_273	chr1	38012393	38012877	+	145	NA	promoter-TSS (UTP11L)	NA	-77	UTP11L								
DFAM71927V3_1_739_R1_peak_7887	chr6	26123035	26123424	+	145	NA	promoter-TSS (HIST1H2AC)	NA	675	HIST1H2BC								
DFAM71927V3_1_739_R1_peak_9833	chrY	21022276	21022764	+	145	NA	Intergenic	NA	266452	RPS4Y2								
DFAM71927V3_1_739_R1_peak_692	chr1	172647117	172647550	+	145	NA	Intergenic	NA	-11712	FASLG								
DFAM71927V3_1_739_R1_peak_6246	chr22	25068110	25068560	+	145	NA	intron (KIAA1671, intron 6 of 12)	NA	44357	LOC100128531								
DFAM71927V3_1_739_R1_peak_2104	chr12	47833102	47833588	+	145	NA	Intergenic	NA	-12929	HDAC7								
DFAM71927V3_1_739_R1_peak_9392	chr9	97970021	97970473	+	145	NA	Intergenic	NA	-12960	ANP32B								
DFAM71927V3_1_739_R1_peak_4756	chr19	28619767	28620232	+	145	NA	intron (LOC101927210, intron 1 of 1)	NA	12729	LOC101927210								
DFAM71927V3_1_739_R1_peak_1048	chr10	7507830	7508416	+	145	NA	Intergenic	NA	92449	LOC101928171								
DFAM71927V3_1_739_R1_peak_3775	chr17	7455260	7455780	+	145	NA	intron (CHRNB1, intron 9 of 10)	NA	10433	CHRNB1								
DFAM71927V3_1_739_R1_peak_6548	chr3	36876424	36876870	+	145	NA	intron (TRANK1, intron 8 of 23)	NA	68410	TRANK1								
DFAM71927V3_1_739_R1_peak_1285	chr10	85612285	85612747	+	145	NA	intron (GRID1, intron 15 of 15)	NA	34785	GRID1-AS1								
DFAM71927V3_1_739_R1_peak_4435	chr18	62264968	62265431	+	145	NA	intron (KIAA1468, intron 18 of 25)	NA	-60088	TNFRSF11A								
DFAM71927V3_1_739_R1_peak_7343	chr5	958571	959052	+	145	NA	Intergenic	NA	38529	LOC100506688								
DFAM71927V3_1_739_R1_peak_4135	chr17	68356458	68356910	+	145	NA	promoter-TSS (ARSG)	NA	61527	ARSG								
DFAM71927V3_1_739_R1_peak_3053	chr15	63191909	63192322	+	145	NA	intron (RAB8B, intron 1 of 7)	NA	2586	RAB8B								
DFAM71927V3_1_739_R1_peak_1379	chr10	114526200	114527151	+	145	NA	exon (ABLIM1, exon 1 of 19)	NA	87084	ABLIM1								
DFAM71927V3_1_739_R1_peak_9277	chr9	37146365	37146807	+	145	NA	intron (ZCCHC7, intron 2 of 8)	NA	26114	ZCCHC7								
DFAM71927V3_1_739_R1_peak_5261	chr2	82853296	82853734	+	145	NA	Intergenic	NA	-3288	LOC1720								
DFAM71927V3_1_739_R1_peak_3881	chr17	33968101	33969050	+	145	NA	intron (ASIC2, intron 1 of 9)	NA	188231	ASIC2								
DFAM71927V3_1_739_R1_peak_7779	chr6	4018077	4018869	+	145	NA	Intergenic	NA	-2856	PRPF4B								
DFAM71927V3_1_739_R1_peak_8317	chr6	142551262	142551839	+	145	NA	intron (RP11-440G9.1, intron 1 of 2)	NA	86286	RP11-440G9.1								
DFAM71927V3_1_739_R1_peak_8922	chr8	27378583	27379167	+	145	NA	intron (PTK2B, intron 2 of 31)	NA	-1787	PTK2B								
DFAM71927V3_1_739_R1_peak_7884	chr6	26055313	26055775	+	145	NA	TTS (HIST1H1C)	NA	927	HIST1H1C								
DFAM71927V3_1_739_R1_peak_7857	chr6	20401504	20401975	+	145	NA	promoter-TSS (E2F3)	NA	-167	E2F3								
DFAM71927V3_1_739_R1_peak_2158	chr12	54279659	54280456	+	145	NA	promoter-TSS (HNRNPA1)	NA	-639	HNRNPA1								
DFAM71927V3_1_739_R1_peak_911	chr1	228794218	228794725	+	144	NA	Intergenic	NA	59394	RHOU								
DFAM71927V3_1_739_R1_peak_849	chr1	211258893	211259770	+	144	NA	promoter-TSS (RCOR3)	NA	-35	RCOR3								
DFAM71927V3_1_739_R1_peak_3936	chr17	40121760	40122220	+	144	NA	promoter-TSS (MSL1)	NA	-547	MSL1								
DFAM71927V3_1_739_R1_peak_4716	chr19	17470326	17470742	+	144	NA	promoter-TSS (SLC27A1)	NA	-9618	NXNL1								
DFAM71927V3_1_739_R1_peak_1492	chr11	1850776	1851323	+	144	NA	Intergenic	NA	8477	MIR4298								
DFAM71927V3_1_739_R1_peak_7501	chr5	80181493	80182125	+	144	NA	intron (SERINC5, intron 2 of 11)	NA	74270	SERINC5								
DFAM71927V3_1_739_R1_peak_7506	chr5	81751005	81751653	+	144	NA	promoter-TSS (SSBP2)	NA	-76	SSBP2								
DFAM71927V3_1_739_R1_peak_9120	chr8	125942075	125942520	+	144	NA	exon (LINC00861, exon 2 of 2)	NA	8900	LINC00861								
DFAM71927V3_1_739_R1_peak_6530	chr3	31213801	31214229	+	144	NA	Intergenic	NA	-318623	STT3B								
DFAM71927V3_1_739_R1_peak_5614	chr2	214809129	214809624	+	144	NA	promoter-TSS (AC072062.1)	NA	335	BARD1								
DFAM71927V3_1_739_R1_peak_1460	chr10	133520174	133520600	+	144	NA	Intergenic	NA	-6976	CYP2E1								
DFAM71927V3_1_739_R1_peak_2409	chr12	123712065	123712582	+	144	NA	promoter-TSS (ATP6V0A2)	NA	-12432	ATP6V0A2								
DFAM71927V3_1_739_R1_peak_8531	chr7	44460312	44460696	+	144	NA	intron (NUDCD3, intron 2 of 5)	NA	30282	NUDCD3								
DFAM71927V3_1_739_R1_peak_2490	chr13	27472902	27473513	+	144	NA	Intergenic	NA	-14931	RNU6-63P								
DFAM71927V3_1_739_R1_peak_5183	chr2	60100001	60100431	+	144	NA	Intergenic	NA	287229	MIR4432								
DFAM71927V3_1_739_R1_peak_7907	chr6	27205941	27206390	+	143	NA	promoter-TSS (TRNAV28)	NA	-5	TRNAV28								
DFAM71927V3_1_739_R1_peak_1875	chr11	118304490	118304929	+	143	NA	exon (CD3E, exon 1 of 9)	NA	129	CD3E								
DFAM71927V3_1_739_R1_peak_8619	chr7	92639507	92639966	+	143	NA	intron (CDK6, intron 5 of 7)	NA	-49342	FAM133B								
DFAM71927V3_1_739_R1_peak_8123	chr6	47477350	47478354	+	142	NA	promoter-TSS (CD2AP)	NA	106	CD2AP								
DFAM71927V3_1_739_R1_peak_2254	chr12	91877031	91877457	+	142	NA	Intergenic	NA	265427	C12orf79								
DFAM71927V3_1_739_R1_peak_3347	chr16	12532788	12533269	+	142	NA	intron (SNX29, intron 20 of 20)	NA	-37164	LOC101929304								
DFAM71927V3_1_739_R1_peak_4361	chr18	26167570	26168142	+	142	NA	intron (PSMA8, intron 4 of 6)	NA	34004	PSMA8								
DFAM71927V3_1_739_R1_peak_806	chr1	204411615	204412284	+	142	NA	promoter-TSS (PPP1R15B)	NA	-133	PPP1R15B								
DFAM71927V3_1_739_R1_peak_6780	chr3	129593873	129594341	+	142	NA	intron (PLXND1, intron 1 of 35)	NA	12632	PLXND1								
DFAM71927V3_1_739_R1_peak_3691	chr16	89489167	89489658	+	142	NA	intron (ANKRD11, intron 1 of 13)	NA	15664	LOC101927863								
DFAM71927V3_1_739_R1_peak_516	chr1	116962873	116963334	+	142	NA	intron (PTGFRN, intron 5 of 8)	NA	-38647	CD101								
DFAM71927V3_1_739_R1_peak_4757	chr19	28632421	28633731	+	142	NA	promoter-TSS (LOC101927210)	NA	-348	LOC101927210								
DFAM71927V3_1_739_R1_peak_5603	chr2	207529524	207530153	+	142	NA	promoter-TSS (CREB1)	NA	-54	CREB1								
DFAM71927V3_1_739_R1_peak_2506	chr13	30607923	30608334	+	142	NA	Intergenic	NA	-9565	USPL1								
DFAM71927V3_1_739_R1_peak_7017	chr4	10457159	10457542	+	142	NA	promoter-TSS (ZNF518B)	NA	55	ZNF518B								
DFAM71927V3_1_739_R1_peak_6562	chr3	40309312	40309846	+	142	NA	promoter-TSS (EIF1B)	NA	-103	EIF1B								
DFAM71927V3_1_739_R1_peak_5103	chr2	29009616	29010279	+	142	NA	intron (FAM179A, intron 6 of 19)	NA	14758	FAM179A								
DFAM71927V3_1_739_R1_peak_2750	chr14	55051378	55051765	+	142	NA	promoter-TSS (MAPK1IP1L)	NA	-73	MAPK1IP1L								
DFAM71927V3_1_739_R1_peak_6247	chr22	25736252	25737137	+	142	NA	Intergenic	NA	-5459	MYO18B								
DFAM71927V3_1_739_R1_peak_5737	chr2	241701362	241702535	+	142	NA	promoter-TSS (ING5)	NA	-98	ING5								
DFAM71927V3_1_739_R1_peak_7790	chr6	5705177	5705720	+	142	NA	intron (FARS2, intron 7 of 7)	NA	-10176	RP1-256G22.2								
DFAM71927V3_1_739_R1_peak_8753	chr7	139340259	139340798	+	142	NA	promoter-TSS (C7orf55-LUC7L2)	NA	78	C7orf55								
DFAM71927V3_1_739_R1_peak_4124	chr17	68086925	68087757	+	142	NA	Intergenic	NA	-14214	LINC00674								
DFAM71927V3_1_739_R1_peak_7071	chr4	48341116	48341599	+	142	NA	promoter-TSS (SLAIN2)	NA	-239	SLAIN2								
DFAM71927V3_1_739_R1_peak_2509	chr13	30744254	30744735	+	142	NA	intron (ALOX5AP, intron 3 of 5)	NA	8986	ALOX5AP								
DFAM71927V3_1_739_R1_peak_3255	chr16	589668	590185	+	142	NA	promoter-TSS (RAB40C)	NA	-151	RAB40C								
DFAM71927V3_1_739_R1_peak_2102	chr12	47824118	47824553	+	142	NA	Intergenic	NA	-3919	HDAC7								
DFAM71927V3_1_739_R1_peak_2245	chr12	85509711	85510195	+	142	NA	Intergenic	NA	230023	ALX1								
DFAM71927V3_1_739_R1_peak_9069	chr8	100950124	100950972	+	142	NA	promoter-TSS (YWHAZ)	NA	2445	YWHAZ								
DFAM71927V3_1_739_R1_peak_6389	chr22	45309636	45310101	+	142	NA	promoter-TSS (FAM118A)	NA	-51	FAM118A								
DFAM71927V3_1_739_R1_peak_9341	chr9	89318430	89319118	+	142	NA	promoter-TSS (SECISBP2)	NA	301	SECISBP2								
DFAM71927V3_1_739_R1_peak_3802	chr17	14318693	14319335	+	142	NA	intron (HS3ST3B1, intron 1 of 2)	NA	15274	MGC12916								
DFAM71927V3_1_739_R1_peak_7080	chr4	49711285	49712111	+	141	NA	Intergenic	NA	-222374	LOC101060532								
DFAM71927V3_1_739_R1_peak_1089	chr10	17228127	17229556	+	141	NA	exon (VIM, exon 1 of 9)	NA	582	VIM								
DFAM71927V3_1_739_R1_peak_5738	chr2	241734420	241734903	+	141	NA	promoter-TSS (D2HGDH)	NA	33	D2HGDH								
DFAM71927V3_1_739_R1_peak_6382	chr22	43376866	43377326	+	141	NA	Intergenic	NA	-33708	SCUBE1								
DFAM71927V3_1_739_R1_peak_9046	chr8	93916553	93917037	+	141	NA	promoter-TSS (MIR378D2)	NA	-152	PDP1								
DFAM71927V3_1_739_R1_peak_9743	chrX	77003906	77004511	+	141	NA	intron (LOC101928469, intron 2 of 3)	NA	1293	MIR325								
DFAM71927V3_1_739_R1_peak_6263	chr22	28829298	28829767	+	141	NA	Intergenic	NA	-28960	XBP1								
DFAM71927V3_1_739_R1_peak_3517	chr16	57535879	57536513	+	141	NA	intron (CCDC102A, intron 1 of 8)	NA	369	CCDC102A								
DFAM71927V3_1_739_R1_peak_8967	chr8	47680432	47680869	+	141	NA	intron (SPIDR, intron 4 of 12)	NA	57514	CEBPD								
DFAM71927V3_1_739_R1_peak_561	chr1	150321248	150321687	+	141	NA	promoter-TSS (PRPF3)	NA	-72	PRPF3								
DFAM71927V3_1_739_R1_peak_7348	chr5	1312863	1313413	+	141	NA	Intergenic	NA	-3761	MIR4457								
DFAM71927V3_1_739_R1_peak_4070	chr17	58352032	58352511	+	141	NA	promoter-TSS (SUPT4H1)	NA	-33	SUPT4H1								
DFAM71927V3_1_739_R1_peak_5082	chr2	25916360	25916937	+	141	NA	Intergenic	NA	-38205	ASXL2								
DFAM71927V3_1_739_R1_peak_9592	chr9	136587855	136588546	+	141	NA	Intergenic	NA	28692	HCCAT4								
DFAM71927V3_1_739_R1_peak_2951	chr15	38696342	38696692	+	141	NA	promoter-TSS (C15orf53)	NA	-81	C15orf53								
DFAM71927V3_1_739_R1_peak_8551	chr7	51467559	51467992	+	140	NA	Intergenic	NA	-65170	LOC102723533								
DFAM71927V3_1_739_R1_peak_5139	chr2	43046776	43047267	+	140	NA	Intergenic	NA	-7474	LOC102723854								
DFAM71927V3_1_739_R1_peak_7028	chr4	13981960	13982382	+	140	NA	Intergenic	NA	-129797	LINC01085								
DFAM71927V3_1_739_R1_peak_6138	chr21	42188228	42188591	+	140	NA	Intergenic	NA	-30748	ABCG1								
DFAM71927V3_1_739_R1_peak_5301	chr2	96536924	96537420	+	140	NA	exon (LOC100996535, exon 1 of 2)	NA	314	LOC100996535								
DFAM71927V3_1_739_R1_peak_4462	chr18	77106371	77106748	+	140	NA	intron (MBP, intron 1 of 7)	NA	-1273	MBP								
DFAM71927V3_1_739_R1_peak_4411	chr18	49486946	49487580	+	140	NA	promoter-TSS (C18orf32)	NA	11	C18orf32								
DFAM71927V3_1_739_R1_peak_4400	chr18	47930757	47931532	+	140	NA	promoter-TSS (SMAD2)	NA	49	SMAD2								
DFAM71927V3_1_739_R1_peak_6160	chr21	43958404	43959384	+	140	NA	intron (AGPAT3, intron 2 of 9)	NA	11911	AGPAT3								
DFAM71927V3_1_739_R1_peak_4759	chr19	29672962	29673420	+	140	NA	intron (PLEKHF1, intron 1 of 1)	NA	7690	PLEKHF1								
DFAM71927V3_1_739_R1_peak_1029	chr10	5889601	5890402	+	140	NA	promoter-TSS (ANKRD16)	NA	-104	ANKRD16								
DFAM71927V3_1_739_R1_peak_1077	chr10	13718041	13718542	+	140	NA	intron (FRMD4A, intron 11 of 23)	NA	70890	LOC101928524								
DFAM71927V3_1_739_R1_peak_3839	chr17	21214064	21214485	+	140	NA	exon (TMEM11, exon 1 of 2)	NA	321	TMEM11								
DFAM71927V3_1_739_R1_peak_6891	chr3	185585973	185586427	+	140	NA	promoter-TSS (SENP2)	NA	-43	SENP2								
DFAM71927V3_1_739_R1_peak_8537	chr7	44885235	44885734	+	140	NA	promoter-TSS (PURB)	NA	-99	PURB								
DFAM71927V3_1_739_R1_peak_4807	chr19	38315761	38316154	+	140	NA	promoter-TSS (YIF1B)	NA	-152	YIF1B								
DFAM71927V3_1_739_R1_peak_9004	chr8	65955652	65956179	+	140	NA	Intergenic	NA	-65641	DNAJC5B								
DFAM71927V3_1_739_R1_peak_1735	chr11	67409096	67409738	+	140	NA	exon (TBC1D10C, exon 10 of 10)	NA	5620	TBC1D10C								
DFAM71927V3_1_739_R1_peak_9038	chr8	89901829	89902803	+	140	NA	promoter-TSS (OSGIN2)	NA	448	OSGIN2								
DFAM71927V3_1_739_R1_peak_2080	chr12	31959085	31959540	+	140	NA	promoter-TSS (KIAA1551)	NA	-169	KIAA1551								
DFAM71927V3_1_739_R1_peak_3161	chr15	82046012	82046507	+	140	NA	promoter-TSS (MEX3B)	NA	-116	MEX3B								
DFAM71927V3_1_739_R1_peak_1737	chr11	67436928	67437459	+	140	NA	TTS (CORO1B)	NA	489	PTPRCAP								
DFAM71927V3_1_739_R1_peak_4885	chr19	46746339	46746711	+	140	NA	promoter-TSS (FKRP)	NA	-51	STRN4								
DFAM71927V3_1_739_R1_peak_9003	chr8	65951429	65952139	+	140	NA	Intergenic	NA	-69772	DNAJC5B								
DFAM71927V3_1_739_R1_peak_3651	chr16	87391868	87392454	+	140	NA	promoter-TSS (MAP1LC3B)	NA	2610	MAP1LC3B								
DFAM71927V3_1_739_R1_peak_8124	chr6	49463095	49463545	+	140	NA	promoter-TSS (MUT)	NA	-22	MUT								
DFAM71927V3_1_739_R1_peak_4348	chr18	23503109	23503658	+	140	NA	promoter-TSS (C18orf8)	NA	-113	C18orf8								
DFAM71927V3_1_739_R1_peak_9089	chr8	107305135	107305535	+	140	NA	intron (ANGPT1, intron 4 of 8)	NA	192691	ANGPT1								
DFAM71927V3_1_739_R1_peak_6838	chr3	155334779	155335341	+	140	NA	Intergenic	NA	-41360	RP11-451G4.2								
