PeakID (cmd=annotatePeaks.pl DFAM71927V3_1_750_R1_peaks.narrowPeak genome.fa -gid -gtf genes.gtf -cpu 6)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
DFAM71927V3_1_750_R1_peak_1418	chr2	127355477	127355845	+	100	NA	Intergenic	NA	-12432	MAP3K2								
DFAM71927V3_1_750_R1_peak_114	chr1	108956809	108957225	+	100	NA	intron (CLCC1, intron 1 of 11)	NA	6482	CLCC1								
DFAM71927V3_1_750_R1_peak_461	chr11	60872404	60872814	+	100	NA	intron (ZP1, intron 6 of 11)	NA	5067	ZP1								
DFAM71927V3_1_750_R1_peak_2565	chr8	143669309	143669763	+	99	NA	Intergenic	NA	-14916	ZNF707								
DFAM71927V3_1_750_R1_peak_2412	chr7	140450215	140450653	+	99	NA	Intergenic	NA	29135	MKRN1								
DFAM71927V3_1_750_R1_peak_1000	chr16	81469832	81470284	+	99	NA	intron (CMIP, intron 1 of 20)	NA	-63844	MIR7854								
DFAM71927V3_1_750_R1_peak_614	chr12	96329522	96329967	+	99	NA	intron (CDK17, intron 2 of 16)	NA	70844	CDK17								
DFAM71927V3_1_750_R1_peak_105	chr1	101089652	101090062	+	99	NA	Intergenic	NA	-60981	LOC101928334								
DFAM71927V3_1_750_R1_peak_2270	chr6	108942776	108943143	+	99	NA	intron (ARMC2, intron 12 of 17)	NA	-18856	ARMC2-AS1								
DFAM71927V3_1_750_R1_peak_2168	chr6	3473580	3474134	+	99	NA	Intergenic	NA	-17137	SLC22A23								
DFAM71927V3_1_750_R1_peak_2694	chrX	12170753	12171175	+	98	NA	intron (FRMPD4, intron 1 of 16)	NA	-324016	FRMPD4								
DFAM71927V3_1_750_R1_peak_292	chr10	11236252	11236618	+	98	NA	intron (CELF2, intron 3 of 13)	NA	71348	CELF2								
DFAM71927V3_1_750_R1_peak_475	chr11	69558587	69559047	+	98	NA	Intergenic	NA	46218	LOC102724346								
DFAM71927V3_1_750_R1_peak_835	chr14	105981953	105982359	+	98	NA	Intergenic	NA	-4568	LOC102723435								
DFAM71927V3_1_750_R1_peak_1707	chr22	50545635	50546010	+	98	NA	Intergenic	NA	-2211	KLHDC7B								
DFAM71927V3_1_750_R1_peak_276	chr1	247548081	247548458	+	98	NA	promoter-TSS (GCSAML)	NA	-14430	OR2C3								
DFAM71927V3_1_750_R1_peak_2550	chr8	130201366	130201710	+	98	NA	intron (ASAP1, intron 5 of 29)	NA	94995	ASAP1-IT1								
DFAM71927V3_1_750_R1_peak_952	chr16	29738668	29739035	+	98	NA	Intergenic	NA	7168	C16orf54								
DFAM71927V3_1_750_R1_peak_1959	chr4	77100278	77100610	+	98	NA	Intergenic	NA	-24472	CCNI								
DFAM71927V3_1_750_R1_peak_1971	chr4	98706052	98706591	+	98	NA	Intergenic	NA	-47660	TSPAN5								
DFAM71927V3_1_750_R1_peak_496	chr11	94780322	94780670	+	98	NA	intron (AMOTL1, intron 1 of 11)	NA	74060	AMOTL1								
DFAM71927V3_1_750_R1_peak_638	chr12	120480941	120481441	+	98	NA	intron (DYNLL1, intron 1 of 2)	NA	11334	DYNLL1								
DFAM71927V3_1_750_R1_peak_595	chr12	68451236	68451585	+	98	NA	exon (RP11-81H14.2, exon 1 of 5)	NA	-16415	RP11-81H14.2								
DFAM71927V3_1_750_R1_peak_1863	chr3	155485881	155486273	+	98	NA	intron (PLCH1, intron 20 of 21)	NA	36893	PLCH1-AS1								
DFAM71927V3_1_750_R1_peak_1984	chr4	112153496	112153910	+	98	NA	intron (C4orf32, intron 1 of 1)	NA	8306	C4orf32								
DFAM71927V3_1_750_R1_peak_131	chr1	116515663	116516020	+	97	NA	intron (CD58, intron 5 of 5)	NA	-36979	RP4-655J12.4								
DFAM71927V3_1_750_R1_peak_2547	chr8	129378185	129378597	+	97	NA	Intergenic	NA	105697	MIR3686								
DFAM71927V3_1_750_R1_peak_158	chr1	150106305	150106765	+	97	NA	intron (VPS45, intron 12 of 13)	NA	38867	VPS45								
DFAM71927V3_1_750_R1_peak_2422	chr7	155070007	155070504	+	97	NA	promoter-TSS (HTR5A)	NA	-69	HTR5A								
DFAM71927V3_1_750_R1_peak_877	chr15	59814404	59814790	+	97	NA	Intergenic	NA	-125154	BNIP2								
DFAM71927V3_1_750_R1_peak_1134	chr17	80621795	80622120	+	97	NA	intron (RPTOR, intron 1 of 33)	NA	77132	RPTOR								
DFAM71927V3_1_750_R1_peak_521	chr11	122671331	122671825	+	97	NA	intron (UBASH3B, intron 1 of 13)	NA	-102436	UBASH3B								
DFAM71927V3_1_750_R1_peak_1396	chr2	102604661	102605064	+	97	NA	Intergenic	NA	-14845	SLC9A2								
DFAM71927V3_1_750_R1_peak_847	chr15	29825200	29825629	+	97	NA	intron (TJP1, intron 2 of 28)	NA	142936	TJP1								
DFAM71927V3_1_750_R1_peak_1970	chr4	98688765	98689238	+	96	NA	Intergenic	NA	-30340	TSPAN5								
DFAM71927V3_1_750_R1_peak_1662	chr22	23216408	23216799	+	96	NA	intron (BCR, intron 1 of 21)	NA	36238	BCR								
DFAM71927V3_1_750_R1_peak_2030	chr5	11090703	11091111	+	96	NA	intron (CTNND2, intron 14 of 21)	NA	-198290	LOC102723459								
DFAM71927V3_1_750_R1_peak_187	chr1	169249541	169250094	+	96	NA	intron (NME7, intron 7 of 11)	NA	118146	NME7								
DFAM71927V3_1_750_R1_peak_1224	chr19	6060907	6061344	+	95	NA	intron (RFX2, intron 1 of 17)	NA	-6828	LOC101928872								
DFAM71927V3_1_750_R1_peak_1732	chr3	18741061	18741430	+	95	NA	Intergenic	NA	155612	LOC101927805								
DFAM71927V3_1_750_R1_peak_2364	chr7	56106937	56107433	+	95	NA	promoter-TSS (CHCHD2)	NA	-691	CHCHD2								
DFAM71927V3_1_750_R1_peak_695	chr13	48562239	48562633	+	94	NA	Intergenic	NA	18465	LINC00462								
DFAM71927V3_1_750_R1_peak_2284	chr6	134288886	134289272	+	94	NA	intron (SGK1, intron 1 of 13)	NA	-109628	LOC102723463								
DFAM71927V3_1_750_R1_peak_509	chr11	114216765	114217189	+	94	NA	intron (ZBTB16, intron 4 of 6)	NA	-40524	LOC101928916								
DFAM71927V3_1_750_R1_peak_299	chr10	15169653	15170071	+	94	NA	Intergenic	NA	-1234	NMT2								
DFAM71927V3_1_750_R1_peak_1223	chr19	4088979	4089398	+	94	NA	Intergenic	NA	-23456	ZBTB7A								
DFAM71927V3_1_750_R1_peak_1981	chr4	108607429	108607853	+	94	NA	intron (RPL34-AS1, intron 1 of 3)	NA	12816	RPL34-AS1								
DFAM71927V3_1_750_R1_peak_90	chr1	85864703	85865098	+	94	NA	intron (COL24A1, intron 37 of 59)	NA	-156485	ZNHIT6								
DFAM71927V3_1_750_R1_peak_2074	chr5	68280052	68280481	+	94	NA	intron (PIK3R1, intron 5 of 15)	NA	-12302	PIK3R1								
DFAM71927V3_1_750_R1_peak_368	chr10	72323872	72324239	+	94	NA	Intergenic	NA	31094	DNAJB12								
DFAM71927V3_1_750_R1_peak_2332	chr7	8132129	8132573	+	94	NA	intron (ICA1, intron 12 of 13)	NA	-104694	LOC100505938								
DFAM71927V3_1_750_R1_peak_251	chr1	226726826	226727234	+	94	NA	intron (ITPKB, intron 2 of 2)	NA	12145	ITPKB								
DFAM71927V3_1_750_R1_peak_2202	chr6	26184997	26185428	+	94	NA	TTS (HIST1H2BE)	NA	1416	HIST1H2BE								
DFAM71927V3_1_750_R1_peak_130	chr1	115711308	115711606	+	94	NA	intron (CASQ2, intron 8 of 10)	NA	57348	CASQ2								
DFAM71927V3_1_750_R1_peak_195	chr1	175209052	175209574	+	94	NA	Intergenic	NA	-16500	KIAA0040								
DFAM71927V3_1_750_R1_peak_2323	chr6	166439644	166440001	+	94	NA	intron (RPS6KA2, intron 15 of 21)	NA	25561	RPS6KA2-IT1								
DFAM71927V3_1_750_R1_peak_263	chr1	235207202	235207629	+	94	NA	intron (ARID4B, intron 16 of 22)	NA	-17299	MIR4753								
DFAM71927V3_1_750_R1_peak_1576	chr20	31803899	31804287	+	94	NA	Intergenic	NA	-15282	MYLK2								
DFAM71927V3_1_750_R1_peak_2557	chr8	134593142	134593472	+	94	NA	intron (ZFAT, intron 8 of 16)	NA	-4764	ZFAT-AS1								
DFAM71927V3_1_750_R1_peak_2347	chr7	29195644	29195945	+	94	NA	intron (CHN2, intron 1 of 12)	NA	13176	LOC102724484								
DFAM71927V3_1_750_R1_peak_137	chr1	143184566	143184997	+	94	NA	Intergenic	NA	121578	LOC101929814								
DFAM71927V3_1_750_R1_peak_960	chr16	34582020	34582651	+	94	NA	Intergenic	NA	150343	LOC102724523								
DFAM71927V3_1_750_R1_peak_2762	chrY	10999877	11000182	+	93	NA	Intergenic	NA	1089231	TTTY23								
DFAM71927V3_1_750_R1_peak_1381	chr2	89833026	89833569	+	93	NA	Intergenic	NA	-195644	LOC101927050								
DFAM71927V3_1_750_R1_peak_2461	chr8	30028710	30029053	+	93	NA	Intergenic	NA	54327	TMEM66								
DFAM71927V3_1_750_R1_peak_1484	chr2	196121408	196121707	+	93	NA	Intergenic	NA	-50040	LOC101927454								
DFAM71927V3_1_750_R1_peak_588	chr12	64609705	64610085	+	93	NA	promoter-TSS (RASSF3)	NA	-618	RASSF3								
DFAM71927V3_1_750_R1_peak_883	chr15	64430226	64430610	+	92	NA	intron (TRIP4, intron 10 of 11)	NA	-37965	LOC102723384								
DFAM71927V3_1_750_R1_peak_2710	chrX	39309706	39310147	+	92	NA	intron (RP11-265P11.2, intron 2 of 3)	NA	17436	RP11-265P11.2								
DFAM71927V3_1_750_R1_peak_20	chr1	18502864	18503274	+	92	NA	Intergenic	NA	22139	KLHDC7A								
DFAM71927V3_1_750_R1_peak_1178	chr18	45666552	45666938	+	92	NA	intron (SLC14A2, intron 13 of 20)	NA	51944	SLC14A2								
DFAM71927V3_1_750_R1_peak_1237	chr19	15238685	15239788	+	92	NA	exon (BRD4, exon 18 of 20)	NA	-6816	EPHX3								
DFAM71927V3_1_750_R1_peak_657	chr12	131901356	131901653	+	92	NA	intron (ULK1, intron 3 of 27)	NA	6770	ULK1								
DFAM71927V3_1_750_R1_peak_2748	chrX	129786304	129786669	+	92	NA	intron (SASH3, intron 1 of 7)	NA	6537	SASH3								
DFAM71927V3_1_750_R1_peak_1772	chr3	49444384	49444683	+	92	NA	Intergenic	NA	-15209	NICN1								
DFAM71927V3_1_750_R1_peak_80	chr1	72433493	72433793	+	92	NA	Intergenic	NA	-151049	NEGR1								
DFAM71927V3_1_750_R1_peak_1293	chr19	56163793	56164309	+	92	NA	Intergenic	NA	-11969	GALP								
DFAM71927V3_1_750_R1_peak_905	chr15	83627397	83627697	+	92	NA	Intergenic	NA	-26548	ADAMTSL3								
DFAM71927V3_1_750_R1_peak_2299	chr6	142395755	142396142	+	92	NA	intron (GPR126, intron 9 of 25)	NA	93322	GPR126								
DFAM71927V3_1_750_R1_peak_817	chr14	88206884	88207184	+	92	NA	intron (KCNK10, intron 4 of 6)	NA	63877	KCNK10								
DFAM71927V3_1_750_R1_peak_1769	chr3	48753617	48753916	+	92	NA	intron (PRKAR2A, intron 8 of 9)	NA	-36488	IP6K2								
DFAM71927V3_1_750_R1_peak_1593	chr20	47905639	47906047	+	92	NA	Intergenic	NA	-77383	LOC101060004								
DFAM71927V3_1_750_R1_peak_852	chr15	34436314	34436699	+	92	NA	intron (GOLGA8A, intron 1 of 23)	NA	-46807	GOLGA8A								
DFAM71927V3_1_750_R1_peak_2693	chrX	11791005	11791466	+	92	NA	Intergenic	NA	31619	MSL3								
DFAM71927V3_1_750_R1_peak_1948	chr4	64883450	64883814	+	92	NA	Intergenic	NA	120868	RP11-707A18.1								
DFAM71927V3_1_750_R1_peak_2708	chrX	38653073	38653436	+	92	NA	intron (TSPAN7, intron 1 of 7)	NA	91776	TSPAN7								
DFAM71927V3_1_750_R1_peak_1668	chr22	26596974	26597419	+	92	NA	Intergenic	NA	20831	CRYBB1								
DFAM71927V3_1_750_R1_peak_1794	chr3	72144727	72145119	+	92	NA	Intergenic	NA	-6334	LINC00870								
DFAM71927V3_1_750_R1_peak_2554	chr8	133568870	133569196	+	92	NA	intron (ST3GAL1, intron 1 of 8)	NA	-79296	ST3GAL1								
DFAM71927V3_1_750_R1_peak_1897	chr3	198173261	198173564	+	92	NA	intron (FAM157A, intron 6 of 10)	NA	-12113	LOC102723643								
DFAM71927V3_1_750_R1_peak_2725	chrX	78998134	78998527	+	92	NA	Intergenic	NA	52995	P2RY10								
DFAM71927V3_1_750_R1_peak_2368	chr7	65731473	65731920	+	92	NA	intron (LOC441242, intron 2 of 7)	NA	-19409	CCT6P1								
DFAM71927V3_1_750_R1_peak_854	chr15	35019313	35019870	+	92	NA	Intergenic	NA	-31295	ZNF770								
DFAM71927V3_1_750_R1_peak_2696	chrX	13724405	13724705	+	92	NA	intron (TRAPPC2, intron 1 of 4)	NA	10080	TRAPPC2								
DFAM71927V3_1_750_R1_peak_2636	chr9	119206429	119206729	+	92	NA	intron (BRINP1, intron 7 of 7)	NA	162882	BRINP1								
DFAM71927V3_1_750_R1_peak_1317	chr2	26610014	26610429	+	92	NA	intron (CIB4, intron 3 of 6)	NA	31122	CIB4								
DFAM71927V3_1_750_R1_peak_662	chr13	20402244	20402758	+	92	NA	Intergenic	NA	31345	MIR4499								
DFAM71927V3_1_750_R1_peak_442	chr11	35122376	35122741	+	92	NA	Intergenic	NA	-16312	CD44								
DFAM71927V3_1_750_R1_peak_751	chr14	27115062	27115605	+	92	NA	Intergenic	NA	206691	MIR4307								
DFAM71927V3_1_750_R1_peak_2096	chr5	95718216	95718544	+	92	NA	Intergenic	NA	-12766	RHOBTB3								
DFAM71927V3_1_750_R1_peak_134	chr1	124059660	124059972	+	92	NA	Intergenic	NA	2540704	EMBP1								
DFAM71927V3_1_750_R1_peak_744	chr14	21291001	21291300	+	92	NA	intron (RPGRIP1, intron 1 of 23)	NA	-21671	HNRNPC								
DFAM71927V3_1_750_R1_peak_121	chr1	112965404	112965702	+	92	NA	Intergenic	NA	9138	SLC16A1-AS1								
DFAM71927V3_1_750_R1_peak_2611	chr9	91177992	91178350	+	91	NA	Intergenic	NA	-59143	LOC100507103								
DFAM71927V3_1_750_R1_peak_1077	chr17	44568788	44569085	+	91	NA	Intergenic	NA	11492	FZD2								
DFAM71927V3_1_750_R1_peak_1152	chr18	9758716	9759309	+	91	NA	intron (RAB31, intron 1 of 6)	NA	50781	RAB31								
DFAM71927V3_1_750_R1_peak_704	chr13	51825008	51825390	+	91	NA	intron (LINC00282, intron 3 of 4)	NA	19951	LINC00282								
DFAM71927V3_1_750_R1_peak_1168	chr18	32049905	32050249	+	91	NA	intron (RNF125, intron 4 of 5)	NA	31595	RNF125								
DFAM71927V3_1_750_R1_peak_783	chr14	64755821	64756232	+	91	NA	intron (SPTB, intron 32 of 35)	NA	29660	MIR7855								
DFAM71927V3_1_750_R1_peak_1380	chr2	88041778	88042077	+	91	NA	intron (KRCC1, intron 1 of 3)	NA	13802	KRCC1								
DFAM71927V3_1_750_R1_peak_933	chr16	15961185	15961504	+	91	NA	intron (ABCC1, intron 1 of 29)	NA	11685	ABCC1								
DFAM71927V3_1_750_R1_peak_266	chr1	235734230	235734628	+	91	NA	intron (LYST, intron 32 of 52)	NA	92027	LOC101927906								
DFAM71927V3_1_750_R1_peak_1891	chr3	194300020	194300527	+	90	NA	TTS (LINC00887)	NA	12531	LINC00887								
DFAM71927V3_1_750_R1_peak_1115	chr17	73591508	73592049	+	90	NA	intron (SDK2, intron 1 of 44)	NA	52310	SDK2								
DFAM71927V3_1_750_R1_peak_1411	chr2	115221472	115221772	+	90	NA	intron (DPP10, intron 1 of 25)	NA	-60279	DPP10-AS1								
DFAM71927V3_1_750_R1_peak_1692	chr22	42286276	42286705	+	90	NA	Intergenic	NA	16737	LOC388906								
DFAM71927V3_1_750_R1_peak_1160	chr18	23049699	23050048	+	90	NA	Intergenic	NA	-85890	CABLES1								
DFAM71927V3_1_750_R1_peak_2673	chrUn_KI270442v1	114	411	+	90	NA	Intergenic	NA	-245042	LOC102724902								
DFAM71927V3_1_750_R1_peak_1027	chr17	8386798	8387202	+	89	NA	Intergenic	NA	-3836	RPL26								
DFAM71927V3_1_750_R1_peak_56	chr1	41868239	41868604	+	89	NA	intron (HIVEP3, intron 2 of 3)	NA	-239614	HIVEP3								
DFAM71927V3_1_750_R1_peak_2195	chr6	20575157	20575620	+	89	NA	intron (CDKAL1, intron 4 of 15)	NA	40931	CDKAL1								
DFAM71927V3_1_750_R1_peak_880	chr15	60563591	60563955	+	89	NA	intron (RORA, intron 1 of 11)	NA	43566	RP11-219B17.1								
DFAM71927V3_1_750_R1_peak_974	chr16	57596590	57596964	+	89	NA	Intergenic	NA	-31527	GPR56								
DFAM71927V3_1_750_R1_peak_635	chr12	119665632	119665998	+	88	NA	Intergenic	NA	-2141	PRKAB1								
DFAM71927V3_1_750_R1_peak_213	chr1	197146930	197147260	+	88	NA	promoter-TSS (ASPM)	NA	-401	ASPM								
DFAM71927V3_1_750_R1_peak_1401	chr2	107936812	107937135	+	88	NA	Intergenic	NA	32955	LOC102724762								
DFAM71927V3_1_750_R1_peak_1664	chr22	24434492	24434912	+	88	NA	intron (ADORA2A, intron 2 of 2)	NA	2583	ADORA2A								
DFAM71927V3_1_750_R1_peak_2678	chrUn_KI270752v1	2216	2515	+	88	NA	Intergenic	NA	-9015	LOC102723822								
DFAM71927V3_1_750_R1_peak_2147	chr5	156682951	156683396	+	88	NA	intron (SGCD, intron 7 of 8)	NA	-167365	PPP1R2P3								
DFAM71927V3_1_750_R1_peak_2002	chr4	144646951	144647372	+	88	NA	intron (HHIP, intron 1 of 13)	NA	-1142	HHIP-AS1								
DFAM71927V3_1_750_R1_peak_867	chr15	41336365	41336698	+	88	NA	intron (NUSAP1, intron 1 of 8)	NA	3691	NUSAP1								
DFAM71927V3_1_750_R1_peak_483	chr11	76962888	76963303	+	88	NA	intron (ACER3, intron 3 of 10)	NA	-71246	B3GNT6								
DFAM71927V3_1_750_R1_peak_2271	chr6	109519617	109520074	+	88	NA	intron (AK9, intron 29 of 40)	NA	-36608	ZBTB24								
DFAM71927V3_1_750_R1_peak_2635	chr9	114898725	114899123	+	88	NA	intron (TNFSF8, intron 4 of 4)	NA	31671	TNFSF8								
DFAM71927V3_1_750_R1_peak_2424	chr7	155333727	155334074	+	88	NA	Intergenic	NA	34033	BLACE								
DFAM71927V3_1_750_R1_peak_1175	chr18	43819768	43820248	+	88	NA	Intergenic	NA	-542358	SYT4								
DFAM71927V3_1_750_R1_peak_738	chr13	102779334	102779795	+	88	NA	Intergenic	NA	-5885	TEX30								
DFAM71927V3_1_750_R1_peak_785	chr14	65255942	65256495	+	88	NA	Intergenic	NA	-33871	LOC100128233								
DFAM71927V3_1_750_R1_peak_68	chr1	54886753	54887163	+	88	NA	exon (DHCR24, exon 1 of 9)	NA	290	DHCR24								
DFAM71927V3_1_750_R1_peak_152	chr1	143264617	143264943	+	88	NA	Intergenic	NA	41579	LOC101929814								
DFAM71927V3_1_750_R1_peak_34	chr1	26317694	26318046	+	88	NA	promoter-TSS (CD52)	NA	-50	CD52								
DFAM71927V3_1_750_R1_peak_327	chr10	33126221	33126578	+	88	NA	Intergenic	NA	-9691	LOC101929447								
DFAM71927V3_1_750_R1_peak_1867	chr3	159693966	159694266	+	88	NA	intron (SCHIP1, intron 1 of 6)	NA	130376	LOC101928351								
DFAM71927V3_1_750_R1_peak_1557	chr20	9869862	9870161	+	88	NA	Intergenic	NA	-31253	PAK7								
DFAM71927V3_1_750_R1_peak_324	chr10	31136974	31137477	+	87	NA	Intergenic	NA	-50658	LOC101929352								
DFAM71927V3_1_750_R1_peak_1932	chr4	49147285	49147689	+	87	NA	Intergenic	NA	-13845	LOC101927209								
DFAM71927V3_1_750_R1_peak_2442	chr8	11501259	11501637	+	87	NA	intron (BLK, intron 1 of 11)	NA	7235	BLK								
DFAM71927V3_1_750_R1_peak_1690	chr22	40711562	40711909	+	87	NA	Intergenic	NA	32557	MCHR1								
DFAM71927V3_1_750_R1_peak_286	chr10	6593152	6593501	+	87	NA	intron (LOC101928130, intron 2 of 2)	NA	5500	LOC101928130								
DFAM71927V3_1_750_R1_peak_2498	chr8	73747909	73748245	+	87	NA	promoter-TSS (STAU2)	NA	-1150	STAU2								
DFAM71927V3_1_750_R1_peak_2671	chrUn_KI270438v1	110320	110787	+	87	NA	NA	NA	NA	NA								
DFAM71927V3_1_750_R1_peak_1660	chr22	20429114	20429622	+	86	NA	intron (SCARF2, intron 8 of 10)	NA	8491	SCARF2								
DFAM71927V3_1_750_R1_peak_1006	chr16	85016639	85017061	+	86	NA	Intergenic	NA	-5315	ZDHHC7								
DFAM71927V3_1_750_R1_peak_2479	chr8	49741424	49741724	+	86	NA	Intergenic	NA	-167999	LOC102724295								
DFAM71927V3_1_750_R1_peak_2456	chr8	26403246	26403547	+	86	NA	intron (BNIP3L, intron 3 of 5)	NA	20389	BNIP3L								
DFAM71927V3_1_750_R1_peak_930	chr16	11874169	11874468	+	86	NA	intron (GSPT1, intron 14 of 14)	NA	-22733	RSL1D1								
DFAM71927V3_1_750_R1_peak_1614	chr21	15470809	15471112	+	86	NA	Intergenic	NA	-58037	LOC101927745								
DFAM71927V3_1_750_R1_peak_1866	chr3	158478949	158479247	+	86	NA	intron (RSRC1, intron 7 of 9)	NA	91968	RP11-538P18.2								
DFAM71927V3_1_750_R1_peak_211	chr1	194977548	194977848	+	86	NA	Intergenic	NA	1559213	LOC102723336								
DFAM71927V3_1_750_R1_peak_516	chr11	118046184	118046546	+	86	NA	intron (TMPRSS4-AS1, intron 2 of 3)	NA	40428	TMPRSS4-AS1								
DFAM71927V3_1_750_R1_peak_273	chr1	246497282	246497685	+	85	NA	intron (SMYD3, intron 1 of 11)	NA	9835	SMYD3								
DFAM71927V3_1_750_R1_peak_2589	chr9	69178456	69178903	+	85	NA	intron (TJP2, intron 1 of 22)	NA	-26332	TJP2								
DFAM71927V3_1_750_R1_peak_544	chr12	7677519	7677924	+	85	NA	Intergenic	NA	-11815	APOBEC1								
DFAM71927V3_1_750_R1_peak_1969	chr4	98608274	98608775	+	85	NA	intron (TSPAN5, intron 1 of 7)	NA	50137	TSPAN5								
DFAM71927V3_1_750_R1_peak_198	chr1	182135980	182136356	+	85	NA	Intergenic	NA	-74456	ZNF648								
DFAM71927V3_1_750_R1_peak_413	chr10	122980777	122981277	+	85	NA	intron (PSTK, intron 1 of 6)	NA	613	PSTK								
DFAM71927V3_1_750_R1_peak_2289	chr6	135568182	135568649	+	85	NA	intron (LINC00271, intron 1 of 3)	NA	70614	LINC00271								
DFAM71927V3_1_750_R1_peak_640	chr12	122730223	122730675	+	85	NA	exon (HCAR1, exon 1 of 1)	NA	133	HCAR1								
DFAM71927V3_1_750_R1_peak_2521	chr8	103461367	103461817	+	85	NA	Intergenic	NA	-46257	SLC25A32								
DFAM71927V3_1_750_R1_peak_684	chr13	42072087	42072402	+	85	NA	intron (DGKH, intron 2 of 29)	NA	23537	DGKH								
DFAM71927V3_1_750_R1_peak_1300	chr2	1302541	1302871	+	85	NA	intron (SNTG2, intron 12 of 14)	NA	-101338	LOC101927426								
DFAM71927V3_1_750_R1_peak_2610	chr9	91047546	91048012	+	85	NA	Intergenic	NA	27353	LOC100129316								
DFAM71927V3_1_750_R1_peak_860	chr15	38638635	38639111	+	85	NA	Intergenic	NA	-57725	C15orf53								
DFAM71927V3_1_750_R1_peak_2559	chr8	139340839	139341249	+	85	NA	Intergenic	NA	362012	KCNK9								
DFAM71927V3_1_750_R1_peak_2431	chr8	2195347	2195691	+	85	NA	Intergenic	NA	118930	MIR7160								
DFAM71927V3_1_750_R1_peak_1334	chr2	43229517	43229930	+	85	NA	TTS (LINC01126)	NA	2512	LINC01126								
DFAM71927V3_1_750_R1_peak_838	chr14_GL000225v1_random	50648	51169	+	85	NA	Intergenic	NA	14619	LOC100287823								
DFAM71927V3_1_750_R1_peak_2551	chr8	133217307	133217660	+	84	NA	intron (WISP1, intron 2 of 2)	NA	-4569	LOC102723635								
DFAM71927V3_1_750_R1_peak_39	chr1	28885044	28885345	+	84	NA	Intergenic	NA	-1897	EPB41								
DFAM71927V3_1_750_R1_peak_959	chr16	34581207	34581730	+	84	NA	Intergenic	NA	149476	LOC102724523								
DFAM71927V3_1_750_R1_peak_1938	chr4	49710447	49710855	+	84	NA	Intergenic	NA	-221327	LOC101060532								
DFAM71927V3_1_750_R1_peak_1286	chr19	51547696	51548149	+	84	NA	Intergenic	NA	-16066	SIGLEC6								
DFAM71927V3_1_750_R1_peak_2005	chr4	152464181	152464559	+	84	NA	intron (FBXW7, intron 2 of 3)	NA	24987	MIR3140								
DFAM71927V3_1_750_R1_peak_732	chr13	93510665	93511026	+	83	NA	intron (GPC6, intron 1 of 8)	NA	60119	GPC6								
DFAM71927V3_1_750_R1_peak_1964	chr4	86961791	86962161	+	83	NA	intron (AFF1, intron 2 of 20)	NA	25684	AFF1								
DFAM71927V3_1_750_R1_peak_2358	chr7	45026989	45027347	+	83	NA	promoter-TSS (CCM2)	NA	-27412	LOC102723334								
DFAM71927V3_1_750_R1_peak_1399	chr2	106094393	106095008	+	82	NA	intron (UXS1, intron 13 of 13)	NA	29043	C2orf40								
DFAM71927V3_1_750_R1_peak_1766	chr3	46587252	46587626	+	82	NA	Intergenic	NA	9853	TDGF1								
DFAM71927V3_1_750_R1_peak_2045	chr5	37110204	37110561	+	82	NA	intron (C5orf42, intron 50 of 51)	NA	70628	C5orf42								
DFAM71927V3_1_750_R1_peak_969	chr16	53518650	53519106	+	82	NA	Intergenic	NA	-16089	AKTIP								
DFAM71927V3_1_750_R1_peak_2542	chr8	127993019	127993428	+	82	NA	intron (PVT1, intron 4 of 7)	NA	-15678	MIR1206								
DFAM71927V3_1_750_R1_peak_2491	chr8	66001446	66001943	+	82	NA	Intergenic	NA	-19862	DNAJC5B								
DFAM71927V3_1_750_R1_peak_392	chr10	99869971	99870588	+	82	NA	Intergenic	NA	-56930	DNMBP-AS1								
DFAM71927V3_1_750_R1_peak_2331	chr7	6575409	6575710	+	82	NA	Intergenic	NA	-1908	ZDHHC4								
DFAM71927V3_1_750_R1_peak_2371	chr7	74452412	74452814	+	82	NA	Intergenic	NA	-53384	GTF2IRD1								
DFAM71927V3_1_750_R1_peak_1909	chr4	9608213	9608680	+	82	NA	TTS (LOC101928948)	NA	-52168	MIR548I2								
DFAM71927V3_1_750_R1_peak_1931	chr4	49097112	49097981	+	82	NA	Intergenic	NA	-63786	LOC101927209								
DFAM71927V3_1_750_R1_peak_1724	chr3	9169988	9170366	+	82	NA	intron (SRGAP3, intron 1 of 20)	NA	-23043	AC037193.1								
DFAM71927V3_1_750_R1_peak_2497	chr8	73654402	73654710	+	82	NA	intron (STAU2, intron 1 of 9)	NA	92371	STAU2								
DFAM71927V3_1_750_R1_peak_200	chr1	185559967	185560425	+	82	NA	intron (GS1-204I12.1, intron 3 of 3)	NA	68306	GS1-204I12.1								
DFAM71927V3_1_750_R1_peak_154	chr1	143266399	143266704	+	82	NA	Intergenic	NA	39808	LOC101929814								
DFAM71927V3_1_750_R1_peak_2329	chr7	5768380	5768679	+	82	NA	intron (RNF216, intron 1 of 12)	NA	13201	RNF216								
DFAM71927V3_1_750_R1_peak_1523	chr2	233076627	233077027	+	82	NA	intron (INPP5D, intron 1 of 26)	NA	16501	INPP5D								
DFAM71927V3_1_750_R1_peak_500	chr11	104832386	104832687	+	82	NA	Intergenic	NA	66134	CASP12								
