PeakID (cmd=annotatePeaks.pl MONOMAC1_4_778_R1_peaks.narrowPeak genome.fa -gid -gtf genes.gtf -cpu 6)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
MONOMAC1_4_778_R1_peak_21600	chr9	75027387	75028433	+	329	NA	promoter-TSS (C9orf41)	NA	-759	C9orf41								
MONOMAC1_4_778_R1_peak_5067	chr12	89755510	89756781	+	329	NA	Intergenic	NA	47190	LINC00936								
MONOMAC1_4_778_R1_peak_22113	chr9	128946988	128948432	+	329	NA	promoter-TSS (DOLK)	NA	17	NUP188								
MONOMAC1_4_778_R1_peak_8292	chr16	89240192	89241071	+	329	NA	Intergenic	NA	22928	ZNF778								
MONOMAC1_4_778_R1_peak_19948	chr7	100335179	100336892	+	329	NA	promoter-TSS (STAG3L5P)	NA	-30	STAG3L5P-PVRIG2P-PILRB								
MONOMAC1_4_778_R1_peak_22145	chr9	129625254	129627163	+	329	NA	promoter-TSS (NTMT1)	NA	55	NTMT1								
MONOMAC1_4_778_R1_peak_22613	chrX	53440114	53441656	+	329	NA	Intergenic	NA	-6509	HSD17B10								
MONOMAC1_4_778_R1_peak_21411	chr9	19161908	19163790	+	329	NA	Intergenic	NA	-35331	PLIN2								
MONOMAC1_4_778_R1_peak_22246	chr9	134324892	134326061	+	329	NA	promoter-TSS (RXRA)	NA	-53819	RXRA								
MONOMAC1_4_778_R1_peak_15386	chr3	138187114	138188275	+	329	NA	intron (ARMC8, intron 1 of 19)	NA	446	ARMC8								
MONOMAC1_4_778_R1_peak_18948	chr6	125956223	125957892	+	329	NA	exon (HINT3, exon 1 of 4)	NA	342	HINT3								
MONOMAC1_4_778_R1_peak_13479	chr20	49045705	49047296	+	329	NA	promoter-TSS (LOC102723483)	NA	-233	LOC102723483								
MONOMAC1_4_778_R1_peak_19857	chr7	90403193	90403881	+	329	NA	exon (CLDN12, exon 1 of 3)	NA	203	CLDN12								
MONOMAC1_4_778_R1_peak_22744	chrX	102985428	102986935	+	329	NA	Intergenic	NA	-24916	LOC102724276								
MONOMAC1_4_778_R1_peak_15542	chr3	160564988	160565617	+	329	NA	exon (KPNA4, exon 1 of 17)	NA	286	KPNA4								
MONOMAC1_4_778_R1_peak_2633	chr10	51698947	51700675	+	329	NA	promoter-TSS (CSTF2T)	NA	-216	CSTF2T								
MONOMAC1_4_778_R1_peak_12511	chr2	178450233	178451842	+	328	NA	promoter-TSS (PRKRA)	NA	194	PRKRA								
MONOMAC1_4_778_R1_peak_20224	chr7	143288378	143289230	+	328	NA	promoter-TSS (CASP2)	NA	-784	CASP2								
MONOMAC1_4_778_R1_peak_9702	chr18	36066679	36067518	+	328	NA	intron (RPRD1A, intron 1 of 7)	NA	477	RPRD1A								
MONOMAC1_4_778_R1_peak_4771	chr12	49741497	49742707	+	328	NA	exon (TMBIM6, exon 2 of 11)	NA	592	TMBIM6								
MONOMAC1_4_778_R1_peak_19529	chr7	32587060	32589857	+	328	NA	exon (AVL9, exon 16 of 16)	NA	92894	AVL9								
MONOMAC1_4_778_R1_peak_15860	chr3	196179727	196183371	+	328	NA	Intergenic	NA	-23366	LOC102723473								
MONOMAC1_4_778_R1_peak_14191	chr22	38506614	38507282	+	328	NA	promoter-TSS (DDX17)	NA	-608	DDX17								
MONOMAC1_4_778_R1_peak_2310	chr10	1055201	1058188	+	328	NA	promoter-TSS (WDR37)	NA	-142	WDR37								
MONOMAC1_4_778_R1_peak_20385	chr8	10054118	10055342	+	328	NA	intron (MSRA, intron 1 of 5)	NA	-40826	MSRA								
MONOMAC1_4_778_R1_peak_17793	chr5	176448346	176449173	+	328	NA	intron (FAF2, intron 1 of 10)	NA	404	FAF2								
MONOMAC1_4_778_R1_peak_17144	chr5	79611272	79612181	+	328	NA	promoter-TSS (PAPD4)	NA	-29485	PAPD4								
MONOMAC1_4_778_R1_peak_14010	chr22	23913316	23914021	+	328	NA	Intergenic	NA	-14738	LOC284889								
MONOMAC1_4_778_R1_peak_4467	chr12	8026811	8027720	+	328	NA	Intergenic	NA	-6810	FOXJ2								
MONOMAC1_4_778_R1_peak_9231	chr17	69046190	69047701	+	327	NA	intron (ABCA9, intron 2 of 37)	NA	15348	ABCA9								
MONOMAC1_4_778_R1_peak_7388	chr15	92830774	92833605	+	327	NA	Intergenic	NA	36705	ASB9P1								
MONOMAC1_4_778_R1_peak_9975	chr19	892506	893558	+	327	NA	promoter-TSS (MED16)	NA	186	MED16								
MONOMAC1_4_778_R1_peak_9418	chr17	81488039	81488803	+	327	NA	Intergenic	NA	24445	ACTG1								
MONOMAC1_4_778_R1_peak_5503	chr13	28106201	28108254	+	327	NA	Intergenic	NA	-6635	FLT3								
MONOMAC1_4_778_R1_peak_17987	chr6	7050593	7053565	+	327	NA	Intergenic	NA	-87056	RREB1								
MONOMAC1_4_778_R1_peak_1979	chr1	221706770	221708096	+	327	NA	intron (DUSP10, intron 1 of 2)	NA	34741	DUSP10								
MONOMAC1_4_778_R1_peak_17064	chr5	72307080	72308458	+	327	NA	intron (MRPS27, intron 2 of 11)	NA	12488	MRPS27								
MONOMAC1_4_778_R1_peak_19408	chr7	12686849	12687476	+	326	NA	promoter-TSS (ARL4A)	NA	-124	ARL4A								
MONOMAC1_4_778_R1_peak_18429	chr6	34237618	34238259	+	326	NA	promoter-TSS (HMGA1)	NA	-853	HMGA1								
MONOMAC1_4_778_R1_peak_2707	chr10	63427396	63433065	+	326	NA	intron (JMJD1C, intron 1 of 25)	NA	-34999	JMJD1C-AS1								
MONOMAC1_4_778_R1_peak_9823	chr18	62523664	62526849	+	326	NA	intron (ZCCHC2, intron 1 of 15)	NA	1600	ZCCHC2								
MONOMAC1_4_778_R1_peak_12265	chr2	135875468	135876460	+	326	NA	intron (MCM6, intron 1 of 16)	NA	513	MCM6								
MONOMAC1_4_778_R1_peak_9551	chr18	9135913	9137239	+	326	NA	promoter-TSS (ANKRD12)	NA	-2397	RP11-143J12.2								
MONOMAC1_4_778_R1_peak_11306	chr2	3557436	3558357	+	326	NA	promoter-TSS (RNASEH1-AS1)	NA	475	RNASEH1								
MONOMAC1_4_778_R1_peak_4542	chr12	12696220	12697206	+	326	NA	promoter-TSS (GPR19)	NA	-526	GPR19								
MONOMAC1_4_778_R1_peak_11402	chr2	25556993	25559469	+	325	NA	TTS (DTNB)	NA	94429	DTNB								
MONOMAC1_4_778_R1_peak_9350	chr17	76557744	76558607	+	325	NA	promoter-TSS (SNORD1C)	NA	411	SNHG16								
MONOMAC1_4_778_R1_peak_7082	chr15	65295472	65296159	+	325	NA	promoter-TSS (RNU5A-1)	NA	-236	RNU5A-1								
MONOMAC1_4_778_R1_peak_10009	chr19	1383544	1384505	+	325	NA	promoter-TSS (TRNAF10)	NA	363	NDUFS7								
MONOMAC1_4_778_R1_peak_18696	chr6	81752948	81757609	+	325	NA	Intergenic	NA	-2567	FAM46A								
MONOMAC1_4_778_R1_peak_16128	chr4	37977432	37978322	+	325	NA	intron (TBC1D1, intron 1 of 18)	NA	17442	PTTG2								
MONOMAC1_4_778_R1_peak_1896	chr1	206685697	206686570	+	325	NA	intron (MAPKAPK2, intron 1 of 10)	NA	1113	MAPKAPK2								
MONOMAC1_4_778_R1_peak_16003	chr4	6909004	6909745	+	325	NA	promoter-TSS (TBC1D14)	NA	-877	TBC1D14								
MONOMAC1_4_778_R1_peak_13469	chr20	48846413	48847049	+	325	NA	Intergenic	NA	-75007	ARFGEF2								
MONOMAC1_4_778_R1_peak_21094	chr8	124450291	124451517	+	325	NA	promoter-TSS (TRMT12)	NA	97	TRMT12								
MONOMAC1_4_778_R1_peak_11921	chr2	70292450	70294579	+	325	NA	intron (SNRPG, intron 1 of 3)	NA	223	SNRPG								
MONOMAC1_4_778_R1_peak_6463	chr14	90382374	90384213	+	325	NA	Intergenic	NA	-15703	CALM1								
MONOMAC1_4_778_R1_peak_10110	chr19	3761202	3763079	+	325	NA	promoter-TSS (MRPL54)	NA	-442	APBA3								
MONOMAC1_4_778_R1_peak_5670	chr13	48037633	48038563	+	325	NA	intron (NUDT15, intron 1 of 2)	NA	531	NUDT15								
MONOMAC1_4_778_R1_peak_15320	chr3	128844602	128847806	+	325	NA	Intergenic	NA	25337	RP11-723O4.2								
MONOMAC1_4_778_R1_peak_6426	chr14	81221053	81222127	+	325	NA	promoter-TSS (GTF2A1)	NA	474	LOC101928504								
MONOMAC1_4_778_R1_peak_16259	chr4	68348571	68350128	+	325	NA	intron (YTHDC1, intron 1 of 16)	NA	741	YTHDC1								
MONOMAC1_4_778_R1_peak_829	chr1	62436650	62438289	+	325	NA	intron (USP1, intron 1 of 8)	NA	757	USP1								
MONOMAC1_4_778_R1_peak_9338	chr17	75978679	75980274	+	325	NA	promoter-TSS (ACOX1)	NA	-42	ACOX1								
MONOMAC1_4_778_R1_peak_7650	chr16	11850771	11852251	+	325	NA	promoter-TSS (RSL1D1)	NA	74	RSL1D1								
MONOMAC1_4_778_R1_peak_16797	chr5	1801299	1802305	+	325	NA	intron (NDUFS6, intron 1 of 3)	NA	420	NDUFS6								
MONOMAC1_4_778_R1_peak_18141	chr6	24742645	24744335	+	325	NA	Intergenic	NA	-22654	C6orf62								
MONOMAC1_4_778_R1_peak_11616	chr2	42957394	42962885	+	325	NA	Intergenic	NA	79408	LOC102723854								
MONOMAC1_4_778_R1_peak_13163	chr20	16730038	16730743	+	325	NA	intron (SNRPB2, intron 1 of 6)	NA	426	SNRPB2								
MONOMAC1_4_778_R1_peak_16619	chr4	145618388	145619405	+	325	NA	promoter-TSS (MMAA)	NA	-492	MMAA								
MONOMAC1_4_778_R1_peak_555	chr1	37553615	37554410	+	325	NA	exon (SNIP1, exon 1 of 4)	NA	332	SNIP1								
MONOMAC1_4_778_R1_peak_15005	chr3	58333210	58336620	+	325	NA	intron (PXK, intron 1 of 14)	NA	2025	PXK								
MONOMAC1_4_778_R1_peak_2531	chr10	30856687	30866026	+	325	NA	intron (ZNF438, intron 6 of 8)	NA	169082	SVILP1								
MONOMAC1_4_778_R1_peak_10868	chr19	43777605	43779988	+	325	NA	intron (KCNN4, intron 1 of 8)	NA	3321	KCNN4								
MONOMAC1_4_778_R1_peak_2067	chr1	228406004	228406844	+	325	NA	exon (TRIM11, exon 1 of 6)	NA	392	TRIM11								
MONOMAC1_4_778_R1_peak_10696	chr19	35909574	35910624	+	325	NA	Intergenic	NA	-1790	TYROBP								
MONOMAC1_4_778_R1_peak_1397	chr1	153789886	153791185	+	325	NA	Intergenic	NA	16181	SLC27A3								
MONOMAC1_4_778_R1_peak_16181	chr4	40709186	40712543	+	325	NA	Intergenic	NA	-39033	NSUN7								
MONOMAC1_4_778_R1_peak_14218	chr22	40177879	40179276	+	325	NA	intron (TNRC6B, intron 1 of 22)	NA	133760	TNRC6B								
MONOMAC1_4_778_R1_peak_13973	chr22	20507485	20508509	+	325	NA	intron (MED15, intron 1 of 16)	NA	413	MED15								
MONOMAC1_4_778_R1_peak_21527	chr9	35814206	35815448	+	325	NA	intron (HINT2, intron 1 of 4)	NA	652	HINT2								
MONOMAC1_4_778_R1_peak_19544	chr7	34143649	34144915	+	325	NA	TTS (BMPER)	NA	238782	BMPER								
MONOMAC1_4_778_R1_peak_10936	chr19	45717670	45718484	+	325	NA	intron (FBXO46, intron 1 of 1)	NA	12816	FBXO46								
MONOMAC1_4_778_R1_peak_4070	chr11	86202187	86203036	+	324	NA	Intergenic	NA	-42153	EED								
MONOMAC1_4_778_R1_peak_8032	chr16	58628715	58630498	+	324	NA	intron (CNOT1, intron 1 of 48)	NA	280	CNOT1								
MONOMAC1_4_778_R1_peak_6163	chr14	49767146	49769702	+	324	NA	exon (KLHDC2, exon 1 of 13)	NA	355	KLHDC2								
MONOMAC1_4_778_R1_peak_5842	chr13	97433435	97433945	+	324	NA	promoter-TSS (RAP2A)	NA	-531	RAP2A								
MONOMAC1_4_778_R1_peak_16593	chr4	139301475	139302464	+	324	NA	promoter-TSS (NDUFC1)	NA	447	NAA15								
MONOMAC1_4_778_R1_peak_4743	chr12	48715489	48716751	+	324	NA	intron (CCNT1, intron 1 of 7)	NA	878	CCNT1								
MONOMAC1_4_778_R1_peak_12602	chr2	197500359	197501338	+	324	NA	promoter-TSS (HSPD1)	NA	-574	HSPD1								
MONOMAC1_4_778_R1_peak_7463	chr16	400701	401695	+	323	NA	promoter-TSS (DECR2)	NA	-660	DECR2								
MONOMAC1_4_778_R1_peak_21309	chr8	144291632	144292513	+	323	NA	promoter-TSS (BOP1)	NA	484	HSF1								
MONOMAC1_4_778_R1_peak_12752	chr2	219176444	219178196	+	323	NA	promoter-TSS (CNPPD1)	NA	-340	CNPPD1								
MONOMAC1_4_778_R1_peak_15618	chr3	172130113	172132229	+	323	NA	intron (FNDC3B, intron 2 of 25)	NA	-50674	LOC101928615								
MONOMAC1_4_778_R1_peak_19767	chr7	74271748	74272775	+	323	NA	Intergenic	NA	-17214	CLIP2								
MONOMAC1_4_778_R1_peak_20986	chr8	106657476	106658786	+	323	NA	exon (OXR1, exon 1 of 16)	NA	112113	ABRA								
MONOMAC1_4_778_R1_peak_3734	chr11	64779143	64780134	+	323	NA	promoter-TSS (SF1)	NA	-794	SF1								
MONOMAC1_4_778_R1_peak_20766	chr8	65634404	65635943	+	323	NA	promoter-TSS (ARMC1)	NA	-956	ARMC1								
MONOMAC1_4_778_R1_peak_21748	chr9	95316810	95318247	+	323	NA	promoter-TSS (FANCC)	NA	181	FANCC								
MONOMAC1_4_778_R1_peak_1327	chr1	150764906	150766139	+	323	NA	intron (CTSS, intron 1 of 6)	NA	435	CTSS								
MONOMAC1_4_778_R1_peak_17288	chr5	108727332	108728760	+	323	NA	exon (LINC01023, exon 1 of 1)	NA	215	LINC01023								
MONOMAC1_4_778_R1_peak_6525	chr14	95518469	95520969	+	323	NA	Intergenic	NA	-3056	SYNE3								
MONOMAC1_4_778_R1_peak_8006	chr16	56931580	56933035	+	323	NA	exon (HERPUD1, exon 1 of 8)	NA	217	HERPUD1								
MONOMAC1_4_778_R1_peak_18410	chr6	33313055	33314482	+	323	NA	TTS (ZBTB22)	NA	619	TAPBP								
MONOMAC1_4_778_R1_peak_11221	chr19	56119305	56120894	+	323	NA	intron (ZNF787, intron 1 of 2)	NA	1181	ZNF787								
MONOMAC1_4_778_R1_peak_12778	chr2	223466052	223468027	+	323	NA	Intergenic	NA	135460	SCG2								
MONOMAC1_4_778_R1_peak_13025	chr20	2651171	2652425	+	323	NA	promoter-TSS (MIR1292)	NA	-734	NOP56								
MONOMAC1_4_778_R1_peak_9718	chr18	45686527	45688846	+	323	NA	Intergenic	NA	-39267	SLC14A1								
MONOMAC1_4_778_R1_peak_21069	chr8	123240538	123241421	+	323	NA	intron (ZHX1-C8ORF76, intron 2 of 5)	NA	419	C8orf76								
MONOMAC1_4_778_R1_peak_22068	chr9	127802877	127804024	+	323	NA	intron (FPGS, intron 1 of 14)	NA	570	FPGS								
MONOMAC1_4_778_R1_peak_11770	chr2	60881521	60884434	+	323	NA	intron (REL, intron 1 of 9)	NA	1403	REL								
MONOMAC1_4_778_R1_peak_16218	chr4	48340080	48341209	+	322	NA	promoter-TSS (SLAIN2)	NA	-836	SLAIN2								
MONOMAC1_4_778_R1_peak_10924	chr19	45478621	45479107	+	322	NA	promoter-TSS (TRNAU1)	NA	-177	TRNAU1								
MONOMAC1_4_778_R1_peak_22319	chrUn_GL000219v1	98782	100342	+	322	NA	promoter-TSS (LOC283788)	NA	80	LOC283788								
MONOMAC1_4_778_R1_peak_17894	chr5	181222076	181224105	+	322	NA	promoter-TSS (TRIM41)	NA	-201	TRIM41								
MONOMAC1_4_778_R1_peak_3275	chr11	6481447	6482680	+	322	NA	promoter-TSS (ARFIP2)	NA	-584	ARFIP2								
MONOMAC1_4_778_R1_peak_12115	chr2	101252766	101253670	+	322	NA	exon (CNOT11, exon 1 of 7)	NA	335	CNOT11								
MONOMAC1_4_778_R1_peak_8564	chr17	28951846	28952364	+	322	NA	promoter-TSS (PHF12)	NA	-25047	PHF12								
MONOMAC1_4_778_R1_peak_5643	chr13	45464902	45465963	+	322	NA	intron (COG3, intron 1 of 22)	NA	517	COG3								
MONOMAC1_4_778_R1_peak_11961	chr2	74528784	74529799	+	322	NA	promoter-TSS (HTRA2)	NA	-114	HTRA2								
MONOMAC1_4_778_R1_peak_12514	chr2	180006245	180007313	+	322	NA	intron (CWC22, intron 1 of 19)	NA	274	CWC22								
MONOMAC1_4_778_R1_peak_10955	chr19	47226304	47228214	+	322	NA	promoter-TSS (MIR3191)	NA	-240	MIR3191								
MONOMAC1_4_778_R1_peak_21105	chr8	124997475	124998230	+	322	NA	promoter-TSS (SQLE)	NA	-626	SQLE								
MONOMAC1_4_778_R1_peak_1198	chr1	115976498	115979698	+	322	NA	intron (SLC22A15, intron 1 of 10)	NA	1548	SLC22A15								
MONOMAC1_4_778_R1_peak_5279	chr12	120534302	120535181	+	322	NA	exon (RNF10, exon 1 of 16)	NA	433	RNF10								
MONOMAC1_4_778_R1_peak_14089	chr22	31489607	31491169	+	322	NA	promoter-TSS (EIF4ENIF1)	NA	-500	EIF4ENIF1								
MONOMAC1_4_778_R1_peak_13176	chr20	18288119	18289115	+	322	NA	promoter-TSS (ZNF133)	NA	334	ZNF133								
MONOMAC1_4_778_R1_peak_2770	chr10	69179280	69180935	+	322	NA	promoter-TSS (SUPV3L1)	NA	-130	SUPV3L1								
MONOMAC1_4_778_R1_peak_11192	chr19	55253375	55256169	+	322	NA	intron (PPP6R1, intron 1 of 23)	NA	4258	PPP6R1								
MONOMAC1_4_778_R1_peak_12404	chr2	160406980	160407534	+	322	NA	TTS (MIR4785)	NA	582	MIR4785								
MONOMAC1_4_778_R1_peak_1029	chr1	92483957	92488822	+	322	NA	promoter-TSS (GFI1)	NA	487	GFI1								
MONOMAC1_4_778_R1_peak_10435	chr19	13850649	13852073	+	322	NA	Intergenic	NA	-14746	MIR23A								
MONOMAC1_4_778_R1_peak_1174	chr1	113810999	113812327	+	322	NA	intron (RSBN1, intron 1 of 6)	NA	785	RSBN1								
MONOMAC1_4_778_R1_peak_12624	chr2	200887302	200890440	+	322	NA	promoter-TSS (NIF3L1)	NA	255	PPIL3								
MONOMAC1_4_778_R1_peak_9631	chr18	22933331	22933864	+	322	NA	promoter-TSS (RBBP8)	NA	190	MIR4741								
MONOMAC1_4_778_R1_peak_8243	chr16	85975119	85980842	+	322	NA	Intergenic	NA	59584	MIR6774								
MONOMAC1_4_778_R1_peak_15873	chr3	196568012	196568631	+	322	NA	promoter-TSS (FBXO45)	NA	435	WDR53								
MONOMAC1_4_778_R1_peak_9549	chr18	9101508	9103866	+	322	NA	promoter-TSS (NDUFV2)	NA	45	NDUFV2								
MONOMAC1_4_778_R1_peak_20509	chr8	26608847	26610325	+	321	NA	intron (DPYSL2, intron 3 of 13)	NA	31181	DPYSL2								
MONOMAC1_4_778_R1_peak_4696	chr12	42588069	42589743	+	321	NA	intron (PRICKLE1, intron 1 of 7)	NA	57592	RP11-609L23.1								
MONOMAC1_4_778_R1_peak_12357	chr2	152175130	152176594	+	321	NA	exon (STAM2, exon 1 of 14)	NA	130	STAM2								
MONOMAC1_4_778_R1_peak_2813	chr10	72297473	72298151	+	321	NA	Intergenic	NA	23893	DDIT4								
MONOMAC1_4_778_R1_peak_1540	chr1	161068671	161069956	+	320	NA	intron (ARHGAP30, intron 1 of 12)	NA	657	ARHGAP30								
MONOMAC1_4_778_R1_peak_1210	chr1	119140270	119141467	+	320	NA	promoter-TSS (WARS2)	NA	-201	WARS2								
MONOMAC1_4_778_R1_peak_21078	chr8	124140581	124141521	+	320	NA	intron (FER1L6-AS2, intron 1 of 4)	NA	30471	FER1L6-AS2								
MONOMAC1_4_778_R1_peak_10827	chr19	41859750	41861348	+	320	NA	intron (RPS19, intron 1 of 5)	NA	631	RPS19								
MONOMAC1_4_778_R1_peak_10022	chr19	1853642	1855335	+	320	NA	exon (KLF16, exon 2 of 2)	NA	-6035	REXO1								
MONOMAC1_4_778_R1_peak_8833	chr17	43019161	43022298	+	320	NA	intron (VAT1, intron 1 of 5)	NA	1713	VAT1								
MONOMAC1_4_778_R1_peak_13762	chr21	33403552	33404879	+	320	NA	intron (IFNGR2, intron 1 of 6)	NA	1319	IFNGR2								
MONOMAC1_4_778_R1_peak_10061	chr19	2393392	2395968	+	320	NA	intron (TMPRSS9, intron 2 of 18)	NA	4894	TMPRSS9								
MONOMAC1_4_778_R1_peak_4949	chr12	57751264	57752361	+	320	NA	intron (CDK4, intron 1 of 7)	NA	635	CDK4								
MONOMAC1_4_778_R1_peak_13049	chr20	3820147	3821399	+	320	NA	exon (AP5S1, exon 1 of 3)	NA	249	AP5S1								
MONOMAC1_4_778_R1_peak_6328	chr14	73057693	73058332	+	320	NA	promoter-TSS (RBM25)	NA	-501	RBM25								
MONOMAC1_4_778_R1_peak_10348	chr19	11322208	11324171	+	320	NA	exon (RAB3D, exon 5 of 5)	NA	16479	RAB3D								
MONOMAC1_4_778_R1_peak_6607	chr14	104677396	104678823	+	320	NA	promoter-TSS (MIR4710)	NA	-369	MIR4710								
MONOMAC1_4_778_R1_peak_13056	chr20	4038195	4039336	+	320	NA	Intergenic	NA	-23221	RNF24								
MONOMAC1_4_778_R1_peak_19102	chr6	146875392	146879059	+	320	NA	intron (STXBP5-AS1, intron 7 of 10)	NA	-73401	KATNBL1P6								
MONOMAC1_4_778_R1_peak_19613	chr7	43868733	43870492	+	320	NA	promoter-TSS (MRPS24)	NA	-66	MRPS24								
MONOMAC1_4_778_R1_peak_14047	chr22	27918695	27919312	+	319	NA	promoter-TSS (TTC28-AS1)	NA	303	PITPNB								
MONOMAC1_4_778_R1_peak_7876	chr16	30633426	30635433	+	319	NA	Intergenic	NA	-16491	PRR14								
MONOMAC1_4_778_R1_peak_4087	chr11	93739881	93741564	+	319	NA	promoter-TSS (C11orf54)	NA	815	TAF1D								
MONOMAC1_4_778_R1_peak_21902	chr9	112726236	112727712	+	319	NA	Intergenic	NA	-22664	SNX30								
MONOMAC1_4_778_R1_peak_4589	chr12	21501746	21502941	+	319	NA	promoter-TSS (RECQL)	NA	578	GOLT1B								
MONOMAC1_4_778_R1_peak_261	chr1	23019478	23020337	+	319	NA	exon (KDM1A, exon 1 of 20)	NA	463	KDM1A								
MONOMAC1_4_778_R1_peak_8835	chr17	43125686	43127023	+	318	NA	promoter-TSS (BRCA1)	NA	771	NBR2								
MONOMAC1_4_778_R1_peak_7329	chr15	85689522	85690811	+	318	NA	intron (AKAP13, intron 18 of 38)	NA	66464	RP11-158M2.5								
MONOMAC1_4_778_R1_peak_709	chr1	44813836	44814667	+	318	NA	TTS (BTBD19)	NA	-6545	TCTEX1D4								
MONOMAC1_4_778_R1_peak_6126	chr14	35291509	35292244	+	318	NA	promoter-TSS (PSMA6)	NA	-441	PSMA6								
MONOMAC1_4_778_R1_peak_21305	chr8	144104437	144105345	+	318	NA	promoter-TSS (SHARPIN)	NA	489	MAF1								
MONOMAC1_4_778_R1_peak_11821	chr2	64839135	64841592	+	318	NA	Intergenic	NA	23268	AC007880.1								
MONOMAC1_4_778_R1_peak_9343	chr17	76353205	76354440	+	317	NA	exon (PRPSAP1, exon 1 of 10)	NA	327	PRPSAP1								
MONOMAC1_4_778_R1_peak_1276	chr1	149605783	149606789	+	317	NA	promoter-TSS (LINC00869)	NA	626	LOC102723863								
MONOMAC1_4_778_R1_peak_22722	chrX	78649588	78654241	+	317	NA	Intergenic	NA	7414	ZCCHC5								
MONOMAC1_4_778_R1_peak_5982	chr14	20798935	20801114	+	317	NA	Intergenic	NA	2853	RNASE1								
MONOMAC1_4_778_R1_peak_12490	chr2	175167148	175168271	+	317	NA	promoter-TSS (MIR933)	NA	0	MIR933								
MONOMAC1_4_778_R1_peak_12765	chr2	219597012	219598051	+	317	NA	promoter-TSS (STK11IP)	NA	-340	STK11IP								
MONOMAC1_4_778_R1_peak_18254	chr6	28079511	28081565	+	317	NA	promoter-TSS (ZNF165)	NA	-166	ZNF165								
MONOMAC1_4_778_R1_peak_12276	chr2	136116481	136118106	+	317	NA	intron (CXCR4, intron 1 of 1)	NA	862	CXCR4								
MONOMAC1_4_778_R1_peak_7476	chr16	668132	668886	+	317	NA	promoter-TSS (RHOT2)	NA	377	RHOT2								
MONOMAC1_4_778_R1_peak_4638	chr12	31686087	31687254	+	317	NA	intron (AMN1, intron 7 of 8)	NA	26995	METTL20								
MONOMAC1_4_778_R1_peak_5117	chr12	98515582	98516492	+	317	NA	exon (TMPO, exon 1 of 7)	NA	189	TMPO-AS1								
MONOMAC1_4_778_R1_peak_22399	chrX	13078616	13085157	+	317	NA	Intergenic	NA	-37088	FAM9C								
MONOMAC1_4_778_R1_peak_1657	chr1	173823548	173825656	+	317	NA	promoter-TSS (CENPL)	NA	-57	DARS2								
MONOMAC1_4_778_R1_peak_2807	chr10	72215541	72216415	+	317	NA	promoter-TSS (ANAPC16)	NA	-22	ANAPC16								
MONOMAC1_4_778_R1_peak_5172	chr12	110449566	110450383	+	317	NA	intron (ARPC3, intron 1 of 6)	NA	437	ARPC3								
MONOMAC1_4_778_R1_peak_8640	chr17	31888382	31891033	+	317	NA	intron (UTP6, intron 6 of 14)	NA	12003	UTP6								
MONOMAC1_4_778_R1_peak_5380	chr12	124917450	124919260	+	317	NA	Intergenic	NA	2745	MIR5188								
MONOMAC1_4_778_R1_peak_11346	chr2	10689368	10690746	+	316	NA	promoter-TSS (NOL10)	NA	-70	NOL10								
MONOMAC1_4_778_R1_peak_4128	chr11	102346365	102348601	+	316	NA	exon (BIRC2, exon 1 of 9)	NA	301	BIRC2								
MONOMAC1_4_778_R1_peak_978	chr1	87328831	87330381	+	316	NA	intron (LMO4, intron 1 of 4)	NA	-2116	LMO4								
MONOMAC1_4_778_R1_peak_15543	chr3	160565748	160566808	+	316	NA	promoter-TSS (KPNA4)	NA	-690	KPNA4								
MONOMAC1_4_778_R1_peak_60	chr1	2585206	2586642	+	316	NA	promoter-TSS (FAM213B)	NA	-536	FAM213B								
MONOMAC1_4_778_R1_peak_20677	chr8	47959004	47960793	+	316	NA	promoter-TSS (MCM4)	NA	285	PRKDC								
MONOMAC1_4_778_R1_peak_11161	chr19	54137685	54138379	+	316	NA	intron (CNOT3, intron 1 of 17)	NA	312	CNOT3								
MONOMAC1_4_778_R1_peak_5896	chr13	109131828	109133780	+	316	NA	intron (MYO16, intron 31 of 34)	NA	34499	MYO16-AS1								
MONOMAC1_4_778_R1_peak_3280	chr11	6617731	6619468	+	316	NA	intron (TPP1, intron 3 of 12)	NA	862	TPP1								
MONOMAC1_4_778_R1_peak_20356	chr8	6833864	6836618	+	316	NA	promoter-TSS (GS1-24F4.2)	NA	-313	GS1-24F4.2								
MONOMAC1_4_778_R1_peak_19945	chr7	100126068	100127987	+	316	NA	exon (MBLAC1, exon 1 of 2)	NA	256	MBLAC1								
MONOMAC1_4_778_R1_peak_12968	chr2	241315875	241316976	+	316	NA	promoter-TSS (HDLBP)	NA	245	SEPT2								
MONOMAC1_4_778_R1_peak_10407	chr19	13101590	13105620	+	316	NA	promoter-TSS (LYL1)	NA	-460	LYL1								
MONOMAC1_4_778_R1_peak_11788	chr2	62128872	62131281	+	316	NA	intron (COMMD1, intron 2 of 2)	NA	-66051	B3GNT2								
MONOMAC1_4_778_R1_peak_263	chr1	23342673	23345235	+	316	NA	intron (HNRNPR, intron 1 of 10)	NA	329	HNRNPR								
MONOMAC1_4_778_R1_peak_9502	chr18	158532	159634	+	316	NA	intron (USP14, intron 1 of 15)	NA	600	USP14								
