PeakID (cmd=annotatePeaks.pl DFAM71927V3_1_743_R1_peaks.narrowPeak genome.fa -gid -gtf genes.gtf -cpu 6)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
DFAM71927V3_1_743_R1_peak_9581	chr19	12484475	12485021	+	413	NA	promoter-TSS (ZNF709)	NA	70	ZNF709								
DFAM71927V3_1_743_R1_peak_9678	chr19	13905903	13906415	+	413	NA	promoter-TSS (C19orf57)	NA	16	CC2D1A								
DFAM71927V3_1_743_R1_peak_5886	chr15	41493562	41494524	+	413	NA	exon (ITPKA, exon 1 of 7)	NA	185	ITPKA								
DFAM71927V3_1_743_R1_peak_4554	chr12	105330281	105330971	+	413	NA	promoter-TSS (C12orf75)	NA	-10	C12orf75								
DFAM71927V3_1_743_R1_peak_4351	chr12	56645825	56646365	+	413	NA	promoter-TSS (SNORD59A)	NA	-27	ATP5B								
DFAM71927V3_1_743_R1_peak_18895	chr9	100352827	100353237	+	413	NA	promoter-TSS (TEX10)	NA	-55	TEX10								
DFAM71927V3_1_743_R1_peak_14621	chr4	8428249	8428676	+	413	NA	promoter-TSS (ACOX3)	NA	19	ACOX3								
DFAM71927V3_1_743_R1_peak_8245	chr17	55750707	55751543	+	413	NA	promoter-TSS (PCTP)	NA	-5	PCTP								
DFAM71927V3_1_743_R1_peak_8094	chr17	44141544	44142187	+	413	NA	promoter-TSS (C17orf53)	NA	-187	C17orf53								
DFAM71927V3_1_743_R1_peak_14096	chr3	123961146	123961633	+	413	NA	promoter-TSS (CCDC14)	NA	-6	CCDC14								
DFAM71927V3_1_743_R1_peak_4676	chr12	118016391	118016826	+	413	NA	promoter-TSS (RFC5)	NA	-93	RFC5								
DFAM71927V3_1_743_R1_peak_12708	chr21	14027158	14027622	+	413	NA	Intergenic	NA	-46946	ANKRD20A11P								
DFAM71927V3_1_743_R1_peak_1830	chr1	228103128	228103552	+	412	NA	promoter-TSS (C1orf35)	NA	-19	C1orf35								
DFAM71927V3_1_743_R1_peak_8066	chr17	43170175	43170529	+	412	NA	promoter-TSS (NBR1)	NA	21	RP11-242D8.1								
DFAM71927V3_1_743_R1_peak_18730	chr9	37800561	37800960	+	412	NA	promoter-TSS (DCAF10)	NA	-26	DCAF10								
DFAM71927V3_1_743_R1_peak_4556	chr12	106302095	106303064	+	412	NA	promoter-TSS (TCP11L2)	NA	-215	TCP11L2								
DFAM71927V3_1_743_R1_peak_4206	chr12	50283218	50283766	+	412	NA	promoter-TSS (LIMA1)	NA	78	LIMA1								
DFAM71927V3_1_743_R1_peak_1260	chr1	151146290	151146945	+	412	NA	promoter-TSS (SEMA6C)	NA	-1333	SEMA6C								
DFAM71927V3_1_743_R1_peak_207	chr1	9687460	9688081	+	412	NA	promoter-TSS (LOC101929074)	NA	-201	LOC101929074								
DFAM71927V3_1_743_R1_peak_15948	chr6	4018181	4019164	+	412	NA	Intergenic	NA	-2657	PRPF4B								
DFAM71927V3_1_743_R1_peak_17836	chr7	150378790	150379926	+	412	NA	promoter-TSS (ZNF775)	NA	41	ZNF775								
DFAM71927V3_1_743_R1_peak_5281	chr14	23320840	23321672	+	412	NA	exon (PABPN1, exon 1 of 7)	NA	1068	PABPN1								
DFAM71927V3_1_743_R1_peak_9456	chr19	9309588	9310506	+	412	NA	promoter-TSS (ZNF699)	NA	-4928	ZNF699								
DFAM71927V3_1_743_R1_peak_18685	chr9	35071788	35072979	+	412	NA	exon (VCP, exon 1 of 17)	NA	359	VCP								
DFAM71927V3_1_743_R1_peak_1574	chr1	184754590	184755255	+	412	NA	promoter-TSS (EDEM3)	NA	-15	EDEM3								
DFAM71927V3_1_743_R1_peak_9327	chr19	5680161	5681270	+	412	NA	promoter-TSS (HSD11B1L)	NA	-50	HSD11B1L								
DFAM71927V3_1_743_R1_peak_8823	chr18	11851191	11851688	+	412	NA	promoter-TSS (CHMP1B)	NA	49	CHMP1B								
DFAM71927V3_1_743_R1_peak_6057	chr15	65286554	65287201	+	412	NA	promoter-TSS (PARP16)	NA	-3	PARP16								
DFAM71927V3_1_743_R1_peak_1014	chr1	97920850	97921683	+	412	NA	promoter-TSS (DPYD)	NA	-207	DPYD								
DFAM71927V3_1_743_R1_peak_17494	chr7	97117360	97117975	+	412	NA	exon (ACN9, exon 1 of 2)	NA	1074	ACN9								
DFAM71927V3_1_743_R1_peak_4146	chr12	47705506	47706297	+	412	NA	intron (RPAP3, intron 1 of 15)	NA	160	RPAP3								
DFAM71927V3_1_743_R1_peak_17242	chr7	32494938	32496108	+	411	NA	promoter-TSS (AVL9)	NA	34	AVL9								
DFAM71927V3_1_743_R1_peak_15271	chr5	40797881	40798540	+	411	NA	promoter-TSS (PRKAA1)	NA	-33	PRKAA1								
DFAM71927V3_1_743_R1_peak_10277	chr19	42217556	42218100	+	411	NA	promoter-TSS (DEDD2)	NA	-36	DEDD2								
DFAM71927V3_1_743_R1_peak_15049	chr4	153344409	153345303	+	410	NA	promoter-TSS (MND1)	NA	-511	MND1								
DFAM71927V3_1_743_R1_peak_11231	chr2	70086264	70087520	+	410	NA	promoter-TSS (PCBP1)	NA	123	PCBP1-AS1								
DFAM71927V3_1_743_R1_peak_7627	chr17	8965537	8966134	+	409	NA	promoter-TSS (PIK3R5)	NA	9	LOC101928235								
DFAM71927V3_1_743_R1_peak_3841	chr11	126303790	126304271	+	409	NA	exon (DCPS, exon 1 of 6)	NA	278	DCPS								
DFAM71927V3_1_743_R1_peak_10560	chr19	49527635	49528183	+	409	NA	promoter-TSS (RCN3)	NA	-558	RCN3								
DFAM71927V3_1_743_R1_peak_10919	chr2	16508180	16508543	+	409	NA	Intergenic	NA	117150	LOC101928129								
DFAM71927V3_1_743_R1_peak_9567	chr19	12052652	12053242	+	408	NA	promoter-TSS (ZNF878)	NA	20	ZNF878								
DFAM71927V3_1_743_R1_peak_3020	chr11	17276204	17277358	+	408	NA	promoter-TSS (NUCB2)	NA	-208	NUCB2								
DFAM71927V3_1_743_R1_peak_12587	chr20	62407183	62407574	+	408	NA	promoter-TSS (CABLES2)	NA	-95	CABLES2								
DFAM71927V3_1_743_R1_peak_15204	chr5	6378423	6378799	+	408	NA	promoter-TSS (MED10)	NA	-85	MED10								
DFAM71927V3_1_743_R1_peak_14016	chr3	101778783	101779694	+	408	NA	promoter-TSS (NXPE3)	NA	-204	NXPE3								
DFAM71927V3_1_743_R1_peak_1428	chr1	160070142	160070562	+	408	NA	promoter-TSS (KCNJ10)	NA	-91	KCNJ10								
DFAM71927V3_1_743_R1_peak_8578	chr17	78186954	78187495	+	408	NA	promoter-TSS (AFMID)	NA	-20	TK1								
DFAM71927V3_1_743_R1_peak_12765	chr21	33588315	33588997	+	408	NA	promoter-TSS (DONSON)	NA	52	DONSON								
DFAM71927V3_1_743_R1_peak_12268	chr20	25247653	25248342	+	408	NA	promoter-TSS (PYGB)	NA	-73	PYGB								
DFAM71927V3_1_743_R1_peak_6332	chr15	90994426	90994959	+	408	NA	promoter-TSS (PRC1)	NA	-41	PRC1								
DFAM71927V3_1_743_R1_peak_6816	chr16	29995924	29996411	+	408	NA	promoter-TSS (HIRIP3)	NA	3	INO80E								
DFAM71927V3_1_743_R1_peak_1062	chr1	109099889	109100436	+	408	NA	promoter-TSS (SCARNA2)	NA	-31	SCARNA2								
DFAM71927V3_1_743_R1_peak_13494	chr3	4868007	4868887	+	406	NA	Intergenic	NA	38054	BHLHE40-AS1								
DFAM71927V3_1_743_R1_peak_386	chr1	23838516	23838914	+	406	NA	Intergenic	NA	-13256	HMGCL								
DFAM71927V3_1_743_R1_peak_12394	chr20	37178830	37179586	+	406	NA	promoter-TSS (RPN2)	NA	157	RPN2								
DFAM71927V3_1_743_R1_peak_11703	chr2	170928757	170929612	+	406	NA	promoter-TSS (GORASP2)	NA	658	GORASP2								
DFAM71927V3_1_743_R1_peak_4312	chr12	55817509	55818273	+	406	NA	promoter-TSS (SARNP)	NA	-131	ORMDL2								
DFAM71927V3_1_743_R1_peak_16972	chr6	159761732	159762614	+	406	NA	promoter-TSS (ACAT2)	NA	159	LOC100129518								
DFAM71927V3_1_743_R1_peak_10816	chr19	58380759	58381467	+	406	NA	promoter-TSS (ZNF837)	NA	-91	ZNF837								
DFAM71927V3_1_743_R1_peak_6260	chr15	84630969	84631704	+	406	NA	promoter-TSS (SCAND2P)	NA	-124	SCAND2P								
DFAM71927V3_1_743_R1_peak_19354	chrUn_KI270438v1	109087	109972	+	405	NA	NA	NA	NA	NA								
DFAM71927V3_1_743_R1_peak_7795	chr17	29293926	29294476	+	404	NA	promoter-TSS (NUFIP2)	NA	-53	NUFIP2								
DFAM71927V3_1_743_R1_peak_14218	chr3	141311571	141312076	+	404	NA	Intergenic	NA	79998	ACPL2								
DFAM71927V3_1_743_R1_peak_5668	chr14	100214243	100214792	+	404	NA	Intergenic	NA	-24248	YY1								
DFAM71927V3_1_743_R1_peak_1863	chr1	230426276	230426846	+	404	NA	promoter-TSS (PGBD5)	NA	-633	PGBD5								
DFAM71927V3_1_743_R1_peak_5939	chr15	45187754	45188195	+	404	NA	promoter-TSS (SHF)	NA	10703	TRNAH1								
DFAM71927V3_1_743_R1_peak_15512	chr5	121961736	121962122	+	404	NA	promoter-TSS (SRFBP1)	NA	-32	SRFBP1								
DFAM71927V3_1_743_R1_peak_15843	chr5	177086526	177087010	+	404	NA	promoter-TSS (FGFR4)	NA	-2782	FGFR4								
DFAM71927V3_1_743_R1_peak_5645	chr14	95534503	95535259	+	404	NA	promoter-TSS (SNHG10)	NA	-9	SNHG10								
DFAM71927V3_1_743_R1_peak_19685	chrX	112840656	112841932	+	404	NA	promoter-TSS (AMOT)	NA	-18168	AMOT								
DFAM71927V3_1_743_R1_peak_10233	chr19	40714802	40715383	+	404	NA	promoter-TSS (ADCK4)	NA	551	ADCK4								
DFAM71927V3_1_743_R1_peak_17419	chr7	75156857	75157310	+	404	NA	intron (NCF1C, intron 10 of 10)	NA	14915	NCF1C								
DFAM71927V3_1_743_R1_peak_11513	chr2	113603497	113604407	+	404	NA	promoter-TSS (DDX11L2)	NA	-2376	DDX11L2								
DFAM71927V3_1_743_R1_peak_13316	chr22	41448145	41448834	+	404	NA	promoter-TSS (TOB2)	NA	-1466	TOB2								
DFAM71927V3_1_743_R1_peak_7334	chr16	89247391	89247801	+	404	NA	Intergenic	NA	-20508	LOC101927838								
DFAM71927V3_1_743_R1_peak_7454	chr17	2853247	2853840	+	404	NA	promoter-TSS (RAP1GAP2)	NA	55843	RAP1GAP2								
DFAM71927V3_1_743_R1_peak_2757	chr10	124461613	124462305	+	404	NA	exon (LHPP, exon 1 of 8)	NA	136	LHPP								
DFAM71927V3_1_743_R1_peak_14519	chr4	1011273	1011704	+	404	NA	promoter-TSS (FGFRL1)	NA	-334	FGFRL1								
DFAM71927V3_1_743_R1_peak_537	chr1	30085921	30086285	+	404	NA	Intergenic	NA	-48491	RP11-111I12.1								
DFAM71927V3_1_743_R1_peak_5571	chr14	75258843	75259337	+	404	NA	Intergenic	NA	-19688	FOS								
DFAM71927V3_1_743_R1_peak_19222	chr9	134135852	134136211	+	404	NA	promoter-TSS (WDR5)	NA	352	WDR5								
DFAM71927V3_1_743_R1_peak_4178	chr12	49110444	49111155	+	404	NA	promoter-TSS (LMBR1L)	NA	98	LMBR1L								
DFAM71927V3_1_743_R1_peak_7370	chr16	90047653	90048088	+	404	NA	promoter-TSS (URAHP)	NA	-87	URAHP								
DFAM71927V3_1_743_R1_peak_19403	chrX	10014804	10015420	+	404	NA	promoter-TSS (WWC3)	NA	-643	WWC3								
DFAM71927V3_1_743_R1_peak_13594	chr3	16264498	16265279	+	404	NA	promoter-TSS (OXNAD1)	NA	101	DPH3								
DFAM71927V3_1_743_R1_peak_1554	chr1	181088154	181088909	+	403	NA	promoter-TSS (IER5)	NA	29	IER5								
DFAM71927V3_1_743_R1_peak_5435	chr14	55579827	55580883	+	403	NA	promoter-TSS (KTN1-AS1)	NA	139	KTN1								
DFAM71927V3_1_743_R1_peak_4285	chr12	54279649	54280907	+	403	NA	promoter-TSS (HNRNPA1)	NA	-147	CBX5								
DFAM71927V3_1_743_R1_peak_16926	chr6	151451990	151452606	+	402	NA	promoter-TSS (C6orf211)	NA	40	C6orf211								
DFAM71927V3_1_743_R1_peak_16241	chr6	30626641	30627258	+	402	NA	promoter-TSS (ATAT1)	NA	101	ATAT1								
DFAM71927V3_1_743_R1_peak_639	chr1	36369041	36369350	+	401	NA	intron (STK40, intron 1 of 11)	NA	16732	STK40								
DFAM71927V3_1_743_R1_peak_16841	chr6	134174663	134175283	+	401	NA	promoter-TSS (SGK1)	NA	959	SGK1								
DFAM71927V3_1_743_R1_peak_2718	chr10	119542357	119543205	+	401	NA	promoter-TSS (RGS10)	NA	-6248	RGS10								
DFAM71927V3_1_743_R1_peak_12479	chr20	49046016	49046994	+	400	NA	promoter-TSS (LOC102723483)	NA	-238	LOC102723483								
DFAM71927V3_1_743_R1_peak_6860	chr16	30697877	30699294	+	400	NA	promoter-TSS (SRCAP)	NA	-96	LOC730183								
DFAM71927V3_1_743_R1_peak_17249	chr7	33128980	33129674	+	400	NA	promoter-TSS (BBS9)	NA	83	BBS9								
DFAM71927V3_1_743_R1_peak_17785	chr7	141738027	141738595	+	400	NA	promoter-TSS (SSBP1)	NA	-81	WEE2-AS1								
DFAM71927V3_1_743_R1_peak_15466	chr5	100903148	100903506	+	400	NA	promoter-TSS (ST8SIA4)	NA	-42	ST8SIA4								
DFAM71927V3_1_743_R1_peak_9193	chr19	2163563	2164258	+	400	NA	promoter-TSS (DOT1L)	NA	-250	DOT1L								
DFAM71927V3_1_743_R1_peak_735	chr1	43358636	43359147	+	400	NA	promoter-TSS (CDC20)	NA	-64	CDC20								
DFAM71927V3_1_743_R1_peak_18720	chr9	37079450	37080437	+	400	NA	promoter-TSS (LOC100506710)	NA	47	LOC100506710								
DFAM71927V3_1_743_R1_peak_5303	chr14	24188668	24189140	+	400	NA	promoter-TSS (IPO4)	NA	14	IPO4								
DFAM71927V3_1_743_R1_peak_11375	chr2	95402441	95402906	+	400	NA	promoter-TSS (FAHD2A)	NA	-27	FAHD2A								
DFAM71927V3_1_743_R1_peak_2288	chr10	58385040	58385553	+	400	NA	exon (TFAM, exon 1 of 8)	NA	153	TFAM								
DFAM71927V3_1_743_R1_peak_10146	chr19	38374406	38375112	+	400	NA	exon (PSMD8, exon 1 of 7)	NA	209	PSMD8								
DFAM71927V3_1_743_R1_peak_17965	chr8	9555569	9556163	+	400	NA	promoter-TSS (TNKS)	NA	615	TNKS								
DFAM71927V3_1_743_R1_peak_7457	chr17	3668389	3669011	+	400	NA	promoter-TSS (EMC6)	NA	-21	TAX1BP3								
DFAM71927V3_1_743_R1_peak_13355	chr22	42553504	42554034	+	400	NA	promoter-TSS (SERHL2)	NA	-93	SERHL2								
DFAM71927V3_1_743_R1_peak_17464	chr7	87876126	87876727	+	400	NA	promoter-TSS (SLC25A40)	NA	-58	SLC25A40								
DFAM71927V3_1_743_R1_peak_18226	chr8	74350282	74350806	+	400	NA	exon (GDAP1, exon 1 of 6)	NA	161	GDAP1								
DFAM71927V3_1_743_R1_peak_12337	chr20	33811000	33811667	+	400	NA	promoter-TSS (RP4-553F4.6)	NA	29	CHMP4B								
DFAM71927V3_1_743_R1_peak_2892	chr11	842198	842981	+	400	NA	promoter-TSS (POLR2L)	NA	-60	POLR2L								
DFAM71927V3_1_743_R1_peak_15612	chr5	138213241	138213709	+	400	NA	promoter-TSS (CDC23)	NA	-132	CDC23								
DFAM71927V3_1_743_R1_peak_16141	chr6	26955953	26957172	+	400	NA	promoter-TSS (GUSBP2)	NA	-8	GUSBP2								
DFAM71927V3_1_743_R1_peak_11861	chr2	207769705	207770313	+	399	NA	promoter-TSS (FZD5)	NA	-590	FZD5								
DFAM71927V3_1_743_R1_peak_6477	chr16	2003831	2004197	+	399	NA	intron (ZNF598, intron 1 of 11)	NA	5807	ZNF598								
DFAM71927V3_1_743_R1_peak_4523	chr12	100573318	100573828	+	399	NA	promoter-TSS (GAS2L3)	NA	-138	GAS2L3								
DFAM71927V3_1_743_R1_peak_13356	chr22	42581864	42582285	+	399	NA	promoter-TSS (RRP7B)	NA	-63	RRP7B								
DFAM71927V3_1_743_R1_peak_19317	chr9	137236514	137236890	+	399	NA	TTS (SLC34A3)	NA	-4557	TUBB4B								
DFAM71927V3_1_743_R1_peak_4592	chr12	109477053	109477802	+	399	NA	promoter-TSS (UBE3B)	NA	17	UBE3B								
DFAM71927V3_1_743_R1_peak_6489	chr16	2155180	2155900	+	398	NA	promoter-TSS (TRAF7)	NA	-165	SNHG19								
DFAM71927V3_1_743_R1_peak_4461	chr12	77065461	77065995	+	398	NA	promoter-TSS (E2F7)	NA	-148	E2F7								
DFAM71927V3_1_743_R1_peak_13473	chr22	50807878	50808271	+	398	NA	Intergenic	NA	20356	LOC102724681								
DFAM71927V3_1_743_R1_peak_17806	chr7	148884225	148885008	+	397	NA	promoter-TSS (EZH2)	NA	-34140	EZH2								
DFAM71927V3_1_743_R1_peak_18879	chr9	98796262	98796747	+	397	NA	promoter-TSS (ANKS6)	NA	3	ANKS6								
DFAM71927V3_1_743_R1_peak_7681	chr17	17591238	17592285	+	397	NA	promoter-TSS (PEMT)	NA	-58	PEMT								
DFAM71927V3_1_743_R1_peak_18847	chr9	95316884	95317953	+	397	NA	promoter-TSS (FANCC)	NA	-164	FANCC								
DFAM71927V3_1_743_R1_peak_9905	chr19	18588264	18590218	+	397	NA	promoter-TSS (C19orf60)	NA	48	C19orf60								
DFAM71927V3_1_743_R1_peak_1856	chr1	230066520	230067340	+	397	NA	promoter-TSS (GALNT2)	NA	-279	GALNT2								
DFAM71927V3_1_743_R1_peak_6028	chr15	63189228	63189930	+	397	NA	promoter-TSS (LOC101928972)	NA	50	RAB8B								
DFAM71927V3_1_743_R1_peak_4324	chr12	56104008	56104564	+	397	NA	promoter-TSS (PA2G4)	NA	-33	PA2G4								
DFAM71927V3_1_743_R1_peak_6854	chr16	30610276	30610708	+	397	NA	promoter-TSS (ZNF689)	NA	-664	ZNF689								
DFAM71927V3_1_743_R1_peak_11266	chr2	73233104	73233639	+	397	NA	promoter-TSS (PRADC1)	NA	-143	PRADC1								
DFAM71927V3_1_743_R1_peak_6395	chr16	96964	97535	+	397	NA	intron (NPRL3, intron 10 of 14)	NA	19079	MPG								
DFAM71927V3_1_743_R1_peak_16874	chr6	139374440	139374930	+	397	NA	promoter-TSS (CITED2)	NA	-35	CITED2								
DFAM71927V3_1_743_R1_peak_652	chr1	37691891	37692555	+	397	NA	promoter-TSS (CDCA8)	NA	-178	CDCA8								
DFAM71927V3_1_743_R1_peak_18777	chr9	83921004	83921871	+	397	NA	promoter-TSS (KIF27)	NA	72	KIF27								
DFAM71927V3_1_743_R1_peak_14241	chr3	143971224	143972393	+	397	NA	promoter-TSS (C3orf58)	NA	-1517	C3orf58								
DFAM71927V3_1_743_R1_peak_6763	chr16	28823374	28824558	+	397	NA	promoter-TSS (ATXN2L)	NA	918	ATXN2L								
DFAM71927V3_1_743_R1_peak_7541	chr17	7239380	7240052	+	397	NA	promoter-TSS (PHF23)	NA	0	PHF23								
DFAM71927V3_1_743_R1_peak_8021	chr17	42154751	42155444	+	397	NA	promoter-TSS (RAB5C)	NA	-53	RAB5C								
DFAM71927V3_1_743_R1_peak_18608	chr9	6080185	6080643	+	397	NA	Intergenic	NA	-64774	RANBP6								
DFAM71927V3_1_743_R1_peak_4986	chr13	30465627	30466370	+	397	NA	promoter-TSS (HMGB1)	NA	-1255	HMGB1								
DFAM71927V3_1_743_R1_peak_14011	chr3	101573658	101574626	+	397	NA	promoter-TSS (PCNP)	NA	-56	PCNP								
DFAM71927V3_1_743_R1_peak_9472	chr19	9827578	9828177	+	397	NA	promoter-TSS (UBL5)	NA	-15	UBL5								
DFAM71927V3_1_743_R1_peak_14984	chr4	133149036	133149423	+	397	NA	promoter-TSS (PCDH10)	NA	-86	PCDH10								
DFAM71927V3_1_743_R1_peak_8898	chr18	35240448	35241257	+	397	NA	promoter-TSS (ZNF397)	NA	-182	ZNF397								
DFAM71927V3_1_743_R1_peak_323	chr1	19311951	19312476	+	396	NA	promoter-TSS (PQLC2)	NA	-67	AKR7A2								
DFAM71927V3_1_743_R1_peak_9598	chr19	12769622	12770014	+	396	NA	intron (HOOK2, intron 11 of 22)	NA	8607	HOOK2								
DFAM71927V3_1_743_R1_peak_13221	chr22	37817649	37817994	+	396	NA	TTS (GCAT)	NA	-5561	GALR3								
DFAM71927V3_1_743_R1_peak_14235	chr3	142723794	142724210	+	396	NA	promoter-TSS (TRPC1)	NA	-563	TRPC1								
DFAM71927V3_1_743_R1_peak_47	chr1	1471255	1472181	+	396	NA	promoter-TSS (ATAD3B)	NA	-41	ATAD3B								
DFAM71927V3_1_743_R1_peak_7874	chr17	35567717	35568248	+	396	NA	Intergenic	NA	-5675	SNORD7								
DFAM71927V3_1_743_R1_peak_17504	chr7	98754767	98755120	+	396	NA	Intergenic	NA	115107	TMEM130								
DFAM71927V3_1_743_R1_peak_12646	chr20	63626680	63627478	+	396	NA	promoter-TSS (LOC100505771)	NA	-61	LOC100505771								
DFAM71927V3_1_743_R1_peak_19039	chr9	126860172	126860796	+	396	NA	promoter-TSS (ZBTB34)	NA	-181	ZBTB34								
DFAM71927V3_1_743_R1_peak_1115	chr1	112715166	112715781	+	396	NA	promoter-TSS (PPM1J)	NA	-145	PPM1J								
DFAM71927V3_1_743_R1_peak_9203	chr19	2384975	2385430	+	396	NA	intron (TMPRSS9, intron 1 of 18)	NA	3695	TMPRSS9								
DFAM71927V3_1_743_R1_peak_630	chr1	36149075	36149827	+	396	NA	promoter-TSS (TRAPPC3)	NA	-6514	MAP7D1								
DFAM71927V3_1_743_R1_peak_4325	chr12	56116327	56116796	+	396	NA	promoter-TSS (RPL41)	NA	-29	RPL41								
DFAM71927V3_1_743_R1_peak_6776	chr16	28984672	28985311	+	396	NA	promoter-TSS (LAT)	NA	-75	LAT								
DFAM71927V3_1_743_R1_peak_12579	chr20	62143138	62143903	+	396	NA	promoter-TSS (SS18L1)	NA	-62	PSMA7								
DFAM71927V3_1_743_R1_peak_2278	chr10	49762131	49762585	+	396	NA	promoter-TSS (OGDHL)	NA	21	OGDHL								
DFAM71927V3_1_743_R1_peak_6379	chr15	100596766	100597188	+	396	NA	intron (LINS, intron 1 of 6)	NA	-5573	ASB7								
DFAM71927V3_1_743_R1_peak_4479	chr12	92145346	92146460	+	396	NA	promoter-TSS (LOC101928617)	NA	-6	BTG1								
DFAM71927V3_1_743_R1_peak_9983	chr19	21836031	21836479	+	396	NA	promoter-TSS (ZNF43)	NA	-47	ZNF43								
DFAM71927V3_1_743_R1_peak_4276	chr12	53727381	53727932	+	396	NA	promoter-TSS (CALCOCO1)	NA	-199	CALCOCO1								
DFAM71927V3_1_743_R1_peak_10609	chr19	50724428	50725186	+	396	NA	intron (CLEC11A, intron 3 of 3)	NA	1459	CLEC11A								
DFAM71927V3_1_743_R1_peak_13864	chr3	51390950	51391487	+	396	NA	promoter-TSS (RBM15B)	NA	-50	RBM15B								
DFAM71927V3_1_743_R1_peak_13767	chr3	48088568	48089569	+	396	NA	exon (MAP4, exon 1 of 23)	NA	204	MAP4								
DFAM71927V3_1_743_R1_peak_5965	chr15	50765163	50765810	+	396	NA	exon (SPPL2A, exon 1 of 14)	NA	227	SPPL2A								
DFAM71927V3_1_743_R1_peak_14217	chr3	141231522	141231979	+	396	NA	promoter-TSS (ACPL2)	NA	-75	ACPL2								
DFAM71927V3_1_743_R1_peak_6294	chr15	89575029	89575652	+	395	NA	promoter-TSS (TICRR)	NA	-247	TICRR								
DFAM71927V3_1_743_R1_peak_8334	chr17	63549733	63550676	+	395	NA	promoter-TSS (DCAF7)	NA	-231	DCAF7								
DFAM71927V3_1_743_R1_peak_6805	chr16	29815784	29816564	+	395	NA	promoter-TSS (PAGR1)	NA	-33	PAGR1								
DFAM71927V3_1_743_R1_peak_1071	chr1	109493853	109494475	+	395	NA	promoter-TSS (CYB561D1)	NA	85	CYB561D1								
DFAM71927V3_1_743_R1_peak_4431	chr12	69239347	69240324	+	395	NA	intron (CPSF6, intron 1 of 9)	NA	298	CPSF6								
DFAM71927V3_1_743_R1_peak_9953	chr19	19865624	19866562	+	395	NA	intron (ZNF253, intron 1 of 3)	NA	188	ZNF253								
DFAM71927V3_1_743_R1_peak_17112	chr7	5478083	5478596	+	395	NA	exon (FBXL18, exon 5 of 5)	NA	17555	MIR589								
DFAM71927V3_1_743_R1_peak_13539	chr3	12556793	12557478	+	395	NA	exon (MKRN2, exon 1 of 8)	NA	121	MKRN2								
DFAM71927V3_1_743_R1_peak_13019	chr22	21632488	21632863	+	395	NA	promoter-TSS (CCDC116)	NA	-122	CCDC116								
DFAM71927V3_1_743_R1_peak_3828	chr11	124953837	124954280	+	395	NA	promoter-TSS (CCDC15)	NA	-63	CCDC15								
DFAM71927V3_1_743_R1_peak_5588	chr14	77616527	77617195	+	395	NA	promoter-TSS (SPTLC2)	NA	-94	SPTLC2								
DFAM71927V3_1_743_R1_peak_16683	chr6	87472697	87473097	+	395	NA	promoter-TSS (SLC35A1)	NA	-28	SLC35A1								
DFAM71927V3_1_743_R1_peak_9863	chr19	18007821	18008305	+	395	NA	promoter-TSS (ARRDC2)	NA	-105	ARRDC2								
DFAM71927V3_1_743_R1_peak_14507	chr4	499012	499399	+	395	NA	promoter-TSS (PIGG)	NA	5	PIGG								
DFAM71927V3_1_743_R1_peak_9675	chr19	13872510	13873493	+	395	NA	Intergenic	NA	-1698	MIR181C								
DFAM71927V3_1_743_R1_peak_17139	chr7	6483881	6484537	+	395	NA	promoter-TSS (KDELR2)	NA	9	KDELR2								
DFAM71927V3_1_743_R1_peak_13821	chr3	49802606	49803873	+	395	NA	promoter-TSS (FAM212A)	NA	-15	FAM212A								
DFAM71927V3_1_743_R1_peak_10993	chr2	27217133	27217591	+	395	NA	promoter-TSS (CAD)	NA	-144	CAD								
DFAM71927V3_1_743_R1_peak_10945	chr2	24490714	24491916	+	394	NA	promoter-TSS (NCOA1)	NA	-73087	NCOA1								
DFAM71927V3_1_743_R1_peak_7242	chr16	85611804	85613613	+	394	NA	promoter-TSS (GSE1)	NA	-12765	GSE1								
DFAM71927V3_1_743_R1_peak_15532	chr5	127517287	127517981	+	394	NA	promoter-TSS (PRRC1)	NA	25	PRRC1								
DFAM71927V3_1_743_R1_peak_15031	chr4	151099180	151099817	+	393	NA	promoter-TSS (RPS3A)	NA	-75	RPS3A								
DFAM71927V3_1_743_R1_peak_16316	chr6	31971840	31972701	+	393	NA	promoter-TSS (DXO)	NA	20	DXO								
DFAM71927V3_1_743_R1_peak_6141	chr15	73994438	73994945	+	393	NA	promoter-TSS (PML)	NA	18	PML								
DFAM71927V3_1_743_R1_peak_12335	chr20	33720110	33720712	+	393	NA	promoter-TSS (PXMP4)	NA	-81	PXMP4								
DFAM71927V3_1_743_R1_peak_9330	chr19	5719918	5720776	+	393	NA	promoter-TSS (LONP1)	NA	-182	LONP1								
DFAM71927V3_1_743_R1_peak_17659	chr7	120950483	120951339	+	393	NA	exon (ING3, exon 1 of 12)	NA	148	ING3								
DFAM71927V3_1_743_R1_peak_6064	chr15	65610995	65611478	+	393	NA	promoter-TSS (VWA9)	NA	53	VWA9								
DFAM71927V3_1_743_R1_peak_13485	chr3	10439	10787	+	393	NA	Intergenic	NA	-1138	LOC102723448								
