PeakID (cmd=annotatePeaks.pl DFAM71927V3_1_748_R1_peaks.narrowPeak genome.fa -gid -gtf genes.gtf -cpu 6)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
DFAM71927V3_1_748_R1_peak_17889	chr3	119468834	119469151	+	376	NA	promoter-TSS (POGLUT1)	NA	54	POGLUT1								
DFAM71927V3_1_748_R1_peak_10599	chr17	57084740	57085469	+	376	NA	promoter-TSS (LOC101927471)	NA	-88	AKAP1								
DFAM71927V3_1_748_R1_peak_18595	chr4	10018918	10019555	+	376	NA	intron (SLC2A9, intron 1 of 10)	NA	2254	SLC2A9								
DFAM71927V3_1_748_R1_peak_10296	chr17	40095968	40096631	+	376	NA	intron (NR1D1, intron 4 of 7)	NA	4426	NR1D1								
DFAM71927V3_1_748_R1_peak_24558	chr9	113410258	113410838	+	376	NA	promoter-TSS (C9orf43)	NA	201	POLE3								
DFAM71927V3_1_748_R1_peak_1863	chr1	174999103	175000067	+	376	NA	promoter-TSS (CACYBP)	NA	-628	CACYBP								
DFAM71927V3_1_748_R1_peak_6757	chr13	98476394	98476863	+	376	NA	intron (STK24, intron 2 of 9)	NA	100523	STK24								
DFAM71927V3_1_748_R1_peak_25043	chrX	1648608	1648873	+	376	NA	Intergenic	NA	53285	ASMT								
DFAM71927V3_1_748_R1_peak_23631	chr8	100720696	100721324	+	376	NA	intron (PABPC1, intron 1 of 14)	NA	1472	PABPC1								
DFAM71927V3_1_748_R1_peak_25612	chrX	154762498	154763138	+	376	NA	promoter-TSS (DKC1)	NA	76	DKC1								
DFAM71927V3_1_748_R1_peak_12788	chr19	41353824	41354230	+	376	NA	promoter-TSS (TGFB1)	NA	-94	TGFB1								
DFAM71927V3_1_748_R1_peak_24896	chr9	134396257	134396679	+	376	NA	intron (RXRA, intron 1 of 9)	NA	17057	MIR4669								
DFAM71927V3_1_748_R1_peak_16107	chr21	33229781	33230066	+	376	NA	promoter-TSS (IFNAR2)	NA	28	IFNAR2								
DFAM71927V3_1_748_R1_peak_13289	chr19	57746630	57746925	+	376	NA	promoter-TSS (ZNF776)	NA	-19	ZNF776								
DFAM71927V3_1_748_R1_peak_16026	chr21	5128381	5128626	+	376	NA	promoter-TSS (LOC102724023)	NA	-51	LOC102724023								
DFAM71927V3_1_748_R1_peak_7606	chr15	28919231	28919533	+	376	NA	promoter-TSS (APBA2)	NA	15	APBA2								
DFAM71927V3_1_748_R1_peak_6813	chr13	102846487	102846867	+	376	NA	intron (ERCC5, intron 1 of 14)	NA	836	ERCC5								
DFAM71927V3_1_748_R1_peak_10318	chr17	40560288	40560663	+	376	NA	intron (CCR7, intron 1 of 2)	NA	5009	CCR7								
DFAM71927V3_1_748_R1_peak_8092	chr15	73240911	73241228	+	376	NA	intron (NEO1, intron 9 of 28)	NA	128195	HCN4								
DFAM71927V3_1_748_R1_peak_24160	chr9	34637795	34638231	+	376	NA	promoter-TSS (SIGMAR1)	NA	-187	SIGMAR1								
DFAM71927V3_1_748_R1_peak_5719	chr12	65169384	65169704	+	376	NA	promoter-TSS (LEMD3)	NA	-27	LEMD3								
DFAM71927V3_1_748_R1_peak_13132	chr19	52048649	52049044	+	376	NA	promoter-TSS (ZNF432)	NA	-26	ZNF432								
DFAM71927V3_1_748_R1_peak_21626	chr6	132814292	132814685	+	376	NA	promoter-TSS (RPS12)	NA	-81	RPS12								
DFAM71927V3_1_748_R1_peak_1973	chr1	198159015	198159401	+	375	NA	intron (NEK7, intron 1 of 9)	NA	2230	NEK7								
DFAM71927V3_1_748_R1_peak_14340	chr2	117814405	117814883	+	375	NA	promoter-TSS (DDX18)	NA	-35	DDX18								
DFAM71927V3_1_748_R1_peak_1483	chr1	150486993	150487460	+	375	NA	promoter-TSS (TARS2)	NA	-175	TARS2								
DFAM71927V3_1_748_R1_peak_8333	chr15	89893871	89894169	+	375	NA	exon (AP3S2, exon 1 of 7)	NA	365	AP3S2								
DFAM71927V3_1_748_R1_peak_14479	chr2	136202111	136202445	+	374	NA	Intergenic	NA	-84123	CXCR4								
DFAM71927V3_1_748_R1_peak_17409	chr3	45676966	45677252	+	374	NA	exon (LIMD1, exon 8 of 8)	NA	11773	LIMD1-AS1								
DFAM71927V3_1_748_R1_peak_8884	chr16	23847985	23848344	+	374	NA	intron (PRKCB, intron 2 of 16)	NA	12185	PRKCB								
DFAM71927V3_1_748_R1_peak_2601	chr10	6144666	6145142	+	374	NA	promoter-TSS (PFKFB3)	NA	24	PFKFB3								
DFAM71927V3_1_748_R1_peak_2664	chr10	11611441	11611789	+	374	NA	promoter-TSS (USP6NL)	NA	65	USP6NL								
DFAM71927V3_1_748_R1_peak_22640	chr7	102431770	102432083	+	373	NA	Intergenic	NA	-1604	ORAI2								
DFAM71927V3_1_748_R1_peak_12866	chr19	44002782	44003124	+	373	NA	promoter-TSS (RP11-15A1.7)	NA	28	ZNF230								
DFAM71927V3_1_748_R1_peak_9009	chr16	30382435	30382929	+	373	NA	intron (SEPT1, intron 1 of 11)	NA	168	SEPT1								
DFAM71927V3_1_748_R1_peak_10268	chr17	39238612	39238984	+	373	NA	intron (LOC101929578, intron 3 of 8)	NA	1011	LOC101929578								
DFAM71927V3_1_748_R1_peak_4724	chr11	108222543	108223200	+	373	NA	promoter-TSS (ATM)	NA	-157	ATM								
DFAM71927V3_1_748_R1_peak_20787	chr6	27146669	27147221	+	373	NA	promoter-TSS (HIST1H2BK)	NA	-87	HIST1H2BK								
DFAM71927V3_1_748_R1_peak_10161	chr17	32444219	32444598	+	373	NA	promoter-TSS (PSMD11)	NA	-55	PSMD11								
DFAM71927V3_1_748_R1_peak_1088	chr1	76154743	76155052	+	373	NA	intron (ST6GALNAC3, intron 1 of 3)	NA	80193	ST6GALNAC3								
DFAM71927V3_1_748_R1_peak_9494	chr16	85615851	85616201	+	373	NA	intron (GSE1, intron 1 of 14)	NA	-9447	GSE1								
DFAM71927V3_1_748_R1_peak_9390	chr16	75566214	75566506	+	373	NA	promoter-TSS (GABARAPL2)	NA	9	GABARAPL2								
DFAM71927V3_1_748_R1_peak_612	chr1	30743659	30744000	+	373	NA	intron (LAPTM5, intron 1 of 7)	NA	-4650	MIR4420								
DFAM71927V3_1_748_R1_peak_6700	chr13	75326684	75327236	+	373	NA	intron (TBC1D4, intron 8 of 19)	NA	-86579	CTAGE11P								
DFAM71927V3_1_748_R1_peak_18181	chr3	158644337	158644801	+	373	NA	promoter-TSS (GFM1)	NA	41	GFM1								
DFAM71927V3_1_748_R1_peak_19033	chr4	108650347	108650934	+	373	NA	promoter-TSS (OSTC)	NA	55	OSTC								
DFAM71927V3_1_748_R1_peak_19267	chr4	176319714	176320060	+	372	NA	promoter-TSS (SPCS3)	NA	-52	SPCS3								
DFAM71927V3_1_748_R1_peak_3825	chr11	3797221	3797995	+	372	NA	promoter-TSS (PGAP2)	NA	146	NUP98								
DFAM71927V3_1_748_R1_peak_14177	chr2	98771702	98772215	+	372	NA	exon (LOC101927070, exon 2 of 3)	NA	278	LOC101927070								
DFAM71927V3_1_748_R1_peak_11889	chr19	4638951	4639675	+	371	NA	promoter-TSS (TNFAIP8L1)	NA	-704	TNFAIP8L1								
DFAM71927V3_1_748_R1_peak_21122	chr6	37432929	37433313	+	371	NA	promoter-TSS (CMTR1)	NA	-17	CMTR1								
DFAM71927V3_1_748_R1_peak_14258	chr2	106194231	106194564	+	371	NA	promoter-TSS (UXS1)	NA	-58	UXS1								
DFAM71927V3_1_748_R1_peak_12665	chr19	36916127	36916567	+	371	NA	promoter-TSS (ZNF829)	NA	18	ZNF568								
DFAM71927V3_1_748_R1_peak_922	chr1	47179100	47179515	+	371	NA	promoter-TSS (LINC00853)	NA	57	LINC00853								
DFAM71927V3_1_748_R1_peak_5819	chr12	88035273	88035707	+	371	NA	promoter-TSS (C12orf29)	NA	-1	C12orf29								
DFAM71927V3_1_748_R1_peak_4521	chr11	71928231	71929161	+	371	NA	promoter-TSS (RNF121)	NA	-5	RNF121								
DFAM71927V3_1_748_R1_peak_5503	chr12	51368873	51369266	+	371	NA	intron (GALNT6, intron 4 of 11)	NA	22347	GALNT6								
DFAM71927V3_1_748_R1_peak_18038	chr3	132722488	132723065	+	371	NA	promoter-TSS (NPHP3-ACAD11)	NA	-317	NPHP3								
DFAM71927V3_1_748_R1_peak_3056	chr10	68550831	68551103	+	370	NA	Intergenic	NA	-9393	TET1								
DFAM71927V3_1_748_R1_peak_5157	chr12	6951152	6951518	+	370	NA	promoter-TSS (PTPN6)	NA	4758	PTPN6								
DFAM71927V3_1_748_R1_peak_9846	chr17	7835013	7835796	+	370	NA	promoter-TSS (KDM6B)	NA	-4513	KDM6B								
DFAM71927V3_1_748_R1_peak_9697	chr17	2400541	2401809	+	370	NA	promoter-TSS (MNT)	NA	-211	MNT								
DFAM71927V3_1_748_R1_peak_16126	chr21	33948722	33949035	+	370	NA	promoter-TSS (LOC400863)	NA	-48	LOC400863								
DFAM71927V3_1_748_R1_peak_6347	chr12	132872874	132873198	+	370	NA	intron (CHFR, intron 3 of 17)	NA	14582	CHFR								
DFAM71927V3_1_748_R1_peak_7994	chr15	66356610	66356998	+	370	NA	promoter-TSS (TIPIN)	NA	-102	TIPIN								
DFAM71927V3_1_748_R1_peak_5429	chr12	48157257	48157848	+	370	NA	promoter-TSS (ASB8)	NA	42	ASB8								
DFAM71927V3_1_748_R1_peak_8025	chr15	68054147	68054908	+	369	NA	promoter-TSS (PIAS1)	NA	293	PIAS1								
DFAM71927V3_1_748_R1_peak_23758	chr8	124564533	124565026	+	368	NA	intron (MTSS1, intron 10 of 13)	NA	25677	NDUFB9								
DFAM71927V3_1_748_R1_peak_23106	chr8	2195469	2195770	+	368	NA	Intergenic	NA	119030	MIR7160								
DFAM71927V3_1_748_R1_peak_4563	chr11	73787758	73788220	+	368	NA	exon (MRPL48, exon 1 of 8)	NA	117	MRPL48								
DFAM71927V3_1_748_R1_peak_4638	chr11	83156570	83157486	+	367	NA	promoter-TSS (PCF11)	NA	-67	PCF11								
DFAM71927V3_1_748_R1_peak_561	chr1	27632920	27633296	+	367	NA	intron (FGR, intron 1 of 12)	NA	-6513	FGR								
DFAM71927V3_1_748_R1_peak_23266	chr8	25458341	25459084	+	367	NA	promoter-TSS (CDCA2)	NA	-47	CDCA2								
DFAM71927V3_1_748_R1_peak_21888	chr6	169701817	169702236	+	367	NA	promoter-TSS (WDR27)	NA	37	WDR27								
DFAM71927V3_1_748_R1_peak_9186	chr16	57592686	57593131	+	367	NA	Intergenic	NA	50219	GPR114								
DFAM71927V3_1_748_R1_peak_19530	chr5	43120785	43121646	+	367	NA	promoter-TSS (ZNF131)	NA	332	ZNF131								
DFAM71927V3_1_748_R1_peak_15399	chr20	17968617	17969156	+	367	NA	promoter-TSS (MGME1)	NA	-92	SNX5								
DFAM71927V3_1_748_R1_peak_4449	chr11	67288216	67288662	+	367	NA	promoter-TSS (ANKRD13D)	NA	-909	ANKRD13D								
DFAM71927V3_1_748_R1_peak_3942	chr11	17077586	17077891	+	367	NA	promoter-TSS (RPS13)	NA	-65	RPS13								
DFAM71927V3_1_748_R1_peak_20498	chr6	5174282	5174576	+	367	NA	intron (LYRM4, intron 2 of 3)	NA	-26121	MIR3691								
DFAM71927V3_1_748_R1_peak_10294	chr17	39980433	39980946	+	367	NA	promoter-TSS (PSMD3)	NA	-79	PSMD3								
DFAM71927V3_1_748_R1_peak_5911	chr12	102061851	102062272	+	367	NA	promoter-TSS (CCDC53)	NA	-18	CCDC53								
DFAM71927V3_1_748_R1_peak_2593	chr10	5889674	5890318	+	367	NA	promoter-TSS (ANKRD16)	NA	-99	ANKRD16								
DFAM71927V3_1_748_R1_peak_4236	chr11	62880628	62880916	+	367	NA	promoter-TSS (SLC3A2)	NA	24760	SLC3A2								
DFAM71927V3_1_748_R1_peak_11088	chr17	80679045	80679457	+	367	NA	intron (RPTOR, intron 3 of 29)	NA	126381	RP11-28G8.1								
DFAM71927V3_1_748_R1_peak_3560	chr10	118698397	118698806	+	367	NA	intron (CACUL1, intron 3 of 7)	NA	27779	CACUL1								
DFAM71927V3_1_748_R1_peak_17461	chr3	47513301	47513628	+	367	NA	promoter-TSS (ELP6)	NA	-122	ELP6								
DFAM71927V3_1_748_R1_peak_22302	chr7	45768845	45769194	+	367	NA	promoter-TSS (LOC101930567)	NA	-1	SEPT7P2								
DFAM71927V3_1_748_R1_peak_8094	chr15	73697098	73697375	+	366	NA	intron (CD276, intron 1 of 9)	NA	12700	CD276								
DFAM71927V3_1_748_R1_peak_9477	chr16	85334770	85335170	+	366	NA	intron (GSE1, intron 1 of 15)	NA	-23065	LOC101928502								
DFAM71927V3_1_748_R1_peak_3498	chr10	110497559	110497949	+	366	NA	promoter-TSS (DUSP5)	NA	-113	DUSP5								
DFAM71927V3_1_748_R1_peak_6969	chr14	24442374	24443122	+	365	NA	promoter-TSS (SDR39U1)	NA	53	SDR39U1								
DFAM71927V3_1_748_R1_peak_21968	chr7	2354436	2355006	+	365	NA	promoter-TSS (EIF3B)	NA	-118	EIF3B								
DFAM71927V3_1_748_R1_peak_17778	chr3	100260660	100261136	+	365	NA	promoter-TSS (TBC1D23)	NA	81	TBC1D23								
DFAM71927V3_1_748_R1_peak_14176	chr2	98758144	98758468	+	365	NA	Intergenic	NA	13930	LOC101927070								
DFAM71927V3_1_748_R1_peak_23134	chr8	8942617	8942906	+	365	NA	Intergenic	NA	-49140	MFHAS1								
DFAM71927V3_1_748_R1_peak_20924	chr6	31702831	31703548	+	365	NA	promoter-TSS (ABHD16A)	NA	-116	ABHD16A								
DFAM71927V3_1_748_R1_peak_4019	chr11	36510109	36510398	+	364	NA	promoter-TSS (TRAF6)	NA	60	TRAF6								
DFAM71927V3_1_748_R1_peak_7476	chr14	100192841	100193346	+	364	NA	Intergenic	NA	-26254	DEGS2								
DFAM71927V3_1_748_R1_peak_24980	chr9	137618331	137619028	+	364	NA	promoter-TSS (EHMT1)	NA	177	C9orf37								
DFAM71927V3_1_748_R1_peak_25371	chrX	81201771	81202127	+	364	NA	promoter-TSS (HMGN5)	NA	-7	HMGN5								
DFAM71927V3_1_748_R1_peak_25106	chrX	15335361	15335900	+	364	NA	promoter-TSS (PIGA)	NA	-76	PIGA								
DFAM71927V3_1_748_R1_peak_25380	chrX	101407803	101408563	+	364	NA	promoter-TSS (HNRNPH2)	NA	50	HNRNPH2								
DFAM71927V3_1_748_R1_peak_17105	chr3	12967726	12968018	+	364	NA	promoter-TSS (IQSEC1)	NA	105245	IQSEC1								
DFAM71927V3_1_748_R1_peak_20110	chr5	141638119	141638448	+	364	NA	TTS (LOC102724138)	NA	1333	RELL2								
DFAM71927V3_1_748_R1_peak_4966	chr11	128928451	128928716	+	364	NA	Intergenic	NA	14816	TP53AIP1								
DFAM71927V3_1_748_R1_peak_25576	chrX	153967626	153967953	+	364	NA	intron (HCFC1, intron 1 of 25)	NA	4044	HCFC1								
DFAM71927V3_1_748_R1_peak_16736	chr22	37818716	37818987	+	364	NA	Intergenic	NA	-4531	GALR3								
DFAM71927V3_1_748_R1_peak_25240	chrX	47836602	47837034	+	364	NA	promoter-TSS (ZNF81)	NA	-31	LOC441493								
DFAM71927V3_1_748_R1_peak_25	chr1	1307848	1308272	+	364	NA	promoter-TSS (ACAP3)	NA	-522	PUSL1								
DFAM71927V3_1_748_R1_peak_4411	chr11	66326457	66326776	+	364	NA	Intergenic	NA	-9572	CD248								
DFAM71927V3_1_748_R1_peak_22661	chr7	104983767	104984120	+	363	NA	exon (LINC01004, exon 1 of 1)	NA	7222	LINC01004								
DFAM71927V3_1_748_R1_peak_8829	chr16	19067274	19067874	+	363	NA	promoter-TSS (COQ7)	NA	-21	COQ7								
DFAM71927V3_1_748_R1_peak_516	chr1	26545594	26546026	+	363	NA	promoter-TSS (RPS6KA1)	NA	-8764	MIR1976								
DFAM71927V3_1_748_R1_peak_3811	chr11	2902052	2902429	+	363	NA	promoter-TSS (SLC22A18)	NA	1705	SLC22A18AS								
DFAM71927V3_1_748_R1_peak_13001	chr19	48255558	48256094	+	363	NA	promoter-TSS (CARD8)	NA	151	LOC100505812								
DFAM71927V3_1_748_R1_peak_10154	chr17	32066979	32067395	+	363	NA	Intergenic	NA	21769	LOC102724625								
DFAM71927V3_1_748_R1_peak_11512	chr18	54269167	54269772	+	363	NA	promoter-TSS (POLI)	NA	-258	POLI								
DFAM71927V3_1_748_R1_peak_19140	chr4	143184576	143185184	+	363	NA	promoter-TSS (USP38)	NA	-37	USP38								
DFAM71927V3_1_748_R1_peak_4461	chr11	67428221	67428548	+	363	NA	promoter-TSS (RPS6KB2)	NA	-110	RPS6KB2								
DFAM71927V3_1_748_R1_peak_16082	chr21	31397954	31398367	+	363	NA	intron (TIAM1, intron 2 of 28)	NA	-53903	TIAM1								
DFAM71927V3_1_748_R1_peak_19230	chr4	165112276	165112797	+	363	NA	intron (TMEM192, intron 1 of 5)	NA	336	TMEM192								
DFAM71927V3_1_748_R1_peak_22062	chr7	6706838	6707206	+	363	NA	promoter-TSS (ZNF12)	NA	-81	LOC102723953								
DFAM71927V3_1_748_R1_peak_7281	chr14	73026996	73027369	+	363	NA	promoter-TSS (ZFYVE1)	NA	-31331	RBM25								
DFAM71927V3_1_748_R1_peak_4734	chr11	110429830	110430208	+	363	NA	promoter-TSS (FDX1)	NA	82	FDX1								
DFAM71927V3_1_748_R1_peak_21680	chr6	139161254	139161516	+	363	NA	intron (HECA, intron 1 of 3)	NA	26273	HECA								
DFAM71927V3_1_748_R1_peak_1640	chr1	156445932	156446238	+	363	NA	intron (C1orf61, intron 1 of 5)	NA	10506	C1orf61								
DFAM71927V3_1_748_R1_peak_11462	chr18	46250460	46250767	+	363	NA	intron (C18orf25, intron 3 of 4)	NA	76591	C18orf25								
DFAM71927V3_1_748_R1_peak_251	chr1	11980033	11980582	+	363	NA	promoter-TSS (MFN2)	NA	-139	MFN2								
DFAM71927V3_1_748_R1_peak_15398	chr20	17966184	17966507	+	363	NA	intron (SNX5, intron 1 of 12)	NA	2449	SNX5								
DFAM71927V3_1_748_R1_peak_7076	chr14	52706759	52707293	+	363	NA	promoter-TSS (PSMC6)	NA	-150	PSMC6								
DFAM71927V3_1_748_R1_peak_20256	chr5	159263001	159263402	+	363	NA	exon (UBLCP1, exon 1 of 11)	NA	120	UBLCP1								
DFAM71927V3_1_748_R1_peak_4932	chr11	126480723	126481044	+	363	NA	intron (KIRREL3, intron 4 of 13)	NA	125238	ST3GAL4								
DFAM71927V3_1_748_R1_peak_9027	chr16	30609880	30610675	+	363	NA	promoter-TSS (ZNF689)	NA	-449	ZNF689								
DFAM71927V3_1_748_R1_peak_5420	chr12	47819946	47820407	+	362	NA	promoter-TSS (HDAC7)	NA	240	HDAC7								
DFAM71927V3_1_748_R1_peak_7731	chr15	41661767	41662196	+	362	NA	intron (MGA, intron 1 of 23)	NA	-29604	MIR626								
DFAM71927V3_1_748_R1_peak_16966	chr22	48098226	48098929	+	362	NA	Intergenic	NA	-175787	MIR3201								
DFAM71927V3_1_748_R1_peak_18544	chr4	3955270	3955786	+	362	NA	promoter-TSS (FAM86EP)	NA	-107	FAM86EP								
DFAM71927V3_1_748_R1_peak_6620	chr13	48653725	48654000	+	361	NA	Intergenic	NA	-52953	CYSLTR2								
DFAM71927V3_1_748_R1_peak_13982	chr2	73828493	73829537	+	361	NA	promoter-TSS (STAMBP)	NA	25	STAMBP								
DFAM71927V3_1_748_R1_peak_10915	chr17	75855269	75855904	+	361	NA	promoter-TSS (WBP2)	NA	-166	WBP2								
DFAM71927V3_1_748_R1_peak_13135	chr19	52139748	52140164	+	361	NA	promoter-TSS (ZNF616)	NA	-1131	ZNF616								
DFAM71927V3_1_748_R1_peak_19364	chr5	997214	997463	+	360	NA	promoter-TSS (LOC100506688)	NA	2	LOC100506688								
DFAM71927V3_1_748_R1_peak_4283	chr11	64305979	64306363	+	360	NA	promoter-TSS (ESRRA)	NA	643	ESRRA								
DFAM71927V3_1_748_R1_peak_25466	chrX	129771382	129771677	+	360	NA	Intergenic	NA	-8387	SASH3								
DFAM71927V3_1_748_R1_peak_25101	chrX	13652835	13653541	+	360	NA	promoter-TSS (TCEANC)	NA	0	TCEANC								
DFAM71927V3_1_748_R1_peak_5333	chr12	30695711	30696125	+	360	NA	promoter-TSS (IPO8)	NA	77	IPO8								
DFAM71927V3_1_748_R1_peak_3474	chr10	103918098	103918540	+	360	NA	promoter-TSS (OBFC1)	NA	-32	OBFC1								
DFAM71927V3_1_748_R1_peak_24118	chr9	26946826	26947661	+	359	NA	promoter-TSS (IFT74)	NA	227	PLAA								
DFAM71927V3_1_748_R1_peak_20120	chr5	141968817	141969614	+	359	NA	promoter-TSS (RNF14)	NA	30	RNF14								
DFAM71927V3_1_748_R1_peak_9041	chr16	30844764	30845187	+	359	NA	intron (BCL7C, intron 5 of 5)	NA	30343	MIR4519								
DFAM71927V3_1_748_R1_peak_9897	chr17	10115149	10115581	+	359	NA	intron (GAS7, intron 1 of 13)	NA	-55549	GAS7								
DFAM71927V3_1_748_R1_peak_16858	chr22	41666385	41667081	+	359	NA	Intergenic	NA	22176	NHP2L1								
DFAM71927V3_1_748_R1_peak_11177	chr17	82317460	82317798	+	359	NA	promoter-TSS (CD7)	NA	-25	CD7								
DFAM71927V3_1_748_R1_peak_2084	chr1	206012122	206012463	+	359	NA	intron (CTSE, intron 7 of 7)	NA	-8826	RAB7B								
DFAM71927V3_1_748_R1_peak_131	chr1	5992414	5992815	+	359	NA	promoter-TSS (KCNAB2)	NA	-1166	NPHP4								
DFAM71927V3_1_748_R1_peak_11863	chr19	4007098	4007801	+	359	NA	promoter-TSS (PIAS4)	NA	-302	PIAS4								
DFAM71927V3_1_748_R1_peak_409	chr1	23559476	23559823	+	359	NA	exon (ID3, exon 1 of 3)	NA	145	ID3								
DFAM71927V3_1_748_R1_peak_3139	chr10	72297149	72297642	+	359	NA	Intergenic	NA	23476	DDIT4								
DFAM71927V3_1_748_R1_peak_4319	chr11	64878572	64879343	+	359	NA	promoter-TSS (EHD1)	NA	-189	EHD1								
DFAM71927V3_1_748_R1_peak_12510	chr19	21505379	21505756	+	359	NA	promoter-TSS (ZNF429)	NA	-68	ZNF429								
DFAM71927V3_1_748_R1_peak_6026	chr12	111841649	111842300	+	359	NA	promoter-TSS (MAPKAPK5)	NA	-225	MAPKAPK5								
DFAM71927V3_1_748_R1_peak_7164	chr14	64387858	64388330	+	359	NA	promoter-TSS (MTHFD1)	NA	53	MTHFD1								
DFAM71927V3_1_748_R1_peak_23981	chr8	144291244	144291749	+	359	NA	promoter-TSS (HSF1)	NA	-58	BOP1								
DFAM71927V3_1_748_R1_peak_20109	chr5	141636784	141637047	+	359	NA	promoter-TSS (RELL2)	NA	-35	RELL2								
DFAM71927V3_1_748_R1_peak_9198	chr16	58024567	58025209	+	359	NA	promoter-TSS (MMP15)	NA	-490	MMP15								
DFAM71927V3_1_748_R1_peak_19698	chr5	76774564	76774836	+	359	NA	Intergenic	NA	-44308	F2RL1								
DFAM71927V3_1_748_R1_peak_3018	chr10	61765640	61766177	+	359	NA	intron (C10orf107, intron 7 of 7)	NA	102947	C10orf107								
DFAM71927V3_1_748_R1_peak_24785	chr9	129802983	129803281	+	359	NA	promoter-TSS (TOR1B)	NA	-17	TOR1B								
DFAM71927V3_1_748_R1_peak_861	chr1	43358682	43359118	+	359	NA	promoter-TSS (CDC20)	NA	-55	CDC20								
DFAM71927V3_1_748_R1_peak_3392	chr10	100286453	100286811	+	359	NA	promoter-TSS (BLOC1S2)	NA	-254	BLOC1S2								
DFAM71927V3_1_748_R1_peak_6	chr1	1013258	1013618	+	359	NA	promoter-TSS (ISG15)	NA	-29	ISG15								
DFAM71927V3_1_748_R1_peak_23016	chr7	155205322	155205942	+	359	NA	Intergenic	NA	-57810	LOC102723715								
DFAM71927V3_1_748_R1_peak_14857	chr2	202911989	202912364	+	359	NA	promoter-TSS (CARF)	NA	50	WDR12								
DFAM71927V3_1_748_R1_peak_11051	chr17	78979862	78980285	+	359	NA	promoter-TSS (LGALS3BP)	NA	-94	LGALS3BP								
DFAM71927V3_1_748_R1_peak_972	chr1	53325998	53327201	+	359	NA	intron (LRP8, intron 2 of 18)	NA	1455	LRP8								
DFAM71927V3_1_748_R1_peak_17652	chr3	56916311	56916616	+	359	NA	promoter-TSS (ARHGEF3)	NA	-23577	ARHGEF3-AS1								
DFAM71927V3_1_748_R1_peak_9928	chr17	15684172	15684480	+	359	NA	Intergenic	NA	-1447	TRIM16								
DFAM71927V3_1_748_R1_peak_21836	chr6	159726855	159727214	+	358	NA	promoter-TSS (WTAP)	NA	-466	WTAP								
DFAM71927V3_1_748_R1_peak_8296	chr15	85689701	85690073	+	358	NA	intron (AKAP13, intron 18 of 38)	NA	66743	RP11-158M2.5								
DFAM71927V3_1_748_R1_peak_23392	chr8	42171689	42171996	+	357	NA	TTS (AP3M2)	NA	18896	AP3M2								
DFAM71927V3_1_748_R1_peak_2710	chr10	14837983	14838362	+	357	NA	promoter-TSS (CDNF)	NA	12	HSPA14								
DFAM71927V3_1_748_R1_peak_20771	chr6	26440292	26440631	+	357	NA	promoter-TSS (BTN3A3)	NA	-11	BTN3A3								
DFAM71927V3_1_748_R1_peak_2969	chr10	48656297	48656674	+	357	NA	promoter-TSS (ARHGAP22)	NA	-28988	WDFY4								
DFAM71927V3_1_748_R1_peak_18903	chr4	83012816	83013348	+	357	NA	promoter-TSS (LIN54)	NA	-1033	LIN54								
DFAM71927V3_1_748_R1_peak_3310	chr10	92048116	92048384	+	357	NA	TTS (CPEB3)	NA	124271	BTAF1								
DFAM71927V3_1_748_R1_peak_25562	chrX	153470224	153471046	+	357	NA	promoter-TSS (HAUS7)	NA	-24148	TREX2								
DFAM71927V3_1_748_R1_peak_13829	chr2	60468626	60468915	+	357	NA	exon (BCL11A, exon 3 of 5)	NA	58925	LOC102724155								
DFAM71927V3_1_748_R1_peak_11130	chr17	81514379	81515075	+	357	NA	intron (FSCN2, intron 1 of 5)	NA	-1837	ACTG1								
DFAM71927V3_1_748_R1_peak_1249	chr1	108962677	108963023	+	356	NA	intron (CLCC1, intron 1 of 11)	NA	-12402	CLCC1								
DFAM71927V3_1_748_R1_peak_9103	chr16	48318748	48319243	+	356	NA	intron (LONP2, intron 10 of 13)	NA	-36690	LOC100507577								
DFAM71927V3_1_748_R1_peak_21173	chr6	41440118	41440366	+	356	NA	Intergenic	NA	-57161	LOC100505711								
DFAM71927V3_1_748_R1_peak_20527	chr6	6003962	6004261	+	356	NA	promoter-TSS (NRN1)	NA	-77	NRN1								
DFAM71927V3_1_748_R1_peak_9454	chr16	84553980	84554308	+	356	NA	Intergenic	NA	-49384	TLDC1								
DFAM71927V3_1_748_R1_peak_11077	chr17	80261448	80261814	+	356	NA	intron (RNF213, intron 1 of 68)	NA	787	RNF213								
DFAM71927V3_1_748_R1_peak_4176	chr11	61336200	61336499	+	356	NA	exon (DAK, exon 1 of 17)	NA	3128	DAK								
DFAM71927V3_1_748_R1_peak_4339	chr11	65181716	65182081	+	356	NA	promoter-TSS (CAPN1)	NA	-561	LOC728975								
DFAM71927V3_1_748_R1_peak_18758	chr4	48341140	48341610	+	356	NA	promoter-TSS (SLAIN2)	NA	-221	SLAIN2								
DFAM71927V3_1_748_R1_peak_9857	chr17	7989985	7990502	+	356	NA	Intergenic	NA	-12427	GUCY2D								
DFAM71927V3_1_748_R1_peak_8082	chr15	72272612	72273055	+	356	NA	promoter-TSS (PARP6)	NA	-1561	PARP6								
