PeakID (cmd=annotatePeaks.pl DFAM71927V3_1_745_R1_peaks.narrowPeak genome.fa -gid -gtf genes.gtf -cpu 6)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
DFAM71927V3_1_745_R1_peak_85	chr10	24623052	24623303	+	163	NA	intron (ARHGAP21, intron 7 of 25)	NA	-65652	LOC101928997								
DFAM71927V3_1_745_R1_peak_775	chr7	102396144	102396252	+	163	NA	promoter-TSS (PRKRIP1)	NA	-159	PRKRIP1								
DFAM71927V3_1_745_R1_peak_242	chr15	41426671	41426733	+	163	NA	intron (RTF1, intron 1 of 17)	NA	9598	RTF1								
DFAM71927V3_1_745_R1_peak_122	chr11	175538	175593	+	163	NA	Intergenic	NA	-2056	LOC101930129								
DFAM71927V3_1_745_R1_peak_431	chr2	126142400	126142456	+	161	NA	Intergenic	NA	-540389	GYPC								
DFAM71927V3_1_745_R1_peak_873	chrUn_KI270466v1	705	776	+	160	NA	NA	NA	NA	NA								
DFAM71927V3_1_745_R1_peak_144	chr11	101661313	101661368	+	160	NA	Intergenic	NA	-77384	TRPC6								
DFAM71927V3_1_745_R1_peak_538	chr3	11232333	11232395	+	159	NA	intron (HRH1, intron 1 of 1)	NA	-20335	HRH1								
DFAM71927V3_1_745_R1_peak_279	chr16	46387258	46387309	+	158	NA	Intergenic	NA	181814	ANKRD26P1								
DFAM71927V3_1_745_R1_peak_872	chrUn_KI270466v1	440	556	+	157	NA	NA	NA	NA	NA								
DFAM71927V3_1_745_R1_peak_421	chr2	88919824	88919903	+	156	NA	intron (LOC101928457, intron 1 of 2)	NA	58636	LOC101928457								
DFAM71927V3_1_745_R1_peak_339	chr17	80263396	80263671	+	156	NA	intron (RNF213, intron 1 of 68)	NA	2662	RNF213								
DFAM71927V3_1_745_R1_peak_920	chrX	112334146	112334196	+	156	NA	intron (ZCCHC16, intron 2 of 2)	NA	251146	ZCCHC16								
DFAM71927V3_1_745_R1_peak_878	chrUn_KI270467v1	2720	3521	+	156	NA	NA	NA	NA	NA								
DFAM71927V3_1_745_R1_peak_298	chr17	113129	113180	+	156	NA	Intergenic	NA	-24417	LOC653486								
DFAM71927V3_1_745_R1_peak_33	chr1	104897952	104898001	+	154	NA	Intergenic	NA	708000	RP11-251P6.1								
DFAM71927V3_1_745_R1_peak_267	chr16	34574251	34574309	+	154	NA	Intergenic	NA	142288	LOC102724523								
DFAM71927V3_1_745_R1_peak_96	chr10	56079997	56080061	+	153	NA	Intergenic	NA	281273	ZWINT								
DFAM71927V3_1_745_R1_peak_585	chr4	3301882	3302209	+	152	NA	intron (RGS12, intron 1 of 17)	NA	9067	RGS12								
DFAM71927V3_1_745_R1_peak_270	chr16	34582210	34582296	+	151	NA	Intergenic	NA	150261	LOC102724523								
DFAM71927V3_1_745_R1_peak_893	chrX	2366154	2366215	+	149	NA	intron (DHRSX, intron 3 of 6)	NA	37456	LOC101928070								
DFAM71927V3_1_745_R1_peak_922	chrX	123737226	123737283	+	149	NA	Intergenic	NA	-4200	THOC2								
DFAM71927V3_1_745_R1_peak_281	chr16	46388638	46388788	+	149	NA	Intergenic	NA	180384	ANKRD26P1								
DFAM71927V3_1_745_R1_peak_845	chr9	134924895	134924954	+	149	NA	Intergenic	NA	-6921	FCN1								
DFAM71927V3_1_745_R1_peak_612	chr4	49711506	49711690	+	148	NA	Intergenic	NA	-222274	LOC101060532								
DFAM71927V3_1_745_R1_peak_711	chr6	43383817	43383959	+	148	NA	Intergenic	NA	-14445	ZNF318								
DFAM71927V3_1_745_R1_peak_734	chr6	133983571	133983641	+	147	NA	intron (TBPL1, intron 4 of 6)	NA	30443	TBPL1								
DFAM71927V3_1_745_R1_peak_241	chr15	40904106	40904371	+	147	NA	TTS (VPS18)	NA	9808	VPS18								
DFAM71927V3_1_745_R1_peak_18	chr1	48219215	48219263	+	147	NA	Intergenic	NA	-3446	SLC5A9								
DFAM71927V3_1_745_R1_peak_908	chrX	53908970	53909021	+	146	NA	Intergenic	NA	136254	PHF8								
DFAM71927V3_1_745_R1_peak_929	chrX	151562848	151562905	+	146	NA	promoter-TSS (PASD1)	NA	-659	PASD1								
DFAM71927V3_1_745_R1_peak_100	chr10	65506387	65506436	+	146	NA	Intergenic	NA	-66557	LOC101928913								
DFAM71927V3_1_745_R1_peak_608	chr4	49709412	49709554	+	146	NA	Intergenic	NA	-220159	LOC101060532								
DFAM71927V3_1_745_R1_peak_764	chr7	53905574	53905627	+	146	NA	Intergenic	NA	-93669	FLJ45974								
DFAM71927V3_1_745_R1_peak_178	chr12	110093119	110093174	+	144	NA	Intergenic	NA	-31189	IFT81								
DFAM71927V3_1_745_R1_peak_132	chr11	59669400	59669683	+	142	NA	promoter-TSS (PATL1)	NA	-501	PATL1								
DFAM71927V3_1_745_R1_peak_849	chrM	16039	16539	+	140	NA	promoter-TSS (TRNP)	NA	-266	TRNP								
DFAM71927V3_1_745_R1_peak_21	chr1	57715406	57715453	+	138	NA	intron (DAB1, intron 2 of 16)	NA	-145114	DAB1-AS1								
DFAM71927V3_1_745_R1_peak_73	chr1	248945684	248945743	+	138	NA	Intergenic	NA	39470	PGBD2								
DFAM71927V3_1_745_R1_peak_345	chr18	10004	10053	+	138	NA	Intergenic	NA	-1164	LOC102724130								
DFAM71927V3_1_745_R1_peak_791	chr7	150652696	150652748	+	138	NA	Intergenic	NA	-20074	GIMAP6								
DFAM71927V3_1_745_R1_peak_754	chr7	26665114	26665259	+	138	NA	intron (SKAP2, intron 12 of 12)	NA	27315	C7orf71								
DFAM71927V3_1_745_R1_peak_81	chr10	14507270	14507476	+	136	NA	Intergenic	NA	70784	MIR1265								
DFAM71927V3_1_745_R1_peak_850	chrUn_GL000216v2	6120	6174	+	135	NA	NA	NA	NA	NA								
DFAM71927V3_1_745_R1_peak_933	chrY	11721968	11722099	+	134	NA	Intergenic	NA	699557	GYG2P1								
DFAM71927V3_1_745_R1_peak_230	chr14_GL000225v1_random	50873	50945	+	134	NA	Intergenic	NA	14620	LOC100287823								
DFAM71927V3_1_745_R1_peak_597	chr4	34818621	34818668	+	133	NA	Intergenic	NA	-838358	RP11-79E3.3								
DFAM71927V3_1_745_R1_peak_826	chr9	6102981	6103033	+	133	NA	Intergenic	NA	-87367	RANBP6								
DFAM71927V3_1_745_R1_peak_686	chr5	173616029	173616220	+	133	NA	intron (BOD1, intron 1 of 3)	NA	539	BOD1								
DFAM71927V3_1_745_R1_peak_833	chr9	36347116	36347164	+	133	NA	intron (RNF38, intron 9 of 11)	NA	53688	LOC102724322								
DFAM71927V3_1_745_R1_peak_454	chr2	197904608	197904752	+	133	NA	intron (PLCL1, intron 1 of 5)	NA	99978	PLCL1								
DFAM71927V3_1_745_R1_peak_760	chr7	45242606	45242658	+	133	NA	Intergenic	NA	84864	RAMP3								
DFAM71927V3_1_745_R1_peak_91	chr10	42766329	42766382	+	133	NA	Intergenic	NA	-10972	LOC283028								
DFAM71927V3_1_745_R1_peak_722	chr6	96263443	96263500	+	133	NA	Intergenic	NA	247502	FUT9								
DFAM71927V3_1_745_R1_peak_82	chr10	16186407	16186464	+	133	NA	Intergenic	NA	-97295	LOC102724039								
DFAM71927V3_1_745_R1_peak_165	chr12	54359155	54359372	+	132	NA	Intergenic	NA	5223	GPR84								
DFAM71927V3_1_745_R1_peak_916	chrX	75471692	75471740	+	132	NA	intron (ZDHHC15, intron 3 of 11)	NA	51786	ZDHHC15								
DFAM71927V3_1_745_R1_peak_580	chr3	197611384	197611437	+	132	NA	Intergenic	NA	-10900	LOC102723589								
DFAM71927V3_1_745_R1_peak_739	chr6	141625394	141625443	+	132	NA	Intergenic	NA	463381	NMBR								
DFAM71927V3_1_745_R1_peak_909	chrX	55617010	55617064	+	130	NA	Intergenic	NA	-6363	FOXR2								
DFAM71927V3_1_745_R1_peak_778	chr7	106101438	106101487	+	130	NA	intron (SYPL1, intron 1 of 4)	NA	10883	SYPL1								
DFAM71927V3_1_745_R1_peak_41	chr1	143264226	143264278	+	130	NA	Intergenic	NA	40084	LOC101929814								
DFAM71927V3_1_745_R1_peak_210	chr14	39336271	39336333	+	128	NA	intron (CTAGE5, intron 19 of 22)	NA	67285	CTAGE5								
DFAM71927V3_1_745_R1_peak_898	chrX	25636747	25636811	+	127	NA	Intergenic	NA	-501564	MAGEB18								
DFAM71927V3_1_745_R1_peak_232	chr14_GL000225v1_random	74823	74870	+	127	NA	Intergenic	NA	38557	LOC100287823								
DFAM71927V3_1_745_R1_peak_843	chr9	129617355	129617543	+	126	NA	intron (C9orf50, intron 3 of 6)	NA	3327	C9orf50								
DFAM71927V3_1_745_R1_peak_223	chr14	69503878	69503998	+	126	NA	intron (PLEKHD1, intron 6 of 12)	NA	19184	PLEKHD1								
DFAM71927V3_1_745_R1_peak_264	chr16	22959700	22959786	+	126	NA	Intergenic	NA	145204	HS3ST2								
DFAM71927V3_1_745_R1_peak_548	chr3	55720212	55720262	+	126	NA	intron (ERC2, intron 16 of 19)	NA	-60768	ERC2-IT1								
DFAM71927V3_1_745_R1_peak_802	chr8	47702057	47702121	+	125	NA	intron (SPIDR, intron 10 of 15)	NA	36075	CEBPD								
DFAM71927V3_1_745_R1_peak_161	chr12	10750315	10750434	+	124	NA	promoter-TSS (LOC101928162)	NA	170	LOC101928162								
DFAM71927V3_1_745_R1_peak_857	chrUn_KI270337v1	456	579	+	124	NA	NA	NA	NA	NA								
DFAM71927V3_1_745_R1_peak_112	chr10	124153142	124153348	+	123	NA	Intergenic	NA	-89288	CHST15								
DFAM71927V3_1_745_R1_peak_601	chr4	49103915	49104039	+	123	NA	Intergenic	NA	-57355	LOC101927209								
DFAM71927V3_1_745_R1_peak_92	chr10	44129812	44129867	+	123	NA	Intergenic	NA	-162911	LOC100130539								
DFAM71927V3_1_745_R1_peak_525	chr22_KI270733v1_random	146897	146947	+	122	NA	Intergenic	NA	13179	LOC102724621								
DFAM71927V3_1_745_R1_peak_126	chr11	6028913	6028977	+	122	NA	Intergenic	NA	-1204	OR56A1								
DFAM71927V3_1_745_R1_peak_61	chr1	228457459	228457595	+	120	NA	promoter-TSS (HIST3H2BB)	NA	332	HIST3H2A								
DFAM71927V3_1_745_R1_peak_406	chr2	43047142	43047346	+	120	NA	Intergenic	NA	-7697	LOC102723854								
DFAM71927V3_1_745_R1_peak_146	chr11	105897718	105897769	+	120	NA	intron (GRIA4, intron 6 of 16)	NA	81852	LOC101928506								
DFAM71927V3_1_745_R1_peak_405	chr2	42649566	42649734	+	120	NA	intron (MTA3, intron 7 of 17)	NA	80935	MTA3								
DFAM71927V3_1_745_R1_peak_927	chrX	141784375	141784422	+	120	NA	Intergenic	NA	-53918	MAGEC3								
DFAM71927V3_1_745_R1_peak_26	chr1	92784148	92784339	+	120	NA	intron (EVI5, intron 1 of 17)	NA	8161	EVI5								
DFAM71927V3_1_745_R1_peak_666	chr5	82301100	82301148	+	120	NA	Intergenic	NA	-4223	ATP6AP1L								
DFAM71927V3_1_745_R1_peak_678	chr5	137714369	137714429	+	120	NA	intron (KLHL3, intron 2 of 14)	NA	6911	KLHL3								
DFAM71927V3_1_745_R1_peak_733	chr6	128933644	128933691	+	120	NA	intron (LAMA2, intron 1 of 64)	NA	50526	LAMA2								
DFAM71927V3_1_745_R1_peak_362	chr18	63632935	63632983	+	120	NA	Intergenic	NA	11309	SERPINB4								
DFAM71927V3_1_745_R1_peak_110	chr10	117954267	117954324	+	120	NA	Intergenic	NA	92491	RAB11FIP2								
DFAM71927V3_1_745_R1_peak_844	chr9	131398330	131398475	+	120	NA	Intergenic	NA	-31688	PRRC2B								
DFAM71927V3_1_745_R1_peak_776	chr7	104141899	104141950	+	120	NA	intron (ORC5, intron 12 of 13)	NA	66123	ORC5								
DFAM71927V3_1_745_R1_peak_44	chr1	146377012	146377418	+	120	NA	Intergenic	NA	7114	TRNAN-GUU-5								
DFAM71927V3_1_745_R1_peak_64	chr1	230872044	230872095	+	120	NA	intron (LOC101927576, intron 1 of 1)	NA	-2777	RP5-858B6.3								
DFAM71927V3_1_745_R1_peak_640	chr4	186997457	186997504	+	120	NA	Intergenic	NA	-62532	LOC102723906								
DFAM71927V3_1_745_R1_peak_719	chr6	82305621	82305684	+	120	NA	Intergenic	NA	-57905	IBTK								
DFAM71927V3_1_745_R1_peak_10	chr1	23559995	23560194	+	120	NA	promoter-TSS (ID3)	NA	-300	ID3								
DFAM71927V3_1_745_R1_peak_288	chr16	46401394	46401461	+	119	NA	Intergenic	NA	167670	ANKRD26P1								
DFAM71927V3_1_745_R1_peak_699	chr6	26521633	26521801	+	118	NA	promoter-TSS (HCG11)	NA	11	HCG11								
DFAM71927V3_1_745_R1_peak_713	chr6	52416673	52416785	+	118	NA	Intergenic	NA	-3467	EFHC1								
DFAM71927V3_1_745_R1_peak_921	chrX	121661084	121661131	+	118	NA	Intergenic	NA	290121	MIR3672								
DFAM71927V3_1_745_R1_peak_630	chr4	129638542	129638599	+	118	NA	Intergenic	NA	132908	RP11-519M16.1								
DFAM71927V3_1_745_R1_peak_743	chr6	169793225	169793350	+	118	NA	intron (LINC00242, intron 1 of 1)	NA	3214	LINC00574								
DFAM71927V3_1_745_R1_peak_832	chr9	33446467	33446592	+	117	NA	intron (AQP3, intron 1 of 5)	NA	1104	AQP3								
DFAM71927V3_1_745_R1_peak_160	chr12	8231896	8231952	+	117	NA	exon (LOC101060060, exon 2 of 2)	NA	1905	LOC101060060								
DFAM71927V3_1_745_R1_peak_895	chrX	17737422	17737470	+	117	NA	promoter-TSS (SCML1)	NA	-3	SCML1								
DFAM71927V3_1_745_R1_peak_591	chr4	14320446	14320494	+	117	NA	Intergenic	NA	208502	LINC01085								
DFAM71927V3_1_745_R1_peak_407	chr2	43229663	43229859	+	117	NA	TTS (LINC01126)	NA	2550	LINC01126								
DFAM71927V3_1_745_R1_peak_533	chr3	10742	10800	+	117	NA	promoter-TSS (LOC102723448)	NA	-980	LOC102723448								
DFAM71927V3_1_745_R1_peak_284	chr16	46399259	46399418	+	116	NA	Intergenic	NA	169759	ANKRD26P1								
DFAM71927V3_1_745_R1_peak_142	chr11	84714554	84714613	+	115	NA	intron (DLG2, intron 6 of 27)	NA	-441303	DLG2								
DFAM71927V3_1_745_R1_peak_795	chr8	11234866	11234913	+	112	NA	Intergenic	NA	-33523	XKR6								
DFAM71927V3_1_745_R1_peak_523	chr22_KI270733v1_random	136301	136462	+	112	NA	Intergenic	NA	23720	LOC102724621								
DFAM71927V3_1_745_R1_peak_17	chr1	42709139	42709189	+	112	NA	Intergenic	NA	26769	YBX1								
DFAM71927V3_1_745_R1_peak_292	chr16	65124765	65124818	+	111	NA	promoter-TSS (CDH11)	NA	-505	CDH11								
DFAM71927V3_1_745_R1_peak_559	chr3	114056727	114056949	+	111	NA	promoter-TSS (QTRTD1)	NA	86	QTRTD1								
DFAM71927V3_1_745_R1_peak_897	chrX	25367637	25367685	+	111	NA	Intergenic	NA	-351713	ARX								
DFAM71927V3_1_745_R1_peak_520	chr22	43014381	43014506	+	111	NA	intron (PACSIN2, intron 1 of 9)	NA	711	PACSIN2								
DFAM71927V3_1_745_R1_peak_918	chrX	103991974	103992026	+	107	NA	Intergenic	NA	16076	H2BFXP								
DFAM71927V3_1_745_R1_peak_226	chr14	97032822	97032880	+	107	NA	Intergenic	NA	89272	LINC00618								
DFAM71927V3_1_745_R1_peak_756	chr7	34635567	34635616	+	107	NA	intron (NPSR1-AS1, intron 2 of 4)	NA	-22694	NPSR1								
DFAM71927V3_1_745_R1_peak_360	chr18	58121986	58122095	+	107	NA	intron (NEDD4L, intron 1 of 30)	NA	74814	NEDD4L								
DFAM71927V3_1_745_R1_peak_771	chr7	93597365	93597429	+	107	NA	Intergenic	NA	-22667	CALCR								
DFAM71927V3_1_745_R1_peak_429	chr2	102003811	102003865	+	107	NA	intron (IL1R2, intron 1 of 8)	NA	12015	IL1R2								
DFAM71927V3_1_745_R1_peak_556	chr3	102598447	102598495	+	107	NA	Intergenic	NA	388499	ZPLD1								
DFAM71927V3_1_745_R1_peak_60	chr1	208272669	208272719	+	107	NA	Intergenic	NA	-28563	PLXNA2								
DFAM71927V3_1_745_R1_peak_790	chr7	149581092	149581144	+	107	NA	intron (ZNF767, intron 3 of 7)	NA	-3607	TRNAC19								
DFAM71927V3_1_745_R1_peak_439	chr2	153222296	153222354	+	105	NA	Intergenic	NA	256483	RPRM								
DFAM71927V3_1_745_R1_peak_799	chr8	28148621	28148676	+	104	NA	intron (ELP3, intron 10 of 14)	NA	55581	ELP3								
DFAM71927V3_1_745_R1_peak_145	chr11	105873561	105873608	+	104	NA	intron (GRIA4, intron 5 of 16)	NA	106011	LOC101928506								
DFAM71927V3_1_745_R1_peak_365	chr18	72630542	72630595	+	104	NA	Intergenic	NA	-86080	CBLN2								
DFAM71927V3_1_745_R1_peak_440	chr2	153864106	153864272	+	104	NA	intron (GALNT13, intron 1 of 12)	NA	131380	GALNT13								
DFAM71927V3_1_745_R1_peak_163	chr12	44931195	44931263	+	104	NA	Intergenic	NA	-54765	NELL2								
DFAM71927V3_1_745_R1_peak_594	chr4	27951100	27951147	+	104	NA	Intergenic	NA	733644	RP11-415C15.2								
DFAM71927V3_1_745_R1_peak_248	chr15	59803861	59804014	+	103	NA	Intergenic	NA	-114494	BNIP2								
DFAM71927V3_1_745_R1_peak_818	chr8	124261868	124262035	+	103	NA	Intergenic	NA	-14553	RP11-37N22.1								
DFAM71927V3_1_745_R1_peak_917	chrX	85238328	85238377	+	103	NA	Intergenic	NA	-5639	ZNF711								
DFAM71927V3_1_745_R1_peak_35	chr1	112673772	112673905	+	103	NA	promoter-TSS (MOV10)	NA	-833	MOV10								
DFAM71927V3_1_745_R1_peak_665	chr5	80419316	80419364	+	103	NA	intron (ZFYVE16, intron 2 of 18)	NA	11770	ZFYVE16								
DFAM71927V3_1_745_R1_peak_536	chr3	3284847	3284899	+	103	NA	Intergenic	NA	-105156	CRBN								
DFAM71927V3_1_745_R1_peak_769	chr7	86121193	86121240	+	103	NA	Intergenic	NA	-643794	GRM3								
DFAM71927V3_1_745_R1_peak_577	chr3	194397072	194397229	+	103	NA	exon (GP5, exon 2 of 2)	NA	2116	GP5								
DFAM71927V3_1_745_R1_peak_368	chr18	80263144	80263196	+	103	NA	Intergenic	NA	-15656	PARD6G								
DFAM71927V3_1_745_R1_peak_289	chr16	49677241	49677293	+	103	NA	intron (ZNF423, intron 2 of 6)	NA	54133	ZNF423								
DFAM71927V3_1_745_R1_peak_658	chr5	52672560	52672805	+	103	NA	Intergenic	NA	-115258	PELO								
DFAM71927V3_1_745_R1_peak_842	chr9	128192837	128193165	+	103	NA	promoter-TSS (CIZ1)	NA	-10354	DNM1								
DFAM71927V3_1_745_R1_peak_77	chr10	7228719	7228776	+	102	NA	intron (SFMBT2, intron 6 of 17)	NA	57203	SFMBT2								
DFAM71927V3_1_745_R1_peak_803	chr8	50312980	50313032	+	102	NA	intron (SNTG1, intron 2 of 18)	NA	401578	SNTG1								
DFAM71927V3_1_745_R1_peak_227	chr14	99420935	99420995	+	102	NA	intron (SETD3, intron 6 of 12)	NA	59924	SETD3								
DFAM71927V3_1_745_R1_peak_521	chr22	44626527	44626584	+	101	NA	Intergenic	NA	-1136	LINC00229								
DFAM71927V3_1_745_R1_peak_598	chr4	41216403	41216451	+	101	NA	intron (APBB2, intron 1 of 17)	NA	-1812	APBB2								
DFAM71927V3_1_745_R1_peak_569	chr3	140511823	140511870	+	101	NA	intron (CLSTN2, intron 8 of 16)	NA	-3057	CLSTN2-AS1								
DFAM71927V3_1_745_R1_peak_185	chr12	125847809	125847857	+	101	NA	Intergenic	NA	135541	LINC00939								
DFAM71927V3_1_745_R1_peak_63	chr1	229664315	229664419	+	101	NA	Intergenic	NA	38120	URB2								
DFAM71927V3_1_745_R1_peak_571	chr3	159694217	159694265	+	101	NA	intron (SCHIP1, intron 1 of 6)	NA	130251	LOC101928351								
DFAM71927V3_1_745_R1_peak_290	chr16	50442845	50442894	+	101	NA	Intergenic	NA	-74035	BRD7								
DFAM71927V3_1_745_R1_peak_388	chr19	49567956	49568177	+	101	NA	intron (NOSIP, intron 1 of 8)	NA	8811	NOSIP								
DFAM71927V3_1_745_R1_peak_602	chr4	49108313	49108426	+	101	NA	Intergenic	NA	-52963	LOC101927209								
DFAM71927V3_1_745_R1_peak_416	chr2	60553221	60553271	+	101	NA	exon (BCL11A, exon 1 of 5)	NA	252	BCL11A								
DFAM71927V3_1_745_R1_peak_331	chr17	61555294	61555580	+	101	NA	Intergenic	NA	35765	NACA2								
DFAM71927V3_1_745_R1_peak_563	chr3	126343148	126343196	+	101	NA	TTS (KLF15)	NA	11113	KLF15								
DFAM71927V3_1_745_R1_peak_367	chr18	77062444	77062670	+	101	NA	intron (MBP, intron 3 of 7)	NA	42729	MBP								
DFAM71927V3_1_745_R1_peak_315	chr17	31949651	31949700	+	101	NA	intron (SUZ12, intron 2 of 13)	NA	12650	SUZ12								
DFAM71927V3_1_745_R1_peak_746	chr7	905553	905622	+	101	NA	intron (ADAP1, intron 3 of 9)	NA	29033	GET4								
DFAM71927V3_1_745_R1_peak_624	chr4	91306036	91306087	+	100	NA	intron (CCSER1, intron 10 of 10)	NA	971241	LOC101929194								
DFAM71927V3_1_745_R1_peak_723	chr6	97496305	97496353	+	100	NA	intron (RP1-104O17.1, intron 1 of 4)	NA	190330	RP1-104O17.1								
DFAM71927V3_1_745_R1_peak_721	chr6	85368836	85369021	+	100	NA	Intergenic	NA	21253	LOC101928820								
DFAM71927V3_1_745_R1_peak_631	chr4	130425192	130425241	+	100	NA	Intergenic	NA	-299624	LOC102724353								
DFAM71927V3_1_745_R1_peak_661	chr5	73548361	73548422	+	100	NA	Intergenic	NA	17305	ANKRA2								
DFAM71927V3_1_745_R1_peak_931	chrX	156030261	156030310	+	100	NA	Intergenic	NA	27456	IL9R								
DFAM71927V3_1_745_R1_peak_568	chr3	139076683	139076732	+	99	NA	Intergenic	NA	-27478	BPESC1								
DFAM71927V3_1_745_R1_peak_83	chr10	18376107	18376159	+	98	NA	intron (CACNB2, intron 1 of 12)	NA	-130379	CACNB2								
DFAM71927V3_1_745_R1_peak_341	chr17_KI270729v1_random	3548	3600	+	97	NA	NA	NA	NA	NA								
DFAM71927V3_1_745_R1_peak_464	chr2	216636956	216637069	+	97	NA	intron (IGFBP2, intron 1 of 3)	NA	3608	IGFBP2								
DFAM71927V3_1_745_R1_peak_172	chr12	92363832	92364001	+	96	NA	Intergenic	NA	-57615	CLLU1								
DFAM71927V3_1_745_R1_peak_154	chr12	685558	685642	+	96	NA	Intergenic	NA	-4311	LOC101929432								
DFAM71927V3_1_745_R1_peak_276	chr16	34592712	34592933	+	96	NA	Intergenic	NA	160830	LOC102724523								
DFAM71927V3_1_745_R1_peak_868	chrUn_KI270442v1	106	229	+	95	NA	Intergenic	NA	-245137	LOC102724902								
DFAM71927V3_1_745_R1_peak_88	chr10	37832028	37832075	+	94	NA	exon (ZNF248, exon 5 of 5)	NA	25588	ZNF248								
DFAM71927V3_1_745_R1_peak_352	chr18	22448663	22448710	+	94	NA	Intergenic	NA	-30771	CTAGE1								
DFAM71927V3_1_745_R1_peak_524	chr22_KI270733v1_random	145579	145638	+	94	NA	Intergenic	NA	14493	LOC102724621								
DFAM71927V3_1_745_R1_peak_879	chrUn_KI270467v1	3754	3822	+	91	NA	NA	NA	NA	NA								
DFAM71927V3_1_745_R1_peak_654	chr5	49660700	49660752	+	90	NA	Intergenic	NA	780674	EMB								
DFAM71927V3_1_745_R1_peak_659	chr5	57143461	57143508	+	90	NA	Intergenic	NA	-30464	GPBP1								
DFAM71927V3_1_745_R1_peak_745	chr7	10084	10136	+	90	NA	Intergenic	NA	22942	LOC102723872								
DFAM71927V3_1_745_R1_peak_134	chr11	61391239	61391298	+	90	NA	Intergenic	NA	-1520	TMEM216								
DFAM71927V3_1_745_R1_peak_322	chr17	44007151	44007240	+	89	NA	intron (NAGS, intron 4 of 6)	NA	2531	NAGS								
DFAM71927V3_1_745_R1_peak_749	chr7	4139683	4139739	+	89	NA	intron (SDK1, intron 28 of 44)	NA	-542588	FOXK1								
DFAM71927V3_1_745_R1_peak_43	chr1	145424697	145424831	+	89	NA	Intergenic	NA	-18986	NBPF20								
DFAM71927V3_1_745_R1_peak_856	chrUn_KI270336v1	813	863	+	89	NA	NA	NA	NA	NA								
DFAM71927V3_1_745_R1_peak_896	chrX	24171906	24171957	+	89	NA	intron (ZFX, intron 4 of 10)	NA	22207	ZFX								
DFAM71927V3_1_745_R1_peak_486	chr20	49947213	49947260	+	89	NA	intron (RNF114, intron 4 of 5)	NA	10859	RNF114								
DFAM71927V3_1_745_R1_peak_899	chrX	33472805	33472852	+	89	NA	Intergenic	NA	659502	FAM47A								
DFAM71927V3_1_745_R1_peak_348	chr18	884599	884657	+	89	NA	Intergenic	NA	-20568	ADCYAP1								
DFAM71927V3_1_745_R1_peak_69	chr1	241454592	241454642	+	89	NA	Intergenic	NA	65168	FH								
DFAM71927V3_1_745_R1_peak_484	chr20	44740860	44740908	+	88	NA	Intergenic	NA	-4963	KCNK15								
DFAM71927V3_1_745_R1_peak_327	chr17	51096441	51096539	+	87	NA	intron (SPAG9, intron 1 of 31)	NA	-49606	SPAG9								
DFAM71927V3_1_745_R1_peak_333	chr17	66084445	66084502	+	87	NA	intron (CEP112, intron 6 of 24)	NA	144965	APOH								
DFAM71927V3_1_745_R1_peak_695	chr6	16439325	16439381	+	87	NA	intron (ATXN1, intron 7 of 8)	NA	200773	GMPR								
DFAM71927V3_1_745_R1_peak_646	chr5	49602363	49602488	+	87	NA	Intergenic	NA	838975	EMB								
DFAM71927V3_1_745_R1_peak_551	chr3	70703585	70703632	+	87	NA	Intergenic	NA	361318	FOXP1								
DFAM71927V3_1_745_R1_peak_930	chrX	155039884	155039936	+	87	NA	intron (FUNDC2, intron 2 of 4)	NA	13121	FUNDC2								
DFAM71927V3_1_745_R1_peak_710	chr6	43086566	43086619	+	87	NA	intron (PTK7, intron 1 of 19)	NA	10324	PTK7								
DFAM71927V3_1_745_R1_peak_86	chr10	31970038	31970085	+	87	NA	Intergenic	NA	-41185	ARHGAP12								
DFAM71927V3_1_745_R1_peak_494	chr20	60271709	60271863	+	87	NA	intron (RP5-1043L13.1-2, intron 3 of 4)	NA	-36748	MIR646								
DFAM71927V3_1_745_R1_peak_295	chr16	71832221	71832294	+	87	NA	Intergenic	NA	-13734	ATXN1L								
DFAM71927V3_1_745_R1_peak_600	chr4	45675745	45675793	+	87	NA	Intergenic	NA	448296	GABRG1								
DFAM71927V3_1_745_R1_peak_108	chr10	107233865	107233938	+	87	NA	Intergenic	NA	-69193	SORCS1								
DFAM71927V3_1_745_R1_peak_338	chr17	78725848	78726022	+	87	NA	intron (CYTH1, intron 1 of 12)	NA	-2335	CYTH1								
DFAM71927V3_1_745_R1_peak_565	chr3	136702098	136702156	+	87	NA	intron (STAG1, intron 1 of 33)	NA	50276	STAG1								
DFAM71927V3_1_745_R1_peak_208	chr14	28386253	28386307	+	87	NA	Intergenic	NA	-380792	FOXG1								
DFAM71927V3_1_745_R1_peak_469	chr2	236203863	236203915	+	87	NA	intron (ASB18, intron 4 of 5)	NA	-35880	GBX2								
DFAM71927V3_1_745_R1_peak_329	chr17	57979226	57979274	+	87	NA	exon (VEZF1, exon 6 of 7)	NA	-8860	LOC101929185								
DFAM71927V3_1_745_R1_peak_613	chr4	49711822	49711888	+	86	NA	Intergenic	NA	-222531	LOC101060532								
