PeakID (cmd=annotatePeaks.pl DFAM71927V3_1_742_R1_peaks.narrowPeak genome.fa -gid -gtf genes.gtf -cpu 6)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
DFAM71927V3_1_742_R1_peak_17764	chr5	173887635	173888375	+	175	NA	promoter-TSS (CPEB4)	NA	-323	CPEB4								
DFAM71927V3_1_742_R1_peak_7161	chr15	82809504	82810317	+	174	NA	promoter-TSS (WHAMM)	NA	-563	WHAMM								
DFAM71927V3_1_742_R1_peak_8529	chr17	3963882	3964858	+	174	NA	promoter-TSS (ATP2A3)	NA	94	ATP2A3								
DFAM71927V3_1_742_R1_peak_8912	chr17	31858736	31859524	+	174	NA	promoter-TSS (COPRS)	NA	177	COPRS								
DFAM71927V3_1_742_R1_peak_18950	chr6	143060905	143061303	+	174	NA	intron (AIG1, intron 1 of 3)	NA	262	AIG1								
DFAM71927V3_1_742_R1_peak_9687	chr17	78360021	78360474	+	174	NA	promoter-TSS (RP11-806H10.4)	NA	-168	SOCS3								
DFAM71927V3_1_742_R1_peak_15340	chr3	48472184	48472565	+	174	NA	intron (SHISA5, intron 4 of 6)	NA	6854	TREX1								
DFAM71927V3_1_742_R1_peak_3581	chr11	59171816	59172182	+	174	NA	promoter-TSS (DTX4)	NA	-1363	DTX4								
DFAM71927V3_1_742_R1_peak_22196	chrX	76172937	76173228	+	174	NA	promoter-TSS (PBDC1)	NA	146	PBDC1								
DFAM71927V3_1_742_R1_peak_14417	chr22	20393939	20394637	+	174	NA	exon (ZNF74, exon 1 of 5)	NA	173	ZNF74								
DFAM71927V3_1_742_R1_peak_6862	chr15	59300499	59300807	+	174	NA	intron (MYO1E, intron 1 of 27)	NA	72219	MYO1E								
DFAM71927V3_1_742_R1_peak_19528	chr7	66681848	66682229	+	174	NA	promoter-TSS (RABGEF1)	NA	27519	RP4-756H11.3								
DFAM71927V3_1_742_R1_peak_19362	chr7	30478548	30479292	+	174	NA	promoter-TSS (NOD1)	NA	-182	NOD1								
DFAM71927V3_1_742_R1_peak_16408	chr4	39527123	39528129	+	174	NA	promoter-TSS (UGDH)	NA	-213	UGDH-AS1								
DFAM71927V3_1_742_R1_peak_20071	chr7	149239443	149239834	+	174	NA	promoter-TSS (ZNF212)	NA	-20	ZNF212								
DFAM71927V3_1_742_R1_peak_19711	chr7	100148622	100149169	+	174	NA	promoter-TSS (LAMTOR4)	NA	-12	LAMTOR4								
DFAM71927V3_1_742_R1_peak_19529	chr7	66740442	66740844	+	174	NA	promoter-TSS (RABGEF1)	NA	-13	RABGEF1								
DFAM71927V3_1_742_R1_peak_21254	chr9	87974295	87975024	+	174	NA	promoter-TSS (CDK20)	NA	121	CDK20								
DFAM71927V3_1_742_R1_peak_20368	chr8	26382603	26383970	+	174	NA	promoter-TSS (LOC102723411)	NA	-811	LOC102723411								
DFAM71927V3_1_742_R1_peak_17478	chr5	133147449	133147743	+	174	NA	Intergenic	NA	95626	HSPA4								
DFAM71927V3_1_742_R1_peak_6201	chr14	60753526	60754124	+	174	NA	intron (MNAT1, intron 1 of 7)	NA	19084	MNAT1								
DFAM71927V3_1_742_R1_peak_3458	chr11	33774350	33774744	+	174	NA	promoter-TSS (RP11-646J21.5)	NA	-32	FBXO3								
DFAM71927V3_1_742_R1_peak_2334	chr10	15168102	15169114	+	174	NA	promoter-TSS (NMT2)	NA	96	NMT2								
DFAM71927V3_1_742_R1_peak_3219	chr11	175393	175881	+	174	NA	Intergenic	NA	-2128	LOC101930129								
DFAM71927V3_1_742_R1_peak_8200	chr16	77722292	77722641	+	174	NA	promoter-TSS (NUDT7)	NA	-26	NUDT7								
DFAM71927V3_1_742_R1_peak_19605	chr7	76397332	76397763	+	174	NA	promoter-TSS (ZP3)	NA	23	ZP3								
DFAM71927V3_1_742_R1_peak_19602	chr7	76328498	76328730	+	174	NA	exon (YWHAG, exon 2 of 2)	NA	26056	HSPB1								
DFAM71927V3_1_742_R1_peak_15727	chr3	126475615	126476340	+	174	NA	promoter-TSS (ZXDC)	NA	-47	ZXDC								
DFAM71927V3_1_742_R1_peak_13446	chr20	5126426	5127134	+	174	NA	promoter-TSS (CDS2)	NA	19	CDS2								
DFAM71927V3_1_742_R1_peak_7495	chr16	4065129	4065450	+	174	NA	intron (ADCY9, intron 2 of 10)	NA	50896	ADCY9								
DFAM71927V3_1_742_R1_peak_160	chr1	6235457	6236261	+	174	NA	promoter-TSS (LINC00337)	NA	-381	LINC00337								
DFAM71927V3_1_742_R1_peak_14508	chr22	25068261	25068524	+	174	NA	intron (KIAA1671, intron 6 of 12)	NA	40418	KIAA1671								
DFAM71927V3_1_742_R1_peak_12749	chr2	151288104	151288452	+	174	NA	intron (NMI, intron 1 of 7)	NA	799	NMI								
DFAM71927V3_1_742_R1_peak_10338	chr19	1383437	1384011	+	174	NA	promoter-TSS (NDUFS7)	NA	63	NDUFS7								
DFAM71927V3_1_742_R1_peak_6889	chr15	62390243	62390981	+	174	NA	promoter-TSS (TLN2)	NA	10261	LOC102724972								
DFAM71927V3_1_742_R1_peak_13031	chr2	201451311	201452192	+	174	NA	promoter-TSS (STRADB)	NA	36	STRADB								
DFAM71927V3_1_742_R1_peak_6094	chr14	50000467	50000863	+	174	NA	intron (C14orf182, intron 1 of 3)	NA	6855	C14orf182								
DFAM71927V3_1_742_R1_peak_11865	chr2	25276595	25277578	+	174	NA	intron (DNMT3A, intron 4 of 22)	NA	-24771	DNMT3A								
DFAM71927V3_1_742_R1_peak_12253	chr2	73385485	73386517	+	174	NA	exon (ALMS1, exon 1 of 23)	NA	243	ALMS1								
DFAM71927V3_1_742_R1_peak_16495	chr4	56544580	56544818	+	174	NA	intron (THEGL, intron 1 of 8)	NA	14090	THEGL								
DFAM71927V3_1_742_R1_peak_20986	chr8	144798756	144799089	+	174	NA	promoter-TSS (ZNF517)	NA	46	ZNF517								
DFAM71927V3_1_742_R1_peak_10314	chr19	1074699	1075109	+	174	NA	intron (HMHA1, intron 10 of 21)	NA	3683	HMHA1								
DFAM71927V3_1_742_R1_peak_13081	chr2	213233099	213233487	+	174	NA	Intergenic	NA	50912	AC079610.2								
DFAM71927V3_1_742_R1_peak_7420	chr16	1959299	1959627	+	174	NA	promoter-TSS (NDUFB10)	NA	-53	NDUFB10								
DFAM71927V3_1_742_R1_peak_19902	chr7	128791151	128791525	+	174	NA	promoter-TSS (CCDC136)	NA	-106	CCDC136								
DFAM71927V3_1_742_R1_peak_20455	chr8	38901027	38901874	+	174	NA	intron (PLEKHA2, intron 1 of 11)	NA	215	PLEKHA2								
DFAM71927V3_1_742_R1_peak_6658	chr15	39744595	39745024	+	174	NA	intron (FSIP1, intron 5 of 12)	NA	38029	FSIP1								
DFAM71927V3_1_742_R1_peak_6012	chr14	24135942	24136579	+	174	NA	exon (PSME1, exon 1 of 10)	NA	102	PSME1								
DFAM71927V3_1_742_R1_peak_21629	chr9	129422782	129423235	+	174	NA	Intergenic	NA	-65652	LINC00963								
DFAM71927V3_1_742_R1_peak_15524	chr3	66500891	66501360	+	174	NA	promoter-TSS (LRIG1)	NA	-704	LRIG1								
DFAM71927V3_1_742_R1_peak_6989	chr15	69394597	69394889	+	174	NA	intron (PAQR5, intron 4 of 6)	NA	-19554	KIF23								
DFAM71927V3_1_742_R1_peak_1218	chr1	121519020	121519892	+	174	NA	exon (EMBP1, exon 1 of 8)	NA	344	EMBP1								
DFAM71927V3_1_742_R1_peak_12925	chr2	178414654	178414996	+	174	NA	intron (AC009948.5, intron 1 of 2)	NA	1166	AC009948.5								
DFAM71927V3_1_742_R1_peak_12733	chr2	143128549	143129516	+	174	NA	promoter-TSS (ARHGAP15)	NA	251406	KYNU								
DFAM71927V3_1_742_R1_peak_22192	chrX	74614426	74614956	+	174	NA	promoter-TSS (RLIM)	NA	-65	RLIM								
DFAM71927V3_1_742_R1_peak_14913	chr22	49961755	49962366	+	174	NA	promoter-TSS (MIR6821)	NA	-806	MIR6821								
DFAM71927V3_1_742_R1_peak_15259	chr3	43690690	43691091	+	174	NA	promoter-TSS (ABHD5)	NA	7	ABHD5								
DFAM71927V3_1_742_R1_peak_8959	chr17	35764198	35764944	+	174	NA	TTS (C17orf50)	NA	3700	C17orf50								
DFAM71927V3_1_742_R1_peak_18871	chr6	131135221	131136146	+	174	NA	promoter-TSS (AKAP7)	NA	-5906	LOC102723445								
DFAM71927V3_1_742_R1_peak_2371	chr10	22616084	22616405	+	173	NA	intron (PIP4K2A, intron 1 of 9)	NA	-61008	LOC101928970								
DFAM71927V3_1_742_R1_peak_12208	chr2	68908406	68908777	+	173	NA	Intergenic	NA	-37074	BMP10								
DFAM71927V3_1_742_R1_peak_18082	chr6	24774761	24775493	+	173	NA	promoter-TSS (GMNN)	NA	196	GMNN								
DFAM71927V3_1_742_R1_peak_7950	chr16	56356425	56357148	+	173	NA	exon (GNAO1, exon 9 of 9)	NA	67409	AMFR								
DFAM71927V3_1_742_R1_peak_21860	chrUn_KI270442v1	92242	92581	+	173	NA	Intergenic	NA	-152893	LOC102724902								
DFAM71927V3_1_742_R1_peak_11204	chr19	39411930	39412624	+	173	NA	promoter-TSS (TRNAI18)	NA	-17	TRNAI18								
DFAM71927V3_1_742_R1_peak_4650	chr12	31958892	31959975	+	173	NA	promoter-TSS (KIAA1551)	NA	-48	KIAA1551								
DFAM71927V3_1_742_R1_peak_5480	chr12	132986199	132986517	+	173	NA	promoter-TSS (ZNF26)	NA	10	ZNF26								
DFAM71927V3_1_742_R1_peak_21848	chrUn_GL000219v1	99472	100370	+	173	NA	promoter-TSS (LOC283788)	NA	-279	LOC283788								
DFAM71927V3_1_742_R1_peak_5406	chr12	124993396	124994072	+	173	NA	promoter-TSS (BRI3BP)	NA	86	BRI3BP								
DFAM71927V3_1_742_R1_peak_2282	chr10	11741916	11742511	+	173	NA	promoter-TSS (ECHDC3)	NA	-144	ECHDC3								
DFAM71927V3_1_742_R1_peak_5963	chr14	22177885	22178212	+	173	NA	intron (LOC101929755, intron 2 of 2)	NA	300846	LOC102724753								
DFAM71927V3_1_742_R1_peak_20336	chr8	22540423	22540831	+	173	NA	TTS (PPP3CC)	NA	-9279	SORBS3								
DFAM71927V3_1_742_R1_peak_11883	chr2	26242736	26243374	+	173	NA	intron (HADHA, intron 1 of 19)	NA	1671	HADHA								
DFAM71927V3_1_742_R1_peak_3012	chr10	109923185	109923773	+	173	NA	promoter-TSS (XPNPEP1)	NA	74	XPNPEP1								
DFAM71927V3_1_742_R1_peak_15530	chr3	69013607	69014241	+	173	NA	promoter-TSS (EOGT)	NA	-30	EOGT								
DFAM71927V3_1_742_R1_peak_4772	chr12	51383385	51383910	+	173	NA	intron (GALNT6, intron 1 of 11)	NA	-7670	SLC4A8								
DFAM71927V3_1_742_R1_peak_2449	chr10	31928166	31929008	+	173	NA	intron (ARHGAP12, intron 1 of 18)	NA	289	ARHGAP12								
DFAM71927V3_1_742_R1_peak_16069	chr3	188153992	188154637	+	173	NA	promoter-TSS (LPP-AS2)	NA	-226	LPP-AS2								
DFAM71927V3_1_742_R1_peak_19486	chr7	50468021	50468323	+	173	NA	intron (DDC, intron 10 of 12)	NA	-17782	FIGNL1								
DFAM71927V3_1_742_R1_peak_5998	chr14	23322139	23322604	+	173	NA	intron (PABPN1, intron 2 of 6)	NA	2183	PABPN1								
DFAM71927V3_1_742_R1_peak_1536	chr1	166975391	166975811	+	173	NA	promoter-TSS (ILDR2)	NA	-13488	MAEL								
DFAM71927V3_1_742_R1_peak_3557	chr11	57566789	57568500	+	173	NA	promoter-TSS (UBE2L6)	NA	63	UBE2L6								
DFAM71927V3_1_742_R1_peak_18945	chr6	142945045	142945366	+	172	NA	promoter-TSS (HIVEP2)	NA	-4	HIVEP2								
DFAM71927V3_1_742_R1_peak_11092	chr19	34734408	34734723	+	172	NA	promoter-TSS (ZNF181)	NA	-10	ZNF181								
DFAM71927V3_1_742_R1_peak_7548	chr16	10944355	10944637	+	172	NA	promoter-TSS (CLEC16A)	NA	2	CLEC16A								
DFAM71927V3_1_742_R1_peak_20416	chr8	30094515	30095707	+	172	NA	promoter-TSS (LEPROTL1)	NA	-295	LEPROTL1								
DFAM71927V3_1_742_R1_peak_9499	chr17	69414459	69415056	+	172	NA	promoter-TSS (MAP2K6)	NA	-87420	MAP2K6								
DFAM71927V3_1_742_R1_peak_18917	chr6	137927747	137928222	+	172	NA	Intergenic	NA	56949	TNFAIP3								
DFAM71927V3_1_742_R1_peak_12719	chr2	136008135	136008885	+	172	NA	TTS (AC093391.2)	NA	-22858	DARS								
DFAM71927V3_1_742_R1_peak_4351	chr11	131659690	131660299	+	172	NA	promoter-TSS (NTM)	NA	3562	LOC101929637								
DFAM71927V3_1_742_R1_peak_14133	chr21	34888077	34888404	+	172	NA	exon (RUNX1, exon 1 of 6)	NA	7240	LOC101928240								
DFAM71927V3_1_742_R1_peak_20616	chr8	90645104	90645922	+	172	NA	promoter-TSS (LOC100506351)	NA	392	TMEM64								
DFAM71927V3_1_742_R1_peak_13648	chr20	35454668	35455366	+	172	NA	promoter-TSS (CEP250)	NA	-149	CEP250								
DFAM71927V3_1_742_R1_peak_8401	chr16	89490089	89491129	+	172	NA	promoter-TSS (ANKRD11)	NA	-48	ANKRD11								
DFAM71927V3_1_742_R1_peak_18432	chr6	36555799	36556126	+	171	NA	Intergenic	NA	-8483	STK38								
DFAM71927V3_1_742_R1_peak_9680	chr17	78252221	78252716	+	171	NA	Intergenic	NA	21158	TMEM235								
DFAM71927V3_1_742_R1_peak_3764	chr11	65386087	65386706	+	171	NA	promoter-TSS (FRMD8)	NA	-180	FRMD8								
DFAM71927V3_1_742_R1_peak_14901	chr22	49657266	49657711	+	171	NA	promoter-TSS (C22orf34)	NA	54	C22orf34								
DFAM71927V3_1_742_R1_peak_10865	chr19	17214881	17215606	+	171	NA	promoter-TSS (USE1)	NA	-103	USE1								
DFAM71927V3_1_742_R1_peak_16663	chr4	108166458	108167094	+	171	NA	promoter-TSS (LEF1)	NA	-12	LEF1								
DFAM71927V3_1_742_R1_peak_13410	chr20	2873175	2874006	+	171	NA	promoter-TSS (PTPRA)	NA	9395	PTPRA								
DFAM71927V3_1_742_R1_peak_20380	chr8	27772461	27772818	+	171	NA	promoter-TSS (CCDC25)	NA	14	CCDC25								
DFAM71927V3_1_742_R1_peak_21608	chr9	129027801	129028751	+	171	NA	promoter-TSS (SH3GLB2)	NA	49	SH3GLB2								
DFAM71927V3_1_742_R1_peak_10329	chr19	1260741	1261395	+	171	NA	Intergenic	NA	-8264	CIRBP								
DFAM71927V3_1_742_R1_peak_15956	chr3	169966523	169967204	+	171	NA	promoter-TSS (SEC62)	NA	71	SEC62								
DFAM71927V3_1_742_R1_peak_15408	chr3	50359448	50359798	+	171	NA	promoter-TSS (TMEM115)	NA	-115	TMEM115								
DFAM71927V3_1_742_R1_peak_6700	chr15	41230678	41231568	+	171	NA	promoter-TSS (EXD1)	NA	-116	CHP1								
DFAM71927V3_1_742_R1_peak_11959	chr2	33475643	33476837	+	171	NA	promoter-TSS (RASGRP3)	NA	-37635	RASGRP3								
DFAM71927V3_1_742_R1_peak_21429	chr9	112717631	112718531	+	171	NA	promoter-TSS (INIP)	NA	26	INIP								
DFAM71927V3_1_742_R1_peak_10945	chr19	18636746	18637156	+	171	NA	promoter-TSS (KLHL26)	NA	-77	KLHL26								
DFAM71927V3_1_742_R1_peak_9845	chr17	82449053	82449769	+	171	NA	TTS (C17orf62)	NA	918	C17orf62								
DFAM71927V3_1_742_R1_peak_1159	chr1	112956710	112957786	+	171	NA	promoter-TSS (SLC16A1)	NA	833	SLC16A1-AS1								
DFAM71927V3_1_742_R1_peak_3585	chr11	59615235	59616644	+	171	NA	promoter-TSS (LOC101927226)	NA	205	OSBP								
DFAM71927V3_1_742_R1_peak_6231	chr14	63852760	63853776	+	171	NA	promoter-TSS (SYNE2)	NA	-125230	SGPP1								
DFAM71927V3_1_742_R1_peak_4984	chr12	79688770	79690066	+	171	NA	intron (PAWR, intron 2 of 6)	NA	1396	PAWR								
DFAM71927V3_1_742_R1_peak_9082	chr17	41930323	41930715	+	171	NA	promoter-TSS (ACLY)	NA	23	ACLY								
DFAM71927V3_1_742_R1_peak_13172	chr2	230219492	230220293	+	171	NA	promoter-TSS (SP110)	NA	5837	SP110								
DFAM71927V3_1_742_R1_peak_10965	chr19	19385406	19386060	+	171	NA	promoter-TSS (GATAD2A)	NA	-41963	GATAD2A								
DFAM71927V3_1_742_R1_peak_2163	chr10	1048850	1049590	+	171	NA	promoter-TSS (IDI1)	NA	-99	IDI1								
DFAM71927V3_1_742_R1_peak_10960	chr19	19203258	19203562	+	171	NA	promoter-TSS (NR2C2AP)	NA	19	NR2C2AP								
DFAM71927V3_1_742_R1_peak_2853	chr10	92573633	92574270	+	171	NA	exon (IDE, exon 1 of 25)	NA	142	IDE								
DFAM71927V3_1_742_R1_peak_9728	chr17	79996893	79997389	+	171	NA	intron (TBC1D16, intron 3 of 12)	NA	38717	TBC1D16								
DFAM71927V3_1_742_R1_peak_10161	chr18	62522591	62523487	+	171	NA	promoter-TSS (ZCCHC2)	NA	-386	ZCCHC2								
DFAM71927V3_1_742_R1_peak_18727	chr6	104859366	104860112	+	171	NA	promoter-TSS (HACE1)	NA	180	HACE1								
DFAM71927V3_1_742_R1_peak_20987	chr8	144827226	144827705	+	171	NA	promoter-TSS (ZNF7)	NA	-53	ZNF7								
DFAM71927V3_1_742_R1_peak_16705	chr4	118591526	118592138	+	171	NA	promoter-TSS (RP11-384K6.6)	NA	-38097	RP11-384K6.6								
DFAM71927V3_1_742_R1_peak_3414	chr11	18105734	18106248	+	171	NA	promoter-TSS (SAAL1)	NA	100	SAAL1								
DFAM71927V3_1_742_R1_peak_20385	chr8	28083809	28084226	+	171	NA	promoter-TSS (NUGGC)	NA	-146	NUGGC								
DFAM71927V3_1_742_R1_peak_3074	chr10	119268830	119269497	+	171	NA	intron (GRK5, intron 1 of 14)	NA	61093	GRK5-IT1								
DFAM71927V3_1_742_R1_peak_9112	chr17	42536014	42536779	+	171	NA	promoter-TSS (NAGLU)	NA	463	NAGLU								
DFAM71927V3_1_742_R1_peak_4889	chr12	57462563	57462998	+	171	NA	intron (GLI1, intron 1 of 9)	NA	2629	GLI1								
DFAM71927V3_1_742_R1_peak_14993	chr3	10115313	10115792	+	171	NA	promoter-TSS (BRK1)	NA	-97	BRK1								
DFAM71927V3_1_742_R1_peak_11995	chr2	39919599	39919932	+	171	NA	intron (SLC8A1-AS1, intron 1 of 4)	NA	2131	SLC8A1-AS1								
DFAM71927V3_1_742_R1_peak_21393	chr9	105244201	105244887	+	171	NA	promoter-TSS (SLC44A1)	NA	-81	SLC44A1								
DFAM71927V3_1_742_R1_peak_1681	chr1	197354663	197355010	+	171	NA	intron (CRB1, intron 4 of 11)	NA	153374	CRB1								
DFAM71927V3_1_742_R1_peak_3990	chr11	75350688	75351498	+	171	NA	intron (ARRB1, intron 1 of 15)	NA	-15966	MIR326								
DFAM71927V3_1_742_R1_peak_4845	chr12	56151745	56152655	+	171	NA	promoter-TSS (MYL6B)	NA	-220	MYL6B								
DFAM71927V3_1_742_R1_peak_20958	chr8	144137483	144138372	+	171	NA	exon (FAM203A, exon 1 of 6)	NA	158	FAM203A								
DFAM71927V3_1_742_R1_peak_18403	chr6	35342272	35342709	+	171	NA	promoter-TSS (PPARD)	NA	-68	PPARD								
DFAM71927V3_1_742_R1_peak_17299	chr5	87267431	87268431	+	171	NA	promoter-TSS (RASA1)	NA	-993	RASA1								
DFAM71927V3_1_742_R1_peak_4926	chr12	66302265	66302819	+	171	NA	promoter-TSS (HELB)	NA	-25	HELB								
DFAM71927V3_1_742_R1_peak_2535	chr10	47277605	47277865	+	171	NA	Intergenic	NA	-22489	GDF10								
DFAM71927V3_1_742_R1_peak_14070	chr21	26170558	26171005	+	171	NA	promoter-TSS (APP)	NA	39	APP								
DFAM71927V3_1_742_R1_peak_9553	chr17	75515546	75516066	+	171	NA	promoter-TSS (CASKIN2)	NA	-725	TSEN54								
DFAM71927V3_1_742_R1_peak_21269	chr9	89408606	89409159	+	171	NA	intron (SEMA4D, intron 4 of 16)	NA	89108	SEMA4D								
DFAM71927V3_1_742_R1_peak_15067	chr3	14947102	14948856	+	171	NA	promoter-TSS (FGD5-AS1)	NA	250	NR2C2								
DFAM71927V3_1_742_R1_peak_15811	chr3	130893375	130894744	+	171	NA	promoter-TSS (ATP2C1)	NA	79	ATP2C1								
DFAM71927V3_1_742_R1_peak_11285	chr19	43463360	43463672	+	171	NA	intron (LYPD3, intron 3 of 4)	NA	2163	LYPD3								
DFAM71927V3_1_742_R1_peak_4580	chr12	14385112	14385715	+	171	NA	intron (ATF7IP, intron 1 of 14)	NA	19781	ATF7IP								
DFAM71927V3_1_742_R1_peak_11182	chr19	38769795	38770203	+	171	NA	TTS (LGALS7)	NA	3518	LGALS7								
DFAM71927V3_1_742_R1_peak_3907	chr11	68828701	68829325	+	171	NA	intron (CPT1A, intron 1 of 18)	NA	12918	CPT1A								
DFAM71927V3_1_742_R1_peak_1471	chr1	160519878	160520214	+	171	NA	intron (SLAMF6, intron 1 of 7)	NA	3216	SLAMF6								
DFAM71927V3_1_742_R1_peak_9603	chr17	76452444	76453406	+	171	NA	promoter-TSS (AANAT)	NA	281	UBE2O								
DFAM71927V3_1_742_R1_peak_10301	chr19	925354	925801	+	171	NA	promoter-TSS (ARID3A)	NA	-156	ARID3A								
DFAM71927V3_1_742_R1_peak_21782	chr9	136533301	136533612	+	171	NA	intron (NOTCH1, intron 2 of 33)	NA	12330	NOTCH1								
DFAM71927V3_1_742_R1_peak_13348	chr2	241610137	241610576	+	171	NA	intron (THAP4, intron 2 of 5)	NA	26982	THAP4								
DFAM71927V3_1_742_R1_peak_4675	chr12	45727387	45727754	+	171	NA	exon (LINC00938, exon 1 of 1)	NA	351	LINC00938								
DFAM71927V3_1_742_R1_peak_10739	chr19	13864178	13864640	+	171	NA	Intergenic	NA	-10316	MIR181C								
DFAM71927V3_1_742_R1_peak_20453	chr8	38830732	38831136	+	171	NA	intron (TACC1, intron 8 of 15)	NA	43730	TACC1								
DFAM71927V3_1_742_R1_peak_959	chr1	77926623	77927737	+	171	NA	intron (NEXN, intron 7 of 11)	NA	-37641	NEXN-AS1								
DFAM71927V3_1_742_R1_peak_11609	chr19	55476373	55477010	+	171	NA	promoter-TSS (ZNF628)	NA	359	ZNF628								
DFAM71927V3_1_742_R1_peak_3749	chr11	65096061	65096797	+	171	NA	exon (VPS51, exon 1 of 10)	NA	314	VPS51								
DFAM71927V3_1_742_R1_peak_18705	chr6	89829482	89829862	+	171	NA	promoter-TSS (CASP8AP2)	NA	-228	CASP8AP2								
DFAM71927V3_1_742_R1_peak_20591	chr8	80893756	80893991	+	171	NA	Intergenic	NA	-20049	ZNF704								
DFAM71927V3_1_742_R1_peak_3959	chr11	72813551	72814565	+	171	NA	promoter-TSS (ATG16L2)	NA	-10071	ATG16L2								
DFAM71927V3_1_742_R1_peak_19485	chr7	50450145	50450872	+	171	NA	promoter-TSS (FIGNL1)	NA	-118	FIGNL1								
DFAM71927V3_1_742_R1_peak_18751	chr6	107957228	107957581	+	171	NA	intron (SEC63, intron 1 of 20)	NA	874	SEC63								
DFAM71927V3_1_742_R1_peak_6852	chr15	58472807	58473534	+	171	NA	intron (RP11-355N15.1, intron 2 of 2)	NA	25565	RP11-355N15.1								
DFAM71927V3_1_742_R1_peak_66	chr1	1919100	1919910	+	171	NA	promoter-TSS (TMEM52)	NA	-204	TMEM52								
DFAM71927V3_1_742_R1_peak_5781	chr13	74133684	74135373	+	171	NA	promoter-TSS (KLF12)	NA	-265	KLF12								
DFAM71927V3_1_742_R1_peak_4328	chr11	128965406	128965739	+	171	NA	exon (ARHGAP32, exon 13 of 13)	NA	-22173	TP53AIP1								
DFAM71927V3_1_742_R1_peak_17501	chr5	134132320	134132807	+	171	NA	intron (TCF7, intron 1 of 7)	NA	17842	TCF7								
DFAM71927V3_1_742_R1_peak_19684	chr7	99325670	99326074	+	171	NA	promoter-TSS (ARPC1A)	NA	-1	ARPC1A								
DFAM71927V3_1_742_R1_peak_19228	chr7	5531355	5532004	+	171	NA	Intergenic	NA	-2408	ACTB								
DFAM71927V3_1_742_R1_peak_14704	chr22	38755483	38756436	+	171	NA	promoter-TSS (SUN2)	NA	-1032	SUN2								
DFAM71927V3_1_742_R1_peak_10368	chr19	2051117	2051606	+	171	NA	promoter-TSS (MKNK2)	NA	-117	MKNK2								
DFAM71927V3_1_742_R1_peak_11972	chr2	37626185	37626597	+	171	NA	Intergenic	NA	46144	CDC42EP3								
DFAM71927V3_1_742_R1_peak_16900	chr4	176195502	176195788	+	171	NA	promoter-TSS (SPATA4)	NA	26	SPATA4								
DFAM71927V3_1_742_R1_peak_3655	chr11	62709460	62709966	+	171	NA	promoter-TSS (BSCL2)	NA	-2006	BSCL2								
DFAM71927V3_1_742_R1_peak_19392	chr7	36777134	36777640	+	171	NA	Intergenic	NA	-52838	AOAH								
DFAM71927V3_1_742_R1_peak_773	chr1	44674092	44674738	+	171	NA	promoter-TSS (C1orf228)	NA	164	TMEM53								
DFAM71927V3_1_742_R1_peak_7098	chr15	76905080	76905575	+	171	NA	exon (SCAPER, exon 1 of 32)	NA	128	SCAPER								
DFAM71927V3_1_742_R1_peak_2673	chr10	71748606	71749065	+	171	NA	exon (C10orf54, exon 7 of 7)	NA	-11011	C10orf105								
DFAM71927V3_1_742_R1_peak_21652	chr9	129894422	129894738	+	171	NA	TTS (FNBP1)	NA	24930	MIR6855								
DFAM71927V3_1_742_R1_peak_16248	chr4	2811744	2812878	+	171	NA	promoter-TSS (SH3BP2)	NA	92	SH3BP2								
DFAM71927V3_1_742_R1_peak_10050	chr18	31634295	31634695	+	171	NA	intron (B4GALT6, intron 5 of 8)	NA	42288	B4GALT6								
DFAM71927V3_1_742_R1_peak_36	chr1	1375156	1375478	+	171	NA	promoter-TSS (AURKAIP1)	NA	-135	AURKAIP1								
DFAM71927V3_1_742_R1_peak_21368	chr9	99221454	99222543	+	171	NA	promoter-TSS (SEC61B)	NA	-34	ALG2								
DFAM71927V3_1_742_R1_peak_11231	chr19	40443011	40443555	+	171	NA	promoter-TSS (SERTAD3)	NA	815	SERTAD3								
DFAM71927V3_1_742_R1_peak_12631	chr2	127615594	127616169	+	171	NA	intron (MYO7B, intron 25 of 46)	NA	15356	LOC101927834								
DFAM71927V3_1_742_R1_peak_12687	chr2	131104441	131105472	+	171	NA	promoter-TSS (PLEKHB2)	NA	109	PLEKHB2								
DFAM71927V3_1_742_R1_peak_3930	chr11	70270432	70270793	+	171	NA	promoter-TSS (PPFIA1)	NA	-1092	PPFIA1								
DFAM71927V3_1_742_R1_peak_12324	chr2	85615955	85616931	+	171	NA	exon (USP39, exon 1 of 14)	NA	351	USP39								
DFAM71927V3_1_742_R1_peak_2714	chr10	73781910	73782340	+	171	NA	promoter-TSS (CHCHD1)	NA	75	CHCHD1								
DFAM71927V3_1_742_R1_peak_2820	chr10	88880048	88881142	+	171	NA	promoter-TSS (STAMBPL1)	NA	-90	STAMBPL1								
DFAM71927V3_1_742_R1_peak_11313	chr19	44500148	44500906	+	171	NA	promoter-TSS (ZNF180)	NA	-4	ZNF180								
DFAM71927V3_1_742_R1_peak_6260	chr14	67241019	67241952	+	171	NA	promoter-TSS (MPP5)	NA	190	MPP5								
DFAM71927V3_1_742_R1_peak_8116	chr16	69565662	69566461	+	171	NA	promoter-TSS (NFAT5)	NA	95	NFAT5								
