chr	start	end	interval_id	num_peaks	num_samples	MV411_1_581_R1.bool	MV411_2_614_R1.bool	MV411_4_627_R1.bool	MV411_1_581_R1.fc	MV411_2_614_R1.fc	MV411_4_627_R1.fc	MV411_1_581_R1.qval	MV411_2_614_R1.qval	MV411_4_627_R1.qval	MV411_1_581_R1.pval	MV411_2_614_R1.pval	MV411_4_627_R1.pval	MV411_1_581_R1.start	MV411_2_614_R1.start	MV411_4_627_R1.start	MV411_1_581_R1.end	MV411_2_614_R1.end	MV411_4_627_R1.end	MV411_1_581_R1.summit	MV411_2_614_R1.summit	MV411_4_627_R1.summit
chr10	117443027	117443195	Interval_640	1	1	FALSE	TRUE	FALSE	NA	5.30462	NA	NA	4.80952	NA	NA	8.59757	NA	NA	117443027	NA	NA	117443195	NA	NA	128	NA
chr10	117762604	117763009	Interval_641	3	3	TRUE	TRUE	TRUE	44.79447	13.33822	14.17905	134.54529	42.2223	30.39996	140.45279	47.23009	35.47016	117762604	117762709	117762783	117763005	117763009	117762974	250	130	76
chr10	118495744	118495861	Interval_642	1	1	TRUE	FALSE	FALSE	6.0882	NA	NA	5.32913	NA	NA	9.22177	NA	NA	118495744	NA	NA	118495861	NA	NA	54	NA	NA
chr10	119120471	119120684	Interval_643	2	2	TRUE	TRUE	FALSE	9.1724	7.7926	NA	12.29733	10.12585	NA	16.50133	14.23412	NA	119120524	119120471	NA	119120680	119120684	NA	99	101	NA
chr10	119135591	119135779	Interval_644	1	1	FALSE	TRUE	FALSE	NA	9.35237	NA	NA	14.45297	NA	NA	18.7279	NA	NA	119135591	NA	NA	119135779	NA	NA	98	NA
chr10	119383547	119383708	Interval_645	1	1	TRUE	FALSE	FALSE	3.79434	NA	NA	2.79875	NA	NA	6.50901	NA	NA	119383547	NA	NA	119383708	NA	NA	97	NA	NA
chr10	119682103	119682267	Interval_646	1	1	FALSE	TRUE	FALSE	NA	4.12507	NA	NA	2.72959	NA	NA	6.33156	NA	NA	119682103	NA	NA	119682267	NA	NA	99	NA
chr10	119784721	119784997	Interval_647	2	2	TRUE	TRUE	FALSE	6.99605	4.36523	NA	11.81039	4.41528	NA	16.00034	8.18214	NA	119784767	119784721	NA	119784997	119784907	NA	109	107	NA
chr10	120715360	120715482	Interval_648	1	1	TRUE	FALSE	FALSE	8.14634	NA	NA	11.10207	NA	NA	15.26622	NA	NA	120715360	NA	NA	120715482	NA	NA	81	NA	NA
chr10	120789962	120790119	Interval_649	2	2	TRUE	FALSE	TRUE	8.55958	NA	6.32686	10.90514	NA	6.91912	15.05843	NA	11.20838	120789962	NA	120789971	120790119	NA	120790090	104	NA	56
chr10	122469019	122469275	Interval_650	1	1	FALSE	TRUE	FALSE	NA	7.48886	NA	NA	9.64519	NA	NA	13.73249	NA	NA	122469019	NA	NA	122469275	NA	NA	120	NA
chr10	123537586	123537772	Interval_651	1	1	FALSE	TRUE	FALSE	NA	4.17523	NA	NA	2.56524	NA	NA	6.15398	NA	NA	123537586	NA	NA	123537772	NA	NA	68	NA
chr10	124067496	124067667	Interval_652	1	1	TRUE	FALSE	FALSE	7.87153	NA	NA	10.23053	NA	NA	14.36409	NA	NA	124067496	NA	NA	124067667	NA	NA	95	NA	NA
chr10	124145241	124145434	Interval_653	1	1	FALSE	TRUE	FALSE	NA	9.05848	NA	NA	14.96691	NA	NA	19.26334	NA	NA	124145241	NA	NA	124145434	NA	NA	89	NA
chr10	124588775	124589127	Interval_654	2	2	TRUE	TRUE	FALSE	7.97152	6.76144	NA	25.56087	21.93637	NA	30.10662	26.45151	NA	124588855	124588775	NA	124589094	124589127	NA	98	219	NA
chr10	127900077	127900322	Interval_655	1	1	FALSE	TRUE	FALSE	NA	8.35046	NA	NA	13.76885	NA	NA	18.02589	NA	NA	127900077	NA	NA	127900322	NA	NA	104	NA
chr10	127919943	127920166	Interval_656	2	2	TRUE	TRUE	FALSE	10.92476	5.32529	NA	18.04484	4.84303	NA	22.41832	8.63157	NA	127919951	127919943	NA	127920166	127920115	NA	112	115	NA
chr10	128048466	128048583	Interval_657	1	1	TRUE	FALSE	FALSE	5.52036	NA	NA	4.75758	NA	NA	8.62396	NA	NA	128048466	NA	NA	128048583	NA	NA	82	NA	NA
chr10	128050940	128051120	Interval_658	1	1	FALSE	TRUE	FALSE	NA	6.36057	NA	NA	9.39932	NA	NA	13.47381	NA	NA	128050940	NA	NA	128051120	NA	NA	87	NA
chr10	128054265	128054460	Interval_659	1	1	TRUE	FALSE	FALSE	9.04201	NA	NA	12.99018	NA	NA	17.21738	NA	NA	128054265	NA	NA	128054460	NA	NA	97	NA	NA
chr10	129090724	129090888	Interval_660	1	1	FALSE	TRUE	FALSE	NA	5.51886	NA	NA	5.12206	NA	NA	8.94874	NA	NA	129090724	NA	NA	129090888	NA	NA	35	NA
chr10	129103401	129103533	Interval_661	1	1	TRUE	FALSE	FALSE	5.03716	NA	NA	5.56146	NA	NA	9.47202	NA	NA	129103401	NA	NA	129103533	NA	NA	44	NA	NA
chr10	129881752	129881916	Interval_662	1	1	FALSE	TRUE	FALSE	NA	4.57301	NA	NA	4.21856	NA	NA	7.9738	NA	NA	129881752	NA	NA	129881916	NA	NA	80	NA
chr10	131739249	131739454	Interval_663	1	1	FALSE	TRUE	FALSE	NA	5.14463	NA	NA	5.81162	NA	NA	9.67166	NA	NA	131739249	NA	NA	131739454	NA	NA	116	NA
chr10	131743289	131743533	Interval_664	2	2	TRUE	TRUE	FALSE	6.99692	8.35046	NA	8.05279	13.76885	NA	12.09366	18.02589	NA	131743289	131743295	NA	131743450	131743533	NA	77	82	NA
chr10	132421381	132421865	Interval_665	3	3	TRUE	TRUE	TRUE	25.84534	24.53756	9.81565	66.41721	70.15921	16.60899	71.59916	75.66929	21.293	132421413	132421381	132421586	132421865	132421807	132421746	239	264	81
chr10	132517260	132517651	Interval_666	3	3	TRUE	TRUE	TRUE	19.4321	11.16215	7.08036	55.24537	35.94032	11.80645	60.27806	40.81501	16.33082	132517324	132517260	132517363	132517597	132517651	132517506	129	206	92
chr10	132583666	132583916	Interval_667	1	1	FALSE	TRUE	FALSE	NA	6.5737	NA	NA	10.18717	NA	NA	14.3024	NA	NA	132583666	NA	NA	132583916	NA	NA	138	NA
chr10	132588261	132588847	Interval_668	3	3	TRUE	TRUE	TRUE	25.80113	20.26812	13.58217	69.01606	52.42257	31.61958	74.23184	57.61675	36.71734	132588312	132588261	132588375	132588847	132588808	132588720	158	210	99
chr10	133259315	133259527	Interval_669	1	1	FALSE	TRUE	FALSE	NA	6.26284	NA	NA	7.67774	NA	NA	11.66516	NA	NA	133259315	NA	NA	133259527	NA	NA	87	NA
chr11	1299252	1299437	Interval_670	1	1	FALSE	TRUE	FALSE	NA	6.26743	NA	NA	6.6102	NA	NA	10.52148	NA	NA	1299252	NA	NA	1299437	NA	NA	97	NA
chr11	1335863	1336148	Interval_671	3	3	TRUE	TRUE	TRUE	9.25895	7.58184	3.6366	26.74686	18.09978	3.07315	31.31901	22.49454	7.09102	1335890	1335863	1335960	1336113	1336148	1336071	111	124	38
chr11	1548293	1548753	Interval_672	3	3	TRUE	TRUE	TRUE	30.82247	29.36997	13.68792	82.13744	87.9184	28.87205	87.51715	93.73929	33.89452	1548293	1548313	1548423	1548753	1548721	1548660	225	185	114
chr11	1572178	1572486	Interval_673	1	1	FALSE	TRUE	FALSE	NA	13.64849	NA	NA	30.47893	NA	NA	35.23227	NA	NA	1572178	NA	NA	1572486	NA	NA	147	NA
chr11	2480945	2481164	Interval_674	1	1	FALSE	TRUE	FALSE	NA	4.52316	NA	NA	3.32912	NA	NA	7.00015	NA	NA	2480945	NA	NA	2481164	NA	NA	69	NA
chr11	3036524	3036731	Interval_675	3	3	TRUE	TRUE	TRUE	7.58343	5.71164	7.41009	10.2039	6.76627	10.95784	14.32932	10.69966	15.45064	3036536	3036524	3036554	3036729	3036696	3036731	53	75	92
chr11	5234599	5234824	Interval_676	3	3	TRUE	TRUE	TRUE	11.19862	10.64351	6.80537	17.95473	19.21253	8.21668	22.32703	23.64158	12.56895	5234638	5234599	5234645	5234807	5234824	5234778	92	116	56
chr11	5815570	5815852	Interval_677	3	3	TRUE	TRUE	TRUE	18.85438	13.42058	9.06729	39.35733	26.19052	12.62657	44.16127	30.83155	17.18019	5815621	5815570	5815617	5815823	5815852	5815781	94	143	85
chr11	6413873	6414117	Interval_678	3	3	TRUE	TRUE	TRUE	9.58731	7.60278	3.7988	14.83447	11.12369	2.2325	19.12023	15.27063	6.17368	6413889	6413873	6413903	6414111	6414117	6414014	107	122	38
chr11	8222988	8223169	Interval_679	1	1	TRUE	FALSE	FALSE	7.35154	NA	NA	15.23805	NA	NA	19.53605	NA	NA	8222988	NA	NA	8223169	NA	NA	109	NA	NA
chr11	8258454	8258732	Interval_680	3	3	TRUE	TRUE	TRUE	18.42393	10.2128	9.54497	42.34612	19.0409	17.29987	47.19256	23.46673	22.00678	8258469	8258454	8258502	8258732	8258699	8258695	103	124	94
chr11	8908266	8908452	Interval_681	1	1	FALSE	TRUE	FALSE	NA	6.61078	NA	NA	8.63445	NA	NA	12.67345	NA	NA	8908266	NA	NA	8908452	NA	NA	48	NA
chr11	9502599	9502766	Interval_682	1	1	TRUE	FALSE	FALSE	6.99692	NA	NA	8.05279	NA	NA	12.09366	NA	NA	9502599	NA	NA	9502766	NA	NA	80	NA	NA
chr11	9613092	9613531	Interval_683	3	3	TRUE	TRUE	TRUE	23.89012	20.61361	13.02567	75.62288	82.02779	39.12238	80.91436	87.74585	44.37395	9613124	9613092	9613157	9613467	9613531	9613410	182	206	151
chr11	10442184	10442301	Interval_684	1	1	TRUE	FALSE	FALSE	5.80189	NA	NA	6.51501	NA	NA	10.48557	NA	NA	10442184	NA	NA	10442301	NA	NA	40	NA	NA
chr11	10748313	10748681	Interval_685	3	3	TRUE	TRUE	TRUE	11.95336	15.28848	9.13769	20.26299	33.98526	13.81572	24.69586	38.81532	18.41192	10748364	10748313	10748326	10748571	10748681	10748502	106	123	104
chr11	10857903	10858282	Interval_686	3	3	TRUE	TRUE	TRUE	5.87669	9.71764	3.7988	8.10542	21.49899	2.2325	12.15147	26.00046	6.17368	10857903	10857972	10858062	10858194	10858282	10858226	198	147	83
chr11	11416695	11416831	Interval_687	1	1	TRUE	FALSE	FALSE	7.4573	NA	NA	9.16335	NA	NA	13.2544	NA	NA	11416695	NA	NA	11416831	NA	NA	42	NA	NA
chr11	12099268	12099402	Interval_688	1	1	TRUE	FALSE	FALSE	8.05482	NA	NA	12.31985	NA	NA	16.52468	NA	NA	12099268	NA	NA	12099402	NA	NA	52	NA	NA
chr11	12174515	12174816	Interval_689	3	3	TRUE	TRUE	TRUE	24.30329	15.10649	20.20522	57.80426	32.29062	51.07233	62.87478	37.08416	56.52885	12174566	12174515	12174554	12174816	12174771	12174769	123	148	123
chr11	12292890	12293018	Interval_690	1	1	TRUE	FALSE	FALSE	6.14317	NA	NA	7.44523	NA	NA	11.45795	NA	NA	12292890	NA	NA	12293018	NA	NA	63	NA	NA
chr11	14271213	14271537	Interval_691	3	3	TRUE	TRUE	TRUE	15.01664	9.94304	7.11101	37.89679	25.93903	12.82072	42.67847	30.5672	17.38039	14271267	14271244	14271213	14271537	14271534	14271448	119	150	153
chr11	14544685	14544924	Interval_692	3	3	TRUE	TRUE	TRUE	10.99377	9.73507	11.93275	17.11014	15.57715	21.92435	21.45544	19.88853	26.76815	14544707	14544703	14544685	14544916	14544924	14544909	99	112	131
chr11	14555048	14555279	Interval_693	2	2	FALSE	TRUE	TRUE	NA	7.7926	7.88751	NA	10.12585	9.29159	NA	14.23412	13.71786	NA	14555048	14555077	NA	14555279	14555234	NA	129	74
chr11	15636807	15636987	Interval_694	1	1	FALSE	TRUE	FALSE	NA	4.36523	NA	NA	4.41528	NA	NA	8.18214	NA	NA	15636807	NA	NA	15636987	NA	NA	25	NA
chr11	17209341	17209531	Interval_695	2	2	TRUE	TRUE	FALSE	6.78517	5.71626	NA	8.10282	7.48952	NA	12.14674	11.46207	NA	17209341	17209367	NA	17209466	17209531	NA	59	79	NA
chr11	17386588	17386915	Interval_696	3	3	TRUE	TRUE	TRUE	12.77174	13.16828	9.42248	22.75067	27.04454	14.83056	27.23684	31.70466	19.45696	17386588	17386591	17386645	17386915	17386892	17386819	139	149	95
chr11	18384108	18384279	Interval_697	1	1	FALSE	TRUE	FALSE	NA	4.21213	NA	NA	4.67334	NA	NA	8.45303	NA	NA	18384108	NA	NA	18384279	NA	NA	47	NA
chr11	19954005	19954177	Interval_698	1	1	FALSE	TRUE	FALSE	NA	8.25062	NA	NA	11.72632	NA	NA	15.90362	NA	NA	19954005	NA	NA	19954177	NA	NA	95	NA
chr11	20046555	20046804	Interval_699	3	3	TRUE	TRUE	TRUE	19.87354	7.35968	14.57293	42.51607	9.03642	30.3552	47.36596	13.09431	35.42383	20046560	20046555	20046600	20046804	20046745	20046798	114	84	89
chr11	20611950	20612295	Interval_700	3	3	TRUE	TRUE	TRUE	21.75925	17.88364	15.47486	51.08202	43.55299	39.48522	56.05648	48.58687	44.74291	20611976	20611957	20611950	20612237	20612295	20612260	146	144	160
chr11	22194467	22194677	Interval_701	1	1	FALSE	TRUE	FALSE	NA	5.91491	NA	NA	6.74843	NA	NA	10.68008	NA	NA	22194467	NA	NA	22194677	NA	NA	100	NA
chr11	27926969	27927260	Interval_702	3	3	TRUE	TRUE	TRUE	12.96892	6.79037	3.47888	30.04465	12.72407	2.50602	34.68285	16.94145	6.46191	27926972	27926969	27927055	27927252	27927260	27927165	115	138	61
chr11	30919701	30919818	Interval_703	1	1	TRUE	FALSE	FALSE	4.5862	NA	NA	2.39587	NA	NA	6.08398	NA	NA	30919701	NA	NA	30919818	NA	NA	25	NA	NA
chr11	31254485	31254651	Interval_704	1	1	TRUE	FALSE	FALSE	8.61924	NA	NA	11.85533	NA	NA	16.04681	NA	NA	31254485	NA	NA	31254651	NA	NA	66	NA	NA
chr11	33198062	33198486	Interval_705	3	3	TRUE	TRUE	TRUE	42.65475	29.248	22.49016	124.41311	84.82805	58.68848	130.22075	90.59122	64.29199	33198086	33198062	33198093	33198398	33198486	33198399	145	195	129
chr11	33211324	33211553	Interval_706	2	2	TRUE	TRUE	FALSE	6.1223	6.30727	NA	5.98827	7.01017	NA	9.92772	10.96143	NA	33211338	33211324	NA	33211455	33211553	NA	82	134	NA
chr11	33869801	33870030	Interval_707	2	2	TRUE	TRUE	FALSE	8.30884	7.32222	NA	11.35954	10.21715	NA	15.53492	14.33284	NA	33869864	33869801	NA	33870030	33870029	NA	83	131	NA
chr11	33893622	33894113	Interval_708	3	3	TRUE	TRUE	TRUE	42.81876	21.15016	20.52602	135.57838	73.59385	57.04865	141.49425	79.15803	62.62622	33893633	33893622	33893691	33894113	33894069	33894000	190	230	141
chr11	33930448	33930634	Interval_709	1	1	FALSE	TRUE	FALSE	NA	5.53181	NA	NA	6.47125	NA	NA	10.37789	NA	NA	33930448	NA	NA	33930634	NA	NA	127	NA
chr11	34128694	34128924	Interval_710	3	3	TRUE	TRUE	TRUE	5.4606	4.8711	6.40125	5.6193	4.13181	10.05533	9.53768	7.87781	14.51252	34128694	34128727	34128695	34128844	34128924	34128866	66	39	81
chr11	34269121	34269256	Interval_711	1	1	TRUE	FALSE	FALSE	9.18345	NA	NA	13.68649	NA	NA	17.94188	NA	NA	34269121	NA	NA	34269256	NA	NA	64	NA	NA
chr11	34654976	34655148	Interval_712	1	1	FALSE	TRUE	FALSE	NA	6.23153	NA	NA	8.0017	NA	NA	12.00896	NA	NA	34654976	NA	NA	34655148	NA	NA	96	NA
chr11	35030809	35031002	Interval_713	2	2	TRUE	TRUE	FALSE	8.06822	5.62566	NA	10.97976	5.93984	NA	15.13682	9.8194	NA	35030809	35030838	NA	35030983	35031002	NA	115	58	NA
chr11	35035936	35036165	Interval_714	2	2	TRUE	TRUE	FALSE	4.63201	5.22448	NA	3.40507	5.62631	NA	7.1804	9.47236	NA	35035989	35035936	NA	35036144	35036165	NA	49	67	NA
chr11	35089801	35089978	Interval_715	1	1	FALSE	TRUE	FALSE	NA	5.1064	NA	NA	4.49974	NA	NA	8.27017	NA	NA	35089801	NA	NA	35089978	NA	NA	92	NA
chr11	35992696	35992841	Interval_716	1	1	TRUE	FALSE	FALSE	7.65964	NA	NA	9.48469	NA	NA	13.58567	NA	NA	35992696	NA	NA	35992841	NA	NA	91	NA	NA
chr11	36509369	36509587	Interval_717	2	2	TRUE	TRUE	FALSE	9.65063	6.20063	NA	14.93184	7.20941	NA	19.22575	11.16715	NA	36509400	36509369	NA	36509587	36509566	NA	94	85	NA
chr11	36713900	36714069	Interval_718	1	1	FALSE	TRUE	FALSE	NA	5.14463	NA	NA	5.81162	NA	NA	9.67166	NA	NA	36713900	NA	NA	36714069	NA	NA	57	NA
chr11	43360491	43360668	Interval_719	1	1	FALSE	TRUE	FALSE	NA	5.96121	NA	NA	6.12595	NA	NA	10.02041	NA	NA	43360491	NA	NA	43360668	NA	NA	76	NA
chr11	43833884	43834059	Interval_720	1	1	TRUE	FALSE	FALSE	8.27724	NA	NA	10.45299	NA	NA	14.59556	NA	NA	43833884	NA	NA	43834059	NA	NA	81	NA	NA
chr11	45021115	45021235	Interval_721	1	1	FALSE	FALSE	TRUE	NA	NA	7.00445	NA	NA	8.87725	NA	NA	13.26993	NA	NA	45021115	NA	NA	45021235	NA	NA	61
chr11	45383278	45383395	Interval_722	1	1	TRUE	FALSE	FALSE	4.37307	NA	NA	2.31685	NA	NA	5.97032	NA	NA	45383278	NA	NA	45383395	NA	NA	46	NA	NA
chr11	46321823	46322036	Interval_723	1	1	FALSE	TRUE	FALSE	NA	6.3182	NA	NA	12.57331	NA	NA	16.78112	NA	NA	46321823	NA	NA	46322036	NA	NA	121	NA
chr11	46336805	46337026	Interval_724	1	1	FALSE	TRUE	FALSE	NA	8.469	NA	NA	13.97347	NA	NA	18.23535	NA	NA	46336805	NA	NA	46337026	NA	NA	116	NA
chr11	47426421	47426605	Interval_725	1	1	TRUE	FALSE	FALSE	7.36224	NA	NA	9.84718	NA	NA	13.95766	NA	NA	47426421	NA	NA	47426605	NA	NA	84	NA	NA
chr11	47533740	47534100	Interval_726	1	1	FALSE	TRUE	FALSE	NA	8.18397	NA	NA	11.17548	NA	NA	15.32851	NA	NA	47533740	NA	NA	47534100	NA	NA	229	NA
chr11	47560523	47560744	Interval_727	2	2	TRUE	TRUE	FALSE	9.88281	9.85907	NA	14.33832	16.28632	NA	18.60548	20.63061	NA	47560590	47560523	NA	47560732	47560744	NA	76	106	NA
chr11	47724248	47724412	Interval_728	1	1	FALSE	TRUE	FALSE	NA	5.19507	NA	NA	4.06195	NA	NA	7.79667	NA	NA	47724248	NA	NA	47724412	NA	NA	145	NA
chr11	47767385	47767699	Interval_729	2	2	TRUE	TRUE	FALSE	12.39956	4.85882	NA	25.18014	4.99105	NA	29.72188	8.81054	NA	47767516	47767385	NA	47767699	47767624	NA	100	84	NA
chr11	47905770	47905975	Interval_730	1	1	FALSE	TRUE	FALSE	NA	6.10882	NA	NA	7.43425	NA	NA	11.39824	NA	NA	47905770	NA	NA	47905975	NA	NA	118	NA
chr11	47928584	47928814	Interval_731	2	2	TRUE	TRUE	FALSE	7.2759	7.43114	NA	12.7828	13.07731	NA	17.00654	17.30783	NA	47928592	47928584	NA	47928814	47928789	NA	150	139	NA
chr11	58888681	58888870	Interval_732	1	1	FALSE	TRUE	FALSE	NA	6.92675	NA	NA	7.97525	NA	NA	11.97911	NA	NA	58888681	NA	NA	58888870	NA	NA	75	NA
chr11	59145662	59145826	Interval_733	1	1	FALSE	TRUE	FALSE	NA	6.70147	NA	NA	8.0017	NA	NA	12.00762	NA	NA	59145662	NA	NA	59145826	NA	NA	82	NA
chr11	60119876	60120037	Interval_734	2	2	TRUE	FALSE	TRUE	9.86333	NA	7.51959	14.78814	NA	9.22301	19.06851	NA	13.63226	60119895	NA	60119876	60120037	NA	60120000	64	NA	34
chr11	60389662	60389801	Interval_735	1	1	TRUE	FALSE	FALSE	5.11931	NA	NA	4.75432	NA	NA	8.61572	NA	NA	60389662	NA	NA	60389801	NA	NA	80	NA	NA
chr11	60954482	60954648	Interval_736	1	1	FALSE	TRUE	FALSE	NA	4.16835	NA	NA	5.92313	NA	NA	9.80024	NA	NA	60954482	NA	NA	60954648	NA	NA	119	NA
chr11	61026308	61026622	Interval_737	3	3	TRUE	TRUE	TRUE	19.42957	11.34944	9.65508	45.58173	22.71297	16.91454	50.47565	27.25243	21.60903	61026308	61026334	61026371	61026597	61026622	61026566	154	161	102
chr11	61061495	61061659	Interval_738	1	1	FALSE	TRUE	FALSE	NA	4.85882	NA	NA	4.99105	NA	NA	8.81054	NA	NA	61061495	NA	NA	61061659	NA	NA	66	NA
chr11	61680254	61680435	Interval_739	1	1	TRUE	FALSE	FALSE	8.7733	NA	NA	12.55298	NA	NA	16.77286	NA	NA	61680254	NA	NA	61680435	NA	NA	99	NA	NA
chr11	62806598	62807065	Interval_740	3	3	TRUE	TRUE	TRUE	11.19369	9.94304	5.121	27.98124	25.93903	7.48274	32.58059	30.5672	11.80429	62806649	62806598	62806639	62806920	62807065	62806839	81	163	102
chr11	64094543	64094731	Interval_741	1	1	FALSE	TRUE	FALSE	NA	4.52316	NA	NA	3.32912	NA	NA	7.00015	NA	NA	64094543	NA	NA	64094731	NA	NA	91	NA
chr11	64181564	64181818	Interval_742	2	2	TRUE	TRUE	FALSE	7.08309	9.9808	NA	8.57809	19.19661	NA	12.6395	23.62491	NA	64181620	64181564	NA	64181766	64181818	NA	71	112	NA
chr11	64215028	64215310	Interval_743	3	3	TRUE	TRUE	TRUE	26.78321	11.6992	14.87369	66.23927	21.53267	30.93415	71.41994	26.03443	36.01554	64215061	64215028	64215094	64215289	64215310	64215264	114	121	85
chr11	64743090	64743558	Interval_744	3	3	TRUE	TRUE	TRUE	11.5747	12.79104	6.52289	21.9586	30.28662	8.09871	26.42559	35.02644	12.44532	64743247	64743090	64743295	64743558	64743513	64743405	106	257	41
chr11	65061771	65061907	Interval_745	1	1	TRUE	FALSE	FALSE	10.49538	NA	NA	17.34624	NA	NA	21.70099	NA	NA	65061771	NA	NA	65061907	NA	NA	63	NA	NA
chr11	65371240	65371357	Interval_746	1	1	TRUE	FALSE	FALSE	6.48446	NA	NA	8.39744	NA	NA	12.45354	NA	NA	65371240	NA	NA	65371357	NA	NA	75	NA	NA
chr11	65418786	65418930	Interval_747	1	1	TRUE	FALSE	FALSE	5.57105	NA	NA	5.14645	NA	NA	9.03394	NA	NA	65418786	NA	NA	65418930	NA	NA	86	NA	NA
chr11	65420181	65420303	Interval_748	1	1	TRUE	FALSE	FALSE	4.89456	NA	NA	3.82171	NA	NA	7.61149	NA	NA	65420181	NA	NA	65420303	NA	NA	43	NA	NA
chr11	65453324	65453441	Interval_749	1	1	TRUE	FALSE	FALSE	6.11493	NA	NA	5.36085	NA	NA	9.26478	NA	NA	65453324	NA	NA	65453441	NA	NA	47	NA	NA
chr11	65472111	65472506	Interval_750	3	3	TRUE	TRUE	TRUE	18.01517	15.6102	9.70813	37.95965	34.5264	15.28591	42.74177	39.37278	19.93348	65472150	65472111	65472197	65472427	65472506	65472353	163	163	82
chr11	65494588	65494792	Interval_751	2	2	TRUE	TRUE	FALSE	5.80189	5.09277	NA	6.51501	6.68944	NA	10.48557	10.61142	NA	65494609	65494588	NA	65494741	65494792	NA	34	111	NA
chr11	65497621	65497785	Interval_752	1	1	FALSE	TRUE	FALSE	NA	4.17118	NA	NA	3.04801	NA	NA	6.67906	NA	NA	65497621	NA	NA	65497785	NA	NA	12	NA
chr11	65498866	65499058	Interval_753	1	1	TRUE	FALSE	FALSE	8.38168	NA	NA	12.39338	NA	NA	16.6004	NA	NA	65498866	NA	NA	65499058	NA	NA	104	NA	NA
chr11	65588098	65588454	Interval_754	3	3	TRUE	TRUE	TRUE	27.54494	14.86227	10.20145	75.64851	43.26375	19.01761	80.94033	48.28894	23.77811	65588098	65588106	65588206	65588405	65588454	65588374	191	187	78
chr11	65859957	65860106	Interval_755	1	1	TRUE	FALSE	FALSE	5.87669	NA	NA	8.10542	NA	NA	12.15147	NA	NA	65859957	NA	NA	65860106	NA	NA	58	NA	NA
chr11	65919067	65919359	Interval_756	1	1	FALSE	TRUE	FALSE	NA	4.90667	NA	NA	3.92016	NA	NA	7.63127	NA	NA	65919067	NA	NA	65919359	NA	NA	152	NA
chr11	66068849	66069110	Interval_757	1	1	TRUE	FALSE	FALSE	5.92866	NA	NA	9.73731	NA	NA	13.84503	NA	NA	66068849	NA	NA	66069110	NA	NA	101	NA	NA
chr11	66418131	66418835	Interval_758	3	3	TRUE	TRUE	TRUE	78.05504	72.85074	42.37769	294.21552	312.25766	159.76828	302.11551	321.74869	166.72153	66418153	66418131	66418163	66418695	66418835	66418659	266	296	256
chr11	67033974	67034281	Interval_759	3	3	TRUE	TRUE	TRUE	8.87347	11.25133	6.16466	15.67846	23.13917	9.1835	19.98675	27.69096	13.58947	67033974	67033991	67034073	67034275	67034281	67034253	205	135	101
chr11	68142074	68142288	Interval_760	2	2	TRUE	TRUE	FALSE	6.99692	4.28719	NA	8.05279	3.47481	NA	12.09366	7.16285	NA	68142139	68142074	NA	68142288	68142279	NA	80	79	NA
chr11	68271966	68272294	Interval_761	2	2	TRUE	TRUE	FALSE	6.82575	5.5778	NA	9.37164	8.31607	NA	13.47116	12.33211	NA	68272039	68271966	NA	68272294	68272254	NA	161	212	NA
chr11	68472092	68472310	Interval_762	2	2	TRUE	TRUE	FALSE	5.42481	6.66358	NA	4.92387	9.53302	NA	8.79488	13.61084	NA	68472123	68472092	NA	68472258	68472310	NA	43	88	NA
chr11	69166569	69166881	Interval_763	2	2	TRUE	TRUE	FALSE	13.55653	8.69839	NA	26.49341	14.85706	NA	31.06202	19.15238	NA	69166617	69166569	NA	69166808	69166881	NA	74	113	NA
chr11	69297136	69297680	Interval_764	2	2	TRUE	TRUE	FALSE	5.4606	3.90851	NA	5.6193	4.29558	NA	9.53768	8.0562	NA	69297136	69297384	NA	69297453	69297680	NA	143	192	NA
chr11	69505792	69506156	Interval_765	3	3	TRUE	TRUE	TRUE	17.74694	10.82319	7.82077	48.93552	22.9728	15.72689	53.87883	27.52067	20.38453	69505792	69505869	69505915	69506154	69506156	69506125	235	147	109
chr11	70470160	70470416	Interval_766	2	2	TRUE	TRUE	FALSE	7.68571	10.65059	NA	9.52491	19.77986	NA	13.62831	24.23303	NA	70470225	70470160	NA	70470377	70470416	NA	100	116	NA
chr11	70608723	70609109	Interval_767	2	2	TRUE	TRUE	FALSE	9.98017	11.14671	NA	15.4724	27.18983	NA	19.77379	31.85536	NA	70608744	70608723	NA	70608901	70609109	NA	54	151	NA
chr11	70660096	70660393	Interval_768	3	3	TRUE	TRUE	TRUE	16.04812	14.93267	9.81771	36.10951	37.61245	18.93702	40.85455	42.52302	23.6967	70660171	70660096	70660164	70660393	70660383	70660361	116	134	109
chr11	72223280	72223471	Interval_769	1	1	FALSE	TRUE	FALSE	NA	3.1591	NA	NA	1.57668	NA	NA	5.0233	NA	NA	72223280	NA	NA	72223471	NA	NA	29	NA
chr11	72273157	72273410	Interval_770	1	1	FALSE	TRUE	FALSE	NA	9.09136	NA	NA	13.54137	NA	NA	17.78874	NA	NA	72273157	NA	NA	72273410	NA	NA	108	NA
chr11	72815751	72815939	Interval_771	2	2	TRUE	TRUE	FALSE	6.04179	5.45279	NA	5.55196	5.02069	NA	9.46008	8.84071	NA	72815799	72815751	NA	72815924	72815939	NA	27	78	NA
